StartFrame,EndFrame,NativeStartFrame,NativeEndFrame,TimingSearchStartFrame,TimingSearchEndFrame,StartBoundaryStatus,EndBoundaryStatus,TimingResolved,NativeTraceCrossesReturnLevel,TimingMaxExtensionFrames,SiteID,EventID,Session,SearchLimitSec
348,364,348,364,343,369,search_limit_unresolved,search_limit_unresolved,0,0,5,26,4,M401-01-baseline-awake,5
452,461,457,461,452,466,return_crossing,search_limit_unresolved,0,0,5,26,5,M401-01-baseline-awake,5
514,525,519,525,514,530,return_crossing,search_limit_unresolved,0,0,5,26,6,M401-01-baseline-awake,5
82,90,83,87,78,92,return_crossing,return_crossing,1,0,5,27,1,M401-01-baseline-awake,5
167,173,167,173,162,178,search_limit_unresolved,search_limit_unresolved,0,0,5,27,2,M401-01-baseline-awake,5
342,355,342,355,337,360,return_crossing,search_limit_unresolved,0,0,5,27,3,M401-01-baseline-awake,5
472,477,472,477,467,482,seed_not_below_return_level,seed_not_below_return_level,0,1,5,27,4,M401-01-baseline-awake,5
517,537,518,534,513,539,return_crossing,return_crossing,1,0,5,27,5,M401-01-baseline-awake,5
572,574,572,574,567,579,seed_not_below_return_level,seed_not_below_return_level,0,1,5,27,6,M401-01-baseline-awake,5
91,96,91,93,86,98,search_limit_unresolved,return_crossing,0,0,5,28,1,M401-01-baseline-awake,5
103,106,103,105,98,110,return_crossing,return_crossing,1,0,5,29,1,M401-01-baseline-awake,5
93,98,95,97,90,102,return_crossing,return_crossing,1,0,5,30,1,M401-01-baseline-awake,5
218,230,223,226,218,231,return_crossing,return_crossing,1,0,5,31,1,M401-01-baseline-awake,5
106,113,108,110,103,115,return_crossing,return_crossing,1,0,5,32,1,M401-01-baseline-awake,5
126,135,128,130,123,135,return_crossing,return_crossing,1,0,5,33,1,M401-01-baseline-awake,5
136,142,139,141,134,146,return_crossing,return_crossing,1,0,5,34,1,M401-01-baseline-awake,5
136,146,139,142,134,147,return_crossing,return_crossing,1,0,5,35,1,M401-01-baseline-awake,5
149,156,151,156,146,161,return_crossing,return_crossing,1,0,5,36,1,M401-01-baseline-awake,5
488,514,488,514,483,519,return_crossing,return_crossing,1,0,5,36,2,M401-01-baseline-awake,5
482,492,483,492,478,497,return_crossing,search_limit_unresolved,0,0,5,37,1,M401-01-baseline-awake,5
534,557,535,557,530,562,return_crossing,seed_not_below_return_level,0,1,5,37,2,M401-01-baseline-awake,5
264,279,264,274,259,279,search_limit_unresolved,return_crossing,0,0,5,38,1,M401-01-baseline-awake,5
219,223,219,222,214,227,search_limit_unresolved,return_crossing,0,0,5,39,1,M401-01-baseline-awake,5
558,570,558,570,553,575,return_crossing,return_crossing,1,0,5,40,1,M401-01-baseline-awake,5
217,222,217,219,212,224,search_limit_unresolved,return_crossing,0,0,5,41,1,M401-01-baseline-awake,5
226,235,231,233,226,238,return_crossing,return_crossing,1,0,5,42,1,M401-01-baseline-awake,5
241,250,246,248,241,253,return_crossing,return_crossing,1,0,5,43,1,M401-01-baseline-awake,5
325,333,327,329,322,334,return_crossing,return_crossing,1,0,5,44,1,M401-01-baseline-awake,5
440,448,442,445,437,450,return_crossing,return_crossing,1,0,5,44,2,M401-01-baseline-awake,5
370,372,370,372,365,377,search_limit_unresolved,search_limit_unresolved,0,0,5,45,1,M401-01-baseline-awake,5
405,409,405,407,400,412,return_crossing,return_crossing,1,0,5,46,1,M401-01-baseline-awake,5
430,433,431,433,426,438,return_crossing,search_limit_unresolved,0,0,5,46,2,M401-01-baseline-awake,5
560,566,564,566,559,571,return_crossing,search_limit_unresolved,0,0,5,47,1,M401-01-baseline-awake,5
443,450,443,446,438,451,search_limit_unresolved,return_crossing,0,0,5,48,1,M401-01-baseline-awake,5
585,590,585,587,580,592,search_limit_unresolved,return_crossing,0,0,5,49,1,M401-01-baseline-awake,5
1,6,1,6,1,16,seed_not_below_return_level,seed_not_below_return_level,0,1,10,1,1,M401-01-baseline-awake,10
130,148,130,140,120,150,search_limit_unresolved,return_crossing,0,0,10,1,2,M401-01-baseline-awake,10
228,231,229,231,219,241,return_crossing,return_crossing,1,0,10,1,3,M401-01-baseline-awake,10
1,6,1,6,1,16,recording_boundary_unresolved,seed_not_below_return_level,0,1,10,2,1,M401-01-baseline-awake,10
1,7,1,7,1,17,seed_not_below_return_level,seed_not_below_return_level,0,1,10,3,1,M401-01-baseline-awake,10
1,3,1,3,1,13,seed_not_below_return_level,return_crossing,0,1,10,4,1,M401-01-baseline-awake,10
253,262,254,259,244,269,return_crossing,return_crossing,1,0,10,4,2,M401-01-baseline-awake,10
358,376,358,367,348,377,search_limit_unresolved,return_crossing,0,0,10,5,1,M401-01-baseline-awake,10
378,399,388,392,378,402,return_crossing,return_crossing,1,0,10,5,2,M401-01-baseline-awake,10
535,546,535,544,525,554,search_limit_unresolved,return_crossing,0,0,10,5,3,M401-01-baseline-awake,10
2,17,2,15,1,25,seed_not_below_return_level,return_crossing,0,1,10,6,1,M401-01-baseline-awake,10
194,203,201,203,191,213,return_crossing,seed_not_below_return_level,0,1,10,6,2,M401-01-baseline-awake,10
242,245,242,245,232,255,return_crossing,seed_not_below_return_level,0,1,10,6,3,M401-01-baseline-awake,10
403,410,407,409,397,419,return_crossing,return_crossing,1,0,10,6,4,M401-01-baseline-awake,10
597,599,597,599,587,600,seed_not_below_return_level,recording_boundary_unresolved,0,1,10,6,5,M401-01-baseline-awake,10
8,12,8,12,1,22,seed_not_below_return_level,seed_not_below_return_level,0,1,10,7,1,M401-01-baseline-awake,10
142,153,143,153,133,163,return_crossing,return_crossing,1,0,10,7,2,M401-01-baseline-awake,10
206,210,206,210,196,220,return_crossing,return_crossing,1,0,10,7,3,M401-01-baseline-awake,10
242,255,244,248,234,258,return_crossing,return_crossing,1,0,10,7,4,M401-01-baseline-awake,10
412,417,413,415,403,425,return_crossing,return_crossing,1,0,10,7,5,M401-01-baseline-awake,10
572,591,579,582,569,592,return_crossing,return_crossing,1,0,10,7,6,M401-01-baseline-awake,10
4,6,4,6,1,16,seed_not_below_return_level,return_crossing,0,1,10,8,1,M401-01-baseline-awake,10
212,263,212,263,202,273,return_crossing,return_crossing,1,0,10,9,1,M401-01-baseline-awake,10
457,463,458,462,448,472,return_crossing,return_crossing,1,0,10,9,2,M401-01-baseline-awake,10
497,500,497,500,487,510,return_crossing,return_crossing,1,0,10,9,3,M401-01-baseline-awake,10
330,354,330,346,320,356,return_crossing,return_crossing,0,1,10,10,1,M401-01-baseline-awake,10
598,600,598,600,588,600,return_crossing,recording_boundary_unresolved,0,0,10,10,2,M401-01-baseline-awake,10
17,19,17,19,7,29,return_crossing,return_crossing,1,0,10,11,1,M401-01-baseline-awake,10
38,40,38,40,28,50,seed_not_below_return_level,seed_not_below_return_level,0,1,10,12,1,M401-01-baseline-awake,10
249,266,249,266,239,276,seed_not_below_return_level,search_limit_unresolved,0,1,10,12,2,M401-01-baseline-awake,10
287,302,294,302,284,312,return_crossing,seed_not_below_return_level,0,1,10,12,3,M401-01-baseline-awake,10
325,329,325,329,315,339,seed_not_below_return_level,seed_not_below_return_level,0,1,10,12,4,M401-01-baseline-awake,10
581,591,587,591,577,600,return_crossing,seed_not_below_return_level,0,1,10,12,5,M401-01-baseline-awake,10
251,254,252,254,242,264,return_crossing,return_crossing,1,0,10,13,1,M401-01-baseline-awake,10
378,393,379,387,369,397,return_crossing,return_crossing,1,0,10,14,1,M401-01-baseline-awake,10
431,440,433,435,423,445,return_crossing,return_crossing,1,0,10,14,2,M401-01-baseline-awake,10
243,251,246,251,236,261,return_crossing,search_limit_unresolved,0,0,10,15,1,M401-01-baseline-awake,10
497,510,505,508,495,518,return_crossing,return_crossing,1,0,10,15,2,M401-01-baseline-awake,10
27,31,28,30,18,40,return_crossing,return_crossing,1,0,10,16,1,M401-01-baseline-awake,10
30,37,35,37,25,47,return_crossing,return_crossing,1,0,10,17,1,M401-01-baseline-awake,10
33,43,39,41,29,51,return_crossing,return_crossing,1,0,10,18,1,M401-01-baseline-awake,10
256,269,266,269,256,279,return_crossing,search_limit_unresolved,0,0,10,19,1,M401-01-baseline-awake,10
579,590,579,582,569,592,return_crossing,return_crossing,1,0,10,19,2,M401-01-baseline-awake,10
56,68,56,67,46,77,seed_not_below_return_level,return_crossing,0,1,10,20,1,M401-01-baseline-awake,10
238,240,238,240,228,250,search_limit_unresolved,search_limit_unresolved,0,0,10,20,2,M401-01-baseline-awake,10
176,180,176,180,166,190,search_limit_unresolved,search_limit_unresolved,0,0,10,21,1,M401-01-baseline-awake,10
180,190,180,190,170,200,return_crossing,return_crossing,1,0,10,22,1,M401-01-baseline-awake,10
334,340,336,339,326,349,return_crossing,return_crossing,1,0,10,22,2,M401-01-baseline-awake,10
62,65,63,65,53,75,return_crossing,return_crossing,1,0,10,23,1,M401-01-baseline-awake,10
76,78,76,78,66,88,seed_not_below_return_level,seed_not_below_return_level,0,1,10,24,1,M401-01-baseline-awake,10
104,137,113,131,103,141,return_crossing,return_crossing,1,0,10,24,2,M401-01-baseline-awake,10
327,336,330,336,320,346,return_crossing,seed_not_below_return_level,0,1,10,24,3,M401-01-baseline-awake,10
456,502,464,502,454,512,return_crossing,seed_not_below_return_level,0,1,10,24,4,M401-01-baseline-awake,10
329,340,334,338,324,348,return_crossing,return_crossing,1,0,10,25,1,M401-01-baseline-awake,10
82,87,82,84,72,94,return_crossing,return_crossing,1,0,10,26,1,M401-01-baseline-awake,10
106,109,106,109,96,119,seed_not_below_return_level,seed_not_below_return_level,0,1,10,26,2,M401-01-baseline-awake,10
155,165,156,161,146,171,return_crossing,return_crossing,1,0,10,26,3,M401-01-baseline-awake,10
342,364,348,364,338,374,return_crossing,search_limit_unresolved,0,0,10,26,4,M401-01-baseline-awake,10
452,470,457,461,447,471,return_crossing,return_crossing,1,0,10,26,5,M401-01-baseline-awake,10
514,525,519,525,509,535,return_crossing,search_limit_unresolved,0,0,10,26,6,M401-01-baseline-awake,10
82,90,83,87,73,97,return_crossing,return_crossing,1,0,10,27,1,M401-01-baseline-awake,10
167,173,167,173,157,183,search_limit_unresolved,search_limit_unresolved,0,0,10,27,2,M401-01-baseline-awake,10
342,362,342,355,332,365,return_crossing,return_crossing,1,0,10,27,3,M401-01-baseline-awake,10
472,477,472,477,462,487,seed_not_below_return_level,seed_not_below_return_level,0,1,10,27,4,M401-01-baseline-awake,10
517,537,518,534,508,544,return_crossing,return_crossing,1,0,10,27,5,M401-01-baseline-awake,10
572,574,572,574,562,584,seed_not_below_return_level,seed_not_below_return_level,0,1,10,27,6,M401-01-baseline-awake,10
83,96,91,93,81,103,return_crossing,return_crossing,1,0,10,28,1,M401-01-baseline-awake,10
103,106,103,105,93,115,return_crossing,return_crossing,1,0,10,29,1,M401-01-baseline-awake,10
93,98,95,97,85,107,return_crossing,return_crossing,1,0,10,30,1,M401-01-baseline-awake,10
218,230,223,226,213,236,return_crossing,return_crossing,1,0,10,31,1,M401-01-baseline-awake,10
106,113,108,110,98,120,return_crossing,return_crossing,1,0,10,32,1,M401-01-baseline-awake,10
126,135,128,130,118,140,return_crossing,return_crossing,1,0,10,33,1,M401-01-baseline-awake,10
136,142,139,141,129,151,return_crossing,return_crossing,1,0,10,34,1,M401-01-baseline-awake,10
136,146,139,142,129,152,return_crossing,return_crossing,1,0,10,35,1,M401-01-baseline-awake,10
149,156,151,156,141,166,return_crossing,return_crossing,1,0,10,36,1,M401-01-baseline-awake,10
488,514,488,514,478,524,return_crossing,return_crossing,1,0,10,36,2,M401-01-baseline-awake,10
482,492,483,492,473,502,return_crossing,search_limit_unresolved,0,0,10,37,1,M401-01-baseline-awake,10
534,557,535,557,525,567,return_crossing,seed_not_below_return_level,0,1,10,37,2,M401-01-baseline-awake,10
264,279,264,274,254,284,search_limit_unresolved,return_crossing,0,0,10,38,1,M401-01-baseline-awake,10
219,223,219,222,209,232,search_limit_unresolved,return_crossing,0,0,10,39,1,M401-01-baseline-awake,10
558,570,558,570,548,580,return_crossing,return_crossing,1,0,10,40,1,M401-01-baseline-awake,10
217,222,217,219,207,229,search_limit_unresolved,return_crossing,0,0,10,41,1,M401-01-baseline-awake,10
226,235,231,233,221,243,return_crossing,return_crossing,1,0,10,42,1,M401-01-baseline-awake,10
241,250,246,248,236,258,return_crossing,return_crossing,1,0,10,43,1,M401-01-baseline-awake,10
325,333,327,329,317,339,return_crossing,return_crossing,1,0,10,44,1,M401-01-baseline-awake,10
440,448,442,445,432,455,return_crossing,return_crossing,1,0,10,44,2,M401-01-baseline-awake,10
370,372,370,372,360,382,search_limit_unresolved,search_limit_unresolved,0,0,10,45,1,M401-01-baseline-awake,10
405,409,405,407,395,417,return_crossing,return_crossing,1,0,10,46,1,M401-01-baseline-awake,10
430,442,431,433,421,443,return_crossing,return_crossing,1,0,10,46,2,M401-01-baseline-awake,10
560,573,564,566,554,576,return_crossing,return_crossing,1,0,10,47,1,M401-01-baseline-awake,10
443,450,443,446,433,456,search_limit_unresolved,return_crossing,0,0,10,48,1,M401-01-baseline-awake,10
578,590,585,587,575,597,return_crossing,return_crossing,1,0,10,49,1,M401-01-baseline-awake,10
1,6,1,6,1,26,seed_not_below_return_level,seed_not_below_return_level,0,1,20,1,1,M401-01-baseline-awake,20
119,148,130,140,110,160,return_crossing,return_crossing,1,0,20,1,2,M401-01-baseline-awake,20
228,231,229,231,209,251,return_crossing,return_crossing,1,0,20,1,3,M401-01-baseline-awake,20
1,6,1,6,1,26,recording_boundary_unresolved,seed_not_below_return_level,0,1,20,2,1,M401-01-baseline-awake,20
1,7,1,7,1,27,seed_not_below_return_level,seed_not_below_return_level,0,1,20,3,1,M401-01-baseline-awake,20
1,3,1,3,1,23,seed_not_below_return_level,return_crossing,0,1,20,4,1,M401-01-baseline-awake,20
253,262,254,259,234,279,return_crossing,return_crossing,1,0,20,4,2,M401-01-baseline-awake,20
343,376,358,367,338,377,return_crossing,return_crossing,1,0,20,5,1,M401-01-baseline-awake,20
378,399,388,392,378,412,return_crossing,return_crossing,1,0,20,5,2,M401-01-baseline-awake,20
520,546,535,544,515,564,return_crossing,return_crossing,1,0,20,5,3,M401-01-baseline-awake,20
2,17,2,15,1,35,seed_not_below_return_level,return_crossing,0,1,20,6,1,M401-01-baseline-awake,20
194,203,201,203,181,222,return_crossing,seed_not_below_return_level,0,1,20,6,2,M401-01-baseline-awake,20
242,245,242,245,223,265,return_crossing,seed_not_below_return_level,0,1,20,6,3,M401-01-baseline-awake,20
403,410,407,409,387,429,return_crossing,return_crossing,1,0,20,6,4,M401-01-baseline-awake,20
597,599,597,599,577,600,seed_not_below_return_level,recording_boundary_unresolved,0,1,20,6,5,M401-01-baseline-awake,20
8,12,8,12,1,32,seed_not_below_return_level,seed_not_below_return_level,0,1,20,7,1,M401-01-baseline-awake,20
142,153,143,153,123,173,return_crossing,return_crossing,1,0,20,7,2,M401-01-baseline-awake,20
206,210,206,210,186,227,return_crossing,return_crossing,1,0,20,7,3,M401-01-baseline-awake,20
242,255,244,248,228,268,return_crossing,return_crossing,1,0,20,7,4,M401-01-baseline-awake,20
412,417,413,415,393,435,return_crossing,return_crossing,1,0,20,7,5,M401-01-baseline-awake,20
572,591,579,582,559,600,return_crossing,return_crossing,1,0,20,7,6,M401-01-baseline-awake,20
4,6,4,6,1,26,seed_not_below_return_level,return_crossing,0,1,20,8,1,M401-01-baseline-awake,20
212,263,212,263,192,283,return_crossing,return_crossing,1,0,20,9,1,M401-01-baseline-awake,20
457,463,458,462,438,479,return_crossing,return_crossing,1,0,20,9,2,M401-01-baseline-awake,20
497,500,497,500,480,520,return_crossing,return_crossing,1,0,20,9,3,M401-01-baseline-awake,20
330,354,330,346,310,366,return_crossing,return_crossing,0,1,20,10,1,M401-01-baseline-awake,20
598,600,598,600,578,600,return_crossing,recording_boundary_unresolved,0,0,20,10,2,M401-01-baseline-awake,20
17,19,17,19,1,39,return_crossing,return_crossing,1,0,20,11,1,M401-01-baseline-awake,20
38,40,38,40,18,60,seed_not_below_return_level,seed_not_below_return_level,0,1,20,12,1,M401-01-baseline-awake,20
249,266,249,266,229,280,seed_not_below_return_level,search_limit_unresolved,0,1,20,12,2,M401-01-baseline-awake,20
287,302,294,302,281,313,return_crossing,seed_not_below_return_level,0,1,20,12,3,M401-01-baseline-awake,20
325,329,325,329,314,349,seed_not_below_return_level,seed_not_below_return_level,0,1,20,12,4,M401-01-baseline-awake,20
581,591,587,591,567,600,return_crossing,seed_not_below_return_level,0,1,20,12,5,M401-01-baseline-awake,20
251,254,252,254,232,274,return_crossing,return_crossing,1,0,20,13,1,M401-01-baseline-awake,20
378,393,379,387,359,407,return_crossing,return_crossing,1,0,20,14,1,M401-01-baseline-awake,20
431,440,433,435,413,455,return_crossing,return_crossing,1,0,20,14,2,M401-01-baseline-awake,20
243,251,246,251,226,271,return_crossing,search_limit_unresolved,0,0,20,15,1,M401-01-baseline-awake,20
497,510,505,508,485,528,return_crossing,return_crossing,1,0,20,15,2,M401-01-baseline-awake,20
27,31,28,30,8,50,return_crossing,return_crossing,1,0,20,16,1,M401-01-baseline-awake,20
30,37,35,37,15,57,return_crossing,return_crossing,1,0,20,17,1,M401-01-baseline-awake,20
33,43,39,41,19,61,return_crossing,return_crossing,1,0,20,18,1,M401-01-baseline-awake,20
256,287,266,269,246,289,return_crossing,return_crossing,1,0,20,19,1,M401-01-baseline-awake,20
579,590,579,582,559,600,return_crossing,return_crossing,1,0,20,19,2,M401-01-baseline-awake,20
56,68,56,67,36,87,seed_not_below_return_level,return_crossing,0,1,20,20,1,M401-01-baseline-awake,20
221,240,238,240,218,260,return_crossing,search_limit_unresolved,0,0,20,20,2,M401-01-baseline-awake,20
158,180,176,180,156,200,return_crossing,search_limit_unresolved,0,0,20,21,1,M401-01-baseline-awake,20
180,190,180,190,160,210,return_crossing,return_crossing,1,0,20,22,1,M401-01-baseline-awake,20
334,340,336,339,316,359,return_crossing,return_crossing,1,0,20,22,2,M401-01-baseline-awake,20
62,65,63,65,43,85,return_crossing,return_crossing,1,0,20,23,1,M401-01-baseline-awake,20
76,78,76,78,56,95,seed_not_below_return_level,seed_not_below_return_level,0,1,20,24,1,M401-01-baseline-awake,20
104,137,113,131,96,151,return_crossing,return_crossing,1,0,20,24,2,M401-01-baseline-awake,20
327,336,330,336,310,356,return_crossing,seed_not_below_return_level,0,1,20,24,3,M401-01-baseline-awake,20
456,502,464,502,444,522,return_crossing,seed_not_below_return_level,0,1,20,24,4,M401-01-baseline-awake,20
329,340,334,338,314,358,return_crossing,return_crossing,1,0,20,25,1,M401-01-baseline-awake,20
82,87,82,84,62,95,return_crossing,return_crossing,1,0,20,26,1,M401-01-baseline-awake,20
106,109,106,109,96,129,seed_not_below_return_level,seed_not_below_return_level,0,1,20,26,2,M401-01-baseline-awake,20
155,165,156,161,136,181,return_crossing,return_crossing,1,0,20,26,3,M401-01-baseline-awake,20
342,364,348,364,328,384,return_crossing,search_limit_unresolved,0,0,20,26,4,M401-01-baseline-awake,20
452,470,457,461,437,481,return_crossing,return_crossing,1,0,20,26,5,M401-01-baseline-awake,20
514,541,519,525,499,545,return_crossing,return_crossing,1,0,20,26,6,M401-01-baseline-awake,20
82,90,83,87,63,107,return_crossing,return_crossing,1,0,20,27,1,M401-01-baseline-awake,20
155,187,167,173,147,193,return_crossing,return_crossing,1,0,20,27,2,M401-01-baseline-awake,20
342,362,342,355,322,375,return_crossing,return_crossing,1,0,20,27,3,M401-01-baseline-awake,20
472,477,472,477,452,497,seed_not_below_return_level,seed_not_below_return_level,0,1,20,27,4,M401-01-baseline-awake,20
517,537,518,534,498,553,return_crossing,return_crossing,1,0,20,27,5,M401-01-baseline-awake,20
572,574,572,574,554,594,seed_not_below_return_level,seed_not_below_return_level,0,1,20,27,6,M401-01-baseline-awake,20
83,96,91,93,71,113,return_crossing,return_crossing,1,0,20,28,1,M401-01-baseline-awake,20
103,106,103,105,83,125,return_crossing,return_crossing,1,0,20,29,1,M401-01-baseline-awake,20
93,98,95,97,75,117,return_crossing,return_crossing,1,0,20,30,1,M401-01-baseline-awake,20
218,230,223,226,203,246,return_crossing,return_crossing,1,0,20,31,1,M401-01-baseline-awake,20
106,113,108,110,88,130,return_crossing,return_crossing,1,0,20,32,1,M401-01-baseline-awake,20
126,135,128,130,108,150,return_crossing,return_crossing,1,0,20,33,1,M401-01-baseline-awake,20
136,142,139,141,119,161,return_crossing,return_crossing,1,0,20,34,1,M401-01-baseline-awake,20
136,146,139,142,119,162,return_crossing,return_crossing,1,0,20,35,1,M401-01-baseline-awake,20
149,156,151,156,131,176,return_crossing,return_crossing,1,0,20,36,1,M401-01-baseline-awake,20
488,514,488,514,468,534,return_crossing,return_crossing,1,0,20,36,2,M401-01-baseline-awake,20
482,512,483,492,463,512,return_crossing,return_crossing,1,0,20,37,1,M401-01-baseline-awake,20
534,557,535,557,515,577,return_crossing,seed_not_below_return_level,0,1,20,37,2,M401-01-baseline-awake,20
253,279,264,274,244,294,return_crossing,return_crossing,1,0,20,38,1,M401-01-baseline-awake,20
204,223,219,222,199,242,return_crossing,return_crossing,1,0,20,39,1,M401-01-baseline-awake,20
558,570,558,570,538,590,return_crossing,return_crossing,1,0,20,40,1,M401-01-baseline-awake,20
206,222,217,219,197,239,return_crossing,return_crossing,1,0,20,41,1,M401-01-baseline-awake,20
226,235,231,233,211,253,return_crossing,return_crossing,1,0,20,42,1,M401-01-baseline-awake,20
241,250,246,248,226,268,return_crossing,return_crossing,1,0,20,43,1,M401-01-baseline-awake,20
325,333,327,329,307,349,return_crossing,return_crossing,1,0,20,44,1,M401-01-baseline-awake,20
440,448,442,445,422,465,return_crossing,return_crossing,1,0,20,44,2,M401-01-baseline-awake,20
370,372,370,372,350,392,search_limit_unresolved,search_limit_unresolved,0,0,20,45,1,M401-01-baseline-awake,20
405,409,405,407,385,419,return_crossing,return_crossing,1,0,20,46,1,M401-01-baseline-awake,20
430,442,431,433,420,453,return_crossing,return_crossing,1,0,20,46,2,M401-01-baseline-awake,20
560,573,564,566,544,586,return_crossing,return_crossing,1,0,20,47,1,M401-01-baseline-awake,20
429,450,443,446,423,466,return_crossing,return_crossing,1,0,20,48,1,M401-01-baseline-awake,20
578,590,585,587,565,600,return_crossing,return_crossing,1,0,20,49,1,M401-01-baseline-awake,20
1,6,1,6,1,46,seed_not_below_return_level,seed_not_below_return_level,0,1,40,1,1,M401-01-baseline-awake,40
119,148,130,140,90,180,return_crossing,return_crossing,1,0,40,1,2,M401-01-baseline-awake,40
228,231,229,231,189,271,return_crossing,return_crossing,1,0,40,1,3,M401-01-baseline-awake,40
1,6,1,6,1,46,recording_boundary_unresolved,seed_not_below_return_level,0,1,40,2,1,M401-01-baseline-awake,40
1,7,1,7,1,47,seed_not_below_return_level,seed_not_below_return_level,0,1,40,3,1,M401-01-baseline-awake,40
1,3,1,3,1,43,seed_not_below_return_level,return_crossing,0,1,40,4,1,M401-01-baseline-awake,40
253,262,254,259,214,299,return_crossing,return_crossing,1,0,40,4,2,M401-01-baseline-awake,40
343,376,358,367,318,377,return_crossing,return_crossing,1,0,40,5,1,M401-01-baseline-awake,40
378,399,388,392,378,432,return_crossing,return_crossing,1,0,40,5,2,M401-01-baseline-awake,40
520,546,535,544,495,584,return_crossing,return_crossing,1,0,40,5,3,M401-01-baseline-awake,40
2,17,2,15,1,55,seed_not_below_return_level,return_crossing,0,1,40,6,1,M401-01-baseline-awake,40
194,203,201,203,161,222,return_crossing,seed_not_below_return_level,0,1,40,6,2,M401-01-baseline-awake,40
242,245,242,245,223,285,return_crossing,seed_not_below_return_level,0,1,40,6,3,M401-01-baseline-awake,40
403,410,407,409,367,449,return_crossing,return_crossing,1,0,40,6,4,M401-01-baseline-awake,40
597,599,597,599,557,600,seed_not_below_return_level,recording_boundary_unresolved,0,1,40,6,5,M401-01-baseline-awake,40
8,12,8,12,1,52,seed_not_below_return_level,seed_not_below_return_level,0,1,40,7,1,M401-01-baseline-awake,40
142,153,143,153,103,179,return_crossing,return_crossing,1,0,40,7,2,M401-01-baseline-awake,40
206,210,206,210,180,227,return_crossing,return_crossing,1,0,40,7,3,M401-01-baseline-awake,40
242,255,244,248,228,288,return_crossing,return_crossing,1,0,40,7,4,M401-01-baseline-awake,40
412,417,413,415,373,455,return_crossing,return_crossing,1,0,40,7,5,M401-01-baseline-awake,40
572,591,579,582,539,600,return_crossing,return_crossing,1,0,40,7,6,M401-01-baseline-awake,40
4,6,4,6,1,46,seed_not_below_return_level,return_crossing,0,1,40,8,1,M401-01-baseline-awake,40
212,263,212,263,172,303,return_crossing,return_crossing,1,0,40,9,1,M401-01-baseline-awake,40
457,463,458,462,418,479,return_crossing,return_crossing,1,0,40,9,2,M401-01-baseline-awake,40
497,500,497,500,480,540,return_crossing,return_crossing,1,0,40,9,3,M401-01-baseline-awake,40
330,354,330,346,290,386,return_crossing,return_crossing,0,1,40,10,1,M401-01-baseline-awake,40
598,600,598,600,558,600,return_crossing,recording_boundary_unresolved,0,0,40,10,2,M401-01-baseline-awake,40
17,19,17,19,1,59,return_crossing,return_crossing,1,0,40,11,1,M401-01-baseline-awake,40
38,40,38,40,1,80,seed_not_below_return_level,seed_not_below_return_level,0,1,40,12,1,M401-01-baseline-awake,40
249,266,249,266,209,280,seed_not_below_return_level,search_limit_unresolved,0,1,40,12,2,M401-01-baseline-awake,40
287,302,294,302,281,313,return_crossing,seed_not_below_return_level,0,1,40,12,3,M401-01-baseline-awake,40
325,329,325,329,314,369,seed_not_below_return_level,seed_not_below_return_level,0,1,40,12,4,M401-01-baseline-awake,40
581,591,587,591,547,600,return_crossing,seed_not_below_return_level,0,1,40,12,5,M401-01-baseline-awake,40
251,254,252,254,212,294,return_crossing,return_crossing,1,0,40,13,1,M401-01-baseline-awake,40
378,393,379,387,339,410,return_crossing,return_crossing,1,0,40,14,1,M401-01-baseline-awake,40
431,440,433,435,411,475,return_crossing,return_crossing,1,0,40,14,2,M401-01-baseline-awake,40
243,272,246,251,206,291,return_crossing,return_crossing,1,0,40,15,1,M401-01-baseline-awake,40
497,510,505,508,465,548,return_crossing,return_crossing,1,0,40,15,2,M401-01-baseline-awake,40
27,31,28,30,1,70,return_crossing,return_crossing,1,0,40,16,1,M401-01-baseline-awake,40
30,37,35,37,1,77,return_crossing,return_crossing,1,0,40,17,1,M401-01-baseline-awake,40
33,43,39,41,1,81,return_crossing,return_crossing,1,0,40,18,1,M401-01-baseline-awake,40
256,287,266,269,226,309,return_crossing,return_crossing,1,0,40,19,1,M401-01-baseline-awake,40
579,590,579,582,539,600,return_crossing,return_crossing,1,0,40,19,2,M401-01-baseline-awake,40
56,68,56,67,16,107,seed_not_below_return_level,return_crossing,0,1,40,20,1,M401-01-baseline-awake,40
221,280,238,240,198,280,return_crossing,return_crossing,1,0,40,20,2,M401-01-baseline-awake,40
158,202,176,180,136,220,return_crossing,return_crossing,1,0,40,21,1,M401-01-baseline-awake,40
180,190,180,190,140,230,return_crossing,return_crossing,1,0,40,22,1,M401-01-baseline-awake,40
334,340,336,339,296,379,return_crossing,return_crossing,1,0,40,22,2,M401-01-baseline-awake,40
62,65,63,65,23,105,return_crossing,return_crossing,1,0,40,23,1,M401-01-baseline-awake,40
76,78,76,78,36,95,seed_not_below_return_level,seed_not_below_return_level,0,1,40,24,1,M401-01-baseline-awake,40
104,137,113,131,96,171,return_crossing,return_crossing,1,0,40,24,2,M401-01-baseline-awake,40
327,336,330,336,290,376,return_crossing,seed_not_below_return_level,0,1,40,24,3,M401-01-baseline-awake,40
456,502,464,502,424,542,return_crossing,seed_not_below_return_level,0,1,40,24,4,M401-01-baseline-awake,40
329,340,334,338,294,378,return_crossing,return_crossing,1,0,40,25,1,M401-01-baseline-awake,40
82,87,82,84,42,95,return_crossing,return_crossing,1,0,40,26,1,M401-01-baseline-awake,40
