StartFrame,EndFrame,NativeStartFrame,NativeEndFrame,TimingSearchStartFrame,TimingSearchEndFrame,StartBoundaryStatus,EndBoundaryStatus,TimingResolved,NativeTraceCrossesReturnLevel,TimingMaxExtensionFrames,SiteID,EventID,Session,SearchLimitSec
1139,1143,1140,1142,1130,1152,return_crossing,return_crossing,1,0,10,47,1,FB2312-baseline-awake,10
409,418,411,418,401,428,return_crossing,search_limit_unresolved,0,0,10,48,1,FB2312-baseline-awake,10
873,886,880,886,870,896,return_crossing,return_crossing,1,0,10,48,2,FB2312-baseline-awake,10
407,420,414,416,404,426,return_crossing,return_crossing,1,0,10,49,1,FB2312-baseline-awake,10
413,425,416,418,406,428,return_crossing,return_crossing,1,0,10,50,1,FB2312-baseline-awake,10
447,459,447,453,437,463,search_limit_unresolved,return_crossing,0,0,10,50,2,FB2312-baseline-awake,10
416,424,418,423,408,433,return_crossing,return_crossing,1,0,10,51,1,FB2312-baseline-awake,10
567,572,567,569,557,579,search_limit_unresolved,return_crossing,0,0,10,52,1,FB2312-baseline-awake,10
857,870,865,869,855,879,return_crossing,return_crossing,1,0,10,52,2,FB2312-baseline-awake,10
891,901,896,899,886,909,return_crossing,return_crossing,1,0,10,52,3,FB2312-baseline-awake,10
962,968,962,968,952,978,search_limit_unresolved,search_limit_unresolved,0,0,10,52,4,FB2312-baseline-awake,10
1078,1086,1079,1081,1069,1091,return_crossing,return_crossing,1,0,10,52,5,FB2312-baseline-awake,10
1116,1124,1116,1119,1106,1129,search_limit_unresolved,return_crossing,0,0,10,52,6,FB2312-baseline-awake,10
437,454,437,444,427,454,search_limit_unresolved,return_crossing,0,0,10,53,1,FB2312-baseline-awake,10
553,566,555,564,545,574,return_crossing,return_crossing,1,0,10,53,2,FB2312-baseline-awake,10
754,762,756,758,746,768,return_crossing,return_crossing,1,0,10,54,1,FB2312-baseline-awake,10
778,787,778,780,768,790,search_limit_unresolved,return_crossing,0,0,10,55,1,FB2312-baseline-awake,10
910,922,918,922,908,932,return_crossing,search_limit_unresolved,0,0,10,55,2,FB2312-baseline-awake,10
795,819,797,810,787,820,return_crossing,return_crossing,1,0,10,56,1,FB2312-baseline-awake,10
855,869,860,862,850,872,return_crossing,return_crossing,1,0,10,56,2,FB2312-baseline-awake,10
1169,1178,1169,1173,1159,1183,search_limit_unresolved,return_crossing,0,0,10,56,3,FB2312-baseline-awake,10
928,933,928,933,918,943,search_limit_unresolved,search_limit_unresolved,0,0,10,57,1,FB2312-baseline-awake,10
1040,1053,1040,1049,1030,1059,search_limit_unresolved,return_crossing,0,0,10,57,2,FB2312-baseline-awake,10
1099,1110,1108,1110,1098,1120,return_crossing,search_limit_unresolved,0,0,10,57,3,FB2312-baseline-awake,10
936,940,938,940,928,950,return_crossing,search_limit_unresolved,0,0,10,58,1,FB2312-baseline-awake,10
1098,1107,1105,1107,1095,1117,return_crossing,search_limit_unresolved,0,0,10,59,1,FB2312-baseline-awake,10
1,22,1,15,1,35,recording_boundary_unresolved,return_crossing,0,1,20,1,1,FB2312-baseline-awake,20
107,131,125,131,105,151,return_crossing,return_crossing,1,0,20,1,2,FB2312-baseline-awake,20
298,313,306,310,286,330,return_crossing,return_crossing,1,0,20,1,3,FB2312-baseline-awake,20
367,374,370,374,350,394,return_crossing,return_crossing,1,0,20,1,4,FB2312-baseline-awake,20
469,490,487,490,467,509,return_crossing,return_crossing,1,0,20,1,5,FB2312-baseline-awake,20
528,552,529,540,510,560,return_crossing,return_crossing,1,0,20,1,6,FB2312-baseline-awake,20
576,594,585,594,565,614,return_crossing,search_limit_unresolved,0,0,20,1,7,FB2312-baseline-awake,20
636,653,640,646,620,666,return_crossing,return_crossing,1,0,20,1,8,FB2312-baseline-awake,20
774,786,776,779,756,799,return_crossing,return_crossing,1,0,20,1,9,FB2312-baseline-awake,20
929,935,929,932,909,952,search_limit_unresolved,return_crossing,0,0,20,1,10,FB2312-baseline-awake,20
1097,1125,1102,1107,1082,1127,return_crossing,return_crossing,1,0,20,1,11,FB2312-baseline-awake,20
1167,1174,1172,1174,1152,1194,return_crossing,seed_not_below_return_level,0,1,20,1,12,FB2312-baseline-awake,20
15,26,15,20,1,40,return_crossing,return_crossing,1,0,20,2,1,FB2312-baseline-awake,20
677,709,694,696,674,716,return_crossing,return_crossing,1,0,20,2,2,FB2312-baseline-awake,20
1189,1195,1193,1195,1173,1200,return_crossing,recording_boundary_unresolved,0,0,20,2,3,FB2312-baseline-awake,20
10,17,10,13,1,33,recording_boundary_unresolved,return_crossing,0,0,20,3,1,FB2312-baseline-awake,20
320,344,320,342,300,362,search_limit_unresolved,return_crossing,0,0,20,3,2,FB2312-baseline-awake,20
34,37,34,36,14,56,seed_not_below_return_level,return_crossing,0,1,20,4,1,FB2312-baseline-awake,20
428,448,433,440,413,460,return_crossing,return_crossing,1,0,20,4,2,FB2312-baseline-awake,20
482,511,489,511,469,531,return_crossing,return_crossing,1,0,20,4,3,FB2312-baseline-awake,20
541,569,551,569,532,589,return_crossing,return_crossing,1,0,20,4,4,FB2312-baseline-awake,20
855,870,860,869,840,879,return_crossing,return_crossing,1,0,20,4,5,FB2312-baseline-awake,20
890,899,890,898,880,918,search_limit_unresolved,return_crossing,0,0,20,4,6,FB2312-baseline-awake,20
944,954,945,953,925,965,return_crossing,return_crossing,1,0,20,4,7,FB2312-baseline-awake,20
977,987,977,987,966,1007,seed_not_below_return_level,seed_not_below_return_level,0,1,20,4,8,FB2312-baseline-awake,20
1032,1058,1038,1058,1018,1078,return_crossing,seed_not_below_return_level,0,1,20,4,9,FB2312-baseline-awake,20
1100,1120,1101,1112,1081,1132,return_crossing,return_crossing,1,0,20,4,10,FB2312-baseline-awake,20
205,216,210,215,190,226,return_crossing,return_crossing,1,0,20,5,1,FB2312-baseline-awake,20
238,250,238,250,227,270,return_crossing,return_crossing,1,0,20,5,2,FB2312-baseline-awake,20
299,309,304,308,284,328,return_crossing,return_crossing,1,0,20,5,3,FB2312-baseline-awake,20
408,412,408,410,388,430,seed_not_below_return_level,return_crossing,0,1,20,5,4,FB2312-baseline-awake,20
1050,1058,1051,1058,1031,1078,return_crossing,return_crossing,1,0,20,5,5,FB2312-baseline-awake,20
1139,1143,1140,1142,1120,1161,return_crossing,return_crossing,1,0,20,5,6,FB2312-baseline-awake,20
1179,1184,1180,1183,1162,1200,return_crossing,return_crossing,1,0,20,5,7,FB2312-baseline-awake,20
29,35,30,32,10,50,return_crossing,return_crossing,1,0,20,6,1,FB2312-baseline-awake,20
67,79,68,73,51,93,return_crossing,return_crossing,1,0,20,6,2,FB2312-baseline-awake,20
204,217,206,209,186,229,return_crossing,return_crossing,1,0,20,6,3,FB2312-baseline-awake,20
507,526,522,524,502,544,return_crossing,return_crossing,1,0,20,7,1,FB2312-baseline-awake,20
894,906,899,902,879,922,return_crossing,return_crossing,1,0,20,7,2,FB2312-baseline-awake,20
1010,1017,1011,1014,991,1034,return_crossing,return_crossing,1,0,20,7,3,FB2312-baseline-awake,20
27,36,32,34,12,54,return_crossing,return_crossing,1,0,20,8,1,FB2312-baseline-awake,20
42,53,47,51,27,71,return_crossing,return_crossing,1,0,20,9,1,FB2312-baseline-awake,20
209,233,209,217,189,237,search_limit_unresolved,return_crossing,0,0,20,9,2,FB2312-baseline-awake,20
48,50,48,50,28,62,seed_not_below_return_level,return_crossing,0,1,20,10,1,FB2312-baseline-awake,20
71,127,74,118,63,138,return_crossing,return_crossing,0,1,20,10,2,FB2312-baseline-awake,20
272,289,279,283,259,303,return_crossing,return_crossing,1,0,20,10,3,FB2312-baseline-awake,20
636,654,646,654,626,674,return_crossing,return_crossing,1,0,20,10,4,FB2312-baseline-awake,20
1120,1125,1120,1122,1100,1142,search_limit_unresolved,return_crossing,0,0,20,10,5,FB2312-baseline-awake,20
42,52,48,50,28,70,return_crossing,return_crossing,1,0,20,11,1,FB2312-baseline-awake,20
361,374,371,374,351,394,return_crossing,search_limit_unresolved,0,0,20,11,2,FB2312-baseline-awake,20
36,56,51,53,31,73,return_crossing,return_crossing,1,0,20,12,1,FB2312-baseline-awake,20
246,250,247,249,227,269,return_crossing,return_crossing,1,0,20,13,1,FB2312-baseline-awake,20
361,390,373,375,353,395,return_crossing,return_crossing,1,0,20,13,2,FB2312-baseline-awake,20
515,522,517,520,497,540,return_crossing,return_crossing,1,0,20,13,3,FB2312-baseline-awake,20
719,734,728,730,708,749,return_crossing,return_crossing,1,0,20,13,4,FB2312-baseline-awake,20
765,772,768,772,750,786,return_crossing,return_crossing,1,0,20,13,5,FB2312-baseline-awake,20
797,806,800,804,787,824,return_crossing,return_crossing,1,0,20,13,6,FB2312-baseline-awake,20
694,723,713,722,693,742,return_crossing,return_crossing,1,0,20,14,1,FB2312-baseline-awake,20
1131,1135,1133,1135,1113,1155,return_crossing,return_crossing,1,0,20,14,2,FB2312-baseline-awake,20
1179,1185,1182,1184,1162,1200,return_crossing,return_crossing,1,0,20,14,3,FB2312-baseline-awake,20
67,104,67,85,47,105,return_crossing,return_crossing,0,1,20,15,1,FB2312-baseline-awake,20
67,81,68,75,48,95,return_crossing,return_crossing,1,0,20,16,1,FB2312-baseline-awake,20
113,126,117,119,97,139,return_crossing,return_crossing,1,0,20,16,2,FB2312-baseline-awake,20
279,289,280,289,260,309,return_crossing,search_limit_unresolved,0,0,20,16,3,FB2312-baseline-awake,20
469,490,484,487,464,507,return_crossing,return_crossing,1,0,20,17,1,FB2312-baseline-awake,20
529,552,541,546,521,561,return_crossing,return_crossing,1,0,20,17,2,FB2312-baseline-awake,20
573,583,577,582,562,602,return_crossing,return_crossing,1,0,20,17,3,FB2312-baseline-awake,20
639,651,640,650,620,663,return_crossing,return_crossing,1,0,20,17,4,FB2312-baseline-awake,20
676,690,677,682,664,702,return_crossing,return_crossing,1,0,20,17,5,FB2312-baseline-awake,20
1063,1071,1065,1071,1045,1091,return_crossing,seed_not_below_return_level,0,1,20,17,6,FB2312-baseline-awake,20
1197,1200,1198,1200,1178,1200,return_crossing,recording_boundary_unresolved,0,0,20,17,7,FB2312-baseline-awake,20
203,212,204,209,184,229,return_crossing,return_crossing,1,0,20,18,1,FB2312-baseline-awake,20
307,321,313,321,293,341,return_crossing,return_crossing,1,0,20,18,2,FB2312-baseline-awake,20
577,590,578,584,558,604,return_crossing,return_crossing,1,0,20,18,3,FB2312-baseline-awake,20
685,706,703,706,683,716,return_crossing,search_limit_unresolved,0,0,20,18,4,FB2312-baseline-awake,20
726,734,726,734,717,754,search_limit_unresolved,search_limit_unresolved,0,0,20,18,5,FB2312-baseline-awake,20
797,805,799,804,779,824,return_crossing,return_crossing,1,0,20,18,6,FB2312-baseline-awake,20
847,850,847,850,827,870,return_crossing,return_crossing,1,0,20,18,7,FB2312-baseline-awake,20
893,900,893,900,873,920,return_crossing,return_crossing,1,0,20,18,8,FB2312-baseline-awake,20
958,967,963,967,943,987,return_crossing,search_limit_unresolved,0,0,20,18,9,FB2312-baseline-awake,20
1061,1073,1062,1073,1042,1084,return_crossing,seed_not_below_return_level,0,1,20,18,10,FB2312-baseline-awake,20
1095,1098,1095,1098,1085,1113,seed_not_below_return_level,seed_not_below_return_level,0,1,20,18,11,FB2312-baseline-awake,20
1128,1131,1128,1131,1114,1151,seed_not_below_return_level,return_crossing,0,1,20,18,12,FB2312-baseline-awake,20
1168,1181,1177,1179,1157,1199,return_crossing,return_crossing,1,0,20,18,13,FB2312-baseline-awake,20
98,107,100,106,80,126,return_crossing,return_crossing,1,0,20,19,1,FB2312-baseline-awake,20
401,423,415,418,395,438,return_crossing,return_crossing,1,0,20,20,1,FB2312-baseline-awake,20
540,563,546,561,526,581,return_crossing,return_crossing,1,0,20,20,2,FB2312-baseline-awake,20
640,660,646,658,626,678,return_crossing,return_crossing,1,0,20,20,3,FB2312-baseline-awake,20
1111,1127,1119,1127,1099,1147,return_crossing,seed_not_below_return_level,0,1,20,20,4,FB2312-baseline-awake,20
125,132,125,132,105,152,search_limit_unresolved,search_limit_unresolved,0,0,20,21,1,FB2312-baseline-awake,20
337,355,349,352,329,372,return_crossing,return_crossing,1,0,20,21,2,FB2312-baseline-awake,20
675,683,675,681,655,697,search_limit_unresolved,return_crossing,0,0,20,21,3,FB2312-baseline-awake,20
714,718,714,718,698,738,search_limit_unresolved,search_limit_unresolved,0,0,20,21,4,FB2312-baseline-awake,20
875,884,880,882,860,902,return_crossing,return_crossing,1,0,20,21,5,FB2312-baseline-awake,20
960,1002,960,983,940,1003,search_limit_unresolved,return_crossing,0,0,20,21,6,FB2312-baseline-awake,20
1037,1051,1039,1050,1019,1070,return_crossing,return_crossing,1,0,20,21,7,FB2312-baseline-awake,20
1108,1123,1108,1118,1088,1138,return_crossing,return_crossing,1,0,20,21,8,FB2312-baseline-awake,20
1157,1180,1159,1163,1139,1183,return_crossing,return_crossing,1,0,20,21,9,FB2312-baseline-awake,20
112,118,113,118,93,128,return_crossing,search_limit_unresolved,0,0,20,22,1,FB2312-baseline-awake,20
136,144,139,142,129,162,return_crossing,return_crossing,1,0,20,22,2,FB2312-baseline-awake,20
1116,1125,1117,1120,1097,1140,return_crossing,return_crossing,1,0,20,23,1,FB2312-baseline-awake,20
403,414,407,414,387,434,return_crossing,seed_not_below_return_level,0,1,20,24,1,FB2312-baseline-awake,20
895,906,901,903,881,923,return_crossing,return_crossing,1,0,20,24,2,FB2312-baseline-awake,20
107,150,125,132,105,152,return_crossing,return_crossing,1,0,20,25,1,FB2312-baseline-awake,20
763,772,767,772,747,784,return_crossing,search_limit_unresolved,0,0,20,25,2,FB2312-baseline-awake,20
796,808,797,800,785,820,return_crossing,return_crossing,1,0,20,25,3,FB2312-baseline-awake,20
299,312,310,312,290,322,return_crossing,search_limit_unresolved,0,0,20,26,1,FB2312-baseline-awake,20
332,344,332,334,323,354,search_limit_unresolved,return_crossing,0,0,20,26,2,FB2312-baseline-awake,20
739,755,739,741,719,761,search_limit_unresolved,return_crossing,0,0,20,27,1,FB2312-baseline-awake,20
989,1002,998,1000,978,1015,return_crossing,return_crossing,1,0,20,27,2,FB2312-baseline-awake,20
1022,1035,1030,1033,1016,1053,return_crossing,return_crossing,1,0,20,27,3,FB2312-baseline-awake,20
1146,1163,1159,1162,1139,1182,return_crossing,return_crossing,1,0,20,27,4,FB2312-baseline-awake,20
154,186,166,177,146,190,return_crossing,return_crossing,1,0,20,28,1,FB2312-baseline-awake,20
201,211,204,207,191,227,return_crossing,return_crossing,1,0,20,28,2,FB2312-baseline-awake,20
400,408,401,406,381,416,return_crossing,return_crossing,1,0,20,28,3,FB2312-baseline-awake,20
425,434,427,433,417,451,return_crossing,return_crossing,1,0,20,28,4,FB2312-baseline-awake,20
467,478,469,476,452,496,return_crossing,return_crossing,1,0,20,28,5,FB2312-baseline-awake,20
538,546,540,543,520,558,return_crossing,return_crossing,1,0,20,28,6,FB2312-baseline-awake,20
564,580,574,579,559,599,return_crossing,return_crossing,1,0,20,28,7,FB2312-baseline-awake,20
659,684,659,669,639,689,seed_not_below_return_level,return_crossing,0,1,20,28,8,FB2312-baseline-awake,20
707,718,711,718,691,738,return_crossing,return_crossing,1,0,20,28,9,FB2312-baseline-awake,20
936,948,936,941,916,958,return_crossing,return_crossing,1,0,20,28,10,FB2312-baseline-awake,20
967,1000,976,999,959,1019,return_crossing,return_crossing,0,1,20,28,11,FB2312-baseline-awake,20
1093,1096,1093,1096,1073,1116,return_crossing,return_crossing,1,0,20,28,12,FB2312-baseline-awake,20
155,177,165,168,145,188,return_crossing,return_crossing,1,0,20,29,1,FB2312-baseline-awake,20
322,330,323,326,303,346,return_crossing,return_crossing,1,0,20,29,2,FB2312-baseline-awake,20
398,410,400,407,380,427,return_crossing,return_crossing,1,0,20,29,3,FB2312-baseline-awake,20
467,477,470,475,450,495,return_crossing,return_crossing,1,0,20,29,4,FB2312-baseline-awake,20
528,547,539,545,519,559,return_crossing,return_crossing,1,0,20,29,5,FB2312-baseline-awake,20
572,584,574,578,560,598,return_crossing,return_crossing,1,0,20,29,6,FB2312-baseline-awake,20
636,650,640,646,620,660,return_crossing,return_crossing,1,0,20,29,7,FB2312-baseline-awake,20
674,687,675,682,661,697,return_crossing,return_crossing,1,0,20,29,8,FB2312-baseline-awake,20
711,719,713,715,698,735,return_crossing,return_crossing,1,0,20,29,9,FB2312-baseline-awake,20
1106,1125,1107,1111,1087,1131,return_crossing,return_crossing,1,0,20,29,10,FB2312-baseline-awake,20
153,174,158,162,138,182,return_crossing,return_crossing,1,0,20,30,1,FB2312-baseline-awake,20
156,189,171,183,151,193,return_crossing,return_crossing,1,0,20,31,1,FB2312-baseline-awake,20
201,218,203,214,194,225,return_crossing,return_crossing,1,0,20,31,2,FB2312-baseline-awake,20
232,246,236,238,226,258,return_crossing,return_crossing,1,0,20,31,3,FB2312-baseline-awake,20
312,332,319,325,299,345,return_crossing,return_crossing,1,0,20,31,4,FB2312-baseline-awake,20
400,410,400,407,380,427,return_crossing,return_crossing,1,0,20,31,5,FB2312-baseline-awake,20
571,583,574,578,554,598,return_crossing,return_crossing,1,0,20,31,6,FB2312-baseline-awake,20
790,822,803,807,783,827,return_crossing,return_crossing,1,0,20,31,7,FB2312-baseline-awake,20
969,992,987,992,967,1012,return_crossing,search_limit_unresolved,0,0,20,31,8,FB2312-baseline-awake,20
192,199,192,196,172,216,search_limit_unresolved,return_crossing,0,0,20,32,1,FB2312-baseline-awake,20
170,197,187,193,167,209,return_crossing,return_crossing,1,0,20,33,1,FB2312-baseline-awake,20
225,232,225,232,210,252,search_limit_unresolved,return_crossing,0,0,20,33,2,FB2312-baseline-awake,20
575,594,579,582,559,602,return_crossing,return_crossing,1,0,20,33,3,FB2312-baseline-awake,20
714,734,719,723,699,743,return_crossing,return_crossing,1,0,20,33,4,FB2312-baseline-awake,20
958,987,978,981,958,1001,return_crossing,return_crossing,1,0,20,33,5,FB2312-baseline-awake,20
1061,1070,1063,1070,1043,1090,return_crossing,return_crossing,1,0,20,33,6,FB2312-baseline-awake,20
172,194,192,194,172,214,return_crossing,search_limit_unresolved,0,0,20,34,1,FB2312-baseline-awake,20
225,233,227,232,207,252,return_crossing,return_crossing,1,0,20,35,1,FB2312-baseline-awake,20
230,243,236,238,216,258,return_crossing,return_crossing,1,0,20,36,1,FB2312-baseline-awake,20
235,246,242,244,222,264,return_crossing,return_crossing,1,0,20,37,1,FB2312-baseline-awake,20
266,289,283,289,263,309,return_crossing,search_limit_unresolved,0,0,20,38,1,FB2312-baseline-awake,20
286,289,286,289,266,309,search_limit_unresolved,search_limit_unresolved,0,0,20,39,1,FB2312-baseline-awake,20
292,320,293,320,273,340,return_crossing,return_crossing,1,0,20,40,1,FB2312-baseline-awake,20
331,352,334,336,314,356,return_crossing,return_crossing,1,0,20,41,1,FB2312-baseline-awake,20
433,449,433,448,413,468,search_limit_unresolved,return_crossing,0,0,20,42,1,FB2312-baseline-awake,20
945,958,953,955,933,967,return_crossing,return_crossing,1,0,20,42,2,FB2312-baseline-awake,20
979,986,979,981,968,1001,search_limit_unresolved,return_crossing,0,0,20,42,3,FB2312-baseline-awake,20
1107,1129,1112,1115,1092,1135,return_crossing,return_crossing,1,0,20,42,4,FB2312-baseline-awake,20
751,759,751,756,731,776,search_limit_unresolved,return_crossing,0,0,20,43,1,FB2312-baseline-awake,20
348,363,350,353,330,373,return_crossing,return_crossing,1,0,20,44,1,FB2312-baseline-awake,20
407,412,407,410,387,430,search_limit_unresolved,return_crossing,0,0,20,45,1,FB2312-baseline-awake,20
395,415,407,409,387,429,return_crossing,return_crossing,1,0,20,46,1,FB2312-baseline-awake,20
1139,1143,1140,1142,1120,1162,return_crossing,return_crossing,1,0,20,47,1,FB2312-baseline-awake,20
409,418,411,418,391,438,return_crossing,search_limit_unresolved,0,0,20,48,1,FB2312-baseline-awake,20
873,886,880,886,860,906,return_crossing,return_crossing,1,0,20,48,2,FB2312-baseline-awake,20
407,420,414,416,394,436,return_crossing,return_crossing,1,0,20,49,1,FB2312-baseline-awake,20
413,425,416,418,396,432,return_crossing,return_crossing,1,0,20,50,1,FB2312-baseline-awake,20
447,459,447,453,433,473,search_limit_unresolved,return_crossing,0,0,20,50,2,FB2312-baseline-awake,20
416,424,418,423,398,443,return_crossing,return_crossing,1,0,20,51,1,FB2312-baseline-awake,20
551,572,567,569,547,589,return_crossing,return_crossing,1,0,20,52,1,FB2312-baseline-awake,20
857,870,865,869,845,882,return_crossing,return_crossing,1,0,20,52,2,FB2312-baseline-awake,20
891,901,896,899,883,919,return_crossing,return_crossing,1,0,20,52,3,FB2312-baseline-awake,20
962,983,962,968,942,988,search_limit_unresolved,return_crossing,0,0,20,52,4,FB2312-baseline-awake,20
1078,1086,1079,1081,1059,1098,return_crossing,return_crossing,1,0,20,52,5,FB2312-baseline-awake,20
1100,1124,1116,1119,1099,1139,return_crossing,return_crossing,1,0,20,52,6,FB2312-baseline-awake,20
421,454,437,444,417,464,return_crossing,return_crossing,1,0,20,53,1,FB2312-baseline-awake,20
553,566,555,564,535,584,return_crossing,return_crossing,1,0,20,53,2,FB2312-baseline-awake,20
754,762,756,758,736,778,return_crossing,return_crossing,1,0,20,54,1,FB2312-baseline-awake,20
765,787,778,780,758,800,return_crossing,return_crossing,1,0,20,55,1,FB2312-baseline-awake,20
910,935,918,922,898,942,return_crossing,return_crossing,1,0,20,55,2,FB2312-baseline-awake,20
795,819,797,810,777,830,return_crossing,return_crossing,1,0,20,56,1,FB2312-baseline-awake,20
855,869,860,862,840,882,return_crossing,return_crossing,1,0,20,56,2,FB2312-baseline-awake,20
1169,1178,1169,1173,1149,1193,search_limit_unresolved,return_crossing,0,0,20,56,3,FB2312-baseline-awake,20
917,933,928,933,908,953,return_crossing,search_limit_unresolved,0,0,20,57,1,FB2312-baseline-awake,20
1027,1053,1040,1049,1020,1069,return_crossing,return_crossing,1,0,20,57,2,FB2312-baseline-awake,20
1099,1122,1108,1110,1088,1130,return_crossing,return_crossing,1,0,20,57,3,FB2312-baseline-awake,20
936,940,938,940,918,960,return_crossing,search_limit_unresolved,0,0,20,58,1,FB2312-baseline-awake,20
1098,1125,1105,1107,1085,1127,return_crossing,return_crossing,1,0,20,59,1,FB2312-baseline-awake,20
1,22,1,15,1,55,recording_boundary_unresolved,return_crossing,0,1,40,1,1,FB2312-baseline-awake,40
107,131,125,131,85,171,return_crossing,return_crossing,1,0,40,1,2,FB2312-baseline-awake,40
298,313,306,310,266,340,return_crossing,return_crossing,1,0,40,1,3,FB2312-baseline-awake,40
367,374,370,374,341,414,return_crossing,return_crossing,1,0,40,1,4,FB2312-baseline-awake,40
469,490,487,490,447,509,return_crossing,return_crossing,1,0,40,1,5,FB2312-baseline-awake,40
528,552,529,540,510,562,return_crossing,return_crossing,1,0,40,1,6,FB2312-baseline-awake,40
576,616,585,594,563,617,return_crossing,return_crossing,1,0,40,1,7,FB2312-baseline-awake,40
636,653,640,646,618,686,return_crossing,return_crossing,1,0,40,1,8,FB2312-baseline-awake,40
774,786,776,779,736,819,return_crossing,return_crossing,1,0,40,1,9,FB2312-baseline-awake,40
907,935,929,932,889,972,return_crossing,return_crossing,1,0,40,1,10,FB2312-baseline-awake,40
1097,1125,1102,1107,1062,1139,return_crossing,return_crossing,1,0,40,1,11,FB2312-baseline-awake,40
1167,1174,1172,1174,1140,1200,return_crossing,seed_not_below_return_level,0,1,40,1,12,FB2312-baseline-awake,40
15,26,15,20,1,60,return_crossing,return_crossing,1,0,40,2,1,FB2312-baseline-awake,40
677,709,694,696,654,736,return_crossing,return_crossing,1,0,40,2,2,FB2312-baseline-awake,40
1189,1195,1193,1195,1153,1200,return_crossing,recording_boundary_unresolved,0,0,40,2,3,FB2312-baseline-awake,40
10,17,10,13,1,53,recording_boundary_unresolved,return_crossing,0,0,40,3,1,FB2312-baseline-awake,40
296,344,320,342,280,382,return_crossing,return_crossing,1,0,40,3,2,FB2312-baseline-awake,40
34,37,34,36,1,76,seed_not_below_return_level,return_crossing,0,1,40,4,1,FB2312-baseline-awake,40
428,448,433,440,393,464,return_crossing,return_crossing,1,0,40,4,2,FB2312-baseline-awake,40
482,511,489,511,465,531,return_crossing,return_crossing,1,0,40,4,3,FB2312-baseline-awake,40
541,569,551,569,532,609,return_crossing,return_crossing,1,0,40,4,4,FB2312-baseline-awake,40
855,870,860,869,820,879,return_crossing,return_crossing,1,0,40,4,5,FB2312-baseline-awake,40
890,899,890,898,880,921,search_limit_unresolved,return_crossing,0,0,40,4,6,FB2312-baseline-awake,40
944,954,945,953,922,965,return_crossing,return_crossing,1,0,40,4,7,FB2312-baseline-awake,40
977,987,977,987,966,1012,seed_not_below_return_level,seed_not_below_return_level,0,1,40,4,8,FB2312-baseline-awake,40
1032,1058,1038,1058,1013,1079,return_crossing,seed_not_below_return_level,0,1,40,4,9,FB2312-baseline-awake,40
1100,1120,1101,1112,1080,1152,return_crossing,return_crossing,1,0,40,4,10,FB2312-baseline-awake,40
205,216,210,215,170,226,return_crossing,return_crossing,1,0,40,5,1,FB2312-baseline-awake,40
238,250,238,250,227,277,return_crossing,return_crossing,1,0,40,5,2,FB2312-baseline-awake,40
299,309,304,308,278,348,return_crossing,return_crossing,1,0,40,5,3,FB2312-baseline-awake,40
408,412,408,410,368,450,seed_not_below_return_level,return_crossing,0,1,40,5,4,FB2312-baseline-awake,40
1050,1058,1051,1058,1011,1098,return_crossing,return_crossing,1,0,40,5,5,FB2312-baseline-awake,40
1139,1143,1140,1142,1100,1161,return_crossing,return_crossing,1,0,40,5,6,FB2312-baseline-awake,40
1179,1184,1180,1183,1162,1200,return_crossing,return_crossing,1,0,40,5,7,FB2312-baseline-awake,40
29,35,30,32,1,50,return_crossing,return_crossing,1,0,40,6,1,FB2312-baseline-awake,40
67,79,68,73,51,113,return_crossing,return_crossing,1,0,40,6,2,FB2312-baseline-awake,40
204,217,206,209,166,249,return_crossing,return_crossing,1,0,40,6,3,FB2312-baseline-awake,40
507,526,522,524,482,564,return_crossing,return_crossing,1,0,40,7,1,FB2312-baseline-awake,40
894,906,899,902,859,942,return_crossing,return_crossing,1,0,40,7,2,FB2312-baseline-awake,40
1010,1017,1011,1014,971,1054,return_crossing,return_crossing,1,0,40,7,3,FB2312-baseline-awake,40
27,36,32,34,1,74,return_crossing,return_crossing,1,0,40,8,1,FB2312-baseline-awake,40
42,53,47,51,7,91,return_crossing,return_crossing,1,0,40,9,1,FB2312-baseline-awake,40
185,233,209,217,169,257,return_crossing,return_crossing,1,0,40,9,2,FB2312-baseline-awake,40
48,50,48,50,8,62,seed_not_below_return_level,return_crossing,0,1,40,10,1,FB2312-baseline-awake,40
71,127,74,118,63,158,return_crossing,return_crossing,0,1,40,10,2,FB2312-baseline-awake,40
272,289,279,283,239,323,return_crossing,return_crossing,1,0,40,10,3,FB2312-baseline-awake,40
636,654,646,654,606,694,return_crossing,return_crossing,1,0,40,10,4,FB2312-baseline-awake,40
1096,1125,1120,1122,1080,1162,return_crossing,return_crossing,1,0,40,10,5,FB2312-baseline-awake,40
42,52,48,50,8,90,return_crossing,return_crossing,1,0,40,11,1,FB2312-baseline-awake,40
361,374,371,374,331,414,return_crossing,search_limit_unresolved,0,0,40,11,2,FB2312-baseline-awake,40
36,56,51,53,11,93,return_crossing,return_crossing,1,0,40,12,1,FB2312-baseline-awake,40
246,250,247,249,207,289,return_crossing,return_crossing,1,0,40,13,1,FB2312-baseline-awake,40
361,390,373,375,333,415,return_crossing,return_crossing,1,0,40,13,2,FB2312-baseline-awake,40
515,522,517,520,477,560,return_crossing,return_crossing,1,0,40,13,3,FB2312-baseline-awake,40
719,734,728,730,688,749,return_crossing,return_crossing,1,0,40,13,4,FB2312-baseline-awake,40
765,772,768,772,750,786,return_crossing,return_crossing,1,0,40,13,5,FB2312-baseline-awake,40
