Session,SinkID,EventID,NativeStartFrame,NativeEndFrame,StartFrame,EndFrame,DurationSec,TimingSearchStartFrame,TimingSearchEndFrame,TimingMaxExtensionFrames,StartBoundaryStatus,EndBoundaryStatus,TimingResolved,NativeTraceCrossesReturnLevel,BaselineStatus,BaselineValidSamples,NormOxySinkAmp,EventArea_um2
FB2312-baseline-awake,4,6,890,898,890,899,10,880,918,20,search_limit_unresolved,return_crossing,0,0,valid,20,0.074413805107962,5826.2375
FB2312-baseline-awake,4,7,945,953,944,954,11,925,965,20,return_crossing,return_crossing,1,0,valid,20,0.0983581902955775,4238.21194444445
FB2312-baseline-awake,4,8,977,987,977,987,11,966,1007,20,seed_not_below_return_level,seed_not_below_return_level,0,1,valid,20,0.053444134438125,1584.45545454546
FB2312-baseline-awake,4,9,1038,1058,1032,1058,27,1018,1078,20,return_crossing,seed_not_below_return_level,0,1,valid,20,0.144583684622136,4364.61583333333
FB2312-baseline-awake,4,10,1101,1112,1100,1120,21,1081,1132,20,return_crossing,return_crossing,1,0,valid,20,0.0734420570566359,4016.238125
FB2312-baseline-awake,5,1,210,215,205,216,12,190,226,20,return_crossing,return_crossing,1,0,valid,20,0.109468459165476,3013.44416666667
FB2312-baseline-awake,5,2,238,250,238,250,13,227,270,20,return_crossing,return_crossing,1,0,valid,20,0.11163510103693,4925.22038461539
FB2312-baseline-awake,5,3,304,308,299,309,11,284,328,20,return_crossing,return_crossing,1,0,valid,20,0.0792941123720556,2247.6575
FB2312-baseline-awake,5,4,408,410,408,412,5,388,430,20,seed_not_below_return_level,return_crossing,0,1,valid,20,0.0593846716824358,1538.93666666667
FB2312-baseline-awake,5,5,1051,1058,1050,1058,9,1031,1078,20,return_crossing,return_crossing,1,0,valid,20,0.101444449089084,4270.273125
FB2312-baseline-awake,5,6,1140,1142,1139,1143,5,1120,1161,20,return_crossing,return_crossing,1,0,valid,20,0.054793974986052,2155.61583333333
FB2312-baseline-awake,5,7,1180,1183,1179,1184,6,1162,1200,20,return_crossing,return_crossing,1,0,valid,20,0.104170507919912,1395.811875
FB2312-baseline-awake,6,1,30,32,29,35,7,10,50,20,return_crossing,return_crossing,1,0,valid,20,0.0337714001034142,920.416666666667
FB2312-baseline-awake,6,2,68,73,67,79,13,51,93,20,return_crossing,return_crossing,1,0,valid,20,0.0771091493101339,3942.14458333333
FB2312-baseline-awake,6,3,206,209,204,217,14,186,229,20,return_crossing,return_crossing,1,0,valid,20,0.0830976023780165,1822.425
FB2312-baseline-awake,7,1,522,524,507,526,20,502,544,20,return_crossing,return_crossing,1,0,valid,20,0.0941422342326611,756.5825
FB2312-baseline-awake,7,2,899,902,894,906,13,879,922,20,return_crossing,return_crossing,1,0,valid,20,0.064157248400335,977.4825
FB2312-baseline-awake,7,3,1011,1014,1010,1017,8,991,1034,20,return_crossing,return_crossing,1,0,valid,20,0.0761865120759102,1473.126875
FB2312-baseline-awake,8,1,32,34,27,36,10,12,54,20,return_crossing,return_crossing,1,0,valid,20,0.00350438847089196,6617.79583333333
FB2312-baseline-awake,9,1,47,51,42,53,12,27,71,20,return_crossing,return_crossing,1,0,valid,20,0.0114688822891768,2683.935
FB2312-baseline-awake,9,2,209,217,209,233,25,189,237,20,search_limit_unresolved,return_crossing,0,0,valid,20,0.0652628410948527,2613.36972222222
FB2312-baseline-awake,10,1,48,50,48,50,3,28,62,20,seed_not_below_return_level,return_crossing,0,1,valid,20,0.0251689521026717,1225.995
FB2312-baseline-awake,10,2,74,118,71,127,57,63,138,20,return_crossing,return_crossing,0,1,valid,20,0.0644851867339064,3272.26533333333
FB2312-baseline-awake,10,3,279,283,272,289,18,259,303,20,return_crossing,return_crossing,1,0,valid,20,0.235365176101178,2258.7025
FB2312-baseline-awake,10,4,646,654,636,654,19,626,674,20,return_crossing,return_crossing,1,0,valid,20,0.169125009027072,1796.03972222222
FB2312-baseline-awake,10,5,1120,1122,1120,1125,6,1100,1142,20,search_limit_unresolved,return_crossing,0,0,insufficient_clean_prebaseline,17,NaN,2571.64416666667
FB2312-baseline-awake,11,1,48,50,42,52,11,28,70,20,return_crossing,return_crossing,1,0,valid,20,-0.0103179194247408,1161.56583333333
FB2312-baseline-awake,11,2,371,374,361,374,14,351,394,20,return_crossing,search_limit_unresolved,0,0,insufficient_clean_prebaseline,17,NaN,3174.056875
FB2312-baseline-awake,12,1,51,53,36,56,21,31,73,20,return_crossing,return_crossing,1,0,insufficient_clean_prebaseline,11,NaN,1334.60416666667
FB2312-baseline-awake,13,1,247,249,246,250,5,227,269,20,return_crossing,return_crossing,1,0,valid,20,0.0959842214766269,2937.97
FB2312-baseline-awake,13,2,373,375,361,390,30,353,395,20,return_crossing,return_crossing,1,0,valid,20,0.106554614925376,3004.24
FB2312-baseline-awake,13,3,517,520,515,522,8,497,540,20,return_crossing,return_crossing,1,0,valid,20,0.077119285241874,1514.545625
FB2312-baseline-awake,13,4,728,730,719,734,16,708,749,20,return_crossing,return_crossing,1,0,valid,20,0.143852512797269,1949.4425
FB2312-baseline-awake,13,5,768,772,765,772,8,750,786,20,return_crossing,return_crossing,1,0,valid,20,0.202584334180823,1520.8965
FB2312-baseline-awake,13,6,800,804,797,806,10,787,824,20,return_crossing,return_crossing,1,0,valid,20,0.0436197585354743,1705.348
FB2312-baseline-awake,14,1,713,722,694,723,30,693,742,20,return_crossing,return_crossing,1,0,insufficient_clean_prebaseline,14,NaN,3566.4305
FB2312-baseline-awake,14,2,1133,1135,1131,1135,5,1113,1155,20,return_crossing,return_crossing,1,0,valid,20,0.0564854754564393,3676.14416666667
FB2312-baseline-awake,14,3,1182,1184,1179,1185,7,1162,1200,20,return_crossing,return_crossing,1,0,valid,20,0.0973564430675551,798.921666666667
FB2312-baseline-awake,15,1,67,85,67,104,38,47,105,20,return_crossing,return_crossing,0,1,valid,20,0.111547658329565,5221.37842105263
FB2312-baseline-awake,16,1,68,75,67,81,15,48,95,20,return_crossing,return_crossing,1,0,valid,20,0.123550576297744,2095.78875
FB2312-baseline-awake,16,2,117,119,113,126,14,97,139,20,return_crossing,return_crossing,1,0,valid,20,0.0920113564319931,780.513333333334
FB2312-baseline-awake,16,3,280,289,279,289,11,260,309,20,return_crossing,search_limit_unresolved,0,0,valid,20,0.123550397702154,2083.087
FB2312-baseline-awake,17,1,484,487,469,490,22,464,507,20,return_crossing,return_crossing,1,0,valid,20,0.386627342037774,691.693125
FB2312-baseline-awake,17,2,541,546,529,552,24,521,561,20,return_crossing,return_crossing,1,0,insufficient_clean_prebaseline,7,NaN,867.952916666667
FB2312-baseline-awake,17,3,577,582,573,583,11,562,602,20,return_crossing,return_crossing,1,0,valid,20,0.196474608502682,2929.68625
FB2312-baseline-awake,17,4,640,650,639,651,13,620,663,20,return_crossing,return_crossing,1,0,valid,20,0.250023829929403,3368.22295454545
FB2312-baseline-awake,17,5,677,682,676,690,15,664,702,20,return_crossing,return_crossing,1,0,valid,20,0.194525460125038,2883.66541666667
FB2312-baseline-awake,17,6,1065,1071,1063,1071,9,1045,1091,20,return_crossing,seed_not_below_return_level,0,1,valid,20,0.0425618719355372,1480.03
FB2312-baseline-awake,17,7,1198,1200,1197,1200,4,1178,1200,20,return_crossing,recording_boundary_unresolved,0,0,valid,20,0.0961262220083528,1605.20666666667
FB2312-baseline-awake,18,1,204,209,203,212,10,184,229,20,return_crossing,return_crossing,1,0,valid,20,0.285979366838038,1038.23
FB2312-baseline-awake,18,2,313,321,307,321,15,293,341,20,return_crossing,return_crossing,1,0,valid,20,0.186120236636131,744.923888888889
FB2312-baseline-awake,18,3,578,584,577,590,14,558,604,20,return_crossing,return_crossing,1,0,valid,20,0.189789080059606,978.271428571429
FB2312-baseline-awake,18,4,703,706,685,706,22,683,716,20,return_crossing,search_limit_unresolved,0,0,valid,20,0.117702687035443,6011.24125
FB2312-baseline-awake,18,5,726,734,726,734,9,717,754,20,search_limit_unresolved,search_limit_unresolved,0,0,insufficient_clean_prebaseline,19,NaN,8134.6425
FB2312-baseline-awake,18,6,799,804,797,805,9,779,824,20,return_crossing,return_crossing,1,0,valid,20,0.11108733353031,2211.76125
FB2312-baseline-awake,18,7,847,850,847,850,4,827,870,20,return_crossing,return_crossing,1,0,valid,20,0.205776472668741,1191.479375
FB2312-baseline-awake,18,8,893,900,893,900,8,873,920,20,return_crossing,return_crossing,1,0,valid,20,0.0939664356720295,1559.4159375
FB2312-baseline-awake,18,9,963,967,958,967,10,943,987,20,return_crossing,search_limit_unresolved,0,0,valid,20,0.0983121759202451,3146.7205
FB2312-baseline-awake,18,10,1062,1073,1061,1073,13,1042,1084,20,return_crossing,seed_not_below_return_level,0,1,valid,20,0.0304613248638587,2394.00375
FB2312-baseline-awake,18,11,1095,1098,1095,1098,4,1085,1113,20,seed_not_below_return_level,seed_not_below_return_level,0,1,valid,20,0.0459331449358931,2458.893125
FB2312-baseline-awake,18,12,1128,1131,1128,1131,4,1114,1151,20,seed_not_below_return_level,return_crossing,0,1,valid,20,0.0372121900171195,3433.614375
FB2312-baseline-awake,18,13,1177,1179,1168,1181,14,1157,1199,20,return_crossing,return_crossing,1,0,valid,20,0.109231031520172,2111.43583333333
FB2312-baseline-awake,19,1,100,106,98,107,10,80,126,20,return_crossing,return_crossing,1,0,valid,20,0.132965097968845,4354.88571428572
FB2312-baseline-awake,20,1,415,418,401,423,23,395,438,20,return_crossing,return_crossing,1,0,insufficient_clean_prebaseline,19,NaN,1895.598125
FB2312-baseline-awake,20,2,546,561,540,563,24,526,581,20,return_crossing,return_crossing,1,0,insufficient_clean_prebaseline,11,NaN,2307.024375
FB2312-baseline-awake,20,3,646,658,640,660,21,626,678,20,return_crossing,return_crossing,1,0,valid,20,0.149662368893569,1681.38884615385
FB2312-baseline-awake,20,4,1119,1127,1111,1127,17,1099,1147,20,return_crossing,seed_not_below_return_level,0,1,valid,20,0.0995180174731981,1886.85416666667
FB2312-baseline-awake,21,1,125,132,125,132,8,105,152,20,search_limit_unresolved,search_limit_unresolved,0,0,valid,20,0.027847143380615,3138.8509375
FB2312-baseline-awake,21,2,349,352,337,355,19,329,372,20,return_crossing,return_crossing,1,0,valid,20,0.0883574603603029,2402.2875
FB2312-baseline-awake,21,3,675,681,675,683,9,655,697,20,search_limit_unresolved,return_crossing,0,0,valid,20,0.174533411753048,1923.40785714286
FB2312-baseline-awake,21,4,714,718,714,718,5,698,738,20,search_limit_unresolved,search_limit_unresolved,0,0,valid,20,0.145462085314977,2265.3295
FB2312-baseline-awake,21,5,880,882,875,884,10,860,902,20,return_crossing,return_crossing,1,0,valid,20,0.113160913557675,1093.455
FB2312-baseline-awake,21,6,960,983,960,1002,43,940,1003,20,search_limit_unresolved,return_crossing,0,0,insufficient_clean_prebaseline,19,NaN,3873.57354166667
FB2312-baseline-awake,21,7,1039,1050,1037,1051,15,1019,1070,20,return_crossing,return_crossing,1,0,valid,20,0.116983795330973,2415.17333333333
FB2312-baseline-awake,21,8,1108,1118,1108,1123,16,1088,1138,20,return_crossing,return_crossing,1,0,valid,20,0.0871448663689079,2452.99409090909
FB2312-baseline-awake,21,9,1159,1163,1157,1180,24,1139,1183,20,return_crossing,return_crossing,1,0,valid,20,0.106341063783532,1376.207
FB2312-baseline-awake,22,1,113,118,112,118,7,93,128,20,return_crossing,search_limit_unresolved,0,0,valid,20,0.0876712696572068,1376.94333333333
FB2312-baseline-awake,22,2,139,142,136,144,9,129,162,20,return_crossing,return_crossing,1,0,insufficient_clean_prebaseline,17,NaN,994.05
FB2312-baseline-awake,23,1,1117,1120,1116,1125,10,1097,1140,20,return_crossing,return_crossing,1,0,valid,20,0.0611030641324117,2280.7925
FB2312-baseline-awake,24,1,407,414,403,414,12,387,434,20,return_crossing,seed_not_below_return_level,0,1,insufficient_clean_prebaseline,17,NaN,1412.379375
FB2312-baseline-awake,24,2,901,903,895,906,12,881,923,20,return_crossing,return_crossing,1,0,valid,20,0.0588491502811304,11330.3291666667
FB2312-baseline-awake,25,1,125,132,107,150,44,105,152,20,return_crossing,return_crossing,1,0,valid,20,0.0554919429372502,1228.75625
FB2312-baseline-awake,25,2,767,772,763,772,10,747,784,20,return_crossing,search_limit_unresolved,0,0,insufficient_clean_prebaseline,17,NaN,3099.96333333333
FB2312-baseline-awake,25,3,797,800,796,808,13,785,820,20,return_crossing,return_crossing,1,0,valid,20,0.0370163539066939,1308.8325
FB2312-baseline-awake,26,1,310,312,299,312,14,290,322,20,return_crossing,search_limit_unresolved,0,0,insufficient_clean_prebaseline,15,NaN,1785.60833333333
FB2312-baseline-awake,26,2,332,334,332,344,13,323,354,20,search_limit_unresolved,return_crossing,0,0,insufficient_clean_prebaseline,19,NaN,1124.74916666667
FB2312-baseline-awake,27,1,739,741,739,755,17,719,761,20,search_limit_unresolved,return_crossing,0,0,valid,20,0.0512731967027664,1640.1825
FB2312-baseline-awake,27,2,998,1000,989,1002,14,978,1015,20,return_crossing,return_crossing,1,0,valid,20,0.0477408156191722,1279.37916666667
FB2312-baseline-awake,27,3,1030,1033,1022,1035,14,1016,1053,20,return_crossing,return_crossing,1,0,valid,20,0.0919580167714385,2017.093125
FB2312-baseline-awake,27,4,1159,1162,1146,1163,18,1139,1182,20,return_crossing,return_crossing,1,0,valid,20,0.0662800112402858,2175.865
FB2312-baseline-awake,28,1,166,177,154,186,33,146,190,20,return_crossing,return_crossing,1,0,valid,20,0.221005020847602,2556.9175
FB2312-baseline-awake,28,2,204,207,201,211,11,191,227,20,return_crossing,return_crossing,1,0,valid,20,0.21654734183088,1013.37875
FB2312-baseline-awake,28,3,401,406,400,408,9,381,416,20,return_crossing,return_crossing,1,0,valid,20,0.3082702442449,1612.57
FB2312-baseline-awake,28,4,427,433,425,434,10,417,451,20,return_crossing,return_crossing,1,0,insufficient_clean_prebaseline,18,NaN,1639.39357142857
FB2312-baseline-awake,28,5,469,476,467,478,12,452,496,20,return_crossing,return_crossing,1,0,valid,20,0.361686430100122,1923.210625
FB2312-baseline-awake,28,6,540,543,538,546,9,520,558,20,return_crossing,return_crossing,1,0,insufficient_clean_prebaseline,13,NaN,833.8975
FB2312-baseline-awake,28,7,574,579,564,580,17,559,599,20,return_crossing,return_crossing,1,0,valid,20,0.243485031813139,2237.53291666667
FB2312-baseline-awake,28,8,659,669,659,684,26,639,689,20,seed_not_below_return_level,return_crossing,0,1,valid,20,0.0993260074493414,1470.99318181818
FB2312-baseline-awake,28,9,711,718,707,718,12,691,738,20,return_crossing,return_crossing,1,0,valid,20,0.138954571912066,3184.4115625
FB2312-baseline-awake,28,10,936,941,936,948,13,916,958,20,return_crossing,return_crossing,1,0,valid,20,0.0702366530570985,4323.19708333333
FB2312-baseline-awake,28,11,976,999,967,1000,34,959,1019,20,return_crossing,return_crossing,0,1,insufficient_clean_prebaseline,14,NaN,4311.691875
FB2312-baseline-awake,28,12,1093,1096,1093,1096,4,1073,1116,20,return_crossing,return_crossing,1,0,valid,20,0.0376491600243878,3716.6425
FB2312-baseline-awake,29,1,165,168,155,177,23,145,188,20,return_crossing,return_crossing,1,0,valid,20,0.228572521637793,3118.831875
FB2312-baseline-awake,29,2,323,326,322,330,9,303,346,20,return_crossing,return_crossing,1,0,valid,20,0.195911305191075,4518.785625
FB2312-baseline-awake,29,3,400,407,398,410,13,380,427,20,return_crossing,return_crossing,1,0,valid,20,0.182465160661464,4110.8109375
FB2312-baseline-awake,29,4,470,475,467,477,11,450,495,20,return_crossing,return_crossing,1,0,valid,20,0.336818801107523,3835.37625
FB2312-baseline-awake,29,5,539,545,528,547,20,519,559,20,return_crossing,return_crossing,1,0,insufficient_clean_prebaseline,7,NaN,5819.13714285714
FB2312-baseline-awake,29,6,574,578,572,584,13,560,598,20,return_crossing,return_crossing,1,0,valid,20,0.292221878565131,4330.7445
FB2312-baseline-awake,29,7,640,646,636,650,15,620,660,20,return_crossing,return_crossing,1,0,valid,20,0.28586781149012,2905.62392857143
FB2312-baseline-awake,29,8,675,682,674,687,14,661,697,20,return_crossing,return_crossing,1,0,valid,20,0.167966402052523,2850.3003125
FB2312-baseline-awake,29,9,713,715,711,719,9,698,735,20,return_crossing,return_crossing,1,0,valid,20,0.147475999592965,2472.23916666667
FB2312-baseline-awake,29,10,1107,1111,1106,1125,20,1087,1131,20,return_crossing,return_crossing,1,0,valid,20,0.0491246299296402,1869.9185
FB2312-baseline-awake,30,1,158,162,153,174,22,138,182,20,return_crossing,return_crossing,1,0,valid,20,0.190931837932334,1318.773
FB2312-baseline-awake,31,1,171,183,156,189,34,151,193,20,return_crossing,return_crossing,1,0,valid,20,0.387308479992686,1319.8775
FB2312-baseline-awake,31,2,203,214,201,218,18,194,225,20,return_crossing,return_crossing,1,0,insufficient_clean_prebaseline,17,NaN,2168.961875
FB2312-baseline-awake,31,3,236,238,232,246,15,226,258,20,return_crossing,return_crossing,1,0,insufficient_clean_prebaseline,17,NaN,2980.30916666667
FB2312-baseline-awake,31,4,319,325,312,332,21,299,345,20,return_crossing,return_crossing,1,0,valid,20,0.180918635099667,1499.75321428571
FB2312-baseline-awake,31,5,400,407,400,410,11,380,427,20,return_crossing,return_crossing,1,0,insufficient_clean_prebaseline,6,NaN,994.05
FB2312-baseline-awake,31,6,574,578,571,583,13,554,598,20,return_crossing,return_crossing,1,0,valid,20,0.298353941480884,1146.471
FB2312-baseline-awake,31,7,803,807,790,822,33,783,827,20,return_crossing,return_crossing,1,0,valid,20,0.110397962816182,1809.171
FB2312-baseline-awake,31,8,987,992,969,992,24,967,1012,20,return_crossing,search_limit_unresolved,0,0,valid,20,0.131485014381135,841.260833333333
FB2312-baseline-awake,32,1,192,196,192,199,8,172,216,20,search_limit_unresolved,return_crossing,0,0,valid,20,-0.0271783441103312,4754.8725
FB2312-baseline-awake,33,1,187,193,170,197,28,167,209,20,return_crossing,return_crossing,1,0,valid,20,0.181074891322953,1345.12321428571
FB2312-baseline-awake,33,2,225,232,225,232,8,210,252,20,search_limit_unresolved,return_crossing,0,0,valid,20,0.0827526214191407,1243.943125
FB2312-baseline-awake,33,3,579,582,575,594,20,559,602,20,return_crossing,return_crossing,1,0,valid,20,0.132629042701165,940.205625
FB2312-baseline-awake,33,4,719,723,714,734,21,699,743,20,return_crossing,return_crossing,1,0,valid,20,0.174574432659901,1033.812
FB2312-baseline-awake,33,5,978,981,958,987,30,958,1001,20,return_crossing,return_crossing,1,0,valid,20,0.0994887250238616,1158.344375
FB2312-baseline-awake,33,6,1063,1070,1061,1070,10,1043,1090,20,return_crossing,return_crossing,1,0,valid,20,0.0150656307433456,1738.8971875
FB2312-baseline-awake,34,1,192,194,172,194,23,172,214,20,return_crossing,search_limit_unresolved,0,0,valid,20,0.194287683897577,1111.86333333333
FB2312-baseline-awake,35,1,227,232,225,233,9,207,252,20,return_crossing,return_crossing,1,0,valid,20,0.119172525883692,1959.56708333333
FB2312-baseline-awake,36,1,236,238,230,243,14,216,258,20,return_crossing,return_crossing,1,0,valid,20,0.161636198369447,1389.82916666667
FB2312-baseline-awake,37,1,242,244,235,246,12,222,264,20,return_crossing,return_crossing,1,0,valid,20,0.0887781716611648,1312.51416666667
FB2312-baseline-awake,38,1,283,289,266,289,24,263,309,20,return_crossing,search_limit_unresolved,0,0,valid,20,0.118053676613535,1395.61464285714
FB2312-baseline-awake,39,1,286,289,286,289,4,266,309,20,search_limit_unresolved,search_limit_unresolved,0,0,valid,20,0.0693974660939167,1504.88125
FB2312-baseline-awake,40,1,293,320,292,320,29,273,340,20,return_crossing,return_crossing,1,0,valid,20,0.164934341402543,3524.53839285714
FB2312-baseline-awake,41,1,334,336,331,352,22,314,356,20,return_crossing,return_crossing,1,0,valid,20,0.0906668950278711,1630.97833333333
FB2312-baseline-awake,42,1,433,448,433,449,17,413,468,20,search_limit_unresolved,return_crossing,0,0,valid,20,0.00873291025007707,2037.45734375
FB2312-baseline-awake,42,2,953,955,945,958,14,933,967,20,return_crossing,return_crossing,1,0,valid,20,0.0618259878698883,2131.685
FB2312-baseline-awake,42,3,979,981,979,986,8,968,1001,20,search_limit_unresolved,return_crossing,0,0,valid,20,0.050189588583431,1086.09166666667
FB2312-baseline-awake,42,4,1112,1115,1107,1129,23,1092,1135,20,return_crossing,return_crossing,1,0,valid,20,0.08925241159716,2149.633125
FB2312-baseline-awake,43,1,751,756,751,759,9,731,776,20,search_limit_unresolved,return_crossing,0,0,valid,20,0.0891683486447745,1081.48958333333
FB2312-baseline-awake,44,1,350,353,348,363,16,330,373,20,return_crossing,return_crossing,1,0,valid,20,0.0702342855633899,1094.835625
FB2312-baseline-awake,45,1,407,410,407,412,6,387,430,20,search_limit_unresolved,return_crossing,0,0,valid,20,0.0628334911765267,1337.825625
FB2312-baseline-awake,46,1,407,409,395,415,21,387,429,20,return_crossing,return_crossing,1,0,valid,20,0.109587975724559,1520.52833333333
FB2312-baseline-awake,47,1,1140,1142,1139,1143,5,1120,1162,20,return_crossing,return_crossing,1,0,valid,20,0.0686452628857237,3403.70083333333
FB2312-baseline-awake,48,1,411,418,409,418,10,391,438,20,return_crossing,search_limit_unresolved,0,0,valid,20,0.143955608872501,1399.2634375
FB2312-baseline-awake,48,2,880,886,873,886,14,860,906,20,return_crossing,return_crossing,1,0,valid,20,0.0788783182736085,1615.72571428571
FB2312-baseline-awake,49,1,414,416,407,420,14,394,436,20,return_crossing,return_crossing,1,0,valid,20,0.109056796451625,1301.46916666667
FB2312-baseline-awake,50,1,416,418,413,425,13,396,432,20,return_crossing,return_crossing,1,0,valid,20,0.146761007442168,600.111666666667
FB2312-baseline-awake,50,2,447,453,447,459,13,433,473,20,search_limit_unresolved,return_crossing,0,0,valid,20,0.0265345397623359,2001.51178571429
FB2312-baseline-awake,51,1,418,423,416,424,9,398,443,20,return_crossing,return_crossing,1,0,valid,20,0.0924931689483416,1395.35166666667
FB2312-baseline-awake,52,1,567,569,551,572,22,547,589,20,return_crossing,return_crossing,1,0,valid,20,0.0573590409506981,1717.4975
FB2312-baseline-awake,52,2,865,869,857,870,14,845,882,20,return_crossing,return_crossing,1,0,valid,20,0.106010766770411,1794.8125
FB2312-baseline-awake,52,3,896,899,891,901,11,883,919,20,return_crossing,return_crossing,1,0,valid,20,0.0675709871244323,2329.114375
FB2312-baseline-awake,52,4,962,968,962,983,22,942,988,20,search_limit_unresolved,return_crossing,0,0,valid,20,0.0574185415369507,2028.33535714286
FB2312-baseline-awake,52,5,1079,1081,1078,1086,9,1059,1098,20,return_crossing,return_crossing,1,0,valid,20,0.0795971005183664,1546.3
FB2312-baseline-awake,52,6,1116,1119,1100,1124,25,1099,1139,20,return_crossing,return_crossing,1,0,insufficient_clean_prebaseline,18,NaN,3390.815
FB2312-baseline-awake,53,1,437,444,421,454,34,417,464,20,return_crossing,return_crossing,1,0,valid,20,0.0863432489667924,1370.2703125
FB2312-baseline-awake,53,2,555,564,553,566,14,535,584,20,return_crossing,return_crossing,1,0,valid,20,0.106793608052421,1640.73475
FB2312-baseline-awake,54,1,756,758,754,762,9,736,778,20,return_crossing,return_crossing,1,0,valid,20,0.10433899681852,1104.5
FB2312-baseline-awake,55,1,778,780,765,787,23,758,800,20,return_crossing,return_crossing,1,0,valid,20,0.0978197910256864,2030.43916666667
FB2312-baseline-awake,55,2,918,922,910,935,26,898,942,20,return_crossing,return_crossing,1,0,valid,20,0.104866337321736,3740.9415
FB2312-baseline-awake,56,1,797,810,795,819,25,777,830,20,return_crossing,return_crossing,1,0,valid,20,0.128739290961934,2442.91732142857
FB2312-baseline-awake,56,2,860,862,855,869,15,840,882,20,return_crossing,return_crossing,1,0,valid,20,0.0865908457133844,979.323333333333
FB2312-baseline-awake,56,3,1169,1173,1169,1178,10,1149,1193,20,search_limit_unresolved,return_crossing,0,0,valid,20,0.0994090081590131,1594.898
FB2312-baseline-awake,57,1,928,933,917,933,17,908,953,20,return_crossing,search_limit_unresolved,0,0,valid,20,0.179294092872054,1923.67083333333
FB2312-baseline-awake,57,2,1040,1049,1027,1053,27,1020,1069,20,return_crossing,return_crossing,1,0,valid,20,0.157326370965052,1396.088
FB2312-baseline-awake,57,3,1108,1110,1099,1122,24,1088,1130,20,return_crossing,return_crossing,1,0,valid,20,0.0758795956605256,1632.81916666667
FB2312-baseline-awake,58,1,938,940,936,940,5,918,960,20,return_crossing,search_limit_unresolved,0,0,valid,20,0.0611207485675235,1364.0575
FB2312-baseline-awake,59,1,1105,1107,1098,1125,28,1085,1127,20,return_crossing,return_crossing,1,0,valid,20,0.0755203946326924,1616.25166666667
FB2316-baseline,1,1,52,64,52,64,13,32,84,20,search_limit_unresolved,search_limit_unresolved,0,0,valid,20,-0.0183942634114497,4633.3775
FB2316-baseline,1,2,278,291,278,291,14,258,307,20,search_limit_unresolved,search_limit_unresolved,0,0,valid,20,0.038357076057493,2264.61946428571
FB2316-baseline,1,3,323,362,321,367,47,308,382,20,return_crossing,return_crossing,1,0,valid,20,0.0395112660666869,5549.6983125
FB2316-baseline,1,4,404,427,404,427,24,384,441,20,seed_not_below_return_level,seed_not_below_return_level,0,1,insufficient_clean_prebaseline,7,NaN,4174.77989583333
FB2316-baseline,1,5,455,458,455,458,4,442,478,20,seed_not_below_return_level,seed_not_below_return_level,0,1,insufficient_clean_prebaseline,9,NaN,2347.0625
FB2316-baseline,1,6,558,567,558,572,15,538,584,20,return_crossing,return_crossing,0,1,valid,20,0.0389474639786509,1259.13
FB2316-baseline,1,7,602,688,602,688,87,585,708,20,seed_not_below_return_level,seed_not_below_return_level,0,1,valid,20,0.0686668578604103,2231.59781609195
FB2316-baseline,1,8,736,742,736,744,9,716,752,20,return_crossing,return_crossing,1,0,valid,20,0.0573381623026821,1188.91535714286
FB2316-baseline,1,9,763,766,762,766,5,753,786,20,return_crossing,return_crossing,1,0,insufficient_clean_prebaseline,19,NaN,1266.033125
FB2316-baseline,1,10,1091,1095,1090,1097,8,1071,1115,20,return_crossing,return_crossing,1,0,valid,20,0.0757155422144332,1774.9315
FB2316-baseline,1,11,1138,1153,1127,1153,27,1118,1164,20,return_crossing,seed_not_below_return_level,0,1,insufficient_clean_prebaseline,5,NaN,4545.36265625
FB2316-baseline,1,12,1176,1186,1176,1186,11,1165,1200,20,seed_not_below_return_level,seed_not_below_return_level,0,1,valid,20,0.0341522456113077,2025.25136363636
FB2316-baseline,2,1,20,27,20,27,8,1,47,20,seed_not_below_return_level,seed_not_below_return_level,0,1,insufficient_clean_prebaseline,19,NaN,1633.9696875
FB2316-baseline,2,2,444,447,444,447,4,424,467,20,seed_not_below_return_level,seed_not_below_return_level,0,1,insufficient_clean_prebaseline,12,NaN,1533.874375
FB2316-baseline,2,3,510,516,510,516,7,490,536,20,seed_not_below_return_level,seed_not_below_return_level,0,1,valid,20,0.0300198094286768,2196.37714285714
FB2316-baseline,2,4,1179,1200,1179,1200,22,1159,1200,20,seed_not_below_return_level,seed_not_below_return_level,0,1,valid,20,0.0362578026699732,2507.96806818182
FB2316-baseline,3,1,3,8,3,14,12,1,28,20,recording_boundary_unresolved,return_crossing,0,0,insufficient_clean_prebaseline,2,NaN,851.385416666667
FB2316-baseline,3,2,161,174,145,174,30,141,186,20,return_crossing,seed_not_below_return_level,0,1,insufficient_clean_prebaseline,8,NaN,2554.55071428571
FB2316-baseline,3,3,198,206,198,206,9,187,226,20,seed_not_below_return_level,return_crossing,0,1,insufficient_clean_prebaseline,16,NaN,1603.97944444444
FB2316-baseline,3,4,274,305,266,305,40,254,319,20,return_crossing,seed_not_below_return_level,0,1,insufficient_clean_prebaseline,19,NaN,4848.237265625
FB2316-baseline,3,5,333,338,333,339,7,320,358,20,seed_not_below_return_level,return_crossing,0,1,insufficient_clean_prebaseline,9,NaN,2645.2775
