Session,SinkID,EventID,NativeStartFrame,NativeEndFrame,StartFrame,EndFrame,DurationSec,TimingSearchStartFrame,TimingSearchEndFrame,TimingMaxExtensionFrames,StartBoundaryStatus,EndBoundaryStatus,TimingResolved,NativeTraceCrossesReturnLevel,BaselineStatus,BaselineValidSamples,NormOxySinkAmp,EventArea_um2
M400-03-baseline-iso,26,3,445,447,445,456,12,425,467,20,return_crossing,return_crossing,1,0,valid,20,0.0345414483143703,4933.66666666667
M400-03-baseline-iso,26,4,583,585,579,586,8,563,600,20,return_crossing,return_crossing,1,0,valid,20,0.050878872803348,6212.20833333333
M400-03-baseline-iso,27,1,66,69,62,71,10,46,89,20,return_crossing,return_crossing,1,0,valid,20,0.0291572291566533,16070.140625
M400-03-baseline-iso,28,1,65,67,65,68,4,45,87,20,return_crossing,return_crossing,1,0,valid,20,0.0482154537288999,4347.04166666667
M400-03-baseline-iso,29,1,105,107,104,109,6,85,127,20,return_crossing,return_crossing,1,0,valid,20,0.0589781911787926,5986.58333333333
M400-03-baseline-iso,30,1,82,84,77,84,8,62,104,20,return_crossing,return_crossing,1,0,valid,20,0.0422170587925626,5745.91666666667
M400-03-baseline-iso,31,1,228,232,208,234,27,208,252,20,return_crossing,return_crossing,1,0,valid,20,0.057732215092427,3713.7875
M400-03-baseline-iso,32,1,82,86,80,97,18,62,106,20,return_crossing,return_crossing,1,0,valid,20,0.0528475050142832,5766.975
M400-03-baseline-iso,33,1,404,406,403,407,5,384,426,20,return_crossing,return_crossing,1,0,valid,20,0.0404055696618667,7317.77083333333
M400-03-baseline-iso,34,1,162,165,159,170,12,142,185,20,return_crossing,return_crossing,1,0,valid,20,0.0438389560058711,8105.578125
M400-03-baseline-iso,35,1,115,118,112,126,15,95,138,20,return_crossing,return_crossing,1,0,valid,20,0.0841592770508647,3440.78125
M400-03-baseline-iso,36,1,116,118,114,120,7,96,138,20,return_crossing,return_crossing,1,0,valid,20,0.0387553060527796,7911.91666666667
M400-03-baseline-iso,37,1,121,124,112,128,17,101,144,20,return_crossing,return_crossing,1,0,valid,20,0.0682003811598148,4698.640625
M400-03-baseline-iso,38,1,123,125,121,127,7,103,145,20,return_crossing,return_crossing,1,0,valid,20,0.0356165234174892,3324.20833333333
M400-03-baseline-iso,39,1,124,127,123,133,11,104,147,20,return_crossing,return_crossing,1,0,valid,20,0.0419233396569031,6108.796875
M400-03-baseline-iso,40,1,144,146,142,154,13,124,166,20,return_crossing,return_crossing,1,0,valid,20,0.0502513379411957,4835.89583333333
M400-03-baseline-iso,40,2,488,490,485,493,9,468,510,20,return_crossing,return_crossing,1,0,valid,20,0.050469019350313,7701.33333333333
M400-03-baseline-iso,41,1,163,169,161,177,17,143,189,20,return_crossing,return_crossing,1,0,valid,20,0.0325195629158218,4857.38392857143
M400-03-baseline-iso,41,2,218,220,218,223,6,198,240,20,search_limit_unresolved,return_crossing,0,0,valid,20,0.0202688903481624,10860.0833333333
M400-03-baseline-iso,41,3,344,346,343,347,5,324,366,20,return_crossing,return_crossing,1,0,valid,20,0.058527604322902,3226.4375
M400-03-baseline-iso,42,1,161,163,160,164,5,141,183,20,return_crossing,return_crossing,1,0,valid,20,0.0584149830217275,3091.0625
M400-03-baseline-iso,43,1,164,166,155,167,13,144,186,20,return_crossing,return_crossing,1,0,valid,20,0.0441941165553731,8340.60416666667
M400-03-baseline-iso,44,1,177,179,176,184,9,157,199,20,return_crossing,return_crossing,1,0,valid,20,0.0515734470557913,6174.60416666667
M400-03-baseline-iso,45,1,199,203,187,209,23,179,223,20,return_crossing,return_crossing,1,0,valid,20,0.0404538164519478,5712.825
M400-03-baseline-iso,46,1,223,225,223,227,5,203,245,20,return_crossing,return_crossing,1,0,valid,20,0.0518981589126803,4805.8125
M400-03-baseline-iso,46,2,273,275,272,277,6,253,295,20,return_crossing,return_crossing,1,0,insufficient_clean_prebaseline,18,NaN,5941.45833333333
M400-03-baseline-iso,47,1,527,529,527,532,6,507,549,20,return_crossing,return_crossing,1,0,valid,20,0.0627402107318094,4768.20833333333
M400-03-baseline-iso,48,1,298,301,297,302,6,278,321,20,return_crossing,return_crossing,1,0,valid,20,0.0541456931941271,4952.46875
M400-03-baseline-iso,49,1,306,308,303,311,9,286,328,20,return_crossing,return_crossing,1,0,valid,20,0.0580661327473715,5242.02083333333
M400-03-baseline-iso,50,1,356,361,350,362,13,336,381,20,return_crossing,return_crossing,1,0,valid,20,0.0492822520359768,3497.1875
M400-03-baseline-iso,51,1,355,357,352,362,11,335,377,20,return_crossing,return_crossing,1,0,valid,20,0.0551407743322544,4369.60416666667
M400-03-baseline-iso,52,1,362,364,362,366,5,342,384,20,return_crossing,return_crossing,1,0,valid,20,0.0564024077781345,5527.8125
M400-03-baseline-iso,53,1,363,365,362,366,5,343,385,20,return_crossing,return_crossing,1,0,valid,20,0.0498080165297599,3474.625
M400-03-baseline-iso,54,1,539,541,538,542,5,519,561,20,return_crossing,return_crossing,1,0,valid,20,0.0568833652007648,4708.04166666667
M400-03-baseline-iso,55,1,570,572,567,573,7,550,592,20,return_crossing,return_crossing,1,0,valid,20,0.051021607373705,3730.33333333333
M400-03-baseline-iso,56,1,581,583,577,586,10,561,600,20,return_crossing,return_crossing,1,0,valid,20,0.0426140018597924,4414.72916666667
M401-01-baseline-awake,1,1,1,6,1,6,6,1,26,20,seed_not_below_return_level,seed_not_below_return_level,0,1,insufficient_clean_prebaseline,0,NaN,5997.86458333333
M401-01-baseline-awake,1,2,130,140,119,148,30,110,160,20,return_crossing,return_crossing,1,0,valid,20,0.027726422583727,4994.51704545455
M401-01-baseline-awake,1,3,229,231,228,231,4,209,251,20,return_crossing,return_crossing,1,0,valid,20,0.0547593954600748,3361.8125
M401-01-baseline-awake,2,1,1,6,1,6,6,1,26,20,recording_boundary_unresolved,seed_not_below_return_level,0,1,insufficient_clean_prebaseline,0,NaN,4140.21875
M401-01-baseline-awake,3,1,1,7,1,7,7,1,27,20,seed_not_below_return_level,seed_not_below_return_level,0,1,insufficient_clean_prebaseline,0,NaN,4731.67857142857
M401-01-baseline-awake,4,1,1,3,1,3,3,1,23,20,seed_not_below_return_level,return_crossing,0,1,insufficient_clean_prebaseline,0,NaN,17929.6666666667
M401-01-baseline-awake,4,2,254,259,253,262,10,234,279,20,return_crossing,return_crossing,1,0,insufficient_clean_prebaseline,18,NaN,5666.94791666667
M401-01-baseline-awake,5,1,358,367,343,376,34,338,377,20,return_crossing,return_crossing,1,0,valid,20,0.0862683209486876,13025.33125
M401-01-baseline-awake,5,2,388,392,378,399,22,378,412,20,return_crossing,return_crossing,1,0,insufficient_clean_prebaseline,10,NaN,8063.8375
M401-01-baseline-awake,5,3,535,544,520,546,27,515,564,20,return_crossing,return_crossing,1,0,insufficient_clean_prebaseline,19,NaN,7784.0625
M401-01-baseline-awake,6,1,2,15,2,17,16,1,35,20,seed_not_below_return_level,return_crossing,0,1,insufficient_clean_prebaseline,0,NaN,10654.3348214286
M401-01-baseline-awake,6,2,201,203,194,203,10,181,222,20,return_crossing,seed_not_below_return_level,0,1,insufficient_clean_prebaseline,15,NaN,7385.45833333333
M401-01-baseline-awake,6,3,242,245,242,245,4,223,265,20,return_crossing,seed_not_below_return_level,0,1,valid,20,0.0227831156593189,3700.25
M401-01-baseline-awake,6,4,407,409,403,410,8,387,429,20,return_crossing,return_crossing,1,0,valid,20,0.0197959279635116,8671.52083333333
M401-01-baseline-awake,6,5,597,599,597,599,3,577,600,20,seed_not_below_return_level,recording_boundary_unresolved,0,1,valid,20,0.0706739932465299,9235.58333333333
M401-01-baseline-awake,7,1,8,12,8,12,5,1,32,20,seed_not_below_return_level,seed_not_below_return_level,0,1,insufficient_clean_prebaseline,7,NaN,4661.4125
M401-01-baseline-awake,7,2,143,153,142,153,12,123,173,20,return_crossing,return_crossing,1,0,valid,20,0.0492027547764611,6817.97727272727
M401-01-baseline-awake,7,3,206,210,206,210,5,186,227,20,return_crossing,return_crossing,1,0,valid,20,0.0221336847208581,5044.975
M401-01-baseline-awake,7,4,244,248,242,255,14,228,268,20,return_crossing,return_crossing,1,0,valid,20,0.0449948447937533,6272.375
M401-01-baseline-awake,7,5,413,415,412,417,6,393,435,20,return_crossing,return_crossing,1,0,valid,20,0.0407398513490805,7799.10416666667
M401-01-baseline-awake,7,6,579,582,572,591,20,559,600,20,return_crossing,return_crossing,1,0,valid,20,0.0365905874964829,11670.453125
M401-01-baseline-awake,8,1,4,6,4,6,3,1,26,20,seed_not_below_return_level,return_crossing,0,1,insufficient_clean_prebaseline,3,NaN,5309.70833333333
M401-01-baseline-awake,9,1,212,263,212,263,52,192,283,20,return_crossing,return_crossing,1,0,valid,20,0.0539055406719028,21614.0072115385
M401-01-baseline-awake,9,2,458,462,457,463,7,438,479,20,return_crossing,return_crossing,1,0,valid,20,0.109067127394915,6367.1375
M401-01-baseline-awake,9,3,497,500,497,500,4,480,520,20,return_crossing,return_crossing,1,0,valid,20,0.0415839714632279,4027.40625
M401-01-baseline-awake,10,1,330,346,330,354,25,310,366,20,return_crossing,return_crossing,0,1,valid,20,0.0715586637227637,25131.9705882353
M401-01-baseline-awake,10,2,598,600,598,600,3,578,600,20,return_crossing,recording_boundary_unresolved,0,0,valid,20,0.0820807403147353,5971.54166666667
M401-01-baseline-awake,11,1,17,19,17,19,3,1,39,20,return_crossing,return_crossing,1,0,insufficient_clean_prebaseline,16,NaN,3316.6875
M401-01-baseline-awake,12,1,38,40,38,40,3,18,60,20,seed_not_below_return_level,seed_not_below_return_level,0,1,valid,20,-0.000688140271757087,7543.39583333333
M401-01-baseline-awake,12,2,249,266,249,266,18,229,280,20,seed_not_below_return_level,search_limit_unresolved,0,1,insufficient_clean_prebaseline,17,NaN,16845.4131944444
M401-01-baseline-awake,12,3,294,302,287,302,16,281,313,20,return_crossing,seed_not_below_return_level,0,1,valid,20,0.0455901702449903,10727.2152777778
M401-01-baseline-awake,12,4,325,329,325,329,5,314,349,20,seed_not_below_return_level,seed_not_below_return_level,0,1,valid,20,0.0357660705654904,9002.4375
M401-01-baseline-awake,12,5,587,591,581,591,11,567,600,20,return_crossing,seed_not_below_return_level,0,1,valid,20,0.0512527004133352,8488.0125
M401-01-baseline-awake,13,1,252,254,251,254,4,232,274,20,return_crossing,return_crossing,1,0,valid,20,0.0637406969465117,6309.97916666667
M401-01-baseline-awake,14,1,379,387,378,393,16,359,407,20,return_crossing,return_crossing,1,0,valid,20,0.0897572732771726,6430.3125
M401-01-baseline-awake,14,2,433,435,431,440,10,413,455,20,return_crossing,return_crossing,1,0,valid,20,0.100752264267494,9716.91666666667
M401-01-baseline-awake,15,1,246,251,243,251,9,226,271,20,return_crossing,search_limit_unresolved,0,0,valid,20,0.0678947611212769,7859.27083333333
M401-01-baseline-awake,15,2,505,508,497,510,14,485,528,20,return_crossing,return_crossing,1,0,valid,20,0.0897767645801636,3948.4375
M401-01-baseline-awake,16,1,28,30,27,31,5,8,50,20,return_crossing,return_crossing,1,0,valid,20,0.0459428334561842,3166.27083333333
M401-01-baseline-awake,17,1,35,37,30,37,8,15,57,20,return_crossing,return_crossing,1,0,valid,20,0.0103211173793838,6490.47916666667
M401-01-baseline-awake,18,1,39,41,33,43,11,19,61,20,return_crossing,return_crossing,1,0,valid,20,0.0431658309314911,3294.125
M401-01-baseline-awake,19,1,266,269,256,287,32,246,289,20,return_crossing,return_crossing,1,0,valid,20,0.0738989932206819,6932.328125
M401-01-baseline-awake,19,2,579,582,579,590,12,559,600,20,return_crossing,return_crossing,1,0,valid,20,0.0629727992652248,5922.65625
M401-01-baseline-awake,20,1,56,67,56,68,13,36,87,20,seed_not_below_return_level,return_crossing,0,1,insufficient_clean_prebaseline,18,NaN,5087.84375
M401-01-baseline-awake,20,2,238,240,221,240,20,218,260,20,return_crossing,search_limit_unresolved,0,0,valid,20,0.0645455256866907,6197.16666666667
M401-01-baseline-awake,21,1,176,180,158,180,23,156,200,20,return_crossing,search_limit_unresolved,0,0,valid,20,0.0593506013353342,4864.475
M401-01-baseline-awake,22,1,180,190,180,190,11,160,210,20,return_crossing,return_crossing,1,0,valid,20,0.0905435054193698,12194.0056818182
M401-01-baseline-awake,22,2,336,339,334,340,7,316,359,20,return_crossing,return_crossing,1,0,valid,20,0.0474482798726444,4033.046875
M401-01-baseline-awake,23,1,63,65,62,65,4,43,85,20,return_crossing,return_crossing,1,0,valid,20,0.0323658867897349,4933.66666666667
M401-01-baseline-awake,24,1,76,78,76,78,3,56,95,20,seed_not_below_return_level,seed_not_below_return_level,0,1,valid,20,0.0821547921400882,2797.75
M401-01-baseline-awake,24,2,113,131,104,137,34,96,151,20,return_crossing,return_crossing,1,0,insufficient_clean_prebaseline,19,NaN,40941.4375
M401-01-baseline-awake,24,3,330,336,327,336,10,310,356,20,return_crossing,seed_not_below_return_level,0,1,valid,20,0.0816680562572939,6846.10714285714
M401-01-baseline-awake,24,4,464,502,456,502,47,444,522,20,return_crossing,seed_not_below_return_level,0,1,insufficient_clean_prebaseline,16,NaN,9138.96955128205
M401-01-baseline-awake,25,1,334,338,329,340,12,314,358,20,return_crossing,return_crossing,1,0,valid,20,0.0330923581047477,6863.5125
M401-01-baseline-awake,26,1,82,84,82,87,6,62,95,20,return_crossing,return_crossing,1,0,valid,20,0.0669359125929335,14688.1875
M401-01-baseline-awake,26,2,106,109,106,109,4,96,129,20,seed_not_below_return_level,seed_not_below_return_level,0,1,valid,20,0.0282847405140426,3717.171875
M401-01-baseline-awake,26,3,156,161,155,165,11,136,181,20,return_crossing,return_crossing,1,0,valid,20,0.0791551751876849,8904.66666666667
M401-01-baseline-awake,26,4,348,364,342,364,23,328,384,20,return_crossing,search_limit_unresolved,0,0,valid,20,0.0869718264107173,9980.58823529412
M401-01-baseline-awake,26,5,457,461,452,470,19,437,481,20,return_crossing,return_crossing,1,0,valid,20,0.0986141359099923,10969.8875
M401-01-baseline-awake,26,6,519,525,514,541,28,499,545,20,return_crossing,return_crossing,1,0,valid,20,0.102760660318962,19532.6785714286
M401-01-baseline-awake,27,1,83,87,82,90,9,63,107,20,return_crossing,return_crossing,1,0,valid,20,0.0585783919867161,9552.9625
M401-01-baseline-awake,27,2,167,173,155,187,33,147,193,20,return_crossing,return_crossing,1,0,valid,20,0.0616821220751243,23071.7678571429
M401-01-baseline-awake,27,3,342,355,342,362,21,322,375,20,return_crossing,return_crossing,1,0,valid,20,0.0926230027187752,11203.8928571429
M401-01-baseline-awake,27,4,472,477,472,477,6,452,497,20,seed_not_below_return_level,seed_not_below_return_level,0,1,valid,20,0.036686126142594,5666.94791666667
M401-01-baseline-awake,27,5,518,534,517,537,21,498,553,20,return_crossing,return_crossing,1,0,valid,20,0.0941214193005757,20567.7095588235
M401-01-baseline-awake,27,6,572,574,572,574,3,554,594,20,seed_not_below_return_level,seed_not_below_return_level,0,1,insufficient_clean_prebaseline,14,NaN,4843.41666666667
M401-01-baseline-awake,28,1,91,93,83,96,14,71,113,20,return_crossing,return_crossing,1,0,valid,20,0.0241010390753928,9664.27083333333
M401-01-baseline-awake,29,1,103,105,103,106,4,83,125,20,return_crossing,return_crossing,1,0,valid,20,0.0667291786209117,7370.41666666667
M401-01-baseline-awake,30,1,95,97,93,98,6,75,117,20,return_crossing,return_crossing,1,0,valid,20,0.0295162174325704,5918.89583333333
M401-01-baseline-awake,31,1,223,226,218,230,13,203,246,20,return_crossing,return_crossing,1,0,valid,20,0.0378120584697645,4399.6875
M401-01-baseline-awake,32,1,108,110,106,113,8,88,130,20,return_crossing,return_crossing,1,0,valid,20,0.0657923848985259,4324.47916666667
M401-01-baseline-awake,33,1,128,130,126,135,10,108,150,20,return_crossing,return_crossing,1,0,valid,20,0.0395325576627052,5595.5
M401-01-baseline-awake,34,1,139,141,136,142,7,119,161,20,return_crossing,return_crossing,1,0,valid,20,0.048008984585008,3452.0625
M401-01-baseline-awake,35,1,139,142,136,146,11,119,162,20,return_crossing,return_crossing,1,0,valid,20,0.0290714706852151,4410.96875
M401-01-baseline-awake,36,1,151,156,149,156,8,131,176,20,return_crossing,return_crossing,1,0,valid,20,0.037112433448168,13872.1770833333
M401-01-baseline-awake,36,2,488,514,488,514,27,468,534,20,return_crossing,return_crossing,1,0,valid,20,0.068509328005223,14968.9652777778
M401-01-baseline-awake,37,1,483,492,482,512,31,463,512,20,return_crossing,return_crossing,1,0,valid,20,0.0685949370283435,18341.05625
M401-01-baseline-awake,37,2,535,557,534,557,24,515,577,20,return_crossing,seed_not_below_return_level,0,1,valid,20,0.0303080922501905,9775.44836956522
M401-01-baseline-awake,38,1,264,274,253,279,27,244,294,20,return_crossing,return_crossing,1,0,insufficient_clean_prebaseline,16,NaN,12801.1420454545
M401-01-baseline-awake,39,1,219,222,204,223,20,199,242,20,return_crossing,return_crossing,1,0,valid,20,0.0511627470221187,5076.5625
M401-01-baseline-awake,40,1,558,570,558,570,13,538,590,20,return_crossing,return_crossing,1,0,valid,20,0.0725926385682964,24402.2115384615
M401-01-baseline-awake,41,1,217,219,206,222,17,197,239,20,return_crossing,return_crossing,1,0,valid,20,0.0516840662574289,7092.14583333333
M401-01-baseline-awake,42,1,231,233,226,235,10,211,253,20,return_crossing,return_crossing,1,0,valid,20,0.0791281359819088,3151.22916666667
M401-01-baseline-awake,43,1,246,248,241,250,10,226,268,20,return_crossing,return_crossing,1,0,valid,20,0.0728450868114956,6738.66666666667
M401-01-baseline-awake,44,1,327,329,325,333,9,307,349,20,return_crossing,return_crossing,1,0,valid,20,0.0621085718720903,16485.6666666667
M401-01-baseline-awake,44,2,442,445,440,448,9,422,465,20,return_crossing,return_crossing,1,0,valid,20,0.0765169530817668,19138.640625
M401-01-baseline-awake,45,1,370,372,370,372,3,350,392,20,search_limit_unresolved,search_limit_unresolved,0,0,valid,20,-0.004184771066442,4444.8125
M401-01-baseline-awake,46,1,405,407,405,409,5,385,419,20,return_crossing,return_crossing,1,0,valid,20,0.0465871756743558,5249.54166666667
M401-01-baseline-awake,46,2,431,433,430,442,13,420,453,20,return_crossing,return_crossing,1,0,valid,20,0.112725005133197,6407.75
M401-01-baseline-awake,47,1,564,566,560,573,14,544,586,20,return_crossing,return_crossing,1,0,valid,20,0.0641762818608035,7761.5
M401-01-baseline-awake,48,1,443,446,429,450,22,423,466,20,return_crossing,return_crossing,1,0,valid,20,0.0894955432951656,4535.0625
M401-01-baseline-awake,49,1,585,587,578,590,13,565,600,20,return_crossing,return_crossing,1,0,valid,20,0.057109268473174,6896.60416666667
M401-03-baseline-iso,1,1,7,12,2,12,11,1,32,20,return_crossing,seed_not_below_return_level,0,1,insufficient_clean_prebaseline,1,NaN,19415.03125
M401-03-baseline-iso,1,2,217,221,217,221,5,197,241,20,seed_not_below_return_level,seed_not_below_return_level,0,1,valid,20,0.0322624517909015,4219.1875
M401-03-baseline-iso,2,1,27,29,25,32,8,7,49,20,return_crossing,return_crossing,1,0,valid,20,0.0198699100062373,5114.16666666667
M401-03-baseline-iso,2,2,243,245,241,245,5,223,265,20,return_crossing,return_crossing,1,0,valid,20,0.0378905794981248,5738.39583333333
M401-03-baseline-iso,3,1,246,249,246,249,4,226,265,20,return_crossing,seed_not_below_return_level,0,1,valid,20,0.0657198991743161,5725.234375
M401-03-baseline-iso,3,2,281,283,281,285,5,266,303,20,return_crossing,return_crossing,1,0,valid,20,0.0370869363501254,15583.1666666667
M401-03-baseline-iso,4,1,309,311,307,311,5,289,331,20,return_crossing,seed_not_below_return_level,0,1,valid,20,0.0613428685488365,8498.54166666667
M401-03-baseline-iso,5,1,12,15,12,15,4,1,26,20,return_crossing,seed_not_below_return_level,0,1,insufficient_clean_prebaseline,11,NaN,6644.65625
M401-03-baseline-iso,5,2,37,40,36,40,5,27,60,20,return_crossing,return_crossing,1,0,valid,20,0.0297618994376431,3942.796875
M401-03-baseline-iso,5,3,255,258,255,259,5,235,278,20,seed_not_below_return_level,return_crossing,0,1,insufficient_clean_prebaseline,18,NaN,6701.0625
M401-03-baseline-iso,6,1,22,24,19,32,14,2,44,20,return_crossing,return_crossing,1,0,insufficient_clean_prebaseline,18,NaN,3136.1875
M401-03-baseline-iso,7,1,14,16,9,18,10,1,36,20,return_crossing,return_crossing,1,0,insufficient_clean_prebaseline,8,NaN,3181.3125
M401-03-baseline-iso,8,1,274,276,266,277,12,254,296,20,return_crossing,return_crossing,1,0,valid,20,0.0635072897240807,3534.79166666667
M401-03-baseline-iso,9,1,22,24,20,28,9,2,44,20,return_crossing,return_crossing,1,0,insufficient_clean_prebaseline,19,NaN,5948.97916666667
M401-03-baseline-iso,10,1,236,238,233,245,13,216,258,20,return_crossing,return_crossing,1,0,valid,20,0.043263730628124,5287.14583333333
M401-03-baseline-iso,11,1,236,239,235,241,7,216,259,20,return_crossing,return_crossing,1,0,valid,20,0.0483085442514208,5663.1875
M401-03-baseline-iso,12,1,36,38,34,40,7,16,58,20,return_crossing,return_crossing,1,0,valid,20,0.0372448685701119,5309.70833333333
M401-03-baseline-iso,13,1,550,554,531,557,27,530,574,20,return_crossing,return_crossing,1,0,valid,20,0.0590281701906021,9137.8125
M401-03-baseline-iso,14,1,40,42,39,42,4,20,62,20,return_crossing,return_crossing,1,0,valid,20,0.0191383118932266,5603.02083333333
M401-03-baseline-iso,15,1,47,50,45,51,7,27,70,20,return_crossing,return_crossing,1,0,valid,20,0.0496049192192892,3553.59375
M401-03-baseline-iso,16,1,118,120,116,121,6,98,140,20,return_crossing,return_crossing,1,0,valid,20,0.0367261411047152,4143.97916666667
M401-03-baseline-iso,17,1,60,63,57,72,16,40,83,20,return_crossing,return_crossing,1,0,valid,20,0.0488347131091666,25095.140625
M401-03-baseline-iso,17,2,142,164,141,165,25,122,184,20,return_crossing,return_crossing,1,0,valid,20,0.0700996048660044,27234.8994565217
M401-03-baseline-iso,17,3,288,293,279,300,22,268,313,20,return_crossing,return_crossing,1,0,insufficient_clean_prebaseline,16,NaN,22363.1979166667
M401-03-baseline-iso,17,4,361,366,361,366,6,341,386,20,seed_not_below_return_level,seed_not_below_return_level,0,1,valid,20,0.0392436068523008,9025
M401-03-baseline-iso,17,5,462,470,443,473,31,442,490,20,return_crossing,return_crossing,1,0,insufficient_clean_prebaseline,18,NaN,10180.7013888889
M401-03-baseline-iso,17,6,563,566,559,568,10,543,586,20,return_crossing,return_crossing,1,0,valid,20,0.0486870271871876,18614.0625
M401-03-baseline-iso,18,1,72,74,59,79,21,52,94,20,return_crossing,return_crossing,1,0,valid,20,0.0386168206182946,9506.33333333333
M401-03-baseline-iso,19,1,168,170,167,176,10,148,190,20,return_crossing,return_crossing,1,0,valid,20,0.0328408793563903,5422.52083333333
M401-03-baseline-iso,20,1,93,113,93,132,40,73,133,20,return_crossing,return_crossing,1,0,insufficient_clean_prebaseline,19,NaN,18979.3601190476
M401-03-baseline-iso,21,1,130,132,125,133,9,110,152,20,return_crossing,return_crossing,1,0,valid,20,0.0416624259346945,7942
M401-03-baseline-iso,22,1,507,511,506,511,6,487,531,20,return_crossing,return_crossing,1,0,valid,20,0.0426322016249727,4471.8875
M401-03-baseline-iso,23,1,215,217,214,218,5,195,237,20,return_crossing,return_crossing,1,0,valid,20,0.0515518587442737,4888.54166666667
M401-03-baseline-iso,24,1,227,229,222,229,8,207,249,20,return_crossing,return_crossing,1,0,valid,20,0.0682537290944703,4301.91666666667
M401-03-baseline-iso,25,1,519,521,519,522,4,499,541,20,return_crossing,return_crossing,1,0,valid,20,0.0575590287056043,5670.70833333333
M401-03-baseline-iso,26,1,272,276,272,278,7,252,296,20,return_crossing,return_crossing,1,0,valid,20,0.0614961665536357,5473.6625
M401-03-baseline-iso,27,1,322,324,321,325,5,302,344,20,return_crossing,return_crossing,1,0,valid,20,0.0595535753483257,6723.625
M401-03-baseline-iso,28,1,419,421,415,424,10,399,441,20,return_crossing,return_crossing,1,0,valid,20,0.0398978032255858,4828.375
M401-03-baseline-iso,29,1,465,470,464,471,8,445,490,20,return_crossing,return_crossing,1,0,valid,20,0.0515900678392939,5245.78125
M401-03-baseline-iso,30,1,476,478,475,481,7,456,498,20,return_crossing,return_crossing,1,0,valid,20,0.0505745778435327,4986.3125
M401-03-baseline-iso,31,1,486,488,486,489,4,466,508,20,return_crossing,return_crossing,1,0,valid,20,0.0589028318819906,7047.02083333333
M401-03-baseline-iso,32,1,540,542,538,543,6,520,562,20,return_crossing,return_crossing,1,0,valid,20,0.0546624628598861,3602.47916666667
M401-03-baseline-iso,33,1,576,578,576,582,7,556,598,20,return_crossing,return_crossing,1,0,valid,20,0.038531679998222,6874.04166666667
FB2312-baseline-awake,1,1,1,15,1,22,22,1,35,20,recording_boundary_unresolved,return_crossing,0,1,insufficient_clean_prebaseline,0,NaN,3267.47916666667
FB2312-baseline-awake,1,2,125,131,107,131,25,105,151,20,return_crossing,return_crossing,1,0,valid,20,0.0799912913575351,1367.21321428571
FB2312-baseline-awake,1,3,306,310,298,313,16,286,330,20,return_crossing,return_crossing,1,0,valid,20,0.137621891063825,2862.864
FB2312-baseline-awake,1,4,370,374,367,374,8,350,394,20,return_crossing,return_crossing,1,0,insufficient_clean_prebaseline,13,NaN,3294.7235
FB2312-baseline-awake,1,5,487,490,469,490,22,467,509,20,return_crossing,return_crossing,1,0,valid,20,0.272876583648457,762.105
FB2312-baseline-awake,1,6,529,540,528,552,25,510,560,20,return_crossing,return_crossing,1,0,valid,20,0.17590355553019,6506.42541666667
FB2312-baseline-awake,1,7,585,594,576,594,19,565,614,20,return_crossing,search_limit_unresolved,0,0,valid,20,0.175020209527552,11508.89
FB2312-baseline-awake,1,8,640,646,636,653,18,620,666,20,return_crossing,return_crossing,1,0,valid,20,0.173345400806457,2575.85178571429
FB2312-baseline-awake,1,9,776,779,774,786,13,756,799,20,return_crossing,return_crossing,1,0,valid,20,0.0625622699457014,1971.5325
FB2312-baseline-awake,1,10,929,932,929,935,7,909,952,20,search_limit_unresolved,return_crossing,0,0,valid,20,0.0741188956585812,1549.06125
FB2312-baseline-awake,1,11,1102,1107,1097,1125,29,1082,1127,20,return_crossing,return_crossing,1,0,valid,20,0.0638300417291728,2138.12791666667
FB2312-baseline-awake,1,12,1172,1174,1167,1174,8,1152,1194,20,return_crossing,seed_not_below_return_level,0,1,valid,20,0.0662320564346989,2437.26333333333
FB2312-baseline-awake,2,1,15,20,15,26,12,1,40,20,return_crossing,return_crossing,1,0,insufficient_clean_prebaseline,14,NaN,2855.1325
FB2312-baseline-awake,2,2,694,696,677,709,33,674,716,20,return_crossing,return_crossing,1,0,valid,20,0.0809150642337091,2052.52916666667
FB2312-baseline-awake,2,3,1193,1195,1189,1195,7,1173,1200,20,return_crossing,recording_boundary_unresolved,0,0,valid,20,0.0373084044453278,2983.99083333333
FB2312-baseline-awake,3,1,10,13,10,17,8,1,33,20,recording_boundary_unresolved,return_crossing,0,0,insufficient_clean_prebaseline,9,NaN,1459.320625
FB2312-baseline-awake,3,2,320,342,320,344,25,300,362,20,search_limit_unresolved,return_crossing,0,0,valid,20,0.0635334458653327,4342.60586956522
FB2312-baseline-awake,4,1,34,36,34,37,4,14,56,20,seed_not_below_return_level,return_crossing,0,1,valid,20,-0.0123635899847745,1815.06166666667
FB2312-baseline-awake,4,2,433,440,428,448,21,413,460,20,return_crossing,return_crossing,1,0,valid,20,0.119582439350525,1448.9659375
FB2312-baseline-awake,4,3,489,511,482,511,30,469,531,20,return_crossing,return_crossing,1,0,insufficient_clean_prebaseline,13,NaN,7497.39402173913
FB2312-baseline-awake,4,4,551,569,541,569,29,532,589,20,return_crossing,return_crossing,1,0,valid,20,0.131733378958578,4612.74078947369
FB2312-baseline-awake,4,5,860,869,855,870,16,840,879,20,return_crossing,return_crossing,1,0,insufficient_clean_prebaseline,19,NaN,4943.18975
