RecordingID,EventType,SiteID,EventID,EventRow,StartFrame,EndFrame,DetectedStartFrame,DetectedEndFrame,FootprintPixels,BaselineWindowFrames,CleanBaselineFrames,TruncatedBaseline,OverlapExcludedFrames,NonfiniteBaselineFrames,StoredBaseline,RecomputedBaseline,StoredStatus,RecomputedStatus,StoredAmplitude,RecomputedAmplitude,AbsDifference,MeasurementMatches,WrongDirection,Condition,SourceRawSHA256,Session
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,4,2,11,219,227,219,227,783,20,19,0,1,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,4,3,12,252,332,252,332,2447,20,13,0,7,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,4,4,13,403,408,405,408,318,20,15,0,5,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,4,5,14,481,486,482,486,415,20,20,0,0,0,104.163253012048,104.163253012048,valid,valid,0.0880163783680621,0.0880163783680621,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,4,6,15,546,550,546,549,467,20,20,0,0,0,104.033190578158,104.033190578158,valid,valid,0.0721335432811552,0.0721335432811552,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,4,7,16,580,600,580,600,1639,20,19,0,1,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,5,1,17,14,37,23,33,907,20,13,1,0,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,5,2,18,90,108,90,108,893,20,6,0,14,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,6,1,19,14,40,28,30,506,20,13,1,0,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,6,2,20,123,131,125,128,797,20,20,0,0,0,120.457465495609,120.457465495609,valid,valid,0.0826897877810023,0.0826897877810023,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,7,1,21,11,14,11,13,324,20,10,1,0,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,7,2,22,95,105,102,104,438,20,20,0,0,0,91.00399543379,91.00399543379,valid,valid,0.10869987895057,0.10869987895057,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,7,3,23,122,131,124,130,564,20,17,0,3,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,7,4,24,194,208,199,208,760,20,20,0,0,0,99.2134868421053,99.2134868421053,valid,valid,0.0844570288021909,0.0844570288021909,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,7,5,25,241,254,245,254,515,20,19,0,1,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,7,6,26,318,347,335,347,581,20,20,0,0,0,95.7336488812392,95.7336488812392,valid,valid,0.086086702474324,0.086086702474324,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,7,7,27,374,401,394,399,844,20,20,0,0,0,92.0095379146919,92.0095379146919,valid,valid,0.0977135715762003,0.0977135715762003,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,7,8,28,557,570,567,570,794,20,18,0,2,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,8,1,29,155,167,157,160,436,20,20,0,0,0,107.871903669725,107.871903669725,valid,valid,0.102103561074712,0.102103561074712,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,8,2,30,229,240,232,234,383,20,20,0,0,0,105.587467362924,105.587467362924,valid,valid,0.128313550939664,0.128313550939664,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,8,3,31,486,500,488,500,811,20,17,0,3,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,9,1,32,220,243,225,242,1916,20,20,0,0,0,113.523277661795,113.523277661795,valid,valid,0.132750311938821,0.132750311938821,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,9,2,33,354,374,361,371,1139,20,20,0,0,0,112.235513608428,112.235513608428,valid,valid,0.131592173581437,0.131592173581437,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,9,3,34,451,460,454,458,361,20,18,0,2,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,10,1,35,18,41,28,39,1275,20,17,1,0,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,10,2,36,94,106,98,103,610,20,20,0,0,0,99.5355737704918,99.5355737704918,valid,valid,0.0641619192083891,0.0641619192083891,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,10,3,37,220,233,226,232,664,20,20,0,0,0,105.099322289157,105.099322289157,valid,valid,0.116842287021958,0.116842287021958,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,10,4,38,381,402,394,399,1005,20,20,0,0,0,98.6279104477612,98.6279104477612,valid,valid,0.0786114553871251,0.0786114553871251,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,10,5,39,446,461,448,451,435,20,20,0,0,0,99.0898850574713,99.0898850574713,valid,valid,0.0662141188425231,0.0662141188425231,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,10,6,40,588,596,592,596,654,20,20,0,0,0,92.2361620795107,92.2361620795107,valid,valid,0.0714568125134175,0.0714568125134175,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,11,1,41,82,97,85,96,1100,20,20,0,0,0,76.5048181818182,76.5048181818182,valid,valid,0.0448373423896056,0.0448373423896056,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,11,2,42,311,315,312,315,309,20,20,0,0,0,75.6503236245955,75.6503236245955,valid,valid,0.107800966377837,0.107800966377837,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,11,3,43,393,403,399,401,287,20,20,0,0,0,82.9418118466899,82.9418118466899,valid,valid,0.0852913129140532,0.0852913129140532,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,11,4,44,468,477,472,475,583,20,20,0,0,0,78.2496569468268,78.2496569468268,valid,valid,0.0553172926957852,0.0553172926957852,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,11,5,45,531,546,533,536,549,20,20,0,0,0,78.7706739526412,78.7706739526412,valid,valid,0.070253046009837,0.070253046009837,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,12,1,46,41,47,41,43,436,20,20,0,0,0,125.492889908257,125.492889908257,valid,valid,0.0521229135025378,0.0521229135025378,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,12,2,47,453,473,465,471,1339,20,20,0,0,0,109.720500373413,109.720500373413,valid,valid,0.078199580371744,0.078199580371744,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,13,1,48,107,124,109,124,2086,20,20,0,0,0,98.5948465963566,98.5948465963566,valid,valid,0.105562169477779,0.105562169477779,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,13,2,49,311,324,312,324,962,20,20,0,0,0,118.81340956341,118.81340956341,valid,valid,0.101659251871197,0.101659251871197,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,13,3,50,349,372,365,369,190,20,20,0,0,0,103.419736842105,103.419736842105,valid,valid,0.0495553378541712,0.0495553378541712,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,13,4,51,504,512,507,511,593,20,20,0,0,0,108.30328836425,108.30328836425,valid,valid,0.0885473231517575,0.0885473231517575,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,14,1,52,66,76,67,76,1515,20,17,0,3,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,14,2,53,106,113,107,109,1353,20,20,0,0,0,89.3041019955654,89.3041019955654,valid,valid,0.141228742071921,0.141228742071921,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,14,3,54,209,221,211,219,1682,20,19,0,1,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,14,4,55,292,297,292,296,1190,20,20,0,0,0,83.5030672268908,83.5030672268908,valid,valid,0.116733496932886,0.116733496932886,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,14,5,56,348,361,349,358,1242,20,18,0,2,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,14,6,57,403,411,404,409,1087,20,18,0,2,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,14,7,58,480,486,480,485,1175,20,20,0,0,0,80.4442978723404,80.4442978723404,valid,valid,0.119210808483312,0.119210808483312,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,14,8,59,512,516,513,515,762,20,20,0,0,0,81.3298556430446,81.3298556430446,valid,valid,0.105889870403972,0.105889870403972,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,14,9,60,546,552,546,550,1441,20,20,0,0,0,81.4375780707842,81.4375780707842,valid,valid,0.140914627885188,0.140914627885188,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,14,10,61,571,579,572,575,1307,20,20,0,0,0,79.1318668706962,79.1318668706962,valid,valid,0.0959083048788328,0.0959083048788328,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,15,1,62,44,76,57,76,1132,20,10,0,10,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,15,2,63,106,112,106,108,462,20,20,0,0,0,129.573051948052,129.573051948052,valid,valid,0.109396076859148,0.109396076859148,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,15,3,64,188,192,189,191,316,20,20,0,0,0,130.843829113924,130.843829113924,valid,valid,0.0919457803715657,0.0919457803715657,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,15,4,65,404,426,405,412,1361,20,16,0,4,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,15,5,66,479,482,479,482,691,20,20,0,0,0,121.562083936324,121.562083936324,valid,valid,0.0827672578613658,0.0827672578613658,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,15,6,67,512,514,512,514,382,20,20,0,0,0,121.811910994764,121.811910994764,valid,valid,0.0837947526602576,0.0837947526602576,0,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/local-timing-rerun-20260909/M400-01-baseline-awake/Recording,sink,15,7,68,546,549,546,548,507,20,18,0,2,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake
