TruthRow,TruthStartFrame,TruthEndFrame,BestNativeSpacetimeIoU,BestEventRow,NativeStartFrame,NativeEndFrame,ReportedAmplitudeFraction,BaselineStatus,AppliedChangeInNativePrebaselineFraction,NativePrebaselineChangeFromAnchorFraction,FullSupportPeakFromAnchorFraction,PeakAppliedChangeOnEventFootprint,NativePrebaselineFramesTouchingKnownSurge
1,101,160,0,0,NaN,NaN,NaN,no_intersection,NaN,NaN,NaN,NaN,NaN
