Session,EventRow,Cohort,Context,NativeStartFrame,NativeEndFrame,Status,OnsetFrame,FitStartFrame,FitEndFrame,BaselineStartFrame,BaselineEndFrame,BaselineMean,ProvisionalAmplitude,BaselineStatus,RisingScore,PulseScore,SelectedScore,SelectedModel,SelectorStatus,ModelGapSec,CombinedProfileSpanSec,PlausibleModels,AmplitudeFraction,RiseFrames,Shape,DelayFrames,TruthOnsetFrame,Constructible,PulseTruncated,OnsetErrorSec,WithinFiveSec,NativeBaselineImposedFraction,NativeBaselineEffectPP,ProposedBaselineImposedFraction,BaselineEffectPP,PositiveBaselineFrames,BaselineUnderOnePercent,ControlResolved,SameOnsetAsControl,ShiftFromControlSec,AmplitudeStatus,ArithmeticValid,PositiveAmplitudeEligible,SignedRawAmplitude,ProvisionalPositiveAmplitude,ReferenceStartFrame,ReferenceEndFrame,ReferenceMean,NativePeakFrame,NativePeakValue,FirstHalfReferenceMean,SecondHalfReferenceMean,ReferenceHalfChangeFraction,FirstHalfAmplitude,SecondHalfAmplitude,PositiveAcrossReferenceHalves,OracleSourceAtObservedPeak,OracleImposedAtObservedPeak,OracleBaselineEffect,OracleBaselineImposedFraction,OracleReferencePositiveFrames,DecompositionResidual
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.02,7,gamma,10,-7,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.02,7,gamma,25,-22,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.02,7,exponential,10,-7,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.02,7,exponential,25,-22,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.02,7,quadratic,10,-7,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.02,7,quadratic,25,-22,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.02,23,gamma,10,-7,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.02,23,gamma,25,-22,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.02,23,exponential,10,-7,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.02,23,exponential,25,-22,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.02,23,quadratic,10,-7,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.02,23,quadratic,25,-22,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.1,7,gamma,10,-7,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.1,7,gamma,25,-22,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.1,7,exponential,10,-7,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.1,7,exponential,25,-22,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.1,7,quadratic,10,-7,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.1,7,quadratic,25,-22,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.1,23,gamma,10,-7,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.1,23,gamma,25,-22,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.1,23,exponential,10,-7,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.1,23,exponential,25,-22,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.1,23,quadratic,10,-7,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.1,23,quadratic,25,-22,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.2,7,gamma,10,-7,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.2,7,gamma,25,-22,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.2,7,exponential,10,-7,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.2,7,exponential,25,-22,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.2,7,quadratic,10,-7,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.2,7,quadratic,25,-22,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.2,23,gamma,10,-7,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.2,23,gamma,25,-22,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.2,23,exponential,10,-7,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.2,23,exponential,25,-22,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.2,23,quadratic,10,-7,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,1,development,selection,3,14,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.2,23,quadratic,25,-22,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,2,development,selection,7,18,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.02,7,gamma,10,-3,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,2,development,selection,7,18,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.02,7,gamma,25,-18,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,2,development,selection,7,18,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.02,7,exponential,10,-3,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,2,development,selection,7,18,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.02,7,exponential,25,-18,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,2,development,selection,7,18,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.02,7,quadratic,10,-3,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,2,development,selection,7,18,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.02,7,quadratic,25,-18,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,2,development,selection,7,18,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.02,23,gamma,10,-3,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,2,development,selection,7,18,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.02,23,gamma,25,-18,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,2,development,selection,7,18,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.02,23,exponential,10,-3,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,2,development,selection,7,18,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.02,23,exponential,25,-18,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,2,development,selection,7,18,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.02,23,quadratic,10,-3,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,2,development,selection,7,18,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.02,23,quadratic,25,-18,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,2,development,selection,7,18,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.1,7,gamma,10,-3,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,2,development,selection,7,18,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.1,7,gamma,25,-18,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,2,development,selection,7,18,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.1,7,exponential,10,-3,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,2,development,selection,7,18,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.1,7,exponential,25,-18,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,2,development,selection,7,18,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.1,7,quadratic,10,-3,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,2,development,selection,7,18,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.1,7,quadratic,25,-18,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
M400-01-baseline-awake,2,development,selection,7,18,construction_unavailable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,construction_unavailable,NaN,NaN,NaN,none,construction_unavailable,NaN,NaN,0,0.1,23,gamma,10,-3,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,construction_unavailable,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
