Session,EventRow,Cohort,Context,NativeStartFrame,NativeEndFrame,Status,OnsetFrame,FitStartFrame,FitEndFrame,BaselineStartFrame,BaselineEndFrame,BaselineMean,ProvisionalAmplitude,BaselineStatus,RisingScore,PulseScore,SelectedScore,SelectedModel,SelectorStatus,ModelGapSec,CombinedProfileSpanSec,PlausibleModels,AmplitudeFraction,RiseFrames,Shape,DelayFrames,TruthOnsetFrame,Constructible,PulseTruncated,OnsetErrorSec,WithinFiveSec,NativeBaselineImposedFraction,NativeBaselineEffectPP,ProposedBaselineImposedFraction,BaselineEffectPP,PositiveBaselineFrames,BaselineUnderOnePercent,ControlResolved,SameOnsetAsControl,ShiftFromControlSec,AmplitudeStatus,ArithmeticValid,PositiveAmplitudeEligible,SignedRawAmplitude,ProvisionalPositiveAmplitude,ReferenceStartFrame,ReferenceEndFrame,ReferenceMean,NativePeakFrame,NativePeakValue,FirstHalfReferenceMean,SecondHalfReferenceMean,ReferenceHalfChangeFraction,FirstHalfAmplitude,SecondHalfAmplitude,PositiveAcrossReferenceHalves,OracleSourceAtObservedPeak,OracleImposedAtObservedPeak,OracleBaselineEffect,OracleBaselineImposedFraction,OracleReferencePositiveFrames,DecompositionResidual,ReviewCase,OracleFailureMechanism
FB2312-baseline-awake,38,development,selection,824,833,resolved,814,764,828,794,813,2662.49713064428,0.0997456523305489,provisional_valid,13.3248734053412,-0.161370310992587,13.3248734053412,rising,resolved,NaN,NaN,1,0.02,7,exponential,25,799,1,0,15,0,0.0182399767016062,-1.98440254022905,0.0133401503327879,-1.46707723299193,15,0,1,1,0,positive_raw_change_provisional,1,1,0.0997456523305489,0.0997456523305489,794,813,2662.49713064428,827,2928.06964376861,2686.69029043148,2638.30397085708,-0.0181732851530595,0.0898426417800329,0.109830283436747,1,0.104349308481458,0.0100671161790106,-0.0146707723299193,0.0133401503327879,15,-1.38777878078145e-16,31,reference_contamination_above_one_percent
FB2312-baseline-awake,40,development,selection,938,947,resolved,936,878,942,916,935,5762.96036780252,0.0968329742221392,provisional_valid,10.4708023451316,-1.04168267171818,10.4708023451316,rising,resolved,NaN,NaN,1,0.1,7,exponential,10,928,1,0,8,0,0.0410697576672023,-4.49140839606679,0.0310984804147458,-3.41098387670944,8,0,0,0,NaN,positive_raw_change_provisional,1,1,0.0968329742221392,0.0968329742221392,916,935,5762.96036780252,943,6321.00496054115,5683.83881315978,5842.08192244526,0.0274586495804433,0.112101375201939,0.0819781448554964,1,0.0281298299902124,0.102812982999021,-0.0341098387670944,0.0310984804147458,8,-1.66533453693773e-16,32,reference_contamination_above_one_percent
FB2312-baseline-awake,40,development,selection,938,947,resolved,936,878,942,916,935,5689.53234071614,0.110988492904063,provisional_valid,24.1594268666448,14.1133352976069,24.1594268666448,rising,resolved,NaN,NaN,2,0.1,7,quadratic,10,928,1,0,8,0,0.0278441399549278,-3.08423016741692,0.0179608701733813,-1.99543200851704,8,0,0,0,NaN,positive_raw_change_provisional,1,1,0.110988492904063,0.110988492904063,916,935,5689.53234071614,943,6321.00496054115,5683.83881315978,5695.22586827249,0.00200140440914925,0.112101375201939,0.109877835707063,1,0.0281298299902124,0.102812982999021,-0.0199543200851704,0.0179608701733813,8,-1.66533453693773e-16,33,reference_contamination_above_one_percent
FB2312-baseline-awake,40,development,selection,938,947,resolved,936,878,942,916,935,5677.55184309539,0.107576294381406,provisional_valid,15.6161980351566,3.43411045369799,15.6161980351566,rising,resolved,NaN,NaN,1,0.1,23,gamma,10,928,1,0,8,0,0.0231745831856593,-2.56537616122794,0.0158173411357048,-1.75189120820505,8,0,0,0,NaN,positive_raw_change_provisional,1,1,0.107576294381406,0.107576294381406,916,935,5677.55184309539,943,6288.32183153392,5683.83881315978,5671.264873031,-0.00221467640917702,0.106351189441646,0.108804115539949,1,0.0281298299902124,0.0969653764732447,-0.0175189120820505,0.0158173411357048,8,-1.38777878078145e-16,34,reference_contamination_above_one_percent
FB2312-baseline-awake,40,development,selection,938,947,resolved,936,878,942,916,935,5682.66097830606,0.104427356952473,provisional_valid,14.2998970876957,2.15988014606069,14.2998970876957,rising,resolved,NaN,NaN,1,0.1,23,exponential,10,928,1,1,8,0,0.0241404720178446,-2.66458290548797,0.0167314583976215,-1.84786803760453,8,0,0,0,NaN,positive_raw_change_provisional,1,1,0.104427356952473,0.104427356952473,916,935,5682.66097830606,943,6276.08624472751,5683.83881315978,5681.48314345233,-0.000414536379425583,0.104198491730008,0.104656317067566,1,0.0281298299902124,0.0947762073383059,-0.0184786803760453,0.0167314583976215,8,-5.55111512312578e-17,35,reference_contamination_above_one_percent
FB2312-baseline-awake,40,development,selection,938,947,resolved,935,878,942,915,934,5766.73404825023,0.184427001483416,provisional_valid,56.74774946485,48.1403062084905,56.74774946485,rising,resolved,NaN,NaN,2,0.2,23,gamma,10,928,1,0,7,0,0.0463491663713189,-5.44951212209677,0.0254222696205133,-3.01108225775277,7,0,0,0,NaN,positive_raw_change_provisional,1,1,0.184427001483416,0.184427001483416,915,934,5766.73404825023,943,6830.27551712134,5673.8422875884,5859.62580891206,0.032216419167108,0.203818359925628,0.165650459579346,1,0.0218008697799055,0.192736954281038,-0.0301108225775277,0.0254222696205133,7,8.32667268468867e-17,36,reference_contamination_above_one_percent
FB2312-baseline-awake,40,development,selection,938,947,resolved,935,878,942,915,934,5776.24337065026,0.17824058073619,provisional_valid,52.6116794648141,43.9851604122429,52.6116794648141,rising,resolved,NaN,NaN,2,0.2,23,exponential,10,928,1,1,7,0,0.0482809440356888,-5.64587979602469,0.0271131870230505,-3.1945857223648,7,0,0,0,NaN,positive_raw_change_provisional,1,1,0.17824058073619,0.17824058073619,915,934,5776.24337065026,943,6805.80434350853,5673.8422875884,5878.64445371212,0.0354559448039093,0.199505378990937,0.157716612579103,1,0.0218008697799055,0.188385568179932,-0.031945857223648,0.0271131870230505,7,0,37,reference_contamination_above_one_percent
ID13-20200917,64,additional,selection,743,753,resolved,734,702,747,714,733,11.4234624910709,0.164653849254817,provisional_valid,29.7448963332501,16.9641695617409,29.7448963332501,rising,resolved,NaN,NaN,2,0.1,23,quadratic,25,718,1,0,16,0,0.0501566605454389,-5.65479066594958,0.0139727955064324,-1.62734700714169,16,0,1,0,-7,positive_raw_change_provisional,1,1,0.164653849254817,0.164653849254817,714,733,11.4234624910709,746,13.3043795620438,11.3171114070067,11.5298135751351,0.0186197633418636,0.175598532484771,0.153911073699893,1,0.073570290296576,0.107357029029658,-0.0162734700714169,0.0139727955064324,16,2.77555756156289e-17,38,reference_contamination_above_one_percent
ID13-20200917,64,additional,selection,743,753,resolved,723,702,747,703,722,11.3812442562651,0.078303701327207,provisional_valid,27.2053219726105,60.0194386440911,60.0194386440911,pulse,resolved,NaN,NaN,1,0.2,7,quadratic,25,718,1,0,5,1,0.164566520025355,-15.4331795545795,0.0110580957192461,-1.19239855436934,5,0,1,0,-18,positive_raw_change_provisional,1,1,0.078303701327207,0.078303701327207,703,722,11.3812442562651,744,12.2724378072397,11.2529197080292,11.509568804501,0.0225501791098586,0.0906003175765164,0.0662812843553551,1,0.063107595157694,0.0271200917132064,-0.0119239855436934,0.0110580957192461,5,-4.16333634234434e-17,39,reference_contamination_above_one_percent
ID13-20200917,66,additional,selection,1039,1048,resolved,1017,985,1043,997,1016,9.79963649944451,0.119226675371852,provisional_valid,24.7084267614052,18.8385290413939,18.8385290413939,pulse,resolved,NaN,NaN,1,0.2,7,exponential,25,1014,1,0,3,1,0.182911777441693,-18.1584857776453,0.0160461329256187,-1.79592600069149,3,0,0,0,NaN,positive_raw_change_provisional,1,1,0.119226675371852,0.119226675371852,997,1016,9.79963649944451,1039,10.9680145791259,9.61453181439289,9.98474118449613,0.0377778675897036,0.14077469302321,0.0984776046230011,1,0.0217821553991568,0.11540377997961,-0.0179592600069149,0.0160461329256187,3,0,40,reference_contamination_above_one_percent
ID13-20200917,66,additional,selection,1039,1048,resolved,1019,985,1043,999,1018,9.72030025347177,0.0510970209528245,provisional_valid,27.9916022042355,35.1614098391404,35.1614098391404,pulse,resolved,NaN,NaN,1,0.2,7,quadratic,25,1014,1,0,5,1,0.164661428377449,-15.4659630457778,0.0103585189834106,-1.0887808444946,5,0,0,0,NaN,positive_raw_change_provisional,1,1,0.0510970209528245,0.0510970209528245,999,1018,9.72030025347177,1039,10.2169786391912,9.8171158655182,9.62348464142534,-0.0199202924851731,0.0407311861396529,0.0616714235933895,1,0.0243554456789519,0.0376293837188187,-0.010887808444946,0.0103585189834106,5,-9.0205620750794e-17,41,reference_contamination_above_one_percent
ID13-20200917,66,additional,selection,1039,1048,resolved,1026,985,1043,1006,1025,9.63699339923766,0.227141200923984,provisional_valid,16.6788249597357,7.66732965783059,16.6788249597357,rising,resolved,NaN,NaN,1,0.2,23,quadratic,25,1014,1,0,12,0,0.100720382060973,-11.5861394737329,0.0121453583033511,-1.49040695740263,12,0,0,0,NaN,positive_raw_change_provisional,1,1,0.227141200923984,0.227141200923984,1006,1025,9.63699339923766,1039,11.825951653237,9.81089261824987,9.46309418022545,-0.0360899321620309,0.205389979627215,0.249691847931632,1,0.0350377254150089,0.207007545083002,-0.0149040695740263,0.0121453583033511,12,-2.77555756156289e-17,42,reference_contamination_above_one_percent
ID13-20200917,85,additional,selection,78,88,resolved,75,20,82,55,74,9.00293952813733,0.104395566548992,provisional_valid,13.2419282307565,0.824029425056999,13.2419282307565,rising,resolved,NaN,NaN,1,0.02,23,gamma,25,53,1,0,22,0,0.0174757393108333,-1.92365868695157,0.0156611472620416,-1.72961016032696,20,0,1,1,0,positive_raw_change_provisional,1,1,0.104395566548992,0.104395566548992,55,74,9.00293952813733,83,9.94280650078354,9.08376589271635,8.92211316355832,-0.0179555498126814,0.0945687744722707,0.114400402518337,1,0.100736636324974,0.0209550318272872,-0.0172961016032696,0.0156611472620416,20,9.71445146547012e-17,43,reference_contamination_above_one_percent
ID13-20200917,85,additional,selection,78,88,resolved,75,20,82,55,74,9.00274852604098,0.105462380188752,provisional_valid,13.5465333371118,1.11737363071071,13.5465333371118,rising,resolved,NaN,NaN,1,0.02,23,exponential,25,53,1,0,22,0,0.0173699979529811,-1.91402437194268,0.0156395994767091,-1.72889888627217,20,0,1,1,0,positive_raw_change_provisional,1,1,0.105462380188752,0.105462380188752,55,74,9.00274852604098,83,9.95219981383804,9.08629914479894,8.91919790728301,-0.0185611357501082,0.0952973983400867,0.115817803046115,1,0.100736636324974,0.0220147327264994,-0.0172889888627217,0.0156395994767091,20,2.77555756156289e-17,44,reference_contamination_above_one_percent
ID13-20200917,85,additional,selection,78,88,resolved,70,20,82,50,69,9.08715556957994,0.181091753402829,provisional_valid,51.1601225071709,38.5425367517525,51.1601225071709,rising,resolved,NaN,NaN,2,0.1,23,quadratic,25,53,1,0,17,0,0.0501540865734857,-5.77394223103191,0.0167080599847311,-1.97337518633256,17,0,1,0,-5,positive_raw_change_provisional,1,1,0.181091753402829,0.181091753402829,50,69,9.08715556957994,83,10.7327645051195,8.95177035684562,9.22254078231426,0.0297970496262956,0.198954405360932,0.163753542375361,1,0.0916595502419586,0.109165955024196,-0.0197337518633256,0.0167080599847311,17,-2.77555756156289e-17,45,reference_contamination_above_one_percent
ID13-20200917,88,additional,selection,198,222,resolved,188,165,202,168,187,5.3308876247012,0.105239900014704,provisional_valid,11.8686214894455,25.6557943983386,25.6557943983386,pulse,resolved,NaN,NaN,2,0.02,7,gamma,25,173,1,0,15,0,0.012995574714816,-1.39886175008133,0.0122401213622449,-1.35282705105755,15,0,1,0,2,positive_raw_change_provisional,1,1,0.105239900014704,0.105239900014704,168,187,5.3308876247012,205,5.89190970531438,5.3641133887635,5.29766186063891,-0.0124653777762413,0.0983939522338373,0.112171720337735,1,0.116203123455255,0.00256504707002501,-0.0135282705105755,0.0122401213622449,15,-8.32667268468867e-17,46,reference_contamination_above_one_percent
ID13-20200917,88,additional,selection,198,222,resolved,187,165,202,167,186,5.48022023813607,0.172295499133883,provisional_valid,-0.223907355170199,27.4536315058695,27.4536315058695,pulse,resolved,NaN,NaN,1,0.1,23,gamma,25,173,1,0,14,0,0.0878331598314177,-9.59979798399113,0.0407151951143658,-4.77302399789288,14,0,1,0,1,positive_raw_change_provisional,1,1,0.172295499133883,0.172295499133883,167,186,5.48022023813607,205,6.42443751942933,5.38312470786182,5.57731576841033,0.0354349008087604,0.193440216988977,0.151886998368832,1,0.116331288852316,0.103694450260496,-0.0477302399789288,0.0407151951143658,14,-2.77555756156289e-17,47,reference_contamination_above_one_percent
ID13-20200917,88,additional,selection,198,222,resolved,187,165,202,167,186,5.4843109873644,0.17904349284647,provisional_valid,0.981968289956662,24.3563712110292,24.3563712110292,pulse,resolved,NaN,NaN,1,0.1,23,exponential,25,173,1,0,14,0,0.0872887355957848,-9.6071812318534,0.0414920443460247,-4.89209248910776,14,0,1,0,1,positive_raw_change_provisional,1,1,0.17904349284647,0.17904349284647,167,186,5.4843109873644,205,6.46624118239839,5.38844848148807,5.58017349324072,0.0349588147343159,0.200019115820269,0.158788555630209,1,0.116331288852316,0.111633128885232,-0.0489209248910776,0.0414920443460247,14,5.55111512312578e-17,48,reference_contamination_above_one_percent
ID13-20200917,88,additional,selection,198,222,resolved,188,165,202,168,187,5.74432867252336,0.21345319206623,provisional_valid,4.07801813664306,17.872810030859,17.872810030859,pulse,resolved,NaN,NaN,1,0.2,23,gamma,25,173,1,0,15,0,0.175666319662835,-19.2751384185566,0.0907451745328398,-11.0115021701482,15,0,1,0,2,positive_raw_change_provisional,1,1,0.21345319206623,0.21345319206623,168,187,5.74432867252336,205,6.97047396395104,5.48715962970058,6.00149771534614,0.0895384151860556,0.270324618628126,0.161455738977818,1,0.116203123455255,0.207365090312457,-0.110115021701482,0.0907451745328398,15,5.55111512312578e-17,49,reference_contamination_above_one_percent
ID13-20200917,88,additional,selection,198,222,resolved,188,165,202,168,187,5.75145579188152,0.226486222817943,provisional_valid,0.81733347395374,12.8801146652343,12.8801146652343,pulse,resolved,NaN,NaN,1,0.2,23,exponential,25,173,1,0,15,0,0.17457747119157,-19.4033966619804,0.0920984869025545,-11.2957525328362,15,0,1,0,2,positive_raw_change_provisional,1,1,0.226486222817943,0.226486222817943,168,187,5.75145579188152,205,7.05408128988915,5.50084742494183,6.00206415882121,0.0871460638864471,0.282362651598858,0.175275888965931,1,0.116203123455255,0.223240624691051,-0.112957525328362,0.0920984869025545,15,-1.11022302462516e-16,50,reference_contamination_above_one_percent
ID13-20200917,88,additional,selection,198,222,resolved,186,165,202,166,185,5.36038564089018,0.315965261170595,provisional_valid,33.133140272095,91.8410530546999,91.8410530546999,pulse,resolved,NaN,NaN,2,0.2,23,quadratic,25,173,1,0,13,0,0.103105802765711,-12.2021727504084,0.0151606154711843,-1.9950843298044,13,0,1,1,0,positive_raw_change_provisional,1,1,0.315965261170595,0.315965261170595,166,185,5.36038564089018,205,7.05408128988915,5.33989098526637,5.38088029651398,0.0076467093962287,0.321015973800309,0.310953022771973,1,0.113263420390533,0.222652684078106,-0.019950843298044,0.0151606154711843,13,0,51,reference_contamination_above_one_percent
ID13-20200917,100,additional,selection,1049,1059,resolved,1036,989,1053,1016,1035,4.56042071332871,0.260920758345511,provisional_valid,78.3293886395325,91.4005615424142,91.4005615424142,pulse,resolved,NaN,NaN,2,0.2,23,quadratic,25,1024,1,0,12,0,0.102400247550536,-11.5099470155198,0.0123475442727603,-1.55692748881135,12,0,0,0,NaN,positive_raw_change_provisional,1,1,0.260920758345511,0.260920758345511,1016,1035,4.56042071332871,1057,5.75032914422501,4.52729264592589,4.59354878073154,0.0145285136987478,0.270147435553949,0.251827164293063,1,0.0637416943613542,0.212748338872271,-0.0155692748881135,0.0123475442727603,12,-2.22044604925031e-16,52,reference_contamination_above_one_percent
ID13-20200917,104,additional,selection,690,700,resolved,678,653,694,658,677,3.86474039464438,0.441340359066784,provisional_valid,16.8585898621888,16.1572686186507,16.8585898621888,rising,resolved,4,6,2,0.2,23,quadratic,25,665,1,0,13,0,0.103078227711203,-12.960297310593,0.0158158399408324,-2.27960084192622,13,0,0,0,NaN,positive_raw_change_provisional,1,1,0.441340359066784,0.441340359066784,658,677,3.86474039464438,699,5.57040630811663,3.72252613919237,4.00695465009639,0.0735957611274929,0.49640488738789,0.390184515310807,1,0.228922076001774,0.235214291484272,-0.0227960084192622,0.0158158399408324,13,0,53,reference_contamination_above_one_percent
ID13-20200917,117,additional,selection,894,906,resolved,882,834,898,862,881,9.56878092493311,0.22452517271274,provisional_valid,34.1407089180564,30.0231705994151,34.1407089180564,rising,resolved,NaN,NaN,2,0.2,23,quadratic,25,869,1,0,13,0,0.101597301897434,-11.9211851020168,0.0137821557796447,-1.68765966864233,13,0,0,0,NaN,positive_raw_change_provisional,1,1,0.22452517271274,0.22452517271274,862,881,9.56878092493311,895,11.7172131147541,9.85863083248112,9.27893101738511,-0.0605824106167492,0.188523367377702,0.262776185403318,1,0.0345014744993031,0.206900294899861,-0.0168765966864233,0.0137821557796447,13,2.77555756156289e-17,54,reference_contamination_above_one_percent
ID13-20200917,129,additional,selection,1154,1164,resolved,1146,1098,1158,1126,1145,10.5713458604896,0.187100857067414,provisional_valid,28.6360456627236,19.9665868462831,28.6360456627236,rising,resolved,NaN,NaN,2,0.2,23,quadratic,25,1129,1,1,17,0,0.0998265665369202,-11.3302760780388,0.0334023217835249,-3.96519248172638,17,0,0,0,NaN,positive_raw_change_provisional,1,1,0.187100857067414,0.187100857067414,1126,1145,10.5713458604896,1154,12.5492537313433,10.3647141607652,10.7779775602141,0.0390927895939393,0.210766986594528,0.164342165423292,1,0.0222939849038986,0.20445879698078,-0.0396519248172638,0.0334023217835249,17,-1.11022302462516e-16,55,reference_contamination_above_one_percent
ID13-20200917,130,additional,selection,894,903,resolved,886,865,898,866,885,8.35832739316727,0.137696963779209,provisional_valid,9.15037722269381,11.7722329217691,11.7722329217691,pulse,resolved,NaN,NaN,1,0.1,23,quadratic,25,869,1,0,17,0,0.050490053768915,-5.59934438769856,0.0161699049086284,-1.83964517191448,17,0,0,0,NaN,positive_raw_change_provisional,1,1,0.137696963779209,0.137696963779209,866,885,8.35832739316727,899,9.50924369747899,8.55064093140263,8.1660138549319,-0.046017230287624,0.112108878593632,0.164490272293114,1,0.0509940140894125,0.105099401408941,-0.0183964517191448,0.0161699049086284,17,5.55111512312578e-17,56,reference_contamination_above_one_percent
ID13-20200917,130,additional,selection,894,903,resolved,886,865,898,866,885,8.49133011100986,0.221683795310141,provisional_valid,10.5680307958567,22.6650806690905,22.6650806690905,pulse,resolved,NaN,NaN,2,0.2,23,quadratic,25,869,1,0,17,0,0.10098010753783,-11.6565010921705,0.0323398098172563,-3.95090215971539,17,0,0,0,NaN,positive_raw_change_provisional,1,1,0.221683795310141,0.221683795310141,866,885,8.49133011100986,899,10.3737203972498,8.57316879939809,8.40949142262163,-0.0192758230614812,0.210021713089113,0.233572861415183,1,0.0509940140894125,0.210198802817882,-0.0395090215971539,0.0323398098172563,17,1.11022302462516e-16,57,reference_contamination_above_one_percent
FB2316-baseline,12,additional,selection,367,377,resolved,364,330,371,344,363,1218.94949276849,0.0498495979580518,provisional_valid,28.1874100194163,19.6369277316537,28.1874100194163,rising,resolved,NaN,NaN,2,0.02,7,gamma,25,342,1,0,22,0,0.0131643776640471,-1.37990728926245,0.0148605035998128,-1.56012937297179,20,0,1,0,1,positive_raw_change_provisional,1,1,0.0498495979580518,0.0498495979580518,344,363,1218.94949276849,374,1279.71363491417,1223.4671643014,1214.43182123559,-0.00741240151410592,0.0459730119891606,0.0537550256317967,1,0.0630080873964245,0.002442804291345,-0.0156012937297179,0.0148605035998128,20,1.2490009027033e-16,58,reference_contamination_above_one_percent
FB2316-baseline,12,additional,selection,367,377,resolved,364,330,371,344,363,1223.78311654628,0.0508278853365796,provisional_valid,27.8342380263136,19.8256497056238,27.8342380263136,rising,resolved,NaN,NaN,2,0.02,7,exponential,25,342,1,0,22,0,0.018272228680497,-1.91505106563008,0.0188848326556421,-1.98447087644638,20,0,1,0,1,positive_raw_change_provisional,1,1,0.0508278853365796,0.0508278853365796,344,363,1223.78311654628,371,1285.98542447094,1224.27071530553,1223.29551778703,-0.000796871198271218,0.0504093648519572,0.0512467394610563,1,0.0616617854403674,0.00901080866067587,-0.0198447087644638,0.0188848326556421,20,6.93889390390723e-17,59,reference_contamination_above_one_percent
FB2316-baseline,12,additional,selection,367,377,resolved,365,330,371,345,364,1222.85014549316,0.0441014265575204,provisional_valid,18.1052447043008,8.9658377755899,18.1052447043008,rising,resolved,NaN,NaN,1,0.02,7,quadratic,25,342,1,0,23,0,0.0164221286658042,-1.71193770781068,0.016703021709144,-1.74396487943385,20,0,1,0,2,positive_raw_change_provisional,1,1,0.0441014265575204,0.0441014265575204,345,364,1222.85014549316,374,1276.77958137548,1223.5715124271,1222.12877855922,-0.00117981248413121,0.0434858677306387,0.0447177120570592,1,0.0615410753518588,0,-0.0174396487943385,0.016703021709144,20,0,60,reference_contamination_above_one_percent
FB2316-baseline,12,additional,selection,367,377,resolved,364,330,371,344,363,1219.93658824155,0.0660383887219809,provisional_valid,44.9564240047545,37.5517475420652,44.9564240047545,rising,resolved,NaN,NaN,2,0.02,23,gamma,25,342,1,0,22,0,0.0174932734448623,-1.85552294629483,0.0156823294546391,-1.67179652232308,20,0,1,0,1,positive_raw_change_provisional,1,1,0.0660383887219809,0.0660383887219809,344,363,1219.93658824155,374,1300.49923487201,1216.13508202186,1223.73809446123,0.00623230134471802,0.0693707089757569,0.0627267719769511,1,0.0630080873964245,0.0197482665487872,-0.0167179652232308,0.0156823294546391,20,-2.77555756156289e-17,61,reference_contamination_above_one_percent
FB2316-baseline,12,additional,selection,367,377,resolved,364,330,371,344,363,1219.90850365347,0.0675515164479323,provisional_valid,46.1354735946999,38.5960274496672,46.1354735946999,rising,resolved,NaN,NaN,2,0.02,23,exponential,25,342,1,0,22,0,0.0173863378579806,-1.84694942896015,0.0156589470754931,-1.67167326964206,20,0,1,0,1,positive_raw_change_provisional,1,1,0.0675515164479323,0.0675515164479323,344,363,1219.90850365347,374,1302.31517300299,1216.48058072583,1223.33642658111,0.00561996726373787,0.0705597718838633,0.0645601199357724,1,0.0630080873964245,0.0212601617479285,-0.0167167326964206,0.0156589470754931,20,-1.38777878078145e-17,62,reference_contamination_above_one_percent
FB2316-baseline,25,additional,selection,208,217,resolved,199,178,212,179,198,6901.55639132403,0.109445362595907,provisional_valid,7.94611621667993,28.1845832892219,28.1845832892219,pulse,resolved,NaN,NaN,1,0.1,23,quadratic,25,183,1,0,16,0,0.0505596483470245,-5.38223659136197,0.014174751474521,-1.57261122893566,16,0,0,0,NaN,positive_raw_change_provisional,1,1,0.109445362595907,0.109445362595907,179,198,6901.55639132403,211,7656.89973304859,6809.20968933718,6993.90309331087,0.026761123651162,0.124491693219381,0.094796372053227,1,0.0228831589866032,0.10228831589866,-0.0157261122893566,0.014174751474521,16,5.55111512312578e-17,63,reference_contamination_above_one_percent
FB2316-baseline,25,additional,selection,208,217,resolved,199,178,212,179,198,6998.01693374256,0.19362122241892,provisional_valid,8.27969187091043,38.3423606030384,38.3423606030384,pulse,resolved,NaN,NaN,1,0.2,23,quadratic,25,183,1,0,16,0,0.10111929669405,-11.2038602526155,0.0283495029490417,-3.38385683650038,16,0,0,0,NaN,positive_raw_change_provisional,1,1,0.19362122241892,0.19362122241892,179,198,6998.01693374256,211,8352.98152696209,6820.94052122642,7175.09334625869,0.050607597607351,0.22460846872481,0.164163464342605,1,0.0228831589866032,0.20457663179732,-0.0338385683650038,0.0283495029490417,16,5.55111512312578e-17,64,reference_contamination_above_one_percent
FB2316-baseline,26,additional,selection,848,861,resolved,823,788,852,803,822,6144.3591682243,-0.00731595477954916,provisional_valid,32.5477809111774,50.7538740157447,50.7538740157447,pulse,resolved,NaN,NaN,1,0.02,7,gamma,25,823,1,0,0,1,0.0131959570556635,-1.30448935347744,0,0,0,1,0,0,NaN,raw_direction_conflict,1,0,-0.00731595477954916,NaN,803,822,6144.3591682243,849,6099.40731440026,6166.01241121495,6122.70592523364,-0.00704816967817718,-0.0108019725509385,-0.00380528007026448,0,-0.0116946577507546,0.00437870297120547,0,0,0,-1.30104260698261e-17,65,source_fluctuation_dominates
FB2316-baseline,26,additional,selection,848,861,resolved,823,788,852,803,822,6144.3591682243,-0.00130187548214111,provisional_valid,21.9228684943432,44.3502501869828,44.3502501869828,pulse,resolved,NaN,NaN,1,0.02,7,exponential,25,823,1,0,0,1,0.0182936515141903,-1.81027123941073,0,0,0,1,0,0,NaN,raw_direction_conflict,1,0,-0.00130187548214111,NaN,803,822,6144.3591682243,849,6136.35997766972,6166.01241121495,6122.70592523364,-0.00704816967817718,-0.00480901295159575,0.0022300683068579,0,-0.0116946577507546,0.0103927822686135,0,0,0,1.38777878078145e-17,66,source_fluctuation_dominates
FB2316-baseline,26,additional,selection,848,861,resolved,821,788,852,801,820,6147.83115887851,-0.0097330404202941,provisional_valid,36.1553391246641,44.3132638502317,44.3132638502317,pulse,resolved,NaN,NaN,1,0.02,7,quadratic,25,823,1,0,-2,1,0.0164644041359256,-1.61932313759193,0,0,0,1,0,0,NaN,raw_direction_conflict,1,0,-0.0097330404202941,NaN,801,820,6147.83115887851,849,6087.994069712,6159.09631775701,6136.566,-0.00366475870510427,-0.0115442662976419,-0.00791516465202224,0,-0.0122528036762222,0.00251976325592803,0,0,0,3.98986399474666e-17,67,source_fluctuation_dominates
FB2316-baseline,26,additional,selection,848,861,resolved,825,788,852,805,824,6151.13321565898,-0.000190994029006242,provisional_valid,39.2412446547498,194.869421098816,194.869421098816,pulse,resolved,NaN,NaN,1,0.1,7,quadratic,25,823,1,0,2,1,0.0823220206796282,-7.68134306397794,0.000512544246639601,-0.051244635374903,2,1,0,0,NaN,raw_direction_conflict,1,0,-0.000190994029006242,NaN,805,824,6151.13321565898,849,6149.95838594316,6157.82672897196,6144.43970234599,-0.00217635127652528,-0.00127777921905148,0.000898158963960505,0,-0.0122770546314883,0.012598506956231,-0.00051244635374903,0.000512544246639601,2,1.31838984174237e-16,68,reference_changes_sign
FB2316-baseline,27,additional,selection,988,997,resolved,964,928,992,944,963,5847.92667981775,-0.00760860800640517,provisional_valid,-4.22240040733397,14.6515431420682,14.6515431420682,pulse,resolved,NaN,NaN,1,0.02,7,gamma,25,963,1,0,1,1,0.0131976876200706,-1.31276817208993,0.00033160876190852,-0.032908568082779,1,1,0,0,NaN,raw_direction_conflict,1,0,-0.00760860800640517,NaN,944,963,5847.92667981775,991,5803.43209806082,5876.96639701307,5818.88696262244,-0.00993162834805615,-0.0125122884809451,-0.00265598295015701,0,-0.0108168975359433,0.00353737521036586,-0.00032908568082779,0.00033160876190852,1,3.64291929955129e-17,69,source_fluctuation_dominates
FB2316-baseline,27,additional,selection,988,997,resolved,963,928,992,943,962,5853.10600497822,-0.00301352461161342,provisional_valid,-4.59884676773475,17.6971892165361,17.6971892165361,pulse,resolved,NaN,NaN,1,0.02,7,exponential,25,963,1,0,0,1,0.0182900047630932,-1.82019312990471,0,0,0,1,0,0,NaN,raw_direction_conflict,1,0,-0.00301352461161342,NaN,943,962,5853.10600497822,991,5835.46752597784,5876.44863098942,5829.76337896702,-0.00797615009581151,-0.00697378767091938,0.000978452578606737,0,-0.0120198336129322,0.00900630900131884,0,0,0,-1.38777878078145e-17,70,source_fluctuation_dominates
