Component,Label,Imposed,TruthStartFrame,TruthEndFrame,EligibleFraction,IntersectingSameSignEvents,AssignedEventIndex,AssignedIoU,AssignedEventIntersectsComponents,OnsetStatus,ExpandedStatus,OnsetErrorSec,NativeEnvelopeFraction,ExpandedEnvelopeFraction,AssignedComponentStrongestAtPeak
1,isolated_early,1,101,131,0.878097125867195,1,11,0.34263711929668,1,insufficient_clean_context,onset_unresolved,NaN,NaN,NaN,0
2,isolated_slow,1,201,384,0.878097125867195,1,28,0.0526973863184548,1,insufficient_clean_context,onset_unresolved,NaN,NaN,NaN,0
3,target_positive_neighbor,1,401,431,0.878097125867195,1,43,0.330593800375254,2,insufficient_clean_context,onset_unresolved,NaN,NaN,NaN,0
4,positive_neighbor,1,409,439,0.913776015857284,1,0,0,0,no_assigned_surge,no_assigned_surge,NaN,NaN,NaN,0
5,target_negative_neighbor,1,501,531,0.878097125867195,1,29,0.39611829072729,2,insufficient_clean_context,onset_unresolved,NaN,NaN,NaN,0
6,negative_neighbor,1,509,539,0.913776015857284,2,151,0.434488055075564,2,sink_measurement_not_evaluated,sink_measurement_not_evaluated,NaN,NaN,NaN,0
