EventIndex,Component,SameSign,Intersection,TruthVolume,IoU
177,6,1,0,31279,0
178,1,0,0,31279,0
178,2,0,0,185656,0
178,3,0,0,31279,0
178,4,0,0,31279,0
178,5,0,0,31279,0
178,6,1,0,31279,0
179,1,0,0,31279,0
179,2,0,0,185656,0
179,3,0,0,31279,0
179,4,0,0,31279,0
179,5,0,0,31279,0
179,6,1,0,31279,0
180,1,0,0,31279,0
180,2,0,0,185656,0
180,3,0,0,31279,0
180,4,0,0,31279,0
180,5,0,0,31279,0
180,6,1,0,31279,0
181,1,0,0,31279,0
181,2,0,0,185656,0
181,3,0,0,31279,0
181,4,0,0,31279,0
181,5,0,0,31279,0
181,6,1,0,31279,0
182,1,0,0,31279,0
182,2,0,0,185656,0
182,3,0,0,31279,0
182,4,0,0,31279,0
182,5,0,0,31279,0
182,6,1,0,31279,0
183,1,0,0,31279,0
183,2,0,0,185656,0
183,3,0,0,31279,0
183,4,0,0,31279,0
183,5,0,0,31279,0
183,6,1,0,31279,0
184,1,0,0,31279,0
184,2,0,0,185656,0
184,3,0,0,31279,0
184,4,0,0,31279,0
184,5,0,0,31279,0
184,6,1,0,31279,0
185,1,0,0,31279,0
185,2,0,0,185656,0
185,3,0,0,31279,0
185,4,0,0,31279,0
185,5,0,0,31279,0
185,6,1,0,31279,0
186,1,0,0,31279,0
186,2,0,0,185656,0
186,3,0,0,31279,0
186,4,0,0,31279,0
186,5,0,0,31279,0
186,6,1,0,31279,0
187,1,0,0,31279,0
187,2,0,0,185656,0
187,3,0,0,31279,0
187,4,0,0,31279,0
187,5,0,0,31279,0
187,6,1,0,31279,0
188,1,0,0,31279,0
188,2,0,0,185656,0
188,3,0,0,31279,0
188,4,0,0,31279,0
188,5,0,0,31279,0
188,6,1,0,31279,0
189,1,0,0,31279,0
189,2,0,0,185656,0
189,3,0,0,31279,0
189,4,0,0,31279,0
189,5,0,0,31279,0
189,6,1,0,31279,0
190,1,0,0,31279,0
190,2,0,0,185656,0
190,3,0,0,31279,0
190,4,0,0,31279,0
190,5,0,0,31279,0
190,6,1,0,31279,0
191,1,0,0,31279,0
191,2,0,0,185656,0
191,3,0,0,31279,0
191,4,0,0,31279,0
191,5,0,0,31279,0
191,6,1,0,31279,0
192,1,0,0,31279,0
192,2,0,0,185656,0
192,3,0,0,31279,0
192,4,0,0,31279,0
192,5,0,0,31279,0
192,6,1,0,31279,0
193,1,0,0,31279,0
193,2,0,0,185656,0
193,3,0,0,31279,0
193,4,0,0,31279,0
193,5,0,0,31279,0
193,6,1,0,31279,0
194,1,0,0,31279,0
194,2,0,0,185656,0
194,3,0,0,31279,0
194,4,0,0,31279,0
194,5,0,0,31279,0
194,6,1,0,31279,0
195,1,0,0,31279,0
195,2,0,0,185656,0
195,3,0,0,31279,0
195,4,0,0,31279,0
195,5,0,0,31279,0
195,6,1,0,31279,0
196,1,0,0,31279,0
196,2,0,0,185656,0
196,3,0,0,31279,0
196,4,0,0,31279,0
196,5,0,0,31279,0
196,6,1,0,31279,0
197,1,0,0,31279,0
197,2,0,0,185656,0
197,3,0,0,31279,0
197,4,0,0,31279,0
197,5,0,0,31279,0
197,6,1,0,31279,0
198,1,0,0,31279,0
198,2,0,0,185656,0
198,3,0,0,31279,0
198,4,0,0,31279,0
198,5,0,0,31279,0
198,6,1,0,31279,0
199,1,0,0,31279,0
199,2,0,0,185656,0
199,3,0,0,31279,0
199,4,0,0,31279,0
199,5,0,0,31279,0
199,6,1,0,31279,0
200,1,0,0,31279,0
200,2,0,0,185656,0
200,3,0,0,31279,0
200,4,0,0,31279,0
200,5,0,0,31279,0
200,6,1,0,31279,0
201,1,0,0,31279,0
201,2,0,0,185656,0
201,3,0,0,31279,0
201,4,0,0,31279,0
201,5,0,0,31279,0
201,6,1,0,31279,0
202,1,0,0,31279,0
202,2,0,0,185656,0
202,3,0,0,31279,0
202,4,0,0,31279,0
202,5,0,0,31279,0
202,6,1,0,31279,0
203,1,0,0,31279,0
203,2,0,0,185656,0
203,3,0,0,31279,0
203,4,0,0,31279,0
203,5,0,0,31279,0
203,6,1,0,31279,0
204,1,0,0,31279,0
204,2,0,0,185656,0
204,3,0,0,31279,0
204,4,0,0,31279,0
204,5,0,0,31279,0
204,6,1,0,31279,0
205,1,0,0,31279,0
205,2,0,0,185656,0
205,3,0,0,31279,0
205,4,0,0,31279,0
205,5,0,0,31279,0
205,6,1,0,31279,0
206,1,0,0,31279,0
206,2,0,0,185656,0
206,3,0,0,31279,0
206,4,0,0,31279,0
206,5,0,0,31279,0
206,6,1,0,31279,0
207,1,0,0,31279,0
207,2,0,0,185656,0
207,3,0,0,31279,0
207,4,0,0,31279,0
207,5,0,0,31279,0
207,6,1,0,31279,0
208,1,0,0,31279,0
208,2,0,0,185656,0
208,3,0,0,31279,0
208,4,0,0,31279,0
208,5,0,0,31279,0
208,6,1,0,31279,0
209,1,0,0,31279,0
209,2,0,0,185656,0
209,3,0,0,31279,0
209,4,0,0,31279,0
209,5,0,0,31279,0
209,6,1,0,31279,0
210,1,0,0,31279,0
210,2,0,0,185656,0
210,3,0,0,31279,0
210,4,0,0,31279,0
210,5,0,0,31279,0
210,6,1,0,31279,0
211,1,0,0,31279,0
211,2,0,0,185656,0
211,3,0,0,31279,0
211,4,0,0,31279,0
211,5,0,0,31279,0
211,6,1,0,31279,0
212,1,0,0,31279,0
212,2,0,0,185656,0
212,3,0,0,31279,0
212,4,0,0,31279,0
212,5,0,0,31279,0
212,6,1,0,31279,0
213,1,0,0,31279,0
213,2,0,0,185656,0
213,3,0,0,31279,0
213,4,0,0,31279,0
213,5,0,0,31279,0
213,6,1,0,31279,0
214,1,0,0,31279,0
214,2,0,0,185656,0
214,3,0,0,31279,0
214,4,0,0,31279,0
214,5,0,0,31279,0
214,6,1,0,31279,0
215,1,0,0,31279,0
215,2,0,0,185656,0
215,3,0,0,31279,0
215,4,0,0,31279,0
215,5,0,0,31279,0
215,6,1,0,31279,0
216,1,0,0,31279,0
216,2,0,0,185656,0
216,3,0,0,31279,0
216,4,0,0,31279,0
216,5,0,0,31279,0
216,6,1,0,31279,0
217,1,0,0,31279,0
217,2,0,0,185656,0
217,3,0,0,31279,0
217,4,0,0,31279,0
217,5,0,0,31279,0
217,6,1,0,31279,0
218,1,0,0,31279,0
218,2,0,0,185656,0
218,3,0,0,31279,0
218,4,0,0,31279,0
218,5,0,0,31279,0
218,6,1,0,31279,0
219,1,0,0,31279,0
219,2,0,0,185656,0
219,3,0,0,31279,0
219,4,0,0,31279,0
219,5,0,0,31279,0
219,6,1,0,31279,0
220,1,0,0,31279,0
220,2,0,0,185656,0
220,3,0,0,31279,0
220,4,0,0,31279,0
220,5,0,0,31279,0
220,6,1,0,31279,0
221,1,0,0,31279,0
221,2,0,0,185656,0
221,3,0,0,31279,0
221,4,0,0,31279,0
221,5,0,0,31279,0
221,6,1,0,31279,0
222,1,0,0,31279,0
222,2,0,0,185656,0
222,3,0,0,31279,0
222,4,0,0,31279,0
222,5,0,0,31279,0
222,6,1,0,31279,0
223,1,0,0,31279,0
223,2,0,0,185656,0
223,3,0,0,31279,0
223,4,0,0,31279,0
223,5,0,0,31279,0
223,6,1,0,31279,0
224,1,0,0,31279,0
224,2,0,0,185656,0
224,3,0,0,31279,0
224,4,0,0,31279,0
224,5,0,0,31279,0
224,6,1,0,31279,0
225,1,0,0,31279,0
225,2,0,0,185656,0
225,3,0,0,31279,0
225,4,0,0,31279,0
225,5,0,0,31279,0
225,6,1,0,31279,0
226,1,0,0,31279,0
226,2,0,0,185656,0
226,3,0,0,31279,0
226,4,0,0,31279,0
226,5,0,0,31279,0
226,6,1,0,31279,0
227,1,0,0,31279,0
227,2,0,0,185656,0
227,3,0,0,31279,0
227,4,0,0,31279,0
227,5,0,0,31279,0
227,6,1,0,31279,0
228,1,0,0,31279,0
228,2,0,0,185656,0
228,3,0,0,31279,0
228,4,0,0,31279,0
228,5,0,0,31279,0
228,6,1,0,31279,0
229,1,0,0,31279,0
229,2,0,0,185656,0
229,3,0,0,31279,0
229,4,0,0,31279,0
229,5,0,0,31279,0
229,6,1,0,31279,0
230,1,0,0,31279,0
230,2,0,0,185656,0
230,3,0,0,31279,0
230,4,0,0,31279,0
230,5,0,0,31279,0
230,6,1,0,31279,0
231,1,0,0,31279,0
231,2,0,0,185656,0
231,3,0,0,31279,0
231,4,0,0,31279,0
231,5,0,0,31279,0
231,6,1,0,31279,0
232,1,0,0,31279,0
232,2,0,0,185656,0
232,3,0,0,31279,0
232,4,0,0,31279,0
232,5,0,0,31279,0
232,6,1,0,31279,0
233,1,0,0,31279,0
233,2,0,0,185656,0
233,3,0,0,31279,0
233,4,0,0,31279,0
233,5,0,0,31279,0
233,6,1,0,31279,0
234,1,0,0,31279,0
234,2,0,0,185656,0
234,3,0,0,31279,0
234,4,0,0,31279,0
234,5,0,0,31279,0
234,6,1,0,31279,0
235,1,0,0,31279,0
235,2,0,0,185656,0
235,3,0,0,31279,0
235,4,0,0,31279,0
235,5,0,0,31279,0
235,6,1,0,31279,0
236,1,0,0,31279,0
236,2,0,0,185656,0
236,3,0,0,31279,0
236,4,0,0,31279,0
236,5,0,0,31279,0
236,6,1,0,31279,0
237,1,0,0,31279,0
237,2,0,0,185656,0
237,3,0,0,31279,0
237,4,0,0,31279,0
237,5,0,8,31279,0.000246108410754938
237,6,1,1134,31279,0.0361376673040153
238,1,0,0,31279,0
238,2,0,0,185656,0
238,3,0,0,31279,0
238,4,0,0,31279,0
238,5,0,0,31279,0
238,6,1,0,31279,0
239,1,0,0,31279,0
239,2,0,0,185656,0
239,3,0,0,31279,0
239,4,0,0,31279,0
239,5,0,0,31279,0
239,6,1,0,31279,0
240,1,0,0,31279,0
240,2,0,0,185656,0
240,3,0,0,31279,0
240,4,0,0,31279,0
240,5,0,0,31279,0
240,6,1,0,31279,0
241,1,0,0,31279,0
241,2,0,0,185656,0
241,3,0,0,31279,0
241,4,0,0,31279,0
241,5,0,0,31279,0
241,6,1,0,31279,0
