Session,Kind,EventRow,CurrentStart,CurrentEnd,NativeStart,NativeEnd,CurrentAmplitude,NativeWindowAmplitude,CurrentStatus,NativeWindowStatus
M400-03-baseline-iso,sink,84,576,587,581,583,0.0411289585970224,0.0365623822088202,valid,valid
M400-03-baseline-iso,surge,1,117,128,117,128,0.0234358066359464,0.0234358066359464,valid,valid
M400-03-baseline-iso,surge,2,225,251,225,251,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
M401-01-baseline-awake,sink,1,1,6,1,6,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
M401-01-baseline-awake,sink,2,118,149,130,140,0.0278849558569817,0.016703380663817,valid,valid
M401-01-baseline-awake,sink,3,223,232,229,231,0.0508459256599751,0.0542923828559851,valid,valid
M401-01-baseline-awake,sink,4,1,8,1,6,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
M401-01-baseline-awake,sink,5,1,10,1,7,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
M401-01-baseline-awake,sink,6,1,4,1,3,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
M401-01-baseline-awake,sink,7,252,263,254,259,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
M401-01-baseline-awake,sink,8,342,377,358,367,0.0851783209963344,NaN,valid,insufficient_clean_prebaseline
M401-01-baseline-awake,sink,9,377,400,388,392,NaN,0.0337131415934869,insufficient_clean_prebaseline,valid
M401-01-baseline-awake,sink,10,519,547,535,544,0.0861469004724587,NaN,valid,insufficient_clean_prebaseline
M401-01-baseline-awake,sink,11,2,18,2,15,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
M401-01-baseline-awake,sink,12,193,203,201,203,NaN,0.0186963085095642,insufficient_clean_prebaseline,valid
M401-01-baseline-awake,sink,13,241,245,242,245,0.0236610116400104,0.0227831156593189,valid,valid
M401-01-baseline-awake,sink,14,402,414,407,409,0.0169346053543722,0.0182789438368289,valid,valid
M401-01-baseline-awake,sink,15,591,599,597,599,0.062588173668365,0.0706739932465299,valid,valid
M401-01-baseline-awake,sink,16,8,12,8,12,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
M401-01-baseline-awake,sink,17,141,154,143,153,0.0482286340316784,0.0505987847399724,valid,valid
M401-01-baseline-awake,sink,18,205,211,206,210,0.0210422252349584,0.0221336847208581,valid,valid
M401-01-baseline-awake,sink,19,241,256,244,248,0.0448751081065867,0.0449911798304018,valid,valid
M401-01-baseline-awake,sink,20,411,418,413,415,0.0380663303547222,0.0431350153742026,valid,valid
M401-01-baseline-awake,sink,21,571,582,579,582,0.0362026742730236,0.0291240795691832,valid,valid
M401-01-baseline-awake,sink,22,4,7,4,6,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
M401-01-baseline-awake,sink,23,208,264,212,263,0.0547633717909195,0.0539055406719028,valid,valid
M401-01-baseline-awake,sink,24,449,464,458,462,0.0891187407068911,0.108642937928131,valid,valid
M401-01-baseline-awake,sink,25,496,501,497,500,0.0419044961571134,0.0415839714632279,valid,valid
M401-01-baseline-awake,sink,26,329,355,330,346,0.0715377839660671,0.0715586637227637,valid,valid
M401-01-baseline-awake,sink,27,592,600,598,600,0.0759739562488408,0.0820807403147353,valid,valid
M401-01-baseline-awake,sink,28,16,20,17,19,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
M401-01-baseline-awake,sink,29,38,41,38,40,-0.000688140271757087,-0.000688140271757087,valid,valid
M401-01-baseline-awake,sink,30,249,286,249,266,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
M401-01-baseline-awake,sink,31,286,302,294,302,NaN,0.0425348516794072,insufficient_clean_prebaseline,valid
M401-01-baseline-awake,sink,32,325,329,325,329,0.0357660705654904,0.0357660705654904,valid,valid
M401-01-baseline-awake,sink,33,580,591,587,591,0.0504281921940541,0.0204991410974397,valid,valid
M401-01-baseline-awake,sink,34,250,255,252,254,0.0619431406778657,0.0635993608272237,valid,valid
M401-01-baseline-awake,sink,35,377,394,379,387,0.0899326226271688,0.0875276481498932,valid,valid
M401-01-baseline-awake,sink,36,423,441,433,435,0.0831758849462087,0.0806552587646077,valid,valid
M401-01-baseline-awake,sink,37,242,284,246,251,0.067190201631543,0.0672987088761229,valid,valid
M401-01-baseline-awake,sink,38,493,511,505,508,0.0867630444306102,0.0435069610432933,valid,valid
M401-01-baseline-awake,sink,39,26,32,28,30,0.0457354841621849,0.0471405033729024,valid,valid
M401-01-baseline-awake,sink,40,29,38,35,37,0.00867704742660183,0.0153098485201942,valid,valid
M401-01-baseline-awake,sink,41,32,44,39,41,0.0437578272491074,0.0461594109673582,valid,valid
M401-01-baseline-awake,sink,42,255,288,266,269,0.0743650946027413,0.0510595936907944,valid,valid
M401-01-baseline-awake,sink,43,578,591,579,582,0.0630150429228647,0.0533058072200479,valid,valid
M401-01-baseline-awake,sink,44,56,69,56,67,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
M401-01-baseline-awake,sink,45,220,281,238,240,0.0933806592908657,0.0149331456168149,valid,valid
M401-01-baseline-awake,sink,46,157,203,176,180,0.0585828245562485,-0.00750425023739908,valid,valid
M401-01-baseline-awake,sink,47,179,191,180,190,0.0892079918612913,0.0905435054193698,valid,valid
M401-01-baseline-awake,sink,48,333,357,336,339,0.044174200581101,0.0466806077718296,valid,valid
M401-01-baseline-awake,sink,49,61,66,63,65,0.0298503252449916,0.0363114872612215,valid,valid
M401-01-baseline-awake,sink,50,76,103,76,78,0.0821547921400882,0.0821547921400882,valid,valid
M401-01-baseline-awake,sink,51,103,138,113,131,NaN,0.0334036454607138,insufficient_clean_prebaseline,valid
M401-01-baseline-awake,sink,52,326,336,330,336,0.0806098841944525,NaN,valid,insufficient_clean_prebaseline
M401-01-baseline-awake,sink,53,455,502,464,502,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
M401-01-baseline-awake,sink,54,328,349,334,338,0.0334066421837825,0.0284737700915635,valid,valid
M401-01-baseline-awake,sink,55,81,88,82,84,0.0659984353220099,0.0669359125929335,valid,valid
M401-01-baseline-awake,sink,56,106,109,106,109,0.0282847405140426,0.0282847405140426,valid,valid
M401-01-baseline-awake,sink,57,154,166,156,161,0.0767792027026045,0.078418826741895,valid,valid
M401-01-baseline-awake,sink,58,341,389,348,364,0.0878138349298105,0.0721332669895424,valid,valid
M401-01-baseline-awake,sink,59,451,471,457,461,0.0982374152563802,0.098912498380211,valid,valid
M401-01-baseline-awake,sink,60,513,542,519,525,0.103079925601233,0.0852970928869906,valid,valid
M401-01-baseline-awake,sink,61,81,91,83,87,0.0580642602609706,0.0574368550695337,valid,valid
M401-01-baseline-awake,sink,62,152,188,167,173,0.0583621051569494,0.0361175457174703,valid,valid
M401-01-baseline-awake,sink,63,341,367,342,355,0.0942138003231913,0.0926230027187752,valid,valid
M401-01-baseline-awake,sink,64,472,477,472,477,0.036686126142594,0.036686126142594,valid,valid
M401-01-baseline-awake,sink,65,516,538,518,534,0.0947850453179467,0.094223146655251,valid,valid
M401-01-baseline-awake,sink,66,572,584,572,574,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
M401-01-baseline-awake,sink,67,82,97,91,93,0.02323833622596,0.0199772681687504,valid,valid
M401-01-baseline-awake,sink,68,99,114,103,105,0.0597662140450638,0.0667291786209117,valid,valid
M401-01-baseline-awake,sink,69,92,107,95,97,0.0283732238852582,0.022798253181657,valid,valid
M401-01-baseline-awake,sink,70,217,231,223,226,0.0381808444729132,0.0311054788866074,valid,valid
M401-01-baseline-awake,sink,71,105,116,108,110,0.0660591339038673,0.0494496388191589,valid,valid
M401-01-baseline-awake,sink,72,125,136,128,130,0.0361730171893376,0.0378833057396294,valid,valid
M401-01-baseline-awake,sink,73,135,143,139,141,0.044543057777129,0.0316009920930643,valid,valid
M401-01-baseline-awake,sink,74,135,147,139,142,0.0275313833215678,0.0319442509392133,valid,valid
M401-01-baseline-awake,sink,75,148,157,151,156,0.0361366463229686,0.0382066127401256,valid,valid
M401-01-baseline-awake,sink,76,487,515,488,514,0.0677545152881733,0.068509328005223,valid,valid
M401-01-baseline-awake,sink,77,481,513,483,492,0.0701585582341027,0.0661767682902139,valid,valid
M401-01-baseline-awake,sink,78,533,557,535,557,0.0304352838335984,0.0288939772279398,valid,valid
M401-01-baseline-awake,sink,79,252,280,264,274,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
M401-01-baseline-awake,sink,80,203,224,219,222,0.0499907744415598,0.0179649866563547,valid,valid
M401-01-baseline-awake,sink,81,557,571,558,570,0.0731838280504282,0.0725926385682964,valid,valid
M401-01-baseline-awake,sink,82,205,223,217,219,0.051196657880896,0.0348919011929089,valid,valid
M401-01-baseline-awake,sink,83,225,236,231,233,0.0795327198016774,0.07437564964239,valid,valid
M401-01-baseline-awake,sink,84,240,251,246,248,0.0736604957886131,0.0714553117490069,valid,valid
M401-01-baseline-awake,sink,85,324,334,327,329,0.0605232862069312,0.0651530105392909,valid,valid
M401-01-baseline-awake,sink,86,439,449,442,445,0.0811232668069182,0.0723696907571533,valid,valid
M401-01-baseline-awake,sink,87,347,394,370,372,0.0879268980907641,-0.004184771066442,valid,valid
M401-01-baseline-awake,sink,88,404,410,405,407,0.0457502116272336,0.0465871756743558,valid,valid
M401-01-baseline-awake,sink,89,429,443,431,433,0.110504937149688,0.114397922052687,valid,valid
M401-01-baseline-awake,sink,90,559,574,564,566,0.064314157058994,0.060959381379463,valid,valid
M401-01-baseline-awake,sink,91,428,457,443,446,0.0880433334813302,0.0240125558282609,valid,valid
M401-01-baseline-awake,sink,92,577,591,585,587,0.057498593478633,0.0312529787436852,valid,valid
M401-01-baseline-awake,surge,1,4,16,4,16,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
M401-03-baseline-iso,sink,1,1,30,7,12,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
M401-03-baseline-iso,sink,2,217,221,217,221,0.0322624517909015,0.0322624517909015,valid,valid
M401-03-baseline-iso,sink,3,24,33,27,29,0.0184574141965792,0.0185378587583523,valid,valid
M401-03-baseline-iso,sink,4,240,246,243,245,0.0403788132445581,0.0359443785785842,valid,valid
M401-03-baseline-iso,sink,5,245,249,246,249,0.066472808682369,0.0657198991743161,valid,valid
M401-03-baseline-iso,sink,6,280,286,281,283,0.0379407910381,0.0370869363501254,valid,valid
M401-03-baseline-iso,sink,7,306,311,309,311,0.0609789711804885,0.0576859537196264,valid,valid
M401-03-baseline-iso,sink,8,11,15,12,15,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
M401-03-baseline-iso,sink,9,35,41,37,40,NaN,0.0284131165572844,insufficient_clean_prebaseline,valid
M401-03-baseline-iso,sink,10,255,260,255,258,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
M401-03-baseline-iso,sink,11,18,33,22,24,NaN,0.000916712848986048,insufficient_clean_prebaseline,valid
M401-03-baseline-iso,sink,12,8,19,14,16,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
M401-03-baseline-iso,sink,13,265,278,274,276,0.0651207606872513,0.0509714892949002,valid,valid
M401-03-baseline-iso,sink,14,19,29,22,24,NaN,0.0374841415234988,insufficient_clean_prebaseline,valid
M401-03-baseline-iso,sink,15,232,246,236,238,0.0435046417086345,0.0368394844488435,valid,valid
M401-03-baseline-iso,sink,16,234,242,236,239,0.0509797825024462,0.046641058636399,valid,valid
M401-03-baseline-iso,sink,17,33,41,36,38,0.0401028025418265,0.0356791270555796,valid,valid
M401-03-baseline-iso,sink,18,530,558,550,554,0.0606889752353797,0.0344919150252049,valid,valid
M401-03-baseline-iso,sink,19,38,43,40,42,0.0188335433651807,0.00419852104030179,valid,valid
M401-03-baseline-iso,sink,20,44,52,47,50,0.0500822048844649,0.0403723799024376,valid,valid
M401-03-baseline-iso,sink,21,115,122,118,120,0.0351014186745294,0.0349356300940633,valid,valid
M401-03-baseline-iso,sink,22,56,73,60,63,0.0481699903049393,0.046298514973546,valid,valid
M401-03-baseline-iso,sink,23,140,166,142,164,0.0717650983426626,0.0687190444265788,valid,valid
M401-03-baseline-iso,sink,24,278,301,288,293,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
M401-03-baseline-iso,sink,25,361,366,361,366,0.0392436068523008,0.0392436068523008,valid,valid
M401-03-baseline-iso,sink,26,442,474,462,470,NaN,0.0610419243786798,insufficient_clean_prebaseline,valid
M401-03-baseline-iso,sink,27,558,569,563,566,0.0477232559922066,0.0360259259695461,valid,valid
M401-03-baseline-iso,sink,28,39,80,72,74,0.00985439759703827,0.0270560158059767,valid,valid
M401-03-baseline-iso,sink,29,164,177,168,170,0.029267330144711,0.032193710880028,valid,valid
M401-03-baseline-iso,sink,30,92,133,93,113,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
M401-03-baseline-iso,sink,31,124,134,130,132,0.0419312141224107,0.0418040460780723,valid,valid
M401-03-baseline-iso,sink,32,505,512,507,511,0.04264053861733,0.0401053743671365,valid,valid
M401-03-baseline-iso,sink,33,213,219,215,217,0.0513406925861232,0.0520716099144136,valid,valid
M401-03-baseline-iso,sink,34,221,230,227,229,0.0696505437245129,0.0555996737251745,valid,valid
M401-03-baseline-iso,sink,35,518,523,519,521,0.0581761519963298,0.0575590287056043,valid,valid
M401-03-baseline-iso,sink,36,271,279,272,276,0.0633533844464671,0.0614961665536357,valid,valid
M401-03-baseline-iso,sink,37,320,326,322,324,0.0598856725286456,0.0574113963233373,valid,valid
M401-03-baseline-iso,sink,38,414,425,419,421,0.0389009747698566,0.0321726121662118,valid,valid
M401-03-baseline-iso,sink,39,463,472,465,470,0.0518005969492594,0.0503258783894756,valid,valid
M401-03-baseline-iso,sink,40,474,482,476,478,0.0521436569908645,0.0512535815004514,valid,valid
M401-03-baseline-iso,sink,41,485,490,486,488,0.0578660510692658,0.0589028318819906,valid,valid
M401-03-baseline-iso,sink,42,537,544,540,542,0.0527759540818647,0.0532159924111737,valid,valid
M401-03-baseline-iso,sink,43,575,583,576,578,0.0395680367370627,0.037198019311811,valid,valid
M401-03-baseline-iso,surge,1,207,216,207,216,0.00471758056958696,0.00471758056958696,valid,valid
M401-03-baseline-iso,surge,2,226,235,226,235,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
M401-03-baseline-iso,surge,3,406,424,406,424,-0.00378879972193019,-0.00378879972193019,valid,valid
FB2312-baseline-awake,sink,1,1,28,1,15,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,sink,2,106,132,125,131,0.0757125989494081,NaN,valid,insufficient_clean_prebaseline
FB2312-baseline-awake,sink,3,291,314,306,310,0.137927155211113,0.13739457253826,valid,valid
FB2312-baseline-awake,sink,4,315,375,370,374,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,sink,5,468,491,487,490,0.271747933316766,0.18451864713895,valid,valid
FB2312-baseline-awake,sink,6,527,553,529,540,0.175958528457933,0.176567845185315,valid,valid
FB2312-baseline-awake,sink,7,553,624,585,594,NaN,0.142354080259784,insufficient_clean_prebaseline,valid
FB2312-baseline-awake,sink,8,624,654,640,646,0.159572609507653,0.171368771287744,valid,valid
FB2312-baseline-awake,sink,9,764,805,776,779,0.0842700533735017,0.064742458616923,valid,valid
FB2312-baseline-awake,sink,10,886,953,929,932,0.0896849824127504,0.0702921848323104,valid,valid
FB2312-baseline-awake,sink,11,1096,1126,1102,1107,0.0657210656678606,0.0590870317770794,valid,valid
FB2312-baseline-awake,sink,12,1156,1174,1172,1174,0.0755797979345282,0.0607192567353444,valid,valid
FB2312-baseline-awake,sink,13,14,35,15,20,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,sink,14,676,710,694,696,0.0806328148363359,0.0354604981560061,valid,valid
FB2312-baseline-awake,sink,15,1179,1195,1193,1195,0.0689926595825491,0.034147020064798,valid,valid
FB2312-baseline-awake,sink,16,10,22,10,13,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,sink,17,295,406,320,342,0.129067419431402,0.0635334458653327,valid,valid
FB2312-baseline-awake,sink,18,34,52,34,36,-0.0123635899847745,-0.0123635899847745,valid,valid
FB2312-baseline-awake,sink,19,411,449,433,440,0.172952393038697,0.0424975173430536,valid,valid
FB2312-baseline-awake,sink,20,474,512,489,511,NaN,0.0836850588198071,insufficient_clean_prebaseline,valid
FB2312-baseline-awake,sink,21,537,570,551,569,0.138098660003166,0.035327889501526,valid,valid
FB2312-baseline-awake,sink,22,854,900,860,869,NaN,0.0810979941403247,insufficient_clean_prebaseline,valid
FB2312-baseline-awake,sink,23,854,900,890,898,NaN,0.074413805107962,insufficient_clean_prebaseline,valid
FB2312-baseline-awake,sink,24,943,955,945,953,0.099918184197973,0.0955127373775208,valid,valid
FB2312-baseline-awake,sink,25,977,1028,977,987,0.053444134438125,0.053444134438125,valid,valid
FB2312-baseline-awake,sink,26,1031,1070,1038,1058,0.146183424741294,0.127024275348911,valid,valid
FB2312-baseline-awake,sink,27,1096,1121,1101,1112,0.0786767100826408,0.0749569953283735,valid,valid
FB2312-baseline-awake,sink,28,196,253,210,215,0.0864946381354596,NaN,valid,insufficient_clean_prebaseline
FB2312-baseline-awake,sink,29,196,253,238,250,0.0464148621549385,0.11163510103693,valid,valid
FB2312-baseline-awake,sink,30,276,370,304,308,0.119659955601078,0.0759785572677411,valid,valid
FB2312-baseline-awake,sink,31,408,418,408,410,0.0593846716824358,0.0593846716824358,valid,valid
FB2312-baseline-awake,sink,32,1032,1059,1051,1058,0.112218392506799,0.100070930278903,valid,valid
FB2312-baseline-awake,sink,33,1138,1150,1140,1142,0.0556245855043947,0.0551600393554563,valid,valid
FB2312-baseline-awake,sink,34,1173,1183,1180,1183,0.108913445058931,0.102640951023572,valid,valid
FB2312-baseline-awake,sink,35,28,62,30,32,0.0308026350041481,0.0356626915364769,valid,valid
FB2312-baseline-awake,sink,36,63,86,68,73,0.0670553945146653,0.0793393352359784,valid,valid
FB2312-baseline-awake,sink,37,194,323,206,209,0.0451691610450032,0.0768107926265303,valid,valid
FB2312-baseline-awake,sink,38,503,584,522,524,0.104510033512047,0.0544293007632941,valid,valid
FB2312-baseline-awake,sink,39,893,910,899,902,0.0657660697093048,0.0493151504018303,valid,valid
FB2312-baseline-awake,sink,40,1009,1022,1011,1014,0.0747686198897347,0.0773776467190618,valid,valid
FB2312-baseline-awake,sink,41,26,43,32,34,0.00109860209961084,0.0079548749759164,valid,valid
FB2312-baseline-awake,sink,42,37,54,47,51,-0.0193965744411638,0.0267167678901953,valid,valid
FB2312-baseline-awake,sink,43,184,243,209,217,0.0574816443945791,0.0652628410948527,valid,valid
FB2312-baseline-awake,sink,44,48,51,48,50,0.0251689521026717,0.0251689521026717,valid,valid
FB2312-baseline-awake,sink,45,70,128,74,118,NaN,0.0638888227474523,insufficient_clean_prebaseline,valid
FB2312-baseline-awake,sink,46,271,298,279,283,0.235939047396702,0.225951236799531,valid,valid
FB2312-baseline-awake,sink,47,633,655,646,654,0.160095661819114,0.125576318972424,valid,valid
FB2312-baseline-awake,sink,48,1089,1132,1120,1122,0.0701581127443409,NaN,valid,insufficient_clean_prebaseline
FB2312-baseline-awake,sink,49,41,53,48,50,-0.0174924758641356,0.00602685851471554,valid,valid
FB2312-baseline-awake,sink,50,360,416,371,374,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,sink,51,35,57,51,53,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,sink,52,245,251,247,249,0.0959923532529344,0.0947011496966846,valid,valid
FB2312-baseline-awake,sink,53,350,391,373,375,0.077550814691106,NaN,valid,insufficient_clean_prebaseline
FB2312-baseline-awake,sink,54,511,523,517,520,0.0693978277588107,0.0769761745831519,valid,valid
FB2312-baseline-awake,sink,55,710,739,728,730,0.144362013797087,0.126612976809631,valid,valid
FB2312-baseline-awake,sink,56,739,773,768,772,NaN,0.205730790992651,insufficient_clean_prebaseline,valid
FB2312-baseline-awake,sink,57,773,807,800,804,NaN,0.041083112979105,insufficient_clean_prebaseline,valid
FB2312-baseline-awake,sink,58,693,728,713,722,NaN,0.129597940132703,insufficient_clean_prebaseline,valid
FB2312-baseline-awake,sink,59,1123,1136,1133,1135,0.0668646171095667,0.0520225651084465,valid,valid
FB2312-baseline-awake,sink,60,1178,1186,1182,1184,0.0999574521892471,0.0863373411247763,valid,valid
FB2312-baseline-awake,sink,61,67,151,67,85,0.111547658329565,0.111547658329565,valid,valid
FB2312-baseline-awake,sink,62,43,84,68,75,NaN,0.127183054992771,insufficient_clean_prebaseline,valid
FB2312-baseline-awake,sink,63,96,138,117,119,0.0466716206236486,0.0855802993117387,valid,valid
FB2312-baseline-awake,sink,64,270,321,280,289,0.128272910434118,0.124601761990966,valid,valid
FB2312-baseline-awake,sink,65,468,491,484,487,0.386474425338573,0.130962272913433,valid,valid
FB2312-baseline-awake,sink,66,491,572,541,546,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,sink,67,572,614,577,582,0.193358283640657,0.175140036542728,valid,valid
FB2312-baseline-awake,sink,68,638,691,640,650,0.250261195225738,0.246163714292459,valid,valid
FB2312-baseline-awake,sink,69,638,691,677,682,0.256851988333747,0.19188492792027,valid,valid
FB2312-baseline-awake,sink,70,1062,1073,1065,1071,0.0432641735728534,0.0438658873217925,valid,valid
FB2312-baseline-awake,sink,71,1196,1200,1198,1200,0.0968801954753743,0.0948878804778932,valid,valid
FB2312-baseline-awake,sink,72,202,218,204,209,0.280084587672366,0.288231933365812,valid,valid
FB2312-baseline-awake,sink,73,306,322,313,321,0.184979112160627,0.176611138130799,valid,valid
FB2312-baseline-awake,sink,74,576,591,578,584,0.192416504239214,0.184967967238901,valid,valid
FB2312-baseline-awake,sink,75,679,766,703,706,0.161222795865982,0.0914577269006779,valid,valid
FB2312-baseline-awake,sink,76,679,766,726,734,0.147889867737241,NaN,valid,insufficient_clean_prebaseline
FB2312-baseline-awake,sink,77,796,806,799,804,0.108937997456597,0.108040717451359,valid,valid
FB2312-baseline-awake,sink,78,846,858,847,850,0.212066768412652,0.205776472668741,valid,valid
FB2312-baseline-awake,sink,79,892,918,893,900,0.0987539882442127,0.0939664356720295,valid,valid
FB2312-baseline-awake,sink,80,957,1026,963,967,0.0980327404809114,0.0863559877308877,valid,valid
FB2312-baseline-awake,sink,81,1054,1079,1062,1073,0.029083212401084,0.0323072654745699,valid,valid
FB2312-baseline-awake,sink,82,1089,1101,1095,1098,0.0458253068630166,0.0459331449358931,valid,valid
FB2312-baseline-awake,sink,83,1128,1132,1128,1131,0.0372121900171195,0.0372121900171195,valid,valid
FB2312-baseline-awake,sink,84,1167,1190,1177,1179,0.109456626429466,0.0807606146051298,valid,valid
FB2312-baseline-awake,sink,85,97,115,100,106,0.133051975376158,0.129618824571291,valid,valid
FB2312-baseline-awake,sink,86,395,539,415,418,NaN,0.0379283084368862,insufficient_clean_prebaseline,valid
FB2312-baseline-awake,sink,87,539,576,546,561,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,sink,88,639,675,646,658,0.151145745845952,0.0979340972788003,valid,valid
FB2312-baseline-awake,sink,89,1110,1127,1119,1127,0.0989360301045498,0.0646379555301255,valid,valid
FB2312-baseline-awake,sink,90,103,167,125,132,0.087361632939978,0.027847143380615,valid,valid
FB2312-baseline-awake,sink,91,319,369,349,352,0.108020258915237,0.0369721689397158,valid,valid
FB2312-baseline-awake,sink,92,653,684,675,681,0.204962385030404,0.174533411753048,valid,valid
FB2312-baseline-awake,sink,93,687,743,714,718,NaN,0.145462085314977,insufficient_clean_prebaseline,valid
FB2312-baseline-awake,sink,94,874,885,880,882,0.117075739321431,0.0957629219581158,valid,valid
FB2312-baseline-awake,sink,95,898,1025,960,983,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,sink,96,1036,1079,1039,1050,0.122403019342047,0.108491514144379,valid,valid
FB2312-baseline-awake,sink,97,1098,1124,1108,1118,0.0868108470018902,0.0871448663689079,valid,valid
FB2312-baseline-awake,sink,98,1156,1181,1159,1163,0.108674656683744,0.0987589168618694,valid,valid
FB2312-baseline-awake,sink,99,111,150,113,118,0.084811234457733,0.0893010226060544,valid,valid
FB2312-baseline-awake,sink,100,111,150,139,142,0.0848785795975981,0.0648443908432965,valid,valid
FB2312-baseline-awake,sink,101,1115,1130,1117,1120,0.06220056384634,0.0619429951432399,valid,valid
FB2312-baseline-awake,sink,102,398,414,407,414,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,sink,103,894,907,901,903,0.0604344532823237,0.0455327591716667,valid,valid
FB2312-baseline-awake,sink,104,106,154,125,132,0.0527378545376961,0.0618940123008376,valid,valid
FB2312-baseline-awake,sink,105,762,792,767,772,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,sink,106,792,810,797,800,NaN,0.0389917383693635,insufficient_clean_prebaseline,valid
FB2312-baseline-awake,sink,107,286,384,310,312,NaN,0.0514896699137994,insufficient_clean_prebaseline,valid
FB2312-baseline-awake,sink,108,286,384,332,334,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,sink,109,713,771,739,741,0.123137539752925,0.0467084047793327,valid,valid
FB2312-baseline-awake,sink,110,988,1021,998,1000,0.0497980010073632,0.0268478336919635,valid,valid
FB2312-baseline-awake,sink,111,1021,1069,1030,1033,0.113205331228721,0.0708820691672933,valid,valid
FB2312-baseline-awake,sink,112,1145,1167,1159,1162,0.0636165823069084,0.0596106567031653,valid,valid
FB2312-baseline-awake,sink,113,134,212,166,177,0.190540414427328,0.163555192677672,valid,valid
FB2312-baseline-awake,sink,114,134,212,204,207,0.194450876701316,0.234543498653173,valid,valid
FB2312-baseline-awake,sink,115,336,479,401,406,0.258220730576979,0.303783895829425,valid,valid
FB2312-baseline-awake,sink,116,336,479,427,433,0.215270368054254,0.320517671651109,valid,valid
FB2312-baseline-awake,sink,117,336,479,469,476,0.204164492747657,0.359058521511387,valid,valid
FB2312-baseline-awake,sink,118,537,553,540,543,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,sink,119,557,582,574,579,NaN,0.277039302897763,insufficient_clean_prebaseline,valid
FB2312-baseline-awake,sink,120,659,693,659,669,0.0993260074493414,-0.0268258440033156,valid,valid
FB2312-baseline-awake,sink,121,706,719,711,718,0.138190922394346,0.148294253220288,valid,valid
FB2312-baseline-awake,sink,122,921,961,936,941,0.165800199635877,0.0702366530570985,valid,valid
FB2312-baseline-awake,sink,123,966,1019,976,999,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,sink,124,1080,1097,1093,1096,0.0551049236224203,0.0376491600243878,valid,valid
FB2312-baseline-awake,sink,125,154,180,165,168,0.228707214532677,0.203186931721572,valid,valid
FB2312-baseline-awake,sink,126,321,382,323,326,0.195831318808709,0.195308946742959,valid,valid
FB2312-baseline-awake,sink,127,386,414,400,407,0.193129230037759,0.175870805294309,valid,valid
FB2312-baseline-awake,sink,128,433,478,470,475,0.226556173196743,0.335084472760826,valid,valid
FB2312-baseline-awake,sink,129,490,688,539,545,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
