Session,Kind,EventRow,CurrentStart,CurrentEnd,NativeStart,NativeEnd,CurrentAmplitude,NativeWindowAmplitude,CurrentStatus,NativeWindowStatus
FB2312-baseline-awake,sink,130,490,688,574,578,NaN,0.295243244225209,insufficient_clean_prebaseline,valid
FB2312-baseline-awake,sink,131,490,688,640,646,NaN,0.283425313344342,insufficient_clean_prebaseline,valid
FB2312-baseline-awake,sink,132,490,688,675,682,NaN,0.168626782932056,insufficient_clean_prebaseline,valid
FB2312-baseline-awake,sink,133,700,720,713,715,NaN,0.147122324062376,insufficient_clean_prebaseline,valid
FB2312-baseline-awake,sink,134,1105,1126,1107,1111,0.0522330323650418,0.0412788059767772,valid,valid
FB2312-baseline-awake,sink,135,118,175,158,162,0.14859243571426,0.193495554515677,valid,valid
FB2312-baseline-awake,sink,136,71,190,171,183,0.312453063237471,0.0897326168158055,valid,valid
FB2312-baseline-awake,sink,137,190,219,203,214,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,sink,138,231,247,236,238,NaN,0.0381337753804722,insufficient_clean_prebaseline,valid
FB2312-baseline-awake,sink,139,265,333,319,325,0.160333322224199,0.147969757139791,valid,valid
FB2312-baseline-awake,sink,140,399,411,400,407,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,sink,141,570,584,574,578,0.29529796260727,0.296910548720302,valid,valid
FB2312-baseline-awake,sink,142,789,823,803,807,0.112541866130776,0.0522948144739509,valid,valid
FB2312-baseline-awake,sink,143,968,1029,987,992,0.131190508956187,0.048297760814543,valid,valid
FB2312-baseline-awake,sink,144,159,218,192,196,0.0610345892068539,-0.0271783441103312,valid,valid
FB2312-baseline-awake,sink,145,169,202,187,193,0.184075212593819,0.127554847377064,valid,valid
FB2312-baseline-awake,sink,146,202,244,225,232,NaN,0.0827526214191407,insufficient_clean_prebaseline,valid
FB2312-baseline-awake,sink,147,556,595,579,582,0.103837375397358,0.121599594783748,valid,valid
FB2312-baseline-awake,sink,148,711,737,719,723,0.165757337116808,0.164820823978556,valid,valid
FB2312-baseline-awake,sink,149,957,988,978,981,0.0998706263495607,0.0596793094312213,valid,valid
FB2312-baseline-awake,sink,150,1039,1071,1063,1070,0.125707227876548,0.018524920236466,valid,valid
FB2312-baseline-awake,sink,151,171,237,192,194,0.192846054484028,0.0112895435503882,valid,valid
FB2312-baseline-awake,sink,152,207,234,227,232,0.146984338500996,0.119479635491774,valid,valid
FB2312-baseline-awake,sink,153,225,261,236,238,0.151100406120308,0.0881304676530944,valid,valid
FB2312-baseline-awake,sink,154,234,288,242,244,0.0835948424929092,NaN,valid,insufficient_clean_prebaseline
FB2312-baseline-awake,sink,155,265,311,283,289,0.117064722956229,0.0968757773204272,valid,valid
FB2312-baseline-awake,sink,156,243,312,286,289,0.0554827354333507,0.0693974660939167,valid,valid
FB2312-baseline-awake,sink,157,289,321,293,320,0.167178837543438,0.162871771102884,valid,valid
FB2312-baseline-awake,sink,158,326,353,334,336,0.102678915967262,0.00130591721016591,valid,valid
FB2312-baseline-awake,sink,159,397,483,433,448,0.147461740465026,0.00873291025007707,valid,valid
FB2312-baseline-awake,sink,160,944,959,953,955,0.0632189764764321,0.042415217456672,valid,valid
FB2312-baseline-awake,sink,161,959,987,979,981,NaN,0.050189588583431,insufficient_clean_prebaseline,valid
FB2312-baseline-awake,sink,162,1106,1130,1112,1115,0.0918863768222434,0.0817123984271997,valid,valid
FB2312-baseline-awake,sink,163,722,762,751,756,0.0834145133076901,0.0891683486447745,valid,valid
FB2312-baseline-awake,sink,164,347,413,350,353,0.0668332433524976,0.0373104279597632,valid,valid
FB2312-baseline-awake,sink,165,340,413,407,410,0.0983981484091227,0.0628334911765267,valid,valid
FB2312-baseline-awake,sink,166,374,416,407,409,0.132920892649721,0.0693271171018038,valid,valid
FB2312-baseline-awake,sink,167,1123,1178,1140,1142,0.0880600976754489,0.069171818518838,valid,valid
FB2312-baseline-awake,sink,168,399,457,411,418,0.198368314510723,0.141086380035957,valid,valid
FB2312-baseline-awake,sink,169,872,887,880,886,0.0749197923009145,0.0743500949398584,valid,valid
FB2312-baseline-awake,sink,170,406,421,414,416,0.112886289244769,0.0596419044810627,valid,valid
FB2312-baseline-awake,sink,171,356,426,416,418,0.112813698710292,0.101866896790631,valid,valid
FB2312-baseline-awake,sink,172,427,460,447,453,NaN,0.0265345397623359,insufficient_clean_prebaseline,valid
FB2312-baseline-awake,sink,173,413,482,418,423,NaN,0.0926985542793723,insufficient_clean_prebaseline,valid
FB2312-baseline-awake,sink,174,550,573,567,569,0.0847985499826685,0.0456260076407171,valid,valid
FB2312-baseline-awake,sink,175,856,874,865,869,0.103852020652639,0.0717450645354188,valid,valid
FB2312-baseline-awake,sink,176,874,902,896,899,NaN,0.0518777729044567,insufficient_clean_prebaseline,valid
FB2312-baseline-awake,sink,177,934,984,962,968,0.114124844578769,0.0540204381794587,valid,valid
FB2312-baseline-awake,sink,178,1077,1095,1079,1081,0.0790503669985123,0.071049874003085,valid,valid
FB2312-baseline-awake,sink,179,1096,1125,1116,1119,NaN,0.049324211337709,insufficient_clean_prebaseline,valid
FB2312-baseline-awake,sink,180,420,455,437,444,0.0874547944955084,0.0525330224411052,valid,valid
FB2312-baseline-awake,sink,181,552,567,555,564,0.106559000114312,0.110164985553029,valid,valid
FB2312-baseline-awake,sink,182,753,774,756,758,0.102829395115518,0.0993707797373376,valid,valid
FB2312-baseline-awake,sink,183,739,788,778,780,0.0897507101022508,0.0676874787792353,valid,valid
FB2312-baseline-awake,sink,184,909,936,918,922,0.105360584072397,0.0736727052937892,valid,valid
FB2312-baseline-awake,sink,185,730,820,797,810,0.0888309969236602,0.128025960013525,valid,valid
FB2312-baseline-awake,sink,186,853,874,860,862,0.0827077258002373,0.0789031777894808,valid,valid
FB2312-baseline-awake,sink,187,1126,1179,1169,1173,NaN,0.0994090081590131,insufficient_clean_prebaseline,valid
FB2312-baseline-awake,sink,188,916,960,928,933,0.17694133646663,0.144847012540493,valid,valid
FB2312-baseline-awake,sink,189,995,1086,1040,1049,0.134598907791261,0.106639313616572,valid,valid
FB2312-baseline-awake,sink,190,1098,1123,1108,1110,0.0781696634990254,0.0487451154033838,valid,valid
FB2312-baseline-awake,sink,191,928,983,938,940,0.130627918600949,0.0452640246224628,valid,valid
FB2312-baseline-awake,sink,192,1097,1142,1105,1107,0.0773484636187568,0.0737752587312018,valid,valid
FB2312-baseline-awake,surge,1,1,18,1,18,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,surge,2,403,412,403,412,-0.0238810145437647,-0.0238810145437647,valid,valid
FB2312-baseline-awake,surge,3,542,552,542,552,0.00197377458949367,0.00197377458949367,valid,valid
FB2312-baseline-awake,surge,4,1,18,1,18,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,surge,5,204,214,204,214,0.00323638849211381,0.00323638849211381,valid,valid
FB2312-baseline-awake,surge,6,402,413,402,413,-0.00235732612822521,-0.00235732612822521,valid,valid
FB2312-baseline-awake,surge,7,428,438,428,438,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,surge,8,471,491,471,491,0.00115721471957336,0.00115721471957336,valid,valid
FB2312-baseline-awake,surge,9,493,503,493,503,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,surge,10,531,553,531,553,0.00728828692485952,0.00728828692485952,valid,valid
FB2312-baseline-awake,surge,11,641,650,641,650,-0.00647368733109602,-0.00647368733109602,valid,valid
FB2312-baseline-awake,surge,12,1,24,1,24,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,surge,13,204,214,204,214,0.00587980114415293,0.00587980114415293,valid,valid
FB2312-baseline-awake,surge,14,324,333,324,333,0.00607732376846692,0.00607732376846692,valid,valid
FB2312-baseline-awake,surge,15,402,412,402,412,-0.00598414750149637,-0.00598414750149637,valid,valid
FB2312-baseline-awake,surge,16,428,438,428,438,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,surge,17,471,491,471,491,-0.00918849818517853,-0.00918849818517853,valid,valid
FB2312-baseline-awake,surge,18,493,503,493,503,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,surge,19,531,553,531,553,0.00303103111077422,0.00303103111077422,valid,valid
FB2312-baseline-awake,surge,20,641,650,641,650,-0.0121952109451718,-0.0121952109451718,valid,valid
FB2312-baseline-awake,surge,21,683,695,683,695,3.04655164929027e-05,3.04655164929027e-05,valid,valid
FB2312-baseline-awake,surge,22,1063,1075,1063,1075,0.00587531193787738,0.00587531193787738,valid,valid
FB2312-baseline-awake,surge,23,17,46,17,46,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,surge,24,253,266,253,266,0.140623960656922,0.140623960656922,valid,valid
FB2312-baseline-awake,surge,25,356,395,356,395,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,surge,26,448,468,448,468,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,surge,27,1150,1160,1150,1160,0.0540412148468841,0.0540412148468841,valid,valid
FB2312-baseline-awake,surge,28,661,673,661,673,0.0596511602445641,0.0596511602445641,valid,valid
FB2312-baseline-awake,surge,29,511,523,511,523,0.091178827576546,0.091178827576546,valid,valid
FB2312-baseline-awake,surge,30,24,39,24,39,0.170497001704763,0.170497001704763,valid,valid
FB2312-baseline-awake,surge,31,515,526,515,526,0.114569331722515,0.114569331722515,valid,valid
FB2312-baseline-awake,surge,32,1190,1200,1190,1200,0.0508650383022286,0.0508650383022286,valid,valid
FB2312-baseline-awake,surge,33,355,364,355,364,0.151427745283339,0.151427745283339,valid,valid
FB2312-baseline-awake,surge,34,660,671,660,671,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,surge,35,37,53,37,53,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,surge,36,249,274,249,274,0.154965187252544,0.154965187252544,valid,valid
FB2312-baseline-awake,surge,37,355,366,355,366,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,surge,38,448,467,448,467,0.193479097345035,0.193479097345035,valid,valid
FB2312-baseline-awake,surge,39,511,528,511,528,0.103117947796995,0.103117947796995,valid,valid
FB2312-baseline-awake,surge,40,1144,1161,1144,1161,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,surge,41,24,35,24,35,0.0937951826362543,0.0937951826362543,valid,valid
FB2312-baseline-awake,surge,42,25,44,25,44,0.19643710029642,0.19643710029642,valid,valid
FB2312-baseline-awake,surge,43,46,55,46,55,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,surge,44,513,528,513,528,0.158188183842604,0.158188183842604,valid,valid
FB2312-baseline-awake,surge,45,758,767,758,767,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,surge,46,823,835,823,835,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,surge,47,1191,1200,1191,1200,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,surge,48,26,38,26,38,0.159769016280503,0.159769016280503,valid,valid
FB2312-baseline-awake,surge,49,735,748,735,748,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,surge,50,127,140,127,140,0.0904019328671071,0.0904019328671071,valid,valid
FB2312-baseline-awake,surge,51,360,388,360,388,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,surge,52,460,469,460,469,0.177024163598567,0.177024163598567,valid,valid
FB2312-baseline-awake,surge,53,452,463,452,463,0.14216298171499,0.14216298171499,valid,valid
FB2312-baseline-awake,surge,54,41,50,41,50,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,surge,55,452,462,452,462,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2312-baseline-awake,surge,56,513,527,513,527,0.125536800203104,0.125536800203104,valid,valid
FB2312-baseline-awake,surge,57,385,398,385,398,0.0337569655438314,0.0337569655438314,valid,valid
FB2312-baseline-awake,surge,58,816,835,816,835,0.0902882992241105,0.0902882992241105,valid,valid
FB2316-baseline,sink,1,28,88,52,64,-0.00105128698516981,-0.0183942634114497,valid,valid
FB2316-baseline,sink,2,135,319,278,291,NaN,0.038357076057493,insufficient_clean_prebaseline,valid
FB2316-baseline,sink,3,320,368,323,362,0.039108586260581,0.039826953334711,valid,valid
FB2316-baseline,sink,4,404,427,404,427,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,5,435,553,455,458,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,6,557,573,558,567,0.0405075723324004,0.03682211844908,valid,valid
FB2316-baseline,sink,7,602,688,602,688,0.0686668578604103,0.0686668578604103,valid,valid
FB2316-baseline,sink,8,735,745,736,742,0.0587167071672733,0.0573381623026821,valid,valid
FB2316-baseline,sink,9,761,767,763,766,NaN,0.0432382307268617,insufficient_clean_prebaseline,valid
FB2316-baseline,sink,10,1089,1098,1091,1095,0.0780934120962773,0.0728891455476301,valid,valid
FB2316-baseline,sink,11,1126,1153,1138,1153,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,12,1173,1186,1176,1186,NaN,0.0341522456113077,insufficient_clean_prebaseline,valid
FB2316-baseline,sink,13,17,51,20,27,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,14,444,453,444,447,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,15,453,516,510,516,NaN,0.0300198094286768,insufficient_clean_prebaseline,valid
FB2316-baseline,sink,16,1179,1200,1179,1200,0.0362578026699732,0.0362578026699732,valid,valid
FB2316-baseline,sink,17,3,15,3,8,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,18,144,179,161,174,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,19,198,207,198,206,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,20,265,329,274,305,NaN,0.0473850534250335,insufficient_clean_prebaseline,valid
FB2316-baseline,sink,21,333,340,333,338,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,22,385,423,386,422,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,23,433,507,462,477,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,24,514,549,517,546,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,25,575,667,583,662,0.0655976129665592,NaN,valid,insufficient_clean_prebaseline
FB2316-baseline,sink,26,681,707,687,706,NaN,0.0555996962073435,insufficient_clean_prebaseline,valid
FB2316-baseline,sink,27,733,769,733,768,0.0554421513580304,0.0554421513580304,valid,valid
FB2316-baseline,sink,28,796,826,796,801,0.0780953958210358,0.0780953958210358,valid,valid
FB2316-baseline,sink,29,1008,1034,1016,1032,0.148616610212103,0.141190568396287,valid,valid
FB2316-baseline,sink,30,1073,1154,1074,1121,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,31,1178,1200,1185,1200,0.0511055399617262,0.0498308898756532,valid,valid
FB2316-baseline,sink,32,20,23,20,22,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,33,24,97,72,74,NaN,0.0154830967336482,insufficient_clean_prebaseline,valid
FB2316-baseline,sink,34,270,296,274,278,NaN,0.0795275165401738,insufficient_clean_prebaseline,valid
FB2316-baseline,sink,35,331,366,349,351,0.0783696431926621,0.0657735354016342,valid,valid
FB2316-baseline,sink,36,369,420,388,397,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,37,1196,1199,1196,1199,0.00933825944679028,0.00933825944679028,valid,valid
FB2316-baseline,sink,38,1090,1173,1112,1126,0.140751752794056,0.0526287370001728,valid,valid
FB2316-baseline,sink,39,34,100,43,80,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,40,436,443,436,443,0.0333068551610164,0.0333068551610164,valid,valid
FB2316-baseline,sink,41,1085,1168,1108,1120,NaN,0.0524539958721268,insufficient_clean_prebaseline,valid
FB2316-baseline,sink,42,1085,1168,1140,1142,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,43,37,66,47,50,0.040495754547866,0.0652135286437053,valid,valid
FB2316-baseline,sink,44,89,139,99,102,0.0484383958087944,0.0482694599191827,valid,valid
FB2316-baseline,sink,45,368,378,372,376,0.103603631006647,0.107736535222374,valid,valid
FB2316-baseline,sink,46,532,539,533,538,0.0815273235071122,0.0815745956094244,valid,valid
FB2316-baseline,sink,47,57,110,67,103,0.0218422726223627,0.0473501632346442,valid,valid
FB2316-baseline,sink,48,442,453,447,451,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,49,468,487,477,487,NaN,0.0552041728899776,insufficient_clean_prebaseline,valid
FB2316-baseline,sink,50,552,584,553,580,0.0976027251619715,0.0949839370197177,valid,valid
FB2316-baseline,sink,51,590,775,661,775,NaN,0.101008680488371,insufficient_clean_prebaseline,valid
FB2316-baseline,sink,52,1035,1060,1038,1058,0.0420273408019976,0.0413993997734618,valid,valid
FB2316-baseline,sink,53,1076,1109,1089,1107,NaN,0.0552655109941804,insufficient_clean_prebaseline,valid
FB2316-baseline,sink,54,1163,1178,1164,1178,0.0536694759097348,0.0523832047906013,valid,valid
FB2316-baseline,sink,55,88,93,88,90,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,56,86,102,89,97,0.112386234967904,0.114809427961335,valid,valid
FB2316-baseline,sink,57,119,182,132,141,0.0819242037121684,0.0722050304556413,valid,valid
FB2316-baseline,sink,58,469,483,470,481,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,59,539,560,552,557,0.127991497715488,0.0988019926882929,valid,valid
FB2316-baseline,sink,60,703,723,707,712,0.0540716860705672,0.0470305190658133,valid,valid
FB2316-baseline,sink,61,736,772,740,749,0.0365024031671314,0.0370162727072804,valid,valid
FB2316-baseline,sink,62,1070,1095,1082,1092,NaN,0.0391089048344376,insufficient_clean_prebaseline,valid
FB2316-baseline,sink,63,1111,1128,1114,1121,NaN,0.0330516156124742,insufficient_clean_prebaseline,valid
FB2316-baseline,sink,64,284,384,328,349,0.0579983349545776,0.0403184901039245,valid,valid
FB2316-baseline,sink,65,445,507,464,466,NaN,0.0559519476619446,insufficient_clean_prebaseline,valid
FB2316-baseline,sink,66,535,563,539,552,NaN,0.0498061741732177,insufficient_clean_prebaseline,valid
FB2316-baseline,sink,67,564,581,575,580,NaN,0.051667468595266,insufficient_clean_prebaseline,valid
FB2316-baseline,sink,68,102,145,109,111,0.0301293066638742,0.0315932110266608,valid,valid
FB2316-baseline,sink,69,708,723,710,721,0.0704944028079059,0.0651993852889108,valid,valid
FB2316-baseline,sink,70,769,788,772,785,0.0712776526207078,0.0698087742737779,valid,valid
FB2316-baseline,sink,71,798,836,809,811,NaN,0.0958140365957897,insufficient_clean_prebaseline,valid
FB2316-baseline,sink,72,101,114,109,112,0.0727034361717998,0.0937223922149414,valid,valid
FB2316-baseline,sink,73,250,289,268,272,0.100895730676216,0.102792451400785,valid,valid
FB2316-baseline,sink,74,309,314,311,314,0.00953189848304835,0.00647790401028038,valid,valid
FB2316-baseline,sink,75,450,510,452,458,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,76,450,510,481,497,0.0394789716756007,0.0191177609564304,valid,valid
FB2316-baseline,sink,77,716,779,741,772,0.0672684251150369,0.0364001133028622,valid,valid
FB2316-baseline,sink,78,780,824,813,815,NaN,0.00261800560970002,insufficient_clean_prebaseline,valid
FB2316-baseline,sink,79,83,159,109,112,0.0520956180901995,0.00590330798260377,valid,valid
FB2316-baseline,sink,80,307,331,318,326,0.0402989997160495,0.036619547495267,valid,valid
FB2316-baseline,sink,81,729,745,738,740,0.0621390173308918,0.0491279043351732,valid,valid
FB2316-baseline,sink,82,143,275,146,152,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,83,143,275,179,182,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,84,426,458,447,456,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,85,538,587,544,583,0.0981892952300482,0.0875140259535067,valid,valid
FB2316-baseline,sink,86,774,810,798,806,0.0667944991522269,NaN,valid,insufficient_clean_prebaseline
FB2316-baseline,sink,87,1089,1110,1091,1110,0.0369373758146489,0.0367703484381216,valid,valid
FB2316-baseline,sink,88,1152,1155,1153,1155,0.0516670604717668,0.049807388799654,valid,valid
FB2316-baseline,sink,89,193,213,204,206,0.201484858667166,0.218220491099037,valid,valid
FB2316-baseline,sink,90,390,458,421,446,0.103820497453391,0.0175851768579236,valid,valid
FB2316-baseline,sink,91,123,318,225,236,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,92,256,307,279,285,0.051266286716809,NaN,valid,insufficient_clean_prebaseline
FB2316-baseline,sink,93,508,536,515,517,0.0883529027884334,0.0840607463842585,valid,valid
FB2316-baseline,sink,94,800,816,807,814,0.0562119132244894,0.0607281109070705,valid,valid
FB2316-baseline,sink,95,851,891,870,874,0.0891472724089089,0.0382840739833656,valid,valid
FB2316-baseline,sink,96,479,501,482,485,0.0611625189662759,0.0548162074157694,valid,valid
FB2316-baseline,sink,97,512,523,518,521,0.0511320716143464,0.0372650495610269,valid,valid
FB2316-baseline,sink,98,537,547,543,545,NaN,0.0713155367222683,insufficient_clean_prebaseline,valid
FB2316-baseline,sink,99,747,760,750,753,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,100,281,334,311,323,0.0447744126377477,0.00664265599707667,valid,valid
FB2316-baseline,sink,101,1033,1048,1038,1041,0.0721793290262754,0.062498705335988,valid,valid
FB2316-baseline,sink,102,264,344,293,295,0.06684150038839,0.0426938402325045,valid,valid
FB2316-baseline,sink,103,616,638,626,633,0.101460323022421,0.0751704842200866,valid,valid
FB2316-baseline,sink,104,705,734,713,733,0.0983405614969591,0.0808171628522065,valid,valid
FB2316-baseline,sink,105,749,791,757,781,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,106,1116,1145,1127,1131,0.10235148342897,0.0497385461221518,valid,valid
FB2316-baseline,sink,107,311,404,317,330,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,108,767,803,787,790,0.0392644642598592,0.0229153755239637,valid,valid
FB2316-baseline,sink,109,317,347,322,324,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,110,765,825,795,801,0.0449774704714096,NaN,valid,insufficient_clean_prebaseline
FB2316-baseline,sink,111,320,332,327,329,0.0663114001218202,0.0530333579482481,valid,valid
FB2316-baseline,sink,112,561,607,594,596,0.118351545884535,0.0340968359924042,valid,valid
FB2316-baseline,sink,113,644,687,649,652,0.0862251176711443,0.0783574201378707,valid,valid
FB2316-baseline,sink,114,721,745,726,743,0.0644954177535184,0.065026352522673,valid,valid
FB2316-baseline,sink,115,829,857,845,850,0.0712713479111612,0.0490838188384579,valid,valid
FB2316-baseline,sink,116,1053,1096,1075,1089,0.0757533768495728,0.0476326986560243,valid,valid
FB2316-baseline,sink,117,304,341,328,331,0.068832200233522,0.0521675999473421,valid,valid
FB2316-baseline,sink,118,431,521,485,492,0.0413253178956546,0.072884799962814,valid,valid
FB2316-baseline,sink,119,710,769,749,763,0.106464565165294,0.0626628312596925,valid,valid
FB2316-baseline,sink,120,312,397,365,374,NaN,0.0419213085838793,insufficient_clean_prebaseline,valid
FB2316-baseline,sink,121,368,387,381,383,0.0147926199958861,NaN,valid,insufficient_clean_prebaseline
FB2316-baseline,sink,122,1186,1194,1191,1193,0.0200274451361097,0.012164492348795,valid,valid
FB2316-baseline,sink,123,1191,1197,1191,1196,0.0213489962405839,0.0213489962405839,valid,valid
FB2316-baseline,sink,124,775,786,779,781,0.0338499031104365,0.0273077121330418,valid,valid
FB2316-baseline,sink,125,388,443,393,408,0.0613728871136713,0.057802886491283,valid,valid
FB2316-baseline,sink,126,603,808,756,758,0.149962887249902,0.0320526886125286,valid,valid
FB2316-baseline,sink,127,603,808,779,782,0.152204898133372,0.0410416916874722,valid,valid
FB2316-baseline,sink,128,397,412,401,404,0.0992417384271765,0.0912931294861313,valid,valid
FB2316-baseline,sink,129,515,527,515,527,0.0572950941748454,0.0572950941748454,valid,valid
FB2316-baseline,sink,130,547,661,580,658,NaN,0.0652956660920087,insufficient_clean_prebaseline,valid
FB2316-baseline,sink,131,1182,1193,1189,1193,0.0640458615843183,0.0571072532978017,valid,valid
FB2316-baseline,sink,132,417,428,423,425,0.0552110436700782,0.0139779611942133,valid,valid
FB2316-baseline,sink,133,460,557,523,555,0.0655041973781919,0.0534748084030414,valid,valid
FB2316-baseline,sink,134,416,429,420,426,0.0313983402406438,0.0297517506866425,valid,valid
FB2316-baseline,sink,135,1097,1145,1109,1112,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,136,1166,1187,1168,1170,0.0627141514366922,0.0581865968897604,valid,valid
FB2316-baseline,sink,137,419,467,422,433,0.0344588069818086,0.033804209865239,valid,valid
FB2316-baseline,sink,138,468,513,504,512,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline
FB2316-baseline,sink,139,416,457,449,452,0.0528855781041616,0.0497291042095256,valid,valid
FB2316-baseline,sink,140,424,495,427,470,0.0313499892978471,0.028111627355015,valid,valid
FB2316-baseline,sink,141,433,445,436,441,0.0377498516141655,0.0329335934650815,valid,valid
FB2316-baseline,sink,142,472,492,475,480,0.0631851987470392,0.0560643812936386,valid,valid
FB2316-baseline,sink,143,1072,1098,1085,1090,0.0613732681208532,NaN,valid,insufficient_clean_prebaseline
FB2316-baseline,sink,144,437,456,438,456,0.0331711892273713,0.0335249023483255,valid,valid
FB2316-baseline,sink,145,555,594,582,593,0.0553052500743061,0.0247112083352867,valid,valid
FB2316-baseline,sink,146,438,446,441,443,0.0350792742116426,0.0337627526282323,valid,valid
FB2316-baseline,sink,147,386,447,443,446,NaN,0.074568122929871,insufficient_clean_prebaseline,valid
FB2316-baseline,sink,148,426,451,446,448,0.0692539016357285,0.0502940933822562,valid,valid
FB2316-baseline,sink,149,485,524,487,512,0.0297355293702252,0.0277183860512153,valid,valid
FB2316-baseline,sink,150,1156,1161,1158,1160,0.0343091084575057,0.0329410387422891,valid,valid
FB2316-baseline,sink,151,1197,1199,1197,1199,0.0129211823497343,0.0129211823497343,valid,valid
FB2316-baseline,sink,152,478,507,498,500,0.0620466414001436,0.0586648942358549,valid,valid
