RecordingID,EventType,SiteID,EventID,EventRow,StartFrame,EndFrame,DetectedStartFrame,DetectedEndFrame,FootprintPixels,BaselineWindowFrames,CleanBaselineFrames,TruncatedBaseline,OverlapExcludedFrames,NonfiniteBaselineFrames,StoredBaseline,RecomputedBaseline,StoredStatus,RecomputedStatus,StoredAmplitude,RecomputedAmplitude,AbsDifference,MeasurementMatches,WrongDirection,Condition,NativeFilteredMean,NativeZMean,RawExtremeFrame,RawChangeAtExtremePercent,CubicTrendContributionPercent,ResidualContributionPercent,DetrendedChangeAtRawExtreme,SpatialZChangeAtRawExtreme,TemporalZChangeAtRawExtreme,SourceRawSHA256
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,9,1,42,37,54,47,51,783,20,20,0,0,0,3029.06641123882,3029.06641123882,valid,valid,-0.0193965744411638,-0.0193965744411638,0,1,1,Awake_immobile,-0.329459269065053,-0.385292197397625,50,1.93965744411638,6.48810618415197,-4.5484487400356,-137.775529501417,-0.47151891755252,-0.358266045290485,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,9,2,43,184,243,209,217,973,20,20,0,0,0,4260.48335046249,4260.48335046249,valid,valid,0.0574816443945791,0.0574816443945791,0,1,0,Awake_immobile,-0.507888317257898,-0.55970674334739,210,-5.7481644394579,4.5668071484969,-10.3149715879548,-439.467649497868,-0.783954097776446,-0.594044569087056,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,10,1,44,48,51,48,50,288,20,20,0,0,0,3357.37309027778,3357.37309027778,valid,valid,0.0251689521026717,0.0251689521026717,0,1,0,Awake_immobile,-0.316201850547697,-0.506838310461953,48,-2.51689521026716,3.74529727778203,-6.26219248804917,-210.245147175259,-0.613300687799518,-0.403534442640017,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,10,2,45,70,128,74,118,1503,20,19,0,1,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,-0.425704558923828,-0.465342181278307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,10,3,46,271,298,279,283,476,20,20,0,0,0,4463.31092436975,4463.31092436975,valid,valid,0.235939047396702,0.235939047396702,0,1,0,Awake_immobile,-0.728388081459688,-0.99850897508174,282,-23.5939047396702,1.89638629122861,-25.4902910308988,-1137.71094845043,-2.04382096583319,-1.65387939131671,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,10,4,47,633,655,646,654,632,20,20,0,0,0,4190.7914556962,4190.7914556962,valid,valid,0.160095661819114,0.160095661819114,0,1,0,Awake_immobile,-0.42097578368672,-0.488161061408657,648,-16.0095661819114,0.0178950262728977,-16.0274612081842,-671.677474705177,-0.685852251731054,-0.621849406076931,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,10,5,48,1089,1132,1120,1122,640,20,20,0,0,0,5183.94921875,5183.94921875,valid,valid,0.0701581127443409,0.0701581127443409,0,1,0,Awake_immobile,-0.234740937656413,-0.29557465479658,1121,-7.01581127443409,-0.599462056350698,-6.41634921808339,-332.62028678894,-0.64328096003027,-0.436112519107919,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,11,1,49,41,53,48,50,315,20,20,0,0,0,2436.60317460317,2436.60317460317,valid,valid,-0.0174924758641356,-0.0174924758641356,0,1,1,Awake_immobile,-0.296779393660959,-0.387712029344941,49,1.74924758641356,5.41761409613218,-3.66836650971863,-89.3835288783482,-0.315052709877209,-0.270734918169993,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,11,2,50,360,416,371,374,1002,20,17,0,3,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,-0.425810732047804,-0.509172498083716,NaN,NaN,NaN,NaN,NaN,NaN,NaN,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,12,1,51,35,57,51,53,317,20,12,0,8,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,-0.341272500411193,-0.531915678123534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,13,1,52,245,251,247,249,637,20,20,0,0,0,3132.67692307692,3132.67692307692,valid,valid,0.0959923532529344,0.0959923532529344,0,1,0,Awake_immobile,-0.554464998683775,-0.762954867683611,248,-9.59923532529344,1.54408055088744,-11.1433158761809,-349.084083545152,-0.858156083852428,-0.751914648818259,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,13,2,53,350,391,373,375,762,20,20,0,0,0,3585.44101049869,3585.44101049869,valid,valid,0.077550814691106,0.077550814691106,0,1,0,Awake_immobile,-0.500866516381632,-0.611883419033324,375,-7.7550814691106,2.31633535527828,-10.0714168243889,-361.104711737846,-0.93784020488332,-0.826595981684017,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,13,3,54,511,523,517,520,417,20,20,0,0,0,4044.02805755396,4044.02805755396,valid,valid,0.0693978277588107,0.0693978277588107,0,1,0,Awake_immobile,-0.382978750701002,-0.532485966519814,517,-6.93978277588107,0.397763096876801,-7.3375458727579,-296.73240679917,-0.844021461991921,-0.726725449489978,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,13,4,55,710,739,728,730,477,20,20,0,0,0,4121.82536687631,4121.82536687631,valid,valid,0.144362013797087,0.144362013797087,0,1,0,Awake_immobile,-0.420761104514347,-0.648612471283639,728,-14.4362013797087,-0.121399487360354,-14.3148018923483,-590.031138473287,-0.901944986649499,-0.76671623191402,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,13,5,56,739,773,768,772,428,20,17,0,3,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,-0.410062918851204,-0.545262983360889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,13,6,57,773,807,800,804,461,20,15,0,5,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,-0.275464007701248,-0.384541621680196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,14,1,58,693,728,713,722,1730,20,14,0,6,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,-0.513753916914258,-0.56115714910786,NaN,NaN,NaN,NaN,NaN,NaN,NaN,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,14,2,59,1123,1136,1133,1135,1058,20,20,0,0,0,5116.54796786389,5116.54796786389,valid,valid,0.0668646171095667,0.0668646171095667,0,1,0,Awake_immobile,-0.271081547144268,-0.302377532061435,1133,-6.68646171095667,-0.926431202278991,-5.7600305086777,-294.714717318385,-0.542100953766598,-0.39889962694556,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,14,3,60,1178,1186,1182,1184,255,20,20,0,0,0,4589.99215686274,4589.99215686274,valid,valid,0.0999574521892471,0.0999574521892471,0,1,0,Awake_immobile,-0.357672671827615,-0.393713039230689,1182,-9.99574521892471,-0.652544001962316,-9.34320121696242,-428.852189606311,-0.689388358983909,-0.548905636931053,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,15,1,61,67,151,67,85,2272,20,20,0,0,0,5159.21241197183,5159.21241197183,valid,valid,0.111547658329565,0.111547658329565,0,1,0,Awake_immobile,-0.413397233566112,-0.46349666007797,73,-11.1547658329565,3.88354099620926,-15.0383068291657,-775.858197746814,-1.91919546332291,-1.09305066997484,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,16,1,62,43,84,68,75,604,20,15,0,5,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,-0.495881484355778,-0.617736055781935,NaN,NaN,NaN,NaN,NaN,NaN,NaN,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,16,2,63,96,138,117,119,245,20,20,0,0,0,4176.41816326531,4176.41816326531,valid,valid,0.0466716206236486,0.0466716206236486,0,1,0,Awake_immobile,-0.473535317202815,-0.618564244467436,117,-4.66716206236486,7.48612110014022,-12.1532831625051,-507.571912517937,-0.985011189725195,-0.624234050013427,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,16,3,64,270,321,280,289,643,20,20,0,0,0,5569.85497667185,5569.85497667185,valid,valid,0.128272910434118,0.128272910434118,0,1,0,Awake_immobile,-0.558385394272484,-0.710013498670591,281,-12.8272910434118,2.09414784082963,-14.9214388842414,-831.102508022848,-1.37007749243619,-0.888875379686881,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,17,1,65,468,491,484,487,154,20,20,0,0,0,4623.2474025974,4623.2474025974,valid,valid,0.386474425338573,0.386474425338573,0,1,0,Awake_immobile,-0.830902060276115,-1.29108546161533,472,-38.6474425338573,0.58946702163747,-39.2369095554948,-1814.01939736899,-2.87719574836501,-2.07517704093015,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,17,2,66,491,572,541,546,394,20,16,0,4,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,-0.693031126195202,-0.950478959301749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,17,3,67,572,614,577,582,853,20,20,0,0,0,4809.12145369285,4809.12145369285,valid,valid,0.193358283640657,0.193358283640657,0,1,0,Awake_immobile,-0.663028385776964,-0.773029767422853,579,-19.3358283640657,0.21708933787783,-19.5529177019435,-940.323568915203,-1.52729926055793,-1.13561008134706,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,17,4,68,638,691,640,650,1210,20,20,0,0,0,4709.87276859504,4709.87276859504,valid,valid,0.250261195225738,0.250261195225738,0,1,0,Awake_immobile,-0.617706141148251,-0.727298846130566,643,-25.0261195225738,0.050312877957985,-25.0764324005318,-1181.06806269874,-1.58622017986854,-1.17569726445729,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,17,5,69,638,691,677,682,773,20,20,0,0,0,4872.98001293661,4872.98001293661,valid,valid,0.256851988333747,0.256851988333747,0,1,0,Awake_immobile,-0.770690010687872,-0.933796669360767,643,-25.6851988333747,0.0509610264183862,-25.7361598597931,-1254.11792570166,-1.7257846470778,-1.2501999308053,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,17,6,70,1062,1073,1065,1071,404,20,20,0,0,0,3647.46547029703,3647.46547029703,valid,valid,0.0432641735728534,0.0432641735728534,0,1,0,Awake_immobile,-0.209779276042291,-0.30973208632544,1069,-4.32641735728534,-0.511789482555279,-3.81462787473009,-139.137239935847,-0.260212399388373,-0.233217355590275,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,17,7,71,1196,1200,1198,1200,351,20,20,0,0,0,4596.98974358974,4596.98974358974,valid,valid,0.0968801954753743,0.0968801954753743,0,1,0,Awake_immobile,-0.307082379702036,-0.498321380804524,1199,-9.68801954753743,-0.352529428006117,-9.33549011953128,-429.151532208478,-0.888488698107871,-0.570683486345813,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,18,1,72,202,218,204,209,254,20,20,0,0,0,2905.06023622047,2905.06023622047,valid,valid,0.280084587672366,0.280084587672366,0,1,0,Awake_immobile,-0.776063497063369,-1.05938301463908,205,-28.0084587672366,1.76733465643356,-29.7757934236702,-865.004730104461,-1.57830972339749,-1.29292307021958,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,18,2,73,306,322,313,321,194,20,20,0,0,0,3173.12087628866,3173.12087628866,valid,valid,0.184979112160627,0.184979112160627,0,1,0,Awake_immobile,-0.614000993103369,-0.958622053032341,314,-18.4979112160627,1.76497785876597,-20.2628890748287,-642.965956414606,-0.959154013850028,-0.75777660622377,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,18,3,74,576,591,578,584,306,20,20,0,0,0,3964.73300653595,3964.73300653595,valid,valid,0.192416504239214,0.192416504239214,0,1,0,Awake_immobile,-0.534206508548389,-0.706146615670717,580,-19.2416504239214,0.23213221668724,-19.4737826406087,-772.083483607473,-1.00150564670138,-0.811346295721338,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,18,4,75,679,766,703,706,1922,20,20,0,0,0,4216.83108740895,4216.83108740895,valid,valid,0.161222795865982,0.161222795865982,0,1,0,Awake_immobile,-0.560151240665322,-0.609052248089028,721,-16.1222795865982,-0.158548155078225,-15.96373143152,-673.163592300653,-0.508894955655242,-0.407180464325668,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,18,5,76,679,766,726,734,2606,20,20,0,0,0,3810.32954719877,3810.32954719877,valid,valid,0.147889867737241,0.147889867737241,0,1,0,Awake_immobile,-0.361845074087992,-0.387339205038001,721,-14.7889867737241,0.0227740143901347,-14.8117607881143,-564.376902109352,-0.302828741470026,-0.21526101576888,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,18,6,77,796,806,799,804,944,20,20,0,0,0,3255.26387711864,3255.26387711864,valid,valid,0.108937997456597,0.108937997456597,0,1,0,Awake_immobile,-0.21044754246714,-0.310971203147113,799,-10.8937997456597,-0.196861774844627,-10.696937970815,-348.213559244447,-0.365275089177709,-0.307420222002986,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,18,7,78,846,858,847,850,416,20,20,0,0,0,3330.86598557692,3330.86598557692,valid,valid,0.212066768412652,0.212066768412652,0,1,0,Awake_immobile,-0.307216362467583,-0.447601385766365,850,-21.2066768412652,-0.211817527267909,-20.9948593139973,-699.310630636949,-1.02269168007471,-0.889602384546752,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,18,8,79,892,918,893,900,868,20,20,0,0,0,2822.97471198157,2822.97471198157,valid,valid,0.0987539882442127,0.0987539882442127,0,1,0,Awake_immobile,-0.192985402745257,-0.283776715174946,896,-9.87539882442127,-0.212659898508953,-9.66273892591233,-272.776674901725,-0.373572251456874,-0.357766485254255,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,18,9,80,957,1026,963,967,1122,20,20,0,0,0,3412.46265597148,3412.46265597148,valid,valid,0.0980327404809114,0.0980327404809114,0,1,0,Awake_immobile,-0.357657790898533,-0.451680222661538,966,-9.80327404809114,-0.437415706395157,-9.36585834169597,-319.606419217523,-0.614628510119372,-0.565121778945973,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,18,10,81,1054,1079,1062,1073,1514,20,20,0,0,0,2873.67817040951,2873.67817040951,valid,valid,0.029083212401084,0.029083212401084,0,1,0,Awake_immobile,-0.160541700339236,-0.201487521497052,1063,-2.90832124010841,-0.539026111838237,-2.36929512827014,-68.0859127956778,-0.165804071296794,-0.154873067536123,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,18,11,82,1089,1101,1095,1098,701,20,20,0,0,0,3474.52054208274,3474.52054208274,valid,valid,0.0458253068630166,0.0458253068630166,0,1,0,Awake_immobile,-0.179513017865808,-0.216964033787021,1096,-4.58253068630165,-0.730897409678888,-3.85163327662274,-133.825788807563,-0.261235481217588,-0.240592292817162,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,18,12,83,1128,1132,1128,1131,1471,20,20,0,0,0,2708.38239292998,2708.38239292998,valid,valid,0.0372121900171195,0.0372121900171195,0,1,0,Awake_immobile,-0.165870481122032,-0.223218098667495,1131,-3.72121900171195,-0.150017698783179,-3.57120130292879,-96.7217865259934,-0.177129453521946,-0.166720362690168,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,18,13,84,1167,1190,1177,1179,654,20,20,0,0,0,3761.06834862385,3761.06834862385,valid,valid,0.109456626429466,0.109456626429466,0,1,0,Awake_immobile,-0.288439654022224,-0.347169053388778,1172,-10.9456626429466,-0.528828029853588,-10.416834613093,-391.784274749289,-0.464940353578579,-0.401351649534936,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,19,1,85,97,115,100,106,1128,20,20,0,0,0,4286.17194148936,4286.17194148936,valid,valid,0.133051975376158,0.133051975376158,0,1,0,Awake_immobile,-0.702321203983188,-0.848371357037508,103,-13.3051975376158,2.68885553189688,-15.9940530695126,-685.532604888483,-1.65965971312133,-1.22182775616661,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,20,1,86,395,539,415,418,559,20,18,0,2,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,-0.414539590078091,-0.531246415842623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,20,2,87,539,576,546,561,784,20,10,0,10,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,-0.501616766289048,-0.599783921620698,NaN,NaN,NaN,NaN,NaN,NaN,NaN,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,20,3,88,639,675,646,658,632,20,20,0,0,0,5912.26384493671,5912.26384493671,valid,valid,0.151145745845952,0.151145745845952,0,1,0,Awake_immobile,-0.388761735310871,-0.408685656032056,642,-15.1145745845952,0.0997843506117357,-15.2143589352069,-899.513049374351,-0.856228733160715,-0.544727612676231,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,20,4,89,1110,1127,1119,1127,652,20,20,0,0,0,5869.95222392638,5869.95222392638,valid,valid,0.0989360301045498,0.0989360301045498,0,1,0,Awake_immobile,-0.211705811184851,-0.269921100237909,1113,-9.89360301045498,-1.09745720592957,-8.79614580452543,-516.329552567371,-0.941046811488392,-0.610216240683775,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,21,1,90,103,167,125,132,1102,20,20,0,0,0,2448.8582123412,2448.8582123412,valid,valid,0.087361632939978,0.087361632939978,0,1,0,Awake_immobile,-0.369654034940482,-0.421072749696893,116,-8.7361632939978,5.2891996518197,-14.0253629458175,-343.461260210927,-0.543484030209007,-0.46264942667733,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,21,2,91,319,369,349,352,606,20,20,0,0,0,3179.71080858086,3179.71080858086,valid,valid,0.108020258915237,0.108020258915237,0,1,0,Awake_immobile,-0.482294607704671,-0.559345825450839,325,-10.8020258915237,1.49556127857722,-12.2975871701009,-391.027702658877,-0.543969279923032,-0.472492090029214,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,21,3,92,653,684,675,681,465,20,20,0,0,0,3391.13731182796,3391.13731182796,valid,valid,0.204962385030404,0.204962385030404,0,1,0,Awake_immobile,-0.645435097603022,-0.816328322474212,678,-20.4962385030404,0.458432201233634,-20.954670704274,-710.60165914556,-1.23553391264082,-1.07538252646281,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,21,4,93,687,743,714,718,584,20,13,0,7,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,-0.657830730427618,-0.821809581156957,NaN,NaN,NaN,NaN,NaN,NaN,NaN,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/FB2312-baseline-awake/Recording,sink,21,5,94,874,885,880,882,268,20,20,0,0,0,3764.21716417911,3764.21716417911,valid,valid,0.117075739321431,0.117075739321431,0,1,0,Awake_immobile,-0.34443449366152,-0.485611050317889,881,-11.7075739321431,-0.407953647137858,-11.2996202850052,-425.342246804309,-0.541480042061394,-0.465461616416193,d2e65164f5640b4b97649714fbbd3e5ab5bc26c3243e44683d98e840ef89b657
