RecordingID,EventType,SiteID,EventID,EventRow,StartFrame,EndFrame,DetectedStartFrame,DetectedEndFrame,FootprintPixels,BaselineWindowFrames,CleanBaselineFrames,TruncatedBaseline,OverlapExcludedFrames,NonfiniteBaselineFrames,StoredBaseline,RecomputedBaseline,StoredStatus,RecomputedStatus,StoredAmplitude,RecomputedAmplitude,AbsDifference,MeasurementMatches,WrongDirection,Condition,NativeFilteredMean,NativeZMean,RawExtremeFrame,RawChangeAtExtremePercent,CubicTrendContributionPercent,ResidualContributionPercent,SourceRawSHA256,Session,Role
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/M400-01-baseline-awake/Recording,sink,7,4,24,193,222,199,208,760,20,20,0,0,0,99.0510526315789,99.0510526315789,valid,valid,0.0829556262852224,0.0829556262852224,0,1,0,Awake_immobile,-0.208010153681816,-0.232418252751024,204,-8.29556262852224,-0.035127795162033,-8.2604348333602,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/M400-01-baseline-awake/Recording,sink,7,5,25,240,255,245,254,515,20,20,0,0,0,95.1290291262136,95.1290291262136,valid,valid,0.069286579597052,0.069286579597052,0,1,0,Awake_immobile,-0.182586461430488,-0.246087300332871,249,-6.9286579597052,-0.199342613656932,-6.72931534604828,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/M400-01-baseline-awake/Recording,sink,7,6,26,317,348,335,347,581,20,20,0,0,0,96.0678141135973,96.0678141135973,valid,valid,0.0892656865309575,0.0892656865309575,0,1,0,Awake_immobile,-0.142725647955742,-0.174920182350322,339,-8.92656865309575,-0.711158811690443,-8.2154098414053,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/M400-01-baseline-awake/Recording,sink,7,7,27,373,402,394,399,844,20,20,0,0,0,92.1311018957346,92.1311018957346,valid,valid,0.0989041090605354,0.0989041090605354,0,1,0,Awake_immobile,-0.113258615923553,-0.130069446080356,387,-9.89041090605354,-0.529296333159208,-9.36111457289435,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/M400-01-baseline-awake/Recording,sink,7,8,28,556,573,567,570,794,20,18,0,2,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,-0.109270505859096,-0.142901051924934,NaN,NaN,NaN,NaN,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/M400-01-baseline-awake/Recording,sink,8,1,29,154,168,157,160,436,20,20,0,0,0,107.490711009174,107.490711009174,valid,valid,0.0989193646986778,0.0989193646986778,0,1,0,Awake_immobile,-0.178140371194678,-0.220780049047364,157,-9.89193646986778,-0.415654889386956,-9.47628158048081,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/M400-01-baseline-awake/Recording,sink,8,2,30,228,241,232,234,383,20,19,0,1,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,-0.246779300019573,-0.349873290919677,NaN,NaN,NaN,NaN,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/M400-01-baseline-awake/Recording,sink,8,3,31,485,501,488,500,811,20,17,0,3,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,-0.148125437835205,-0.175269510642751,NaN,NaN,NaN,NaN,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/M400-01-baseline-awake/Recording,sink,9,1,32,219,244,225,242,1916,20,20,0,0,0,113.789613778706,113.789613778706,valid,valid,0.134780197678296,0.134780197678296,0,1,0,Awake_immobile,-0.261781937566372,-0.282282262223139,222,-13.4780197678296,-0.296547600382878,-13.1814721674467,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/M400-01-baseline-awake/Recording,sink,9,2,33,353,375,361,371,1139,20,20,0,0,0,112.467164179105,112.467164179105,valid,valid,0.133380848258511,0.133380848258511,0,1,0,Awake_immobile,-0.152907340743595,-0.161159475887456,359,-13.3380848258511,-0.403277506858769,-12.9348073189923,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/M400-01-baseline-awake/Recording,sink,9,3,34,450,461,454,458,361,20,18,0,2,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,-0.152068360046667,-0.247877362262734,NaN,NaN,NaN,NaN,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/M400-01-baseline-awake/Recording,sink,10,1,35,17,42,28,39,1275,20,16,1,0,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,-0.164091162662694,-0.172018315464026,NaN,NaN,NaN,NaN,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/M400-01-baseline-awake/Recording,sink,10,2,36,93,118,98,103,610,20,20,0,0,0,99.2127868852459,99.2127868852459,valid,valid,0.0611171880938139,0.0611171880938139,0,1,0,Awake_immobile,-0.183143200782316,-0.211899407159285,99,-6.11171880938139,0.319131963837506,-6.43085077321889,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/M400-01-baseline-awake/Recording,sink,10,3,37,208,234,226,232,664,20,20,0,0,0,102.365361445783,102.365361445783,valid,valid,0.0932550249666768,0.0932550249666768,0,1,0,Awake_immobile,-0.23380306466497,-0.261272880354114,227,-9.32550249666768,-0.197113895317068,-9.1283886013506,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/M400-01-baseline-awake/Recording,sink,10,4,38,380,413,394,399,1005,20,20,0,0,0,98.6050746268657,98.6050746268657,valid,valid,0.0783980722132917,0.0783980722132917,0,1,0,Awake_immobile,-0.139822870708854,-0.13436727416827,398,-7.83980722132917,-0.515268258823852,-7.32453896250532,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/M400-01-baseline-awake/Recording,sink,10,5,39,445,475,448,451,435,20,20,0,0,0,99.2831034482759,99.2831034482759,valid,valid,0.0680313928704981,0.0680313928704981,0,1,0,Awake_immobile,-0.141872127138442,-0.163475512130473,456,-6.80313928704981,-0.501206898035946,-6.30193238901386,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/M400-01-baseline-awake/Recording,sink,10,6,40,587,596,592,596,654,20,20,0,0,0,92.5496177370031,92.5496177370031,valid,valid,0.0746016889857412,0.0746016889857412,0,1,0,Awake_immobile,-0.122185216086492,-0.144616792031756,593,-7.46016889857412,-0.131264468877912,-7.32890442969621,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/M400-01-baseline-awake/Recording,sink,11,1,41,58,98,85,96,1100,20,20,0,0,0,72.8199090909091,72.8199090909091,valid,valid,-0.00349679595615087,-0.00349679595615087,0,1,1,Awake_immobile,-0.180542837152669,-0.202371801262254,88,0.349679595615087,3.1426574581712,-2.7929778625561,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/M400-01-baseline-awake/Recording,sink,11,2,42,310,316,312,315,309,20,20,0,0,0,75.254854368932,75.254854368932,valid,valid,0.103112401225609,0.103112401225609,0,1,0,Awake_immobile,-0.198110926088585,-0.26820027031657,314,-10.3112401225609,0.0430459979078602,-10.3542861204687,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/M400-01-baseline-awake/Recording,sink,11,3,43,392,404,399,401,287,20,20,0,0,0,83.2134146341463,83.2134146341463,valid,valid,0.0882768583362121,0.0882768583362121,0,1,0,Awake_immobile,-0.146849107875572,-0.257838945411542,400,-8.82768583362121,-0.360811651770572,-8.46687418185062,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/M400-01-baseline-awake/Recording,sink,11,4,44,467,478,472,475,583,20,20,0,0,0,78.2282161234992,78.2282161234992,valid,valid,0.0550583736505651,0.0550583736505651,0,1,0,Awake_immobile,-0.145012636133829,-0.196108737610738,472,-5.50583736505651,-0.319615955063002,-5.1862214099935,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/M400-01-baseline-awake/Recording,sink,11,5,45,530,550,533,536,549,20,20,0,0,0,78.9347905282332,78.9347905282332,valid,valid,0.0721861212132401,0.0721861212132401,0,1,0,Awake_immobile,-0.140924673914258,-0.206630323019018,533,-7.21861212132401,-0.294443651045768,-6.92416847027825,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/M400-01-baseline-awake/Recording,sink,12,1,46,41,48,41,43,436,20,20,0,0,0,125.492889908257,125.492889908257,valid,valid,0.0521229135025378,0.0521229135025378,0,1,0,Awake_immobile,-0.149917477878545,-0.156593730872827,44,-5.21229135025378,-0.495964231199916,-4.71632711905383,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/M400-01-baseline-awake/Recording,sink,12,2,47,452,474,465,471,1339,20,20,0,0,0,109.873375653473,109.873375653473,valid,valid,0.0794821522092952,0.0794821522092952,0,1,0,Awake_immobile,-0.146972388161295,-0.164943679534242,468,-7.94821522092952,-1.36568318040368,-6.58253204052584,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/M400-01-baseline-awake/Recording,sink,13,1,48,106,124,109,124,2086,20,20,0,0,0,99.0057286673059,99.0057286673059,valid,valid,0.109274161431045,0.109274161431045,0,1,0,Awake_immobile,-0.172718832874127,-0.187801358399613,111,-10.9274161431045,-0.282426127657173,-10.6449900154474,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/M400-01-baseline-awake/Recording,sink,13,2,49,310,325,312,324,962,20,20,0,0,0,118.944074844075,118.944074844075,valid,valid,0.102646118565828,0.102646118565828,0,1,0,Awake_immobile,-0.180181188289749,-0.212390292075765,314,-10.2646118565828,-0.454896633423411,-9.80971522315939,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/M400-01-baseline-awake/Recording,sink,13,3,50,325,373,365,369,190,20,7,0,13,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,-0.138085348394356,-0.0165811848204191,NaN,NaN,NaN,NaN,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/M400-01-baseline-awake/Recording,sink,13,4,51,503,513,507,511,593,20,20,0,0,0,108.1086846543,108.1086846543,valid,valid,0.0869066402322938,0.0869066402322938,0,1,0,Awake_immobile,-0.171861628797058,-0.229721333750392,509,-8.69066402322938,-0.627565156573618,-8.06309886665579,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/M400-01-baseline-awake/Recording,sink,14,1,52,65,77,67,76,1515,20,16,0,4,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,-0.209502635775929,-0.259911690879479,NaN,NaN,NaN,NaN,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/phase1-optimized-20260909/M400-01-baseline-awake/Recording,sink,14,2,53,94,114,107,109,1353,20,17,0,3,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,Awake_immobile,-0.256004606113187,-0.306141363737725,NaN,NaN,NaN,NaN,695f8390be5fe18d06685d718b7e99c73d08715f51ef11ec14c694b32b599a05,M400-01-baseline-awake,BOI_reference
