TruthRow,TruthStartFrame,TruthEndFrame,BestNativeSpacetimeIoU,BestEventRow,NativeStartFrame,NativeEndFrame,ReportedAmplitudeFraction,BaselineStatus,AppliedChangeInNativePrebaselineFraction,NativePrebaselineChangeFromAnchorFraction,FullSupportPeakFromAnchorFraction,PeakAppliedChangeOnEventFootprint,NativePrebaselineFramesTouchingKnownSurge
1,101,160,0.202234834717291,14,127,155,NaN,insufficient_clean_prebaseline,0.025001151524337,0.00716067331151415,0.0450827859961853,0.0372736681850731,20
