EventIndex,Component,SameSign,Intersection,TruthVolume,IoU
212,3,0,0,129115,0
212,4,0,0,129115,0
212,5,0,0,129115,0
212,6,1,0,129115,0
213,1,0,0,129115,0
213,2,0,0,766360,0
213,3,0,0,129115,0
213,4,0,0,129115,0
213,5,0,0,129115,0
213,6,1,0,129115,0
214,1,0,0,129115,0
214,2,0,0,766360,0
214,3,0,0,129115,0
214,4,0,0,129115,0
214,5,0,0,129115,0
214,6,1,0,129115,0
215,1,0,0,129115,0
215,2,0,0,766360,0
215,3,0,0,129115,0
215,4,0,0,129115,0
215,5,0,0,129115,0
215,6,1,0,129115,0
216,1,0,0,129115,0
216,2,0,0,766360,0
216,3,0,0,129115,0
216,4,0,0,129115,0
216,5,0,0,129115,0
216,6,1,0,129115,0
217,1,0,0,129115,0
217,2,0,0,766360,0
217,3,0,0,129115,0
217,4,0,0,129115,0
217,5,0,0,129115,0
217,6,1,0,129115,0
218,1,0,0,129115,0
218,2,0,0,766360,0
218,3,0,0,129115,0
218,4,0,0,129115,0
218,5,0,0,129115,0
218,6,1,0,129115,0
219,1,0,0,129115,0
219,2,0,0,766360,0
219,3,0,0,129115,0
219,4,0,0,129115,0
219,5,0,0,129115,0
219,6,1,0,129115,0
220,1,0,0,129115,0
220,2,0,0,766360,0
220,3,0,0,129115,0
220,4,0,0,129115,0
220,5,0,0,129115,0
220,6,1,0,129115,0
221,1,0,0,129115,0
221,2,0,0,766360,0
221,3,0,0,129115,0
221,4,0,0,129115,0
221,5,0,0,129115,0
221,6,1,0,129115,0
222,1,0,0,129115,0
222,2,0,0,766360,0
222,3,0,0,129115,0
222,4,0,0,129115,0
222,5,0,0,129115,0
222,6,1,0,129115,0
223,1,0,0,129115,0
223,2,0,0,766360,0
223,3,0,0,129115,0
223,4,0,0,129115,0
223,5,0,0,129115,0
223,6,1,0,129115,0
224,1,0,0,129115,0
224,2,0,0,766360,0
224,3,0,0,129115,0
224,4,0,0,129115,0
224,5,0,0,129115,0
224,6,1,0,129115,0
225,1,0,0,129115,0
225,2,0,0,766360,0
225,3,0,0,129115,0
225,4,0,0,129115,0
225,5,0,0,129115,0
225,6,1,0,129115,0
226,1,0,0,129115,0
226,2,0,0,766360,0
226,3,0,0,129115,0
226,4,0,0,129115,0
226,5,0,0,129115,0
226,6,1,0,129115,0
227,1,0,0,129115,0
227,2,0,0,766360,0
227,3,0,0,129115,0
227,4,0,0,129115,0
227,5,0,0,129115,0
227,6,1,0,129115,0
228,1,0,0,129115,0
228,2,0,0,766360,0
228,3,0,0,129115,0
228,4,0,0,129115,0
228,5,0,0,129115,0
228,6,1,0,129115,0
229,1,0,0,129115,0
229,2,0,0,766360,0
229,3,0,0,129115,0
229,4,0,0,129115,0
229,5,0,0,129115,0
229,6,1,0,129115,0
230,1,0,0,129115,0
230,2,0,0,766360,0
230,3,0,0,129115,0
230,4,0,0,129115,0
230,5,0,0,129115,0
230,6,1,0,129115,0
231,1,0,0,129115,0
231,2,0,0,766360,0
231,3,0,0,129115,0
231,4,0,0,129115,0
231,5,0,0,129115,0
231,6,1,0,129115,0
232,1,0,0,129115,0
232,2,0,0,766360,0
232,3,0,0,129115,0
232,4,0,0,129115,0
232,5,0,0,129115,0
232,6,1,0,129115,0
233,1,0,0,129115,0
233,2,0,0,766360,0
233,3,0,0,129115,0
233,4,0,0,129115,0
233,5,0,0,129115,0
233,6,1,0,129115,0
234,1,0,0,129115,0
234,2,0,0,766360,0
234,3,0,0,129115,0
234,4,0,0,129115,0
234,5,0,0,129115,0
234,6,1,0,129115,0
235,1,0,0,129115,0
235,2,0,0,766360,0
235,3,0,0,129115,0
235,4,0,0,129115,0
235,5,0,0,129115,0
235,6,1,0,129115,0
236,1,0,0,129115,0
236,2,0,0,766360,0
236,3,0,0,129115,0
236,4,0,0,129115,0
236,5,0,0,129115,0
236,6,1,0,129115,0
237,1,0,0,129115,0
237,2,0,0,766360,0
237,3,0,0,129115,0
237,4,0,0,129115,0
237,5,0,0,129115,0
237,6,1,0,129115,0
238,1,0,0,129115,0
238,2,0,0,766360,0
238,3,0,0,129115,0
238,4,0,0,129115,0
238,5,0,0,129115,0
238,6,1,0,129115,0
239,1,0,0,129115,0
239,2,0,0,766360,0
239,3,0,0,129115,0
239,4,0,0,129115,0
239,5,0,0,129115,0
239,6,1,0,129115,0
240,1,0,0,129115,0
240,2,0,0,766360,0
240,3,0,0,129115,0
240,4,0,0,129115,0
240,5,0,0,129115,0
240,6,1,0,129115,0
241,1,0,0,129115,0
241,2,0,0,766360,0
241,3,0,0,129115,0
241,4,0,0,129115,0
241,5,0,0,129115,0
241,6,1,0,129115,0
242,1,0,0,129115,0
242,2,0,0,766360,0
242,3,0,0,129115,0
242,4,0,0,129115,0
242,5,0,0,129115,0
242,6,1,0,129115,0
243,1,0,0,129115,0
243,2,0,0,766360,0
243,3,0,0,129115,0
243,4,0,0,129115,0
243,5,0,0,129115,0
243,6,1,0,129115,0
244,1,0,0,129115,0
244,2,0,0,766360,0
244,3,0,0,129115,0
244,4,0,0,129115,0
244,5,0,0,129115,0
244,6,1,0,129115,0
245,1,0,0,129115,0
245,2,0,0,766360,0
245,3,0,0,129115,0
245,4,0,0,129115,0
245,5,0,0,129115,0
245,6,1,0,129115,0
246,1,0,0,129115,0
246,2,0,0,766360,0
246,3,0,0,129115,0
246,4,0,0,129115,0
246,5,0,0,129115,0
246,6,1,0,129115,0
247,1,0,0,129115,0
247,2,0,0,766360,0
247,3,0,0,129115,0
247,4,0,0,129115,0
247,5,0,0,129115,0
247,6,1,0,129115,0
248,1,0,0,129115,0
248,2,0,0,766360,0
248,3,0,0,129115,0
248,4,0,0,129115,0
248,5,0,0,129115,0
248,6,1,0,129115,0
249,1,0,0,129115,0
249,2,0,0,766360,0
249,3,0,0,129115,0
249,4,0,0,129115,0
249,5,0,0,129115,0
249,6,1,0,129115,0
250,1,0,0,129115,0
250,2,0,0,766360,0
250,3,0,0,129115,0
250,4,0,0,129115,0
250,5,0,0,129115,0
250,6,1,0,129115,0
251,1,0,0,129115,0
251,2,0,0,766360,0
251,3,0,0,129115,0
251,4,0,0,129115,0
251,5,0,0,129115,0
251,6,1,0,129115,0
252,1,0,0,129115,0
252,2,0,0,766360,0
252,3,0,0,129115,0
252,4,0,0,129115,0
252,5,0,0,129115,0
252,6,1,0,129115,0
253,1,0,0,129115,0
253,2,0,0,766360,0
253,3,0,0,129115,0
253,4,0,0,129115,0
253,5,0,0,129115,0
253,6,1,0,129115,0
254,1,0,0,129115,0
254,2,0,0,766360,0
254,3,0,0,129115,0
254,4,0,0,129115,0
254,5,0,0,129115,0
254,6,1,0,129115,0
255,1,0,0,129115,0
255,2,0,0,766360,0
255,3,0,0,129115,0
255,4,0,0,129115,0
255,5,0,0,129115,0
255,6,1,0,129115,0
256,1,0,0,129115,0
256,2,0,0,766360,0
256,3,0,0,129115,0
256,4,0,0,129115,0
256,5,0,0,129115,0
256,6,1,0,129115,0
257,1,0,0,129115,0
257,2,0,0,766360,0
257,3,0,0,129115,0
257,4,0,0,129115,0
257,5,0,0,129115,0
257,6,1,0,129115,0
258,1,0,0,129115,0
258,2,0,0,766360,0
258,3,0,0,129115,0
258,4,0,0,129115,0
258,5,0,0,129115,0
258,6,1,0,129115,0
259,1,0,0,129115,0
259,2,0,0,766360,0
259,3,0,0,129115,0
259,4,0,0,129115,0
259,5,0,0,129115,0
259,6,1,0,129115,0
260,1,0,0,129115,0
260,2,0,0,766360,0
260,3,0,0,129115,0
260,4,0,0,129115,0
260,5,0,0,129115,0
260,6,1,0,129115,0
261,1,0,0,129115,0
261,2,0,0,766360,0
261,3,0,0,129115,0
261,4,0,0,129115,0
261,5,0,0,129115,0
261,6,1,0,129115,0
262,1,0,0,129115,0
262,2,0,0,766360,0
262,3,0,0,129115,0
262,4,0,0,129115,0
262,5,0,0,129115,0
262,6,1,0,129115,0
263,1,0,0,129115,0
263,2,0,0,766360,0
263,3,0,0,129115,0
263,4,0,0,129115,0
263,5,0,0,129115,0
263,6,1,0,129115,0
264,1,0,0,129115,0
264,2,0,0,766360,0
264,3,0,0,129115,0
264,4,0,0,129115,0
264,5,0,0,129115,0
264,6,1,0,129115,0
265,1,0,0,129115,0
265,2,0,0,766360,0
265,3,0,0,129115,0
265,4,0,0,129115,0
265,5,0,0,129115,0
265,6,1,0,129115,0
266,1,0,0,129115,0
266,2,0,0,766360,0
266,3,0,0,129115,0
266,4,0,0,129115,0
266,5,0,0,129115,0
266,6,1,0,129115,0
267,1,0,0,129115,0
267,2,0,0,766360,0
267,3,0,0,129115,0
267,4,0,0,129115,0
267,5,0,0,129115,0
267,6,1,0,129115,0
268,1,0,0,129115,0
268,2,0,0,766360,0
268,3,0,0,129115,0
268,4,0,0,129115,0
268,5,0,0,129115,0
268,6,1,0,129115,0
269,1,0,0,129115,0
269,2,0,0,766360,0
269,3,0,0,129115,0
269,4,0,0,129115,0
269,5,0,0,129115,0
269,6,1,0,129115,0
270,1,0,0,129115,0
270,2,0,0,766360,0
270,3,0,0,129115,0
270,4,0,0,129115,0
270,5,0,0,129115,0
270,6,1,0,129115,0
271,1,0,0,129115,0
271,2,0,0,766360,0
271,3,0,0,129115,0
271,4,0,0,129115,0
271,5,0,0,129115,0
271,6,1,514,129115,0.00371508077048173
272,1,0,0,129115,0
272,2,0,0,766360,0
272,3,0,0,129115,0
272,4,0,0,129115,0
272,5,0,0,129115,0
272,6,1,357,129115,0.00276491271550055
273,1,0,0,129115,0
273,2,0,0,766360,0
273,3,0,0,129115,0
273,4,0,0,129115,0
273,5,0,0,129115,0
273,6,1,0,129115,0
274,1,0,0,129115,0
274,2,0,0,766360,0
274,3,0,0,129115,0
274,4,0,0,129115,0
274,5,0,0,129115,0
274,6,1,0,129115,0
275,1,0,0,129115,0
275,2,0,0,766360,0
275,3,0,0,129115,0
275,4,0,0,129115,0
275,5,0,0,129115,0
275,6,1,0,129115,0
276,1,0,0,129115,0
276,2,0,0,766360,0
276,3,0,0,129115,0
276,4,0,0,129115,0
276,5,0,0,129115,0
276,6,1,0,129115,0
277,1,0,0,129115,0
277,2,0,0,766360,0
277,3,0,0,129115,0
277,4,0,0,129115,0
277,5,0,0,129115,0
277,6,1,0,129115,0
278,1,0,0,129115,0
278,2,0,0,766360,0
278,3,0,0,129115,0
278,4,0,0,129115,0
278,5,0,0,129115,0
278,6,1,0,129115,0
279,1,0,0,129115,0
279,2,0,0,766360,0
279,3,0,0,129115,0
279,4,0,0,129115,0
279,5,0,0,129115,0
279,6,1,0,129115,0
280,1,0,0,129115,0
280,2,0,0,766360,0
280,3,0,0,129115,0
280,4,0,0,129115,0
280,5,0,0,129115,0
280,6,1,0,129115,0
281,1,0,0,129115,0
281,2,0,0,766360,0
281,3,0,0,129115,0
281,4,0,0,129115,0
281,5,0,0,129115,0
281,6,1,0,129115,0
282,1,0,0,129115,0
282,2,0,0,766360,0
282,3,0,0,129115,0
282,4,0,0,129115,0
282,5,0,0,129115,0
282,6,1,0,129115,0
283,1,0,0,129115,0
283,2,0,0,766360,0
283,3,0,0,129115,0
283,4,0,0,129115,0
283,5,0,0,129115,0
283,6,1,0,129115,0
284,1,0,0,129115,0
284,2,0,0,766360,0
284,3,0,0,129115,0
284,4,0,0,129115,0
284,5,0,0,129115,0
284,6,1,0,129115,0
285,1,0,0,129115,0
285,2,0,0,766360,0
285,3,0,0,129115,0
285,4,0,0,129115,0
285,5,0,0,129115,0
285,6,1,0,129115,0
286,1,0,0,129115,0
286,2,0,0,766360,0
286,3,0,0,129115,0
286,4,0,0,129115,0
286,5,0,0,129115,0
286,6,1,0,129115,0
287,1,0,0,129115,0
287,2,0,0,766360,0
287,3,0,0,129115,0
287,4,0,0,129115,0
287,5,0,0,129115,0
287,6,1,0,129115,0
288,1,0,0,129115,0
288,2,0,0,766360,0
288,3,0,0,129115,0
288,4,0,0,129115,0
288,5,0,0,129115,0
288,6,1,0,129115,0
289,1,0,0,129115,0
289,2,0,0,766360,0
289,3,0,0,129115,0
289,4,0,0,129115,0
289,5,0,0,129115,0
289,6,1,0,129115,0
290,1,0,0,129115,0
290,2,0,0,766360,0
290,3,0,0,129115,0
290,4,0,0,129115,0
290,5,0,0,129115,0
290,6,1,0,129115,0
291,1,0,0,129115,0
291,2,0,0,766360,0
291,3,0,0,129115,0
291,4,0,0,129115,0
291,5,0,0,129115,0
291,6,1,0,129115,0
292,1,0,0,129115,0
292,2,0,0,766360,0
292,3,0,0,129115,0
292,4,0,0,129115,0
292,5,0,0,129115,0
292,6,1,0,129115,0
293,1,0,0,129115,0
293,2,0,0,766360,0
293,3,0,0,129115,0
293,4,0,0,129115,0
293,5,0,0,129115,0
293,6,1,0,129115,0
294,1,0,0,129115,0
294,2,0,0,766360,0
294,3,0,0,129115,0
294,4,0,0,129115,0
294,5,0,0,129115,0
294,6,1,0,129115,0
295,1,0,0,129115,0
295,2,0,0,766360,0
295,3,0,0,129115,0
295,4,0,0,129115,0
295,5,0,0,129115,0
295,6,1,0,129115,0
296,1,0,0,129115,0
296,2,0,0,766360,0
296,3,0,0,129115,0
296,4,0,0,129115,0
296,5,0,0,129115,0
296,6,1,0,129115,0
297,1,0,0,129115,0
297,2,0,0,766360,0
297,3,0,0,129115,0
297,4,0,0,129115,0
297,5,0,0,129115,0
297,6,1,0,129115,0
298,1,0,0,129115,0
298,2,0,0,766360,0
298,3,0,0,129115,0
298,4,0,0,129115,0
298,5,0,0,129115,0
298,6,1,833,129115,0.00645161290322581
299,1,0,0,129115,0
299,2,0,0,766360,0
299,3,0,0,129115,0
299,4,0,0,129115,0
299,5,0,0,129115,0
299,6,1,0,129115,0
300,1,0,0,129115,0
300,2,0,0,766360,0
300,3,0,0,129115,0
300,4,0,0,129115,0
300,5,0,0,129115,0
300,6,1,0,129115,0
301,1,0,0,129115,0
301,2,0,0,766360,0
301,3,0,0,129115,0
301,4,0,0,129115,0
301,5,0,511,129115,0.00395771211710491
301,6,1,0,129115,0
302,1,0,0,129115,0
302,2,0,0,766360,0
302,3,0,0,129115,0
302,4,0,0,129115,0
302,5,0,0,129115,0
302,6,1,0,129115,0
303,1,0,0,129115,0
303,2,0,0,766360,0
303,3,0,0,129115,0
303,4,0,0,129115,0
303,5,0,0,129115,0
303,6,1,0,129115,0
304,1,0,0,129115,0
304,2,0,0,766360,0
304,3,0,0,129115,0
304,4,0,0,129115,0
304,5,0,0,129115,0
304,6,1,0,129115,0
305,1,0,0,129115,0
305,2,0,0,766360,0
305,3,0,0,129115,0
305,4,0,0,129115,0
305,5,0,0,129115,0
305,6,1,0,129115,0
306,1,0,0,129115,0
306,2,0,0,766360,0
306,3,0,0,129115,0
306,4,0,0,129115,0
306,5,0,0,129115,0
306,6,1,0,129115,0
307,1,0,0,129115,0
307,2,0,0,766360,0
307,3,0,0,129115,0
307,4,0,0,129115,0
307,5,0,0,129115,0
307,6,1,0,129115,0
308,1,0,0,129115,0
308,2,0,0,766360,0
308,3,0,0,129115,0
308,4,0,0,129115,0
308,5,0,0,129115,0
308,6,1,0,129115,0
309,1,0,0,129115,0
309,2,0,0,766360,0
309,3,0,0,129115,0
309,4,0,0,129115,0
309,5,0,0,129115,0
309,6,1,0,129115,0
310,1,0,0,129115,0
310,2,0,0,766360,0
310,3,0,0,129115,0
310,4,0,0,129115,0
310,5,0,0,129115,0
310,6,1,0,129115,0
311,1,0,0,129115,0
311,2,0,0,766360,0
311,3,0,0,129115,0
311,4,0,0,129115,0
311,5,0,0,129115,0
311,6,1,0,129115,0
312,1,0,0,129115,0
312,2,0,0,766360,0
312,3,0,0,129115,0
312,4,0,0,129115,0
312,5,0,0,129115,0
312,6,1,0,129115,0
313,1,0,0,129115,0
313,2,0,0,766360,0
313,3,0,0,129115,0
313,4,0,0,129115,0
313,5,0,0,129115,0
313,6,1,0,129115,0
314,1,0,0,129115,0
314,2,0,0,766360,0
314,3,0,0,129115,0
314,4,0,0,129115,0
314,5,0,0,129115,0
314,6,1,0,129115,0
315,1,0,0,129115,0
315,2,0,0,766360,0
315,3,0,0,129115,0
315,4,0,0,129115,0
315,5,0,0,129115,0
315,6,1,0,129115,0
316,1,0,0,129115,0
316,2,0,0,766360,0
316,3,0,0,129115,0
316,4,0,0,129115,0
316,5,0,0,129115,0
316,6,1,0,129115,0
317,1,0,0,129115,0
317,2,0,0,766360,0
317,3,0,0,129115,0
317,4,0,0,129115,0
317,5,0,0,129115,0
317,6,1,0,129115,0
318,1,0,0,129115,0
318,2,0,0,766360,0
318,3,0,0,129115,0
318,4,0,0,129115,0
318,5,0,0,129115,0
318,6,1,0,129115,0
319,1,0,0,129115,0
319,2,0,0,766360,0
319,3,0,0,129115,0
319,4,0,0,129115,0
319,5,0,0,129115,0
319,6,1,0,129115,0
320,1,0,0,129115,0
320,2,0,0,766360,0
320,3,0,0,129115,0
320,4,0,0,129115,0
320,5,0,0,129115,0
320,6,1,0,129115,0
321,1,0,0,129115,0
321,2,0,0,766360,0
321,3,0,0,129115,0
321,4,0,0,129115,0
321,5,0,0,129115,0
321,6,1,0,129115,0
322,1,0,0,129115,0
322,2,0,0,766360,0
322,3,0,0,129115,0
322,4,0,0,129115,0
322,5,0,0,129115,0
322,6,1,0,129115,0
323,1,0,0,129115,0
323,2,0,0,766360,0
323,3,0,0,129115,0
323,4,0,0,129115,0
323,5,0,0,129115,0
323,6,1,0,129115,0
324,1,0,0,129115,0
324,2,0,0,766360,0
324,3,0,0,129115,0
324,4,0,0,129115,0
324,5,0,0,129115,0
324,6,1,0,129115,0
325,1,0,0,129115,0
325,2,0,0,766360,0
325,3,0,0,129115,0
325,4,0,0,129115,0
325,5,0,0,129115,0
325,6,1,0,129115,0
326,1,0,0,129115,0
326,2,0,0,766360,0
326,3,0,0,129115,0
326,4,0,0,129115,0
326,5,0,0,129115,0
326,6,1,0,129115,0
327,1,0,0,129115,0
327,2,0,0,766360,0
327,3,0,0,129115,0
327,4,0,0,129115,0
327,5,0,0,129115,0
327,6,1,0,129115,0
328,1,0,0,129115,0
328,2,0,0,766360,0
328,3,0,0,129115,0
328,4,0,0,129115,0
328,5,0,0,129115,0
328,6,1,0,129115,0
329,1,0,0,129115,0
329,2,0,0,766360,0
329,3,0,0,129115,0
329,4,0,0,129115,0
329,5,0,0,129115,0
329,6,1,0,129115,0
330,1,0,0,129115,0
330,2,0,0,766360,0
330,3,0,0,129115,0
330,4,0,0,129115,0
330,5,0,0,129115,0
330,6,1,0,129115,0
331,1,0,0,129115,0
331,2,0,0,766360,0
331,3,0,0,129115,0
331,4,0,0,129115,0
331,5,0,0,129115,0
331,6,1,0,129115,0
332,1,0,0,129115,0
332,2,0,0,766360,0
332,3,0,0,129115,0
332,4,0,0,129115,0
332,5,0,0,129115,0
332,6,1,0,129115,0
333,1,0,0,129115,0
333,2,0,0,766360,0
333,3,0,0,129115,0
333,4,0,0,129115,0
333,5,0,0,129115,0
333,6,1,0,129115,0
334,1,0,0,129115,0
334,2,0,0,766360,0
334,3,0,0,129115,0
334,4,0,0,129115,0
334,5,0,0,129115,0
334,6,1,0,129115,0
335,1,0,0,129115,0
335,2,0,0,766360,0
335,3,0,0,129115,0
335,4,0,0,129115,0
335,5,0,0,129115,0
335,6,1,0,129115,0
336,1,0,0,129115,0
336,2,0,0,766360,0
336,3,0,0,129115,0
336,4,0,0,129115,0
336,5,0,0,129115,0
336,6,1,0,129115,0
337,1,0,0,129115,0
337,2,0,0,766360,0
337,3,0,0,129115,0
337,4,0,0,129115,0
337,5,0,0,129115,0
337,6,1,0,129115,0
338,1,0,0,129115,0
338,2,0,0,766360,0
338,3,0,0,129115,0
338,4,0,0,129115,0
338,5,0,0,129115,0
338,6,1,0,129115,0
339,1,0,0,129115,0
339,2,0,0,766360,0
339,3,0,0,129115,0
339,4,0,0,129115,0
339,5,0,0,129115,0
339,6,1,0,129115,0
340,1,0,0,129115,0
340,2,0,0,766360,0
340,3,0,0,129115,0
340,4,0,0,129115,0
340,5,0,0,129115,0
340,6,1,0,129115,0
341,1,0,0,129115,0
341,2,0,0,766360,0
341,3,0,0,129115,0
341,4,0,0,129115,0
341,5,0,0,129115,0
341,6,1,0,129115,0
342,1,0,0,129115,0
342,2,0,0,766360,0
342,3,0,0,129115,0
342,4,0,0,129115,0
342,5,0,0,129115,0
342,6,1,0,129115,0
