Session,Kind,EventRow,StartFrame,BaselineStatus,TruncatedWindow,OwnEventOverlapFrames,OtherSameSignOverlapFrames,OppositeSignOverlapFrames,ReconstructedCleanFrames
M401-03-baseline-iso,Sink,23,140,valid,0,0,0,0,20
M401-03-baseline-iso,Sink,24,278,insufficient_clean_prebaseline,0,0,4,0,16
M401-03-baseline-iso,Sink,25,361,valid,0,0,0,0,20
M401-03-baseline-iso,Sink,26,442,insufficient_clean_prebaseline,0,0,0,3,17
M401-03-baseline-iso,Sink,27,558,valid,0,0,0,0,20
M401-03-baseline-iso,Sink,28,39,valid,0,0,0,0,20
M401-03-baseline-iso,Sink,29,164,valid,0,0,0,0,20
M401-03-baseline-iso,Sink,30,92,insufficient_clean_prebaseline,0,0,2,0,18
M401-03-baseline-iso,Sink,31,124,valid,0,0,0,0,20
M401-03-baseline-iso,Sink,32,505,valid,0,0,0,0,20
M401-03-baseline-iso,Sink,33,213,valid,0,0,0,0,20
M401-03-baseline-iso,Sink,34,221,valid,0,0,0,0,20
M401-03-baseline-iso,Sink,35,518,valid,0,0,0,0,20
M401-03-baseline-iso,Sink,36,271,valid,0,0,0,0,20
M401-03-baseline-iso,Sink,37,320,valid,0,0,0,0,20
M401-03-baseline-iso,Sink,38,414,valid,0,0,0,0,20
M401-03-baseline-iso,Sink,39,463,valid,0,0,0,0,20
M401-03-baseline-iso,Sink,40,474,valid,0,0,0,0,20
M401-03-baseline-iso,Sink,41,485,valid,0,0,0,0,20
M401-03-baseline-iso,Sink,42,537,valid,0,0,0,0,20
M401-03-baseline-iso,Sink,43,575,valid,0,0,0,0,20
M401-03-baseline-iso,Surge,1,207,valid,0,0,0,0,20
M401-03-baseline-iso,Surge,2,226,insufficient_clean_prebaseline,0,0,10,0,10
M401-03-baseline-iso,Surge,3,406,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,1,1,insufficient_clean_prebaseline,1,0,0,0,0
FB2312-baseline-awake,Sink,2,106,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,3,291,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,4,315,insufficient_clean_prebaseline,0,0,5,0,15
FB2312-baseline-awake,Sink,5,468,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,6,527,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,7,553,insufficient_clean_prebaseline,0,0,8,0,12
FB2312-baseline-awake,Sink,8,624,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,9,764,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,10,886,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,11,1096,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,12,1156,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,13,14,insufficient_clean_prebaseline,1,0,0,0,13
FB2312-baseline-awake,Sink,14,676,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,15,1179,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,16,10,insufficient_clean_prebaseline,1,0,0,0,9
FB2312-baseline-awake,Sink,17,295,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,18,34,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,19,411,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,20,474,insufficient_clean_prebaseline,0,0,0,7,13
FB2312-baseline-awake,Sink,21,537,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,22,854,insufficient_clean_prebaseline,0,0,0,2,18
FB2312-baseline-awake,Sink,23,854,insufficient_clean_prebaseline,0,0,0,2,18
FB2312-baseline-awake,Sink,24,943,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,25,977,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,26,1031,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,27,1096,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,28,196,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,29,196,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,30,276,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,31,408,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,32,1032,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,33,1138,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,34,1173,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,35,28,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,36,63,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,37,194,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,38,503,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,39,893,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,40,1009,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,41,26,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,42,37,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,43,184,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,44,48,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,45,70,insufficient_clean_prebaseline,0,0,1,0,19
FB2312-baseline-awake,Sink,46,271,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,47,633,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,48,1089,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,49,41,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,50,360,insufficient_clean_prebaseline,0,0,0,3,17
FB2312-baseline-awake,Sink,51,35,insufficient_clean_prebaseline,0,0,0,8,12
FB2312-baseline-awake,Sink,52,245,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,53,350,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,54,511,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,55,710,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,56,739,insufficient_clean_prebaseline,0,0,3,0,17
FB2312-baseline-awake,Sink,57,773,insufficient_clean_prebaseline,0,0,5,0,15
FB2312-baseline-awake,Sink,58,693,insufficient_clean_prebaseline,0,0,6,0,14
FB2312-baseline-awake,Sink,59,1123,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,60,1178,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,61,67,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,62,43,insufficient_clean_prebaseline,0,0,0,5,15
FB2312-baseline-awake,Sink,63,96,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,64,270,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,65,468,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,66,491,insufficient_clean_prebaseline,0,0,4,0,16
FB2312-baseline-awake,Sink,67,572,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,68,638,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,69,638,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,70,1062,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,71,1196,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,72,202,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,73,306,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,74,576,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,75,679,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,76,679,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,77,796,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,78,846,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,79,892,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,80,957,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,81,1054,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,82,1089,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,83,1128,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,84,1167,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,85,97,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,86,395,insufficient_clean_prebaseline,0,0,0,2,18
FB2312-baseline-awake,Sink,87,539,insufficient_clean_prebaseline,0,0,0,10,10
FB2312-baseline-awake,Sink,88,639,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,89,1110,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,90,103,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,91,319,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,92,653,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,93,687,insufficient_clean_prebaseline,0,0,7,0,13
FB2312-baseline-awake,Sink,94,874,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,95,898,insufficient_clean_prebaseline,0,0,3,0,17
FB2312-baseline-awake,Sink,96,1036,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,97,1098,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,98,1156,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,99,111,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,100,111,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,101,1115,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,102,398,insufficient_clean_prebaseline,0,0,0,8,12
FB2312-baseline-awake,Sink,103,894,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,104,106,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,105,762,insufficient_clean_prebaseline,0,0,0,3,17
FB2312-baseline-awake,Sink,106,792,insufficient_clean_prebaseline,0,0,1,0,19
FB2312-baseline-awake,Sink,107,286,insufficient_clean_prebaseline,0,0,5,0,15
FB2312-baseline-awake,Sink,108,286,insufficient_clean_prebaseline,0,0,5,0,15
FB2312-baseline-awake,Sink,109,713,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,110,988,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,111,1021,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,112,1145,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,113,134,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,114,134,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,115,336,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,116,336,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,117,336,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,118,537,insufficient_clean_prebaseline,0,0,0,8,12
FB2312-baseline-awake,Sink,119,557,insufficient_clean_prebaseline,0,0,4,0,16
FB2312-baseline-awake,Sink,120,659,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,121,706,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,122,921,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,123,966,insufficient_clean_prebaseline,0,0,6,0,14
FB2312-baseline-awake,Sink,124,1080,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,125,154,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,126,321,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,127,386,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,128,433,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,129,490,insufficient_clean_prebaseline,0,0,6,0,14
FB2312-baseline-awake,Sink,130,490,insufficient_clean_prebaseline,0,0,6,0,14
FB2312-baseline-awake,Sink,131,490,insufficient_clean_prebaseline,0,0,6,0,14
FB2312-baseline-awake,Sink,132,490,insufficient_clean_prebaseline,0,0,6,0,14
FB2312-baseline-awake,Sink,133,700,insufficient_clean_prebaseline,0,0,3,0,17
FB2312-baseline-awake,Sink,134,1105,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,135,118,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,136,71,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,137,190,insufficient_clean_prebaseline,0,0,13,0,7
FB2312-baseline-awake,Sink,138,231,insufficient_clean_prebaseline,0,0,4,0,16
FB2312-baseline-awake,Sink,139,265,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,140,399,insufficient_clean_prebaseline,0,0,0,14,6
FB2312-baseline-awake,Sink,141,570,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,142,789,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,143,968,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,144,159,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,145,169,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,146,202,insufficient_clean_prebaseline,0,0,7,0,13
FB2312-baseline-awake,Sink,147,556,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,148,711,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,149,957,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,150,1039,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,151,171,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,152,207,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,153,225,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,154,234,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,155,265,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,156,243,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,157,289,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,158,326,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,159,397,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,160,944,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,161,959,insufficient_clean_prebaseline,0,0,3,0,17
FB2312-baseline-awake,Sink,162,1106,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,163,722,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,164,347,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,165,340,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,166,374,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,167,1123,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,168,399,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,169,872,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,170,406,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,171,356,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,172,427,insufficient_clean_prebaseline,0,0,3,0,17
FB2312-baseline-awake,Sink,173,413,insufficient_clean_prebaseline,0,0,0,2,18
FB2312-baseline-awake,Sink,174,550,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,175,856,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,176,874,insufficient_clean_prebaseline,0,0,5,0,15
FB2312-baseline-awake,Sink,177,934,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,178,1077,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,179,1096,insufficient_clean_prebaseline,0,0,3,0,17
FB2312-baseline-awake,Sink,180,420,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,181,552,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,182,753,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,183,739,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,184,909,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,185,730,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,186,853,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,187,1126,insufficient_clean_prebaseline,0,0,6,0,14
FB2312-baseline-awake,Sink,188,916,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,189,995,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,190,1098,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,191,928,valid,0,0,0,0,20
FB2312-baseline-awake,Sink,192,1097,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,1,1,insufficient_clean_prebaseline,1,0,0,0,0
FB2312-baseline-awake,Surge,2,403,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,3,542,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,4,1,insufficient_clean_prebaseline,1,0,0,0,0
FB2312-baseline-awake,Surge,5,204,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,6,402,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,7,428,insufficient_clean_prebaseline,0,0,6,0,14
FB2312-baseline-awake,Surge,8,471,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,9,493,insufficient_clean_prebaseline,0,0,19,0,1
FB2312-baseline-awake,Surge,10,531,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,11,641,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,12,1,insufficient_clean_prebaseline,1,0,0,0,0
FB2312-baseline-awake,Surge,13,204,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,14,324,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,15,402,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,16,428,insufficient_clean_prebaseline,0,0,5,0,15
FB2312-baseline-awake,Surge,17,471,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,18,493,insufficient_clean_prebaseline,0,0,19,0,1
FB2312-baseline-awake,Surge,19,531,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,20,641,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,21,683,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,22,1063,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,23,17,insufficient_clean_prebaseline,1,0,0,3,13
FB2312-baseline-awake,Surge,24,253,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,25,356,insufficient_clean_prebaseline,0,0,1,7,12
FB2312-baseline-awake,Surge,26,448,insufficient_clean_prebaseline,0,0,0,15,5
FB2312-baseline-awake,Surge,27,1150,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,28,661,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,29,511,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,30,24,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,31,515,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,32,1190,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,33,355,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,34,660,insufficient_clean_prebaseline,0,0,0,15,5
FB2312-baseline-awake,Surge,35,37,insufficient_clean_prebaseline,0,0,6,0,14
FB2312-baseline-awake,Surge,36,249,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,37,355,insufficient_clean_prebaseline,0,0,0,8,12
FB2312-baseline-awake,Surge,38,448,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,39,511,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,40,1144,insufficient_clean_prebaseline,0,0,0,7,13
FB2312-baseline-awake,Surge,41,24,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,42,25,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,43,46,insufficient_clean_prebaseline,0,0,19,0,1
FB2312-baseline-awake,Surge,44,513,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,45,758,insufficient_clean_prebaseline,0,0,0,1,19
FB2312-baseline-awake,Surge,46,823,insufficient_clean_prebaseline,0,0,0,2,18
FB2312-baseline-awake,Surge,47,1191,insufficient_clean_prebaseline,0,0,0,3,17
FB2312-baseline-awake,Surge,48,26,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,49,735,insufficient_clean_prebaseline,0,0,0,8,12
FB2312-baseline-awake,Surge,50,127,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,51,360,insufficient_clean_prebaseline,0,0,1,0,19
FB2312-baseline-awake,Surge,52,460,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,53,452,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,54,41,insufficient_clean_prebaseline,0,0,13,0,7
FB2312-baseline-awake,Surge,55,452,insufficient_clean_prebaseline,0,0,0,16,4
FB2312-baseline-awake,Surge,56,513,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,57,385,valid,0,0,0,0,20
FB2312-baseline-awake,Surge,58,816,valid,0,0,0,0,20
FB2316-baseline,Sink,1,28,valid,0,0,0,0,20
FB2316-baseline,Sink,2,135,insufficient_clean_prebaseline,0,0,0,10,10
FB2316-baseline,Sink,3,320,valid,0,0,0,0,20
FB2316-baseline,Sink,4,404,insufficient_clean_prebaseline,0,0,0,13,7
FB2316-baseline,Sink,5,435,insufficient_clean_prebaseline,0,0,7,0,13
FB2316-baseline,Sink,6,557,valid,0,0,0,0,20
FB2316-baseline,Sink,7,602,valid,0,0,0,0,20
FB2316-baseline,Sink,8,735,valid,0,0,0,0,20
FB2316-baseline,Sink,9,761,insufficient_clean_prebaseline,0,0,2,0,18
FB2316-baseline,Sink,10,1089,valid,0,0,0,0,20
FB2316-baseline,Sink,11,1126,insufficient_clean_prebaseline,0,0,14,0,6
FB2316-baseline,Sink,12,1173,insufficient_clean_prebaseline,0,0,1,0,19
FB2316-baseline,Sink,13,17,insufficient_clean_prebaseline,1,0,0,0,16
FB2316-baseline,Sink,14,444,insufficient_clean_prebaseline,0,0,8,0,12
FB2316-baseline,Sink,15,453,insufficient_clean_prebaseline,0,0,12,1,7
FB2316-baseline,Sink,16,1179,valid,0,0,0,0,20
FB2316-baseline,Sink,17,3,insufficient_clean_prebaseline,1,0,0,0,2
FB2316-baseline,Sink,18,144,insufficient_clean_prebaseline,0,0,0,13,7
FB2316-baseline,Sink,19,198,insufficient_clean_prebaseline,0,0,4,0,16
FB2316-baseline,Sink,20,265,insufficient_clean_prebaseline,0,0,0,2,18
FB2316-baseline,Sink,21,333,insufficient_clean_prebaseline,0,0,0,11,9
FB2316-baseline,Sink,22,385,insufficient_clean_prebaseline,0,0,3,15,2
FB2316-baseline,Sink,23,433,insufficient_clean_prebaseline,0,0,8,0,12
FB2316-baseline,Sink,24,514,insufficient_clean_prebaseline,0,0,5,8,12
FB2316-baseline,Sink,25,575,valid,0,0,0,0,20
FB2316-baseline,Sink,26,681,insufficient_clean_prebaseline,0,0,2,0,18
FB2316-baseline,Sink,27,733,valid,0,0,0,0,20
FB2316-baseline,Sink,28,796,valid,0,0,0,0,20
FB2316-baseline,Sink,29,1008,valid,0,0,0,0,20
FB2316-baseline,Sink,30,1073,insufficient_clean_prebaseline,0,0,0,5,15
FB2316-baseline,Sink,31,1178,valid,0,0,0,0,20
FB2316-baseline,Sink,32,20,insufficient_clean_prebaseline,1,0,0,0,19
FB2316-baseline,Sink,33,24,insufficient_clean_prebaseline,0,0,3,0,17
FB2316-baseline,Sink,34,270,insufficient_clean_prebaseline,0,0,0,4,16
FB2316-baseline,Sink,35,331,valid,0,0,0,0,20
FB2316-baseline,Sink,36,369,insufficient_clean_prebaseline,0,0,3,1,16
FB2316-baseline,Sink,37,1196,valid,0,0,0,0,20
FB2316-baseline,Sink,38,1090,valid,0,0,0,0,20
FB2316-baseline,Sink,39,34,insufficient_clean_prebaseline,0,0,8,0,12
FB2316-baseline,Sink,40,436,valid,0,0,0,0,20
FB2316-baseline,Sink,41,1085,insufficient_clean_prebaseline,0,0,0,4,16
FB2316-baseline,Sink,42,1085,insufficient_clean_prebaseline,0,0,0,4,16
FB2316-baseline,Sink,43,37,valid,0,0,0,0,20
FB2316-baseline,Sink,44,89,valid,0,0,0,0,20
FB2316-baseline,Sink,45,368,valid,0,0,0,0,20
FB2316-baseline,Sink,46,532,valid,0,0,0,0,20
FB2316-baseline,Sink,47,57,valid,0,0,0,0,20
FB2316-baseline,Sink,48,442,insufficient_clean_prebaseline,0,0,0,1,19
FB2316-baseline,Sink,49,468,insufficient_clean_prebaseline,0,0,4,0,16
FB2316-baseline,Sink,50,552,valid,0,0,0,0,20
FB2316-baseline,Sink,51,590,insufficient_clean_prebaseline,0,0,11,0,9
FB2316-baseline,Sink,52,1035,valid,0,0,0,0,20
FB2316-baseline,Sink,53,1076,insufficient_clean_prebaseline,0,0,3,0,17
FB2316-baseline,Sink,54,1163,valid,0,0,0,0,20
FB2316-baseline,Sink,55,88,insufficient_clean_prebaseline,0,0,5,0,15
FB2316-baseline,Sink,56,86,valid,0,0,0,0,20
FB2316-baseline,Sink,57,119,valid,0,0,0,0,20
FB2316-baseline,Sink,58,469,insufficient_clean_prebaseline,0,0,0,19,1
FB2316-baseline,Sink,59,539,valid,0,0,0,0,20
FB2316-baseline,Sink,60,703,valid,0,0,0,0,20
FB2316-baseline,Sink,61,736,valid,0,0,0,0,20
FB2316-baseline,Sink,62,1070,insufficient_clean_prebaseline,0,0,0,1,19
FB2316-baseline,Sink,63,1111,insufficient_clean_prebaseline,0,0,2,0,18
FB2316-baseline,Sink,64,284,valid,0,0,0,0,20
FB2316-baseline,Sink,65,445,insufficient_clean_prebaseline,0,0,2,0,18
FB2316-baseline,Sink,66,535,insufficient_clean_prebaseline,0,0,1,0,19
FB2316-baseline,Sink,67,564,insufficient_clean_prebaseline,0,0,8,0,12
FB2316-baseline,Sink,68,102,valid,0,0,0,0,20
FB2316-baseline,Sink,69,708,valid,0,0,0,0,20
FB2316-baseline,Sink,70,769,valid,0,0,0,0,20
FB2316-baseline,Sink,71,798,insufficient_clean_prebaseline,0,0,8,0,12
FB2316-baseline,Sink,72,101,valid,0,0,0,0,20
FB2316-baseline,Sink,73,250,valid,0,0,0,0,20
FB2316-baseline,Sink,74,309,valid,0,0,0,0,20
FB2316-baseline,Sink,75,450,insufficient_clean_prebaseline,0,0,2,0,18
FB2316-baseline,Sink,76,450,valid,0,0,0,0,20
FB2316-baseline,Sink,77,716,valid,0,0,0,0,20
FB2316-baseline,Sink,78,780,insufficient_clean_prebaseline,0,0,13,0,7
FB2316-baseline,Sink,79,83,valid,0,0,0,0,20
FB2316-baseline,Sink,80,307,valid,0,0,0,0,20
FB2316-baseline,Sink,81,729,valid,0,0,0,0,20
FB2316-baseline,Sink,82,143,insufficient_clean_prebaseline,0,0,0,11,9
FB2316-baseline,Sink,83,143,insufficient_clean_prebaseline,0,0,0,11,9
FB2316-baseline,Sink,84,426,insufficient_clean_prebaseline,0,0,5,0,15
FB2316-baseline,Sink,85,538,valid,0,0,0,0,20
FB2316-baseline,Sink,86,774,valid,0,0,0,0,20
FB2316-baseline,Sink,87,1089,valid,0,0,0,0,20
FB2316-baseline,Sink,88,1152,valid,0,0,0,0,20
FB2316-baseline,Sink,89,193,valid,0,0,0,0,20
FB2316-baseline,Sink,90,390,valid,0,0,0,0,20
FB2316-baseline,Sink,91,123,insufficient_clean_prebaseline,0,0,0,6,14
FB2316-baseline,Sink,92,256,valid,0,0,0,0,20
FB2316-baseline,Sink,93,508,valid,0,0,0,0,20
FB2316-baseline,Sink,94,800,valid,0,0,0,0,20
FB2316-baseline,Sink,95,851,valid,0,0,0,0,20
FB2316-baseline,Sink,96,479,valid,0,0,0,0,20
FB2316-baseline,Sink,97,512,valid,0,0,0,0,20
FB2316-baseline,Sink,98,537,insufficient_clean_prebaseline,0,0,4,0,16
FB2316-baseline,Sink,99,747,insufficient_clean_prebaseline,0,0,4,0,16
FB2316-baseline,Sink,100,281,valid,0,0,0,0,20
FB2316-baseline,Sink,101,1033,valid,0,0,0,0,20
FB2316-baseline,Sink,102,264,valid,0,0,0,0,20
FB2316-baseline,Sink,103,616,valid,0,0,0,0,20
FB2316-baseline,Sink,104,705,valid,0,0,0,0,20
FB2316-baseline,Sink,105,749,insufficient_clean_prebaseline,0,0,5,0,15
FB2316-baseline,Sink,106,1116,valid,0,0,0,0,20
FB2316-baseline,Sink,107,311,insufficient_clean_prebaseline,0,0,0,17,3
FB2316-baseline,Sink,108,767,valid,0,0,0,0,20
FB2316-baseline,Sink,109,317,insufficient_clean_prebaseline,0,0,1,0,19
FB2316-baseline,Sink,110,765,valid,0,0,0,0,20
FB2316-baseline,Sink,111,320,valid,0,0,0,0,20
FB2316-baseline,Sink,112,561,valid,0,0,0,0,20
FB2316-baseline,Sink,113,644,valid,0,0,0,0,20
FB2316-baseline,Sink,114,721,valid,0,0,0,0,20
FB2316-baseline,Sink,115,829,valid,0,0,0,0,20
FB2316-baseline,Sink,116,1053,valid,0,0,0,0,20
