StrictBaselineStatus,StrictMeasuredPeakFraction,CleanBaselineFrames,PrebaselineFrames,NativePeakFrame,UnscreenedObservedBaseline,UnscreenedSourceBaseline,UnscreenedObservedPeakFraction,UnscreenedCounterfactualPeakFraction,UnscreenedSourcePeakFraction,UnscreenedBaselinePositiveFraction,UnscreenedBaselineNegativeFraction,UnscreenedBaselineImposedFraction,UnscreenedBaselineEffectFraction,UnscreenedBackgroundAtObservedPeak,UnscreenedAppliedAtObservedPeak,PeakPositiveAppliedVsSameFrameSource,MinimumNegativeAppliedVsSameFrameSource,PeakNetAppliedVsSameFrameSource,PeakPositiveAppliedInNativeIntersection,NativeIntersectionFrames,PreFramesWithPositiveIncrement,PreFramesWithNegativeIncrement,Session,Case,EventRow,Support,SupportStatus,SupportPixels,SupportAreaUm2,OccupancyFraction,IsPreselectedMatch,StartFrame,EndFrame,SharedCleanBaselineFrames,StoredFullEventAmplitude,EligibleSupportFraction,LocalRow
insufficient_clean_prebaseline,NaN,17,20,132,103.0453722334,103.0453722334,0.222684231028702,0.222684231028702,0.0214093731053598,0,0,0,0,0.0201401777459286,0.202544053282774,0.200043070537794,0,0.200043070537795,0.200043070537794,60,0,0,M400-01-baseline-awake,growing_clean,0,recipe_common_core_oracle,available,497,11213.5625,NaN,0,101,160,17,NaN,0.82092555331992,1
insufficient_clean_prebaseline,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,1,full_event,available,1678,37859.875,0,0,3,14,2,NaN,0.753873659117998,2
insufficient_clean_prebaseline,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,1,persistent_50,available,963,21727.6875,0.5,0,3,14,2,NaN,0.754932502596054,3
insufficient_clean_prebaseline,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,1,persistent_75,available,794,17914.625,0.75,0,3,14,2,NaN,0.7544080604534,4
insufficient_clean_prebaseline,NaN,6,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,2,full_event,available,1555,35084.6875,0,0,7,18,6,NaN,0.770418006430868,5
insufficient_clean_prebaseline,NaN,6,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,2,persistent_50,available,973,21953.3125,0.5,0,7,18,6,NaN,0.778006166495375,6
insufficient_clean_prebaseline,NaN,6,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,2,persistent_75,available,633,14282.0625,0.75,0,7,18,6,NaN,0.807266982622433,7
valid,0.00879984605820161,20,20,28,125.010948342328,125.010948342328,0.00879984605820161,0.00879984605820161,0.00879984605820161,0,0,0,0,0.00879984605820161,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,3,full_event,available,1297,29263.5625,0,0,27,36,20,0.00879984605820161,0.910562837316885,8
valid,0.0172191439991912,20,20,33,127.795273109244,127.795273109244,0.0172191439991912,0.0172191439991912,0.0172191439991912,0,0,0,0,0.0172191439991912,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,3,persistent_50,available,476,10739.75,0.5,0,27,36,20,0.00879984605820161,0.918067226890756,9
valid,0.0161568780742045,20,20,28,127.9125,127.9125,0.0161568780742045,0.0161568780742045,0.0161568780742045,0,0,0,0,0.0161568780742045,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,3,persistent_75,available,336,7581,0.75,0,27,36,20,0.00879984605820161,0.904761904761905,10
insufficient_clean_prebaseline,NaN,4,20,66,119.608218736571,119.608218736571,0.10267612899262,0.10267612899262,0.10267612899262,0,0,0,0,0.10267612899262,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,4,full_event,available,4654,105005.875,0,0,55,71,4,NaN,0.872367855608079,11
insufficient_clean_prebaseline,NaN,4,20,66,131.923851806491,131.923851806491,0.177320045592187,0.177320045592187,0.177320045592187,0,0,0,0,0.177320045592187,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,4,persistent_50,available,1633,36844.5625,0.5,0,55,71,4,NaN,0.895284751990202,12
insufficient_clean_prebaseline,NaN,4,20,66,138.250373482726,138.250373482726,0.205798894615684,0.205798894615684,0.205798894615684,0,0,0,0,0.205798894615684,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,4,persistent_75,available,1071,24164.4375,0.75,0,55,71,4,NaN,0.905695611577965,13
insufficient_clean_prebaseline,NaN,18,20,64,86.8554478398314,86.8554478398314,0.0498093922511175,0.0498093922511175,0.0498093922511175,0,0,0,0,0.0498093922511175,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,5,full_event,available,4745,107059.0625,0,0,58,67,18,NaN,0.743097997892518,14
insufficient_clean_prebaseline,NaN,18,20,66,91.7595680699836,91.7595680699836,0.064898192050504,0.064898192050504,0.064898192050504,0,0,0,0,0.064898192050504,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,5,persistent_50,available,1829,41266.8125,0.5,0,58,67,18,NaN,0.775287042099508,15
insufficient_clean_prebaseline,NaN,18,20,62,90.6749156355455,90.6749156355455,0.0573626100980029,0.0573626100980029,0.0573626100980029,0,0,0,0,0.0573626100980029,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,5,persistent_75,available,889,20058.0625,0.75,0,58,67,18,NaN,0.772778402699663,16
valid,0.0618895140835196,20,20,73,52.741850551655,52.741850551655,0.0618895140835196,0.0618895140835196,0.0618895140835196,0,0,0,0,0.0618895140835196,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,6,full_event,available,1994,44989.625,0,0,59,74,20,0.0618895140835196,0.586258776328987,17
valid,0.108043272856983,20,20,73,49.2293565683646,49.2293565683646,0.108043272856983,0.108043272856983,0.108043272856983,0,0,0,0,0.108043272856983,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,6,persistent_50,available,746,16831.625,0.5,0,59,74,20,0.0618895140835196,0.56970509383378,18
valid,0.0991509605232776,20,20,73,49.7672807017544,49.7672807017544,0.0991509605232776,0.0991509605232776,0.0991509605232776,0,0,0,0,0.0991509605232776,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,6,persistent_75,available,570,12860.625,0.75,0,59,74,20,0.0618895140835196,0.564912280701754,19
insufficient_clean_prebaseline,NaN,17,20,83,107.022219572682,107.022219572682,0.0616281273535934,0.0616281273535934,0.0616281273535934,0,0,0,0,0.0616281273535934,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,7,full_event,available,10484,236545.25,0,0,65,83,17,NaN,0.82497138496757,20
insufficient_clean_prebaseline,NaN,17,20,83,119.728963122605,119.728963122605,0.0646792328978194,0.0646792328978194,0.0646792328978194,0,0,0,0,0.0646792328978194,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,7,persistent_50,available,4176,94221,0.5,0,65,83,17,NaN,0.869252873563218,21
insufficient_clean_prebaseline,NaN,17,20,83,125.949569410954,125.949569410954,0.0665352775854165,0.0665352775854165,0.0665352775854165,0,0,0,0,0.0665352775854165,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,7,persistent_75,available,2903,65498.9375,0.75,0,65,83,17,NaN,0.900792283844299,22
insufficient_clean_prebaseline,NaN,7,20,215,105.067058329836,105.067058329836,0.0751241738385812,0.0751241738385812,0.0751241738385812,0,0,0,0,0.0751241738385812,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,8,full_event,available,9532,215065.75,0,0,210,219,7,NaN,0.803084347461183,23
insufficient_clean_prebaseline,NaN,7,20,215,108.048551736172,108.048551736172,0.100736604754724,0.100736604754724,0.100736604754724,0,0,0,0,0.100736604754724,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,8,persistent_50,available,5731,129305.6875,0.5,0,210,219,7,NaN,0.834583842261385,24
insufficient_clean_prebaseline,NaN,7,20,215,107.541143857601,107.541143857601,0.0977998526632542,0.0977998526632542,0.0977998526632542,0,0,0,0,0.0977998526632542,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,8,persistent_75,available,3427,77321.6875,0.75,0,210,219,7,NaN,0.832506565509192,25
valid,0.0290611417196623,20,20,70,76.7339816933638,76.7339816933638,0.0290611417196623,0.0290611417196623,0.0290611417196623,0,0,0,0,0.0290611417196623,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,9,full_event,available,6992,157757,0,0,66,76,20,0.0290611417196623,0.710955377574371,26
valid,0.0396741337879452,20,20,76,81.0928746070555,81.0928746070555,0.0396741337879452,0.0396741337879452,0.0396741337879452,0,0,0,0,0.0396741337879452,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,9,persistent_50,available,2863,64596.4375,0.5,0,66,76,20,0.0290611417196623,0.760740482011876,27
valid,0.039835812647704,20,20,76,81.7806623931624,81.7806623931624,0.039835812647704,0.039835812647704,0.039835812647704,0,0,0,0,0.039835812647704,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,9,persistent_75,available,1872,42237,0.75,0,66,76,20,0.0290611417196623,0.774038461538462,28
insufficient_clean_prebaseline,NaN,0,20,83,120.392422460679,120.392422460679,0.0597967973442719,0.0597967973442719,0.0597967973442719,0,0,0,0,0.0597967973442719,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,10,full_event,available,20409,460478.0625,0,0,77,87,0,NaN,0.840462541035818,29
insufficient_clean_prebaseline,NaN,0,20,83,133.941275538377,133.941275538377,0.0555639495483698,0.0555639495483698,0.0555639495483698,0,0,0,0,0.0555639495483698,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,10,persistent_50,available,10866,245164.125,0.5,0,77,87,0,NaN,0.896742131419105,30
insufficient_clean_prebaseline,NaN,0,20,83,135.094806415236,135.094806415236,0.0553253681755002,0.0553253681755002,0.0553253681755002,0,0,0,0,0.0553253681755002,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,10,persistent_75,available,7981,180071.3125,0.75,0,77,87,0,NaN,0.897882470868312,31
valid,0.0224722236770528,20,20,112,92.6277266288952,92.6277266288952,0.0224722236770528,0.0224722236770528,0.0224722236770528,0,0,0,0,0.0224722236770528,0,0,0,0,0,10,0,0,M400-01-baseline-awake,growing_clean,11,full_event,available,2824,63716.5,0,0,106,115,20,0.0224722236770528,0.760623229461756,32
valid,0.0152547156748925,20,20,111,99.881914893617,99.881914893617,0.0152547156748925,0.0152547156748925,0.0152547156748925,0,0,0,0,0.0152547156748925,0,0,0,0,0,10,0,0,M400-01-baseline-awake,growing_clean,11,persistent_50,available,752,16967,0.5,0,106,115,20,0.0224722236770528,0.82313829787234,33
valid,0.0353642678169305,20,20,111,105.096666666667,105.096666666667,0.0353642678169305,0.0353642678169305,0.0353642678169305,0,0,0,0,0.0353642678169305,0,0,0,0,0,10,0,0,M400-01-baseline-awake,growing_clean,11,persistent_75,available,450,10153.125,0.75,0,106,115,20,0.0224722236770528,0.837777777777778,34
insufficient_clean_prebaseline,NaN,4,20,112,115.000844390832,115.000844390832,0.0541125261109486,0.0541125261109486,0.0541125261109486,0,0,0,0,0.0541125261109486,0,0,0,0,0,10,0,0,M400-01-baseline-awake,growing_clean,12,full_event,available,7461,168338.8125,0,0,106,115,4,NaN,0.842112317383729,35
insufficient_clean_prebaseline,NaN,4,20,112,118.042713567839,118.042713567839,0.0668874651454842,0.0668874651454842,0.0668874651454842,0,0,0,0,0.0668874651454842,0,0,0,0,0,10,0,0,M400-01-baseline-awake,growing_clean,12,persistent_50,available,4975,112248.4375,0.5,0,106,115,4,NaN,0.84643216080402,36
insufficient_clean_prebaseline,NaN,4,20,112,120.07992248062,120.07992248062,0.0770475219669587,0.0770475219669587,0.0770475219669587,0,0,0,0,0.0770475219669587,0,0,0,0,0,10,0,0,M400-01-baseline-awake,growing_clean,12,persistent_75,available,1935,43658.4375,0.75,0,106,115,4,NaN,0.823772609819121,37
insufficient_clean_prebaseline,NaN,9,20,132,114.140666666667,114.140666666667,0.0305920510491379,0.0305920510491379,0.0305920510491379,0,0,0,0,0.0305920510491379,0,0,0,0,0,19,0,0,M400-01-baseline-awake,growing_clean,13,full_event,available,6900,155681.25,0,0,127,145,9,NaN,0.798695652173913,38
insufficient_clean_prebaseline,NaN,9,20,132,120.402181303116,120.402181303116,0.0311757313837453,0.0311757313837453,0.0311757313837453,0,0,0,0,0.0311757313837453,0,0,0,0,0,19,0,0,M400-01-baseline-awake,growing_clean,13,persistent_50,available,1765,39822.8125,0.5,0,127,145,9,NaN,0.819263456090652,39
insufficient_clean_prebaseline,NaN,9,20,139,130.689293248945,130.689293248945,0.0205704982789648,0.0205704982789648,0.0205704982789648,0,0,0,0,0.0205704982789648,0,0,0,0,0,19,0,0,M400-01-baseline-awake,growing_clean,13,persistent_75,available,948,21389.25,0.75,0,127,145,9,NaN,0.882911392405063,40
insufficient_clean_prebaseline,NaN,19,20,131,109.956552905354,108.715211875159,0.0443941925113904,0.0563193807210303,0.0283637414366526,0.0114182827663608,0,0.0114182827663605,-0.0119251882096398,0.0283637414366526,0.0279556392843777,0.0286535283142386,0,0.0286535283142385,0.0286535283142386,26,20,0,M400-01-baseline-awake,growing_clean,14,full_event,available,7882,177837.625,0,1,127,152,19,NaN,0.824917533620908,41
insufficient_clean_prebaseline,NaN,19,20,131,110.271675126904,106.960592216582,0.0746232654744719,0.107889411964588,0.0320988912057208,0.0309561011369211,0,0.0309561011369208,-0.0332661464901158,0.0320988912057208,0.0757905207588669,0.0775685552848479,0,0.0775685552848479,0.0775685552848479,26,20,0,M400-01-baseline-awake,growing_clean,14,persistent_50,available,2955,66672.1875,0.5,1,127,152,19,NaN,0.820981387478849,42
insufficient_clean_prebaseline,NaN,19,20,131,109.887240795599,105.74663563267,0.0861516758898198,0.128680927151629,0.0328146429095967,0.0391559044706784,0,0.0391559044706784,-0.0425292512618091,0.0328146429095967,0.0958662842420321,0.0980317491514042,0,0.0980317491514041,0.0980317491514042,26,20,0,M400-01-baseline-awake,growing_clean,14,persistent_75,available,2363,53315.1875,0.75,1,127,152,19,NaN,0.813796022005925,43
insufficient_clean_prebaseline,NaN,14,20,139,94.6527373179307,94.6527373179307,0.0681356047324116,0.0681356047324116,0.0681356047324116,0,0,0,0,0.0681356047324116,0,0,0,0,0,13,0,0,M400-01-baseline-awake,growing_clean,15,full_event,available,1991,44921.9375,0,0,133,145,14,NaN,0.77850326469111,44
insufficient_clean_prebaseline,NaN,14,20,139,100.720755555556,100.720755555556,0.0844151288248214,0.0844151288248214,0.0844151288248214,0,0,0,0,0.0844151288248214,0,0,0,0,0,13,0,0,M400-01-baseline-awake,growing_clean,15,persistent_50,available,1125,25382.8125,0.5,0,133,145,14,NaN,0.801777777777778,45
insufficient_clean_prebaseline,NaN,14,20,139,100.013675213675,100.013675213675,0.0915845452148181,0.0915845452148181,0.0915845452148181,0,0,0,0,0.0915845452148181,0,0,0,0,0,13,0,0,M400-01-baseline-awake,growing_clean,15,persistent_75,available,819,18478.6875,0.75,0,133,145,14,NaN,0.802197802197802,46
valid,0.0167222799653264,20,20,150,120.357967795669,120.357967795669,0.0167222799653264,0.0167222799653264,0.0167222799653264,0,0,0,0,0.0167222799653264,0,0,0,0,0,16,0,0,M400-01-baseline-awake,growing_clean,16,full_event,available,3602,81270.125,0,0,141,156,20,0.0167222799653264,0.909772348695169,47
valid,0.0215518076990663,20,20,151,122.253593272171,122.253593272171,0.0215518076990663,0.0215518076990663,0.0215518076990663,0,0,0,0,0.0215518076990663,0,0,0,0,0,16,0,0,M400-01-baseline-awake,growing_clean,16,persistent_50,available,1308,29511.75,0.5,0,141,156,20,0.0167222799653264,0.917431192660551,48
valid,0.0219784568384895,20,20,151,122.591526520052,122.591526520052,0.0219784568384895,0.0219784568384895,0.0219784568384895,0,0,0,0,0.0219784568384895,0,0,0,0,0,16,0,0,M400-01-baseline-awake,growing_clean,16,persistent_75,available,773,17440.8125,0.75,0,141,156,20,0.0167222799653264,0.915912031047865,49
insufficient_clean_prebaseline,NaN,18,20,150,107.2367654445,107.2367654445,0.0222033418825675,0.0222033418825675,0.0222033418825675,0,0,0,0,0.0222033418825675,0,0,0,0,0,12,0,0,M400-01-baseline-awake,growing_clean,17,full_event,available,3982,89843.875,0,0,144,155,18,NaN,0.863887493721748,50
insufficient_clean_prebaseline,NaN,18,20,150,111.365875561257,111.365875561257,0.0363761192585619,0.0363761192585619,0.0363761192585619,0,0,0,0,0.0363761192585619,0,0,0,0,0,12,0,0,M400-01-baseline-awake,growing_clean,17,persistent_50,available,1559,35174.9375,0.5,0,144,155,18,NaN,0.882617062219371,51
insufficient_clean_prebaseline,NaN,18,20,150,111.389965792474,111.389965792474,0.0296758079210556,0.0296758079210556,0.0296758079210556,0,0,0,0,0.0296758079210556,0,0,0,0,0,12,0,0,M400-01-baseline-awake,growing_clean,17,persistent_75,available,877,19787.3125,0.75,0,144,155,18,NaN,0.873432155074116,52
insufficient_clean_prebaseline,NaN,8,20,161,106.844690111421,106.844690111421,0.00613981159686424,0.00613981159686424,0.00613981159686424,0,0,0,0,0.00613981159686424,0,0,0,0,0,5,0,0,M400-01-baseline-awake,growing_clean,18,full_event,available,2872,64799.5,0,0,156,169,8,NaN,0.867339832869081,53
insufficient_clean_prebaseline,NaN,8,20,158,109.033412322275,109.033412322275,0.0135855568426564,0.0135855568426564,0.0135855568426564,0,0,0,0,0.0135855568426564,0,0,0,0,0,5,0,0,M400-01-baseline-awake,growing_clean,18,persistent_50,available,1055,23803.4375,0.5,0,156,169,8,NaN,0.867298578199052,54
insufficient_clean_prebaseline,NaN,8,20,158,110.677272727273,110.677272727273,0.0174134461374185,0.0174134461374185,0.0174134461374185,0,0,0,0,0.0174134461374185,0,0,0,0,0,5,0,0,M400-01-baseline-awake,growing_clean,18,persistent_75,available,660,14891.25,0.75,0,156,169,8,NaN,0.853030303030303,55
valid,0.0459319721471902,20,20,379,100.069641170916,100.069641170916,0.0459319721471902,0.0459319721471902,0.0459319721471902,0,0,0,0,0.0459319721471902,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,19,full_event,available,3177,71681.0625,0,0,363,388,20,0.0459319721471902,0.854894554611269,56
valid,0.0893509748149359,20,20,372,109.248040540541,109.248040540541,0.0893509748149359,0.0893509748149359,0.0893509748149359,0,0,0,0,0.0893509748149359,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,19,persistent_50,available,740,16696.25,0.5,0,363,388,20,0.0459319721471902,0.874324324324324,57
valid,0.0986930652008211,20,20,370,109.419537815126,109.419537815126,0.0986930652008211,0.0986930652008211,0.0986930652008211,0,0,0,0,0.0986930652008211,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,19,persistent_75,available,476,10739.75,0.75,0,363,388,20,0.0459319721471902,0.846638655462185,58
insufficient_clean_prebaseline,NaN,9,20,165,81.4443558539656,85.9225136382711,0.0709602492555976,0.0151433419770668,0.0151433419770668,0,-0.0521185611859342,-0.0521185611859338,0.0558169072785308,0.0151433419770668,0,0,-0.0966542390466448,0,0,3,0,20,M400-01-baseline-awake,growing_clean,20,full_event,available,2383,53766.4375,0,0,158,187,9,NaN,0.768778850188838,59
insufficient_clean_prebaseline,NaN,9,20,166,78.5183186951066,85.8199498117942,0.108261384391914,0.0139696045965921,0.0139696045965921,0,-0.0850808131757275,-0.0850808131757275,0.0942917797953215,0.0139696045965921,0,0,-0.194658493870403,0,0,3,0,20,M400-01-baseline-awake,growing_clean,20,persistent_50,available,797,17982.3125,0.5,0,158,187,9,NaN,0.75909661229611,60
insufficient_clean_prebaseline,NaN,9,20,160,77.6401109057301,84.8641404805915,0.126506726852414,0.030613245047537,0.030613245047537,0,-0.085124641974233,-0.0851246419742333,0.0958934818048772,0.030613245047537,0,0,-0.200149957155099,0,0,3,0,20,M400-01-baseline-awake,growing_clean,20,persistent_75,available,541,12206.3125,0.75,0,158,187,9,NaN,0.761552680221811,61
insufficient_clean_prebaseline,NaN,1,20,203,82.1166112342942,82.1166112342942,0.0299830046278803,0.0299830046278803,0.0299830046278803,0,0,0,0,0.0299830046278803,0,0,-0.088625320631082,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,21,full_event,available,2706,61054.125,0,0,189,210,1,NaN,0.745750184774575,62
insufficient_clean_prebaseline,NaN,1,20,203,82.446821192053,82.446821192053,0.049988473404892,0.049988473404892,0.049988473404892,0,0,0,0,0.049988473404892,0,0,-0.199129384850025,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,21,persistent_50,available,755,17034.6875,0.5,0,189,210,1,NaN,0.739072847682119,63
insufficient_clean_prebaseline,NaN,1,20,203,82.5875668449198,82.5875668449198,0.060938397908556,0.060938397908556,0.060938397908556,0,0,0,0,0.060938397908556,0,0,-0.200199762781697,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,21,persistent_75,available,374,8438.375,0.75,0,189,210,1,NaN,0.751336898395722,64
insufficient_clean_prebaseline,NaN,16,20,236,83.0357049608355,83.0357049608355,0.0264440543654477,0.0264440543654477,0.0264440543654477,0,0,0,0,0.0264440543654477,0,0,-0.102242268041237,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,22,full_event,available,2298,51848.625,0,0,227,240,16,NaN,0.760661444734552,65
insufficient_clean_prebaseline,NaN,16,20,233,81.5584988962472,81.5584988962472,0.0335489633519191,0.0335489633519191,0.0335489633519191,0,0,0,0,0.0335489633519191,0,0,-0.196310635390572,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,22,persistent_50,available,906,20441.625,0.5,0,227,240,16,NaN,0.739514348785872,66
insufficient_clean_prebaseline,NaN,16,20,236,83.6026892430279,83.6026892430279,0.0394688403578394,0.0394688403578394,0.0394688403578394,0,0,0,0,0.0394688403578394,0,0,-0.200065679904295,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,22,persistent_75,available,502,11326.375,0.75,0,227,240,16,NaN,0.758964143426295,67
insufficient_clean_prebaseline,NaN,8,20,162,114.353654661017,114.291949152542,0.0165275820207253,0.0170763989040853,0.0170763989040853,0.000539893745203519,0,0.000539893745203751,-0.000548816883360084,0.0170763989040853,0,0.000925662857090486,0,0.000925662857090436,NaN,0,18,0,M400-01-baseline-awake,growing_clean,23,full_event,available,1888,42598,0,0,161,179,8,NaN,0.864406779661017,68
insufficient_clean_prebaseline,NaN,8,20,162,115.498097412481,115.497488584475,0.0265510050110534,0.0265564163235346,0.0265564163235346,5.27135276749315e-06,0,5.27135276741644e-06,-5.41131248115931e-06,0.0265564163235346,0,3.95705278708418e-05,0,3.95705278707586e-05,NaN,0,4,0,M400-01-baseline-awake,growing_clean,23,persistent_50,available,657,14823.5625,0.5,0,161,179,8,NaN,0.834094368340944,69
insufficient_clean_prebaseline,NaN,8,20,162,114.680941704036,114.680941704036,0.0249532237031186,0.0249532237031186,0.0249532237031186,0,0,0,0,0.0249532237031186,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,23,persistent_75,available,446,10062.875,0.75,0,161,179,8,NaN,0.827354260089686,70
insufficient_clean_prebaseline,NaN,17,20,169,110.447721354167,110.447721354167,0.0159760491889957,0.0159760491889957,0.0159760491889957,0,0,0,0,0.0159760491889957,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,24,full_event,available,3072,69312,0,0,169,186,17,NaN,0.8203125,71
insufficient_clean_prebaseline,NaN,17,20,169,112.475490196078,112.475490196078,0.0291712065083168,0.0291712065083168,0.0291712065083168,0,0,0,0,0.0291712065083168,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,24,persistent_50,available,1224,27616.5,0.5,0,169,186,17,NaN,0.805555555555556,72
insufficient_clean_prebaseline,NaN,17,20,173,119.454662162162,119.454662162162,0.0369307817225691,0.0369307817225691,0.0369307817225691,0,0,0,0,0.0369307817225691,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,24,persistent_75,available,740,16696.25,0.75,0,169,186,17,NaN,0.837837837837838,73
insufficient_clean_prebaseline,NaN,5,20,203,106.180443349754,106.180443349754,0.0493862958136296,0.0493862958136296,0.0493862958136296,0,0,0,0,0.0493862958136296,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,25,full_event,available,3045,68702.8125,0,0,197,206,5,NaN,0.805582922824302,74
insufficient_clean_prebaseline,NaN,5,20,203,107.95415704388,107.95415704388,0.0647161195572067,0.0647161195572067,0.0647161195572067,0,0,0,0,0.0647161195572067,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,25,persistent_50,available,1732,39078.25,0.5,0,197,206,5,NaN,0.799076212471132,75
insufficient_clean_prebaseline,NaN,5,20,203,112.887780548628,112.887780548628,0.0756310565226358,0.0756310565226358,0.0756310565226358,0,0,0,0,0.0756310565226358,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,25,persistent_75,available,1203,27142.6875,0.75,0,197,206,5,NaN,0.819617622610141,76
valid,0.0374478557662154,20,20,331,104.686139185677,104.686139185677,0.0374478557662154,0.0374478557662154,0.0374478557662154,0,0,0,0,0.0374478557662154,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,26,full_event,available,3463,78133.9375,0,0,324,334,20,0.0374478557662154,0.801617095004332,77
valid,0.0433850612359248,20,20,331,110.78409529942,110.78409529942,0.0433850612359248,0.0433850612359248,0.0433850612359248,0,0,0,0,0.0433850612359248,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,26,persistent_50,available,1553,35039.5625,0.5,0,324,334,20,0.0374478557662154,0.828074694140373,78
valid,0.0361507034522391,20,20,331,114.159953271028,114.159953271028,0.0361507034522391,0.0361507034522391,0.0361507034522391,0,0,0,0,0.0361507034522391,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,26,persistent_75,available,1070,24141.875,0.75,0,324,334,20,0.0374478557662154,0.827102803738318,79
insufficient_clean_prebaseline,NaN,2,20,537,95.4317742394086,95.4317742394086,0.0571589163240682,0.0571589163240682,0.0571589163240682,0,0,0,0,0.0571589163240682,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,27,full_event,available,3517,79352.3125,0,0,534,543,2,NaN,0.802672732442423,80
insufficient_clean_prebaseline,NaN,2,20,537,97.528891509434,97.528891509434,0.0741906425889763,0.0741906425889763,0.0741906425889763,0,0,0,0,0.0741906425889763,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,27,persistent_50,available,2120,47832.5,0.5,0,534,543,2,NaN,0.811792452830189,81
insufficient_clean_prebaseline,NaN,2,20,537,98.2296774193548,98.2296774193548,0.0861020620241932,0.0861020620241932,0.0861020620241932,0,0,0,0,0.0861020620241932,0,0,0,0,NaN,0,0,0,M400-01-baseline-awake,growing_clean,27,persistent_75,available,1395,31474.6875,0.75,0,534,543,2,NaN,0.820071684587814,82
