Session,EventRow,AmplitudeFraction,RiseFrames,Shape,DelayFrames,Constructible,PreviousStatus,PulseStatus,PreviousErrorSec,PulseErrorSec,PreviousWithinFiveSec,PulseWithinFiveSec
M400-01-baseline-awake,49,0.05,5,linear,10,1,broad_profile_unresolved,resolved,NaN,0,0,1
M400-01-baseline-awake,49,0.05,5,linear,25,1,insufficient_improvement,resolved,NaN,0,0,1
M400-01-baseline-awake,49,0.05,5,sine_squared,10,1,broad_profile_unresolved,resolved,NaN,0,0,1
M400-01-baseline-awake,49,0.05,5,sine_squared,25,1,insufficient_improvement,resolved,NaN,0,0,1
M400-01-baseline-awake,49,0.05,15,linear,10,1,broad_profile_unresolved,broad_profile_unresolved,NaN,NaN,0,0
M400-01-baseline-awake,49,0.05,15,linear,25,1,resolved,resolved,-11,-3,0,1
M400-01-baseline-awake,49,0.05,15,sine_squared,10,1,resolved,broad_profile_unresolved,-1,NaN,1,0
M400-01-baseline-awake,49,0.05,15,sine_squared,25,1,resolved,resolved,-11,-8,0,0
M400-01-baseline-awake,49,0.05,30,linear,10,1,broad_profile_unresolved,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,49,0.05,30,linear,25,1,resolved,broad_profile_unresolved,-4,NaN,1,0
M400-01-baseline-awake,49,0.05,30,sine_squared,10,1,broad_profile_unresolved,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,49,0.05,30,sine_squared,25,1,resolved,broad_profile_unresolved,-3,NaN,1,0
M400-01-baseline-awake,49,0.1,5,linear,10,1,resolved,resolved,-7,0,0,1
M400-01-baseline-awake,49,0.1,5,linear,25,1,not_a_rising_change,resolved,NaN,0,0,1
M400-01-baseline-awake,49,0.1,5,sine_squared,10,1,resolved,resolved,-7,0,0,1
M400-01-baseline-awake,49,0.1,5,sine_squared,25,1,not_a_rising_change,resolved,NaN,0,0,1
M400-01-baseline-awake,49,0.1,15,linear,10,1,resolved,broad_profile_unresolved,-1,NaN,1,0
M400-01-baseline-awake,49,0.1,15,linear,25,1,resolved,resolved,-7,-3,0,1
M400-01-baseline-awake,49,0.1,15,sine_squared,10,1,resolved,resolved,0,1,1,1
M400-01-baseline-awake,49,0.1,15,sine_squared,25,1,resolved,resolved,-5,-3,1,1
M400-01-baseline-awake,49,0.1,30,linear,10,1,broad_profile_unresolved,broad_profile_unresolved,NaN,NaN,0,0
M400-01-baseline-awake,49,0.1,30,linear,25,1,resolved,resolved,-3,-3,1,1
M400-01-baseline-awake,49,0.1,30,sine_squared,10,1,broad_profile_unresolved,broad_profile_unresolved,NaN,NaN,0,0
M400-01-baseline-awake,49,0.1,30,sine_squared,25,1,resolved,resolved,-2,-8,1,0
M400-01-baseline-awake,49,0.2,5,linear,10,1,resolved,resolved,-5,0,1,1
M400-01-baseline-awake,49,0.2,5,linear,25,1,not_a_rising_change,resolved,NaN,0,0,1
M400-01-baseline-awake,49,0.2,5,sine_squared,10,1,resolved,resolved,-5,0,1,1
M400-01-baseline-awake,49,0.2,5,sine_squared,25,1,not_a_rising_change,resolved,NaN,0,0,1
M400-01-baseline-awake,49,0.2,15,linear,10,1,resolved,resolved,-1,-1,1,1
M400-01-baseline-awake,49,0.2,15,linear,25,1,resolved,resolved,-5,0,1,1
M400-01-baseline-awake,49,0.2,15,sine_squared,10,1,resolved,resolved,1,2,1,1
M400-01-baseline-awake,49,0.2,15,sine_squared,25,1,resolved,resolved,-5,-3,1,1
M400-01-baseline-awake,49,0.2,30,linear,10,1,resolved,broad_profile_unresolved,-1,NaN,1,0
M400-01-baseline-awake,49,0.2,30,linear,25,1,resolved,resolved,-2,-2,1,1
M400-01-baseline-awake,49,0.2,30,sine_squared,10,1,resolved,resolved,1,-4,1,1
M400-01-baseline-awake,49,0.2,30,sine_squared,25,1,resolved,resolved,1,-1,1,1
M400-01-baseline-awake,50,0.02,5,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.02,5,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.02,5,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.02,5,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.02,15,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.02,15,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.02,15,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.02,15,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.02,30,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.02,30,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.02,30,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.02,30,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.05,5,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.05,5,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.05,5,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.05,5,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.05,15,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.05,15,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.05,15,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.05,15,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.05,30,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.05,30,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.05,30,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.05,30,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.1,5,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.1,5,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.1,5,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.1,5,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.1,15,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.1,15,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.1,15,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.1,15,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.1,30,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.1,30,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.1,30,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.1,30,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.2,5,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.2,5,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.2,5,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.2,5,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.2,15,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.2,15,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.2,15,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.2,15,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.2,30,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.2,30,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.2,30,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,50,0.2,30,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,51,0.02,5,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,51,0.02,5,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,51,0.02,5,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,51,0.02,5,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,51,0.02,15,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,51,0.02,15,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,51,0.02,15,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,51,0.02,15,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,51,0.02,30,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,51,0.02,30,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,51,0.02,30,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,51,0.02,30,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,51,0.05,5,linear,10,1,resolved,resolved,-5,3,1,1
M400-01-baseline-awake,51,0.05,5,linear,25,1,insufficient_improvement,resolved,NaN,0,0,1
M400-01-baseline-awake,51,0.05,5,sine_squared,10,1,resolved,resolved,-5,3,1,1
M400-01-baseline-awake,51,0.05,5,sine_squared,25,1,insufficient_improvement,resolved,NaN,1,0,1
M400-01-baseline-awake,51,0.05,15,linear,10,1,resolved,resolved,2,2,1,1
M400-01-baseline-awake,51,0.05,15,linear,25,1,resolved,insufficient_improvement,-2,NaN,1,0
M400-01-baseline-awake,51,0.05,15,sine_squared,10,1,resolved,resolved,2,2,1,1
M400-01-baseline-awake,51,0.05,15,sine_squared,25,1,resolved,resolved,-2,3,1,1
M400-01-baseline-awake,51,0.05,30,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,51,0.05,30,linear,25,1,resolved,insufficient_improvement,1,NaN,1,0
M400-01-baseline-awake,51,0.05,30,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,51,0.05,30,sine_squared,25,1,resolved,insufficient_improvement,4,NaN,1,0
M400-01-baseline-awake,51,0.1,5,linear,10,1,resolved,resolved,-4,1,1,1
M400-01-baseline-awake,51,0.1,5,linear,25,1,not_a_rising_change,resolved,NaN,0,0,1
M400-01-baseline-awake,51,0.1,5,sine_squared,10,1,resolved,resolved,-4,2,1,1
M400-01-baseline-awake,51,0.1,5,sine_squared,25,1,not_a_rising_change,resolved,NaN,0,0,1
M400-01-baseline-awake,51,0.1,15,linear,10,1,resolved,resolved,2,2,1,1
M400-01-baseline-awake,51,0.1,15,linear,25,1,resolved,resolved,-2,0,1,1
M400-01-baseline-awake,51,0.1,15,sine_squared,10,1,resolved,resolved,2,2,1,1
M400-01-baseline-awake,51,0.1,15,sine_squared,25,1,resolved,resolved,-2,3,1,1
M400-01-baseline-awake,51,0.1,30,linear,10,1,resolved,resolved,2,2,1,1
M400-01-baseline-awake,51,0.1,30,linear,25,1,resolved,resolved,1,1,1,1
M400-01-baseline-awake,51,0.1,30,sine_squared,10,1,resolved,insufficient_improvement,2,NaN,1,0
M400-01-baseline-awake,51,0.1,30,sine_squared,25,1,resolved,resolved,4,0,1,1
M400-01-baseline-awake,51,0.2,5,linear,10,1,resolved,resolved,-4,0,1,1
M400-01-baseline-awake,51,0.2,5,linear,25,1,not_a_rising_change,resolved,NaN,0,0,1
M400-01-baseline-awake,51,0.2,5,sine_squared,10,1,resolved,resolved,-4,0,1,1
M400-01-baseline-awake,51,0.2,5,sine_squared,25,1,not_a_rising_change,resolved,NaN,0,0,1
M400-01-baseline-awake,51,0.2,15,linear,10,1,resolved,resolved,1,1,1,1
M400-01-baseline-awake,51,0.2,15,linear,25,1,resolved,resolved,-4,0,1,1
M400-01-baseline-awake,51,0.2,15,sine_squared,10,1,resolved,resolved,2,2,1,1
M400-01-baseline-awake,51,0.2,15,sine_squared,25,1,resolved,resolved,-3,0,1,1
M400-01-baseline-awake,51,0.2,30,linear,10,1,resolved,resolved,2,2,1,1
M400-01-baseline-awake,51,0.2,30,linear,25,1,resolved,resolved,0,0,1,1
M400-01-baseline-awake,51,0.2,30,sine_squared,10,1,resolved,resolved,3,3,1,1
M400-01-baseline-awake,51,0.2,30,sine_squared,25,1,resolved,resolved,3,0,1,1
M401-01-baseline-awake,1,0.02,5,linear,10,1,resolved,insufficient_improvement,-5,NaN,1,0
M401-01-baseline-awake,1,0.02,5,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M401-01-baseline-awake,1,0.02,5,sine_squared,10,1,resolved,insufficient_improvement,-5,NaN,1,0
M401-01-baseline-awake,1,0.02,5,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M401-01-baseline-awake,1,0.02,15,linear,10,1,broad_profile_unresolved,insufficient_improvement,NaN,NaN,0,0
M401-01-baseline-awake,1,0.02,15,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M401-01-baseline-awake,1,0.02,15,sine_squared,10,1,resolved,insufficient_improvement,2,NaN,1,0
M401-01-baseline-awake,1,0.02,15,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M401-01-baseline-awake,1,0.02,30,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M401-01-baseline-awake,1,0.02,30,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M401-01-baseline-awake,1,0.02,30,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M401-01-baseline-awake,1,0.02,30,sine_squared,25,1,resolved,insufficient_improvement,9,NaN,0,0
M401-01-baseline-awake,1,0.05,5,linear,10,1,resolved,resolved,-5,2,1,1
M401-01-baseline-awake,1,0.05,5,linear,25,1,insufficient_improvement,resolved,NaN,-6,0,0
M401-01-baseline-awake,1,0.05,5,sine_squared,10,1,resolved,resolved,-5,2,1,1
M401-01-baseline-awake,1,0.05,5,sine_squared,25,1,insufficient_improvement,resolved,NaN,-3,0,1
M401-01-baseline-awake,1,0.05,15,linear,10,1,resolved,broad_profile_unresolved,2,NaN,1,0
M401-01-baseline-awake,1,0.05,15,linear,25,1,resolved,resolved,-1,10,1,0
M401-01-baseline-awake,1,0.05,15,sine_squared,10,1,resolved,resolved,2,2,1,1
M401-01-baseline-awake,1,0.05,15,sine_squared,25,1,resolved,resolved,-1,10,1,0
M401-01-baseline-awake,1,0.05,30,linear,10,1,resolved,insufficient_improvement,2,NaN,1,0
M401-01-baseline-awake,1,0.05,30,linear,25,1,resolved,broad_profile_unresolved,6,NaN,0,0
M401-01-baseline-awake,1,0.05,30,sine_squared,10,1,resolved,insufficient_improvement,2,NaN,1,0
M401-01-baseline-awake,1,0.05,30,sine_squared,25,1,resolved,resolved,6,6,0,0
M401-01-baseline-awake,1,0.1,5,linear,10,1,resolved,resolved,-5,0,1,1
M401-01-baseline-awake,1,0.1,5,linear,25,1,not_a_rising_change,resolved,NaN,0,0,1
M401-01-baseline-awake,1,0.1,5,sine_squared,10,1,resolved,resolved,-5,2,1,1
M401-01-baseline-awake,1,0.1,5,sine_squared,25,1,not_a_rising_change,resolved,NaN,0,0,1
M401-01-baseline-awake,1,0.1,15,linear,10,1,resolved,resolved,1,-6,1,0
M401-01-baseline-awake,1,0.1,15,linear,25,1,resolved,resolved,-3,4,1,1
M401-01-baseline-awake,1,0.1,15,sine_squared,10,1,resolved,resolved,2,2,1,1
M401-01-baseline-awake,1,0.1,15,sine_squared,25,1,resolved,resolved,-3,4,1,1
M401-01-baseline-awake,1,0.1,30,linear,10,1,resolved,broad_profile_unresolved,2,NaN,1,0
M401-01-baseline-awake,1,0.1,30,linear,25,1,resolved,broad_profile_unresolved,4,NaN,1,0
M401-01-baseline-awake,1,0.1,30,sine_squared,10,1,resolved,resolved,3,0,1,1
M401-01-baseline-awake,1,0.1,30,sine_squared,25,1,resolved,resolved,5,5,1,1
M401-01-baseline-awake,1,0.2,5,linear,10,1,resolved,resolved,-5,0,1,1
M401-01-baseline-awake,1,0.2,5,linear,25,1,not_a_rising_change,resolved,NaN,0,0,1
M401-01-baseline-awake,1,0.2,5,sine_squared,10,1,resolved,resolved,-5,0,1,1
M401-01-baseline-awake,1,0.2,5,sine_squared,25,1,not_a_rising_change,resolved,NaN,0,0,1
M401-01-baseline-awake,1,0.2,15,linear,10,1,resolved,resolved,1,-4,1,1
M401-01-baseline-awake,1,0.2,15,linear,25,1,resolved,resolved,-4,0,1,1
M401-01-baseline-awake,1,0.2,15,sine_squared,10,1,resolved,resolved,2,0,1,1
M401-01-baseline-awake,1,0.2,15,sine_squared,25,1,resolved,resolved,-3,3,1,1
M401-01-baseline-awake,1,0.2,30,linear,10,1,resolved,resolved,1,-6,1,0
M401-01-baseline-awake,1,0.2,30,linear,25,1,resolved,broad_profile_unresolved,1,NaN,1,0
M401-01-baseline-awake,1,0.2,30,sine_squared,10,1,resolved,resolved,4,0,1,1
M401-01-baseline-awake,1,0.2,30,sine_squared,25,1,resolved,resolved,5,1,1,1
M401-01-baseline-awake,2,0.02,5,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.02,5,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.02,5,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.02,5,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.02,15,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.02,15,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.02,15,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.02,15,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.02,30,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.02,30,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.02,30,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.02,30,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.05,5,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.05,5,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.05,5,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.05,5,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.05,15,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.05,15,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.05,15,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.05,15,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.05,30,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.05,30,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.05,30,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.05,30,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.1,5,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.1,5,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.1,5,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.1,5,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.1,15,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.1,15,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.1,15,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.1,15,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.1,30,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.1,30,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.1,30,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.1,30,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.2,5,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.2,5,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.2,5,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.2,5,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.2,15,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.2,15,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.2,15,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.2,15,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.2,30,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.2,30,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.2,30,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,2,0.2,30,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,3,0.02,5,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,3,0.02,5,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,3,0.02,5,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,3,0.02,5,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,3,0.02,15,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,3,0.02,15,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,3,0.02,15,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,3,0.02,15,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,3,0.02,30,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,3,0.02,30,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,3,0.02,30,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,3,0.02,30,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,3,0.05,5,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,3,0.05,5,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,3,0.05,5,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,3,0.05,5,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,3,0.05,15,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,3,0.05,15,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,3,0.05,15,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,3,0.05,15,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,3,0.05,30,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,3,0.05,30,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,3,0.05,30,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M401-01-baseline-awake,3,0.05,30,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
