Session,EventRow,AmplitudeFraction,RiseFrames,Shape,DelayFrames,Constructible,PreviousStatus,PulseStatus,PreviousErrorSec,PulseErrorSec,PreviousWithinFiveSec,PulseWithinFiveSec
M400-01-baseline-awake,18,0.05,30,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,18,0.1,5,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,18,0.1,5,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,18,0.1,5,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,18,0.1,5,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,18,0.1,15,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,18,0.1,15,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,18,0.1,15,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,18,0.1,15,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,18,0.1,30,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,18,0.1,30,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,18,0.1,30,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,18,0.1,30,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,18,0.2,5,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,18,0.2,5,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,18,0.2,5,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,18,0.2,5,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,18,0.2,15,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,18,0.2,15,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,18,0.2,15,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,18,0.2,15,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,18,0.2,30,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,18,0.2,30,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,18,0.2,30,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,18,0.2,30,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,19,0.02,5,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.02,5,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.02,5,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.02,5,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.02,15,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.02,15,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.02,15,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.02,15,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.02,30,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.02,30,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.02,30,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.02,30,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.05,5,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.05,5,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.05,5,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.05,5,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.05,15,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.05,15,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.05,15,sine_squared,10,1,search_boundary_unresolved,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.05,15,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.05,30,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.05,30,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.05,30,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.05,30,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.1,5,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.1,5,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.1,5,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.1,5,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.1,15,linear,10,1,search_boundary_unresolved,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.1,15,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.1,15,sine_squared,10,1,search_boundary_unresolved,search_boundary_unresolved,NaN,NaN,0,0
M400-01-baseline-awake,19,0.1,15,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.1,30,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.1,30,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.1,30,sine_squared,10,1,search_boundary_unresolved,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.1,30,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.2,5,linear,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.2,5,linear,25,1,not_a_rising_change,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.2,5,sine_squared,10,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.2,5,sine_squared,25,1,not_a_rising_change,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.2,15,linear,10,1,search_boundary_unresolved,search_boundary_unresolved,NaN,NaN,0,0
M400-01-baseline-awake,19,0.2,15,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.2,15,sine_squared,10,1,search_boundary_unresolved,search_boundary_unresolved,NaN,NaN,0,0
M400-01-baseline-awake,19,0.2,15,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.2,30,linear,10,1,search_boundary_unresolved,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.2,30,linear,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,19,0.2,30,sine_squared,10,1,search_boundary_unresolved,search_boundary_unresolved,NaN,NaN,0,0
M400-01-baseline-awake,19,0.2,30,sine_squared,25,1,insufficient_improvement,insufficient_improvement,NaN,NaN,0,0
M400-01-baseline-awake,20,0.02,5,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.02,5,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.02,5,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.02,5,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.02,15,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.02,15,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.02,15,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.02,15,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.02,30,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.02,30,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.02,30,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.02,30,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.05,5,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.05,5,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.05,5,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.05,5,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.05,15,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.05,15,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.05,15,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.05,15,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.05,30,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.05,30,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.05,30,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.05,30,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.1,5,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.1,5,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.1,5,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.1,5,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.1,15,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.1,15,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.1,15,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.1,15,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.1,30,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.1,30,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.1,30,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.1,30,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.2,5,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.2,5,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.2,5,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.2,5,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.2,15,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.2,15,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.2,15,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.2,15,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.2,30,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.2,30,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.2,30,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,20,0.2,30,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.02,5,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.02,5,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.02,5,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.02,5,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.02,15,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.02,15,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.02,15,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.02,15,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.02,30,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.02,30,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.02,30,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.02,30,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.05,5,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.05,5,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.05,5,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.05,5,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.05,15,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.05,15,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.05,15,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.05,15,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.05,30,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.05,30,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.05,30,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.05,30,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.1,5,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.1,5,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.1,5,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.1,5,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.1,15,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.1,15,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.1,15,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.1,15,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.1,30,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.1,30,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.1,30,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.1,30,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.2,5,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.2,5,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.2,5,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.2,5,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.2,15,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.2,15,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.2,15,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.2,15,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.2,30,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.2,30,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.2,30,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,21,0.2,30,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.02,5,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.02,5,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.02,5,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.02,5,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.02,15,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.02,15,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.02,15,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.02,15,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.02,30,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.02,30,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.02,30,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.02,30,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.05,5,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.05,5,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.05,5,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.05,5,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.05,15,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.05,15,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.05,15,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.05,15,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.05,30,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.05,30,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.05,30,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.05,30,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.1,5,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.1,5,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.1,5,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.1,5,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.1,15,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.1,15,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.1,15,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.1,15,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.1,30,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.1,30,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.1,30,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.1,30,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.2,5,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.2,5,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.2,5,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.2,5,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.2,15,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.2,15,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.2,15,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.2,15,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.2,30,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.2,30,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.2,30,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,22,0.2,30,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,23,0.02,5,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,23,0.02,5,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,23,0.02,5,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,23,0.02,5,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,23,0.02,15,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,23,0.02,15,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,23,0.02,15,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,23,0.02,15,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,23,0.02,30,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,23,0.02,30,linear,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,23,0.02,30,sine_squared,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,23,0.02,30,sine_squared,25,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
M400-01-baseline-awake,23,0.05,5,linear,10,1,insufficient_clean_context,insufficient_clean_context,NaN,NaN,0,0
