Session,Context,Planned,Constructible,Resolved,WithinFiveSec,BaselineUnderOnePercent,WithinFiveSecAndClean,AvailableAmplitudes,SameOnsetAsControl,ResolvedFraction,WithinFiveSecFractionAll,WithinFiveSecFractionResolved,MedianOnsetErrorSec,MedianBaselineImposedFraction,MedianBaselineEffectPP,MedianAbsoluteErrorSec,P90AbsoluteErrorSec
FB2312-baseline-awake,available,1920,1752,441,317,409,317,441,21,0.2517123287671233,0.18093607305936074,0.7188208616780045,-1.0,0.0,0.0,3.0,13.0
FB2312-baseline-awake,pulse,1920,1752,484,423,466,420,484,6,0.2762557077625571,0.24143835616438356,0.8739669421487604,0.0,0.0,0.0,2.0,7.0
FB2411,available,576,504,188,176,188,176,188,0,0.373015873015873,0.3492063492063492,0.9361702127659575,0.0,0.0,0.0,3.0,5.0
FB2411,pulse,576,504,223,221,223,221,223,0,0.44246031746031744,0.4384920634920635,0.9910313901345291,0.0,0.0,0.0,0.0,2.0
M400-01-baseline-awake,available,2448,2304,511,253,499,253,511,82,0.22178819444444445,0.10980902777777778,0.49510763209393344,-3.0,0.0,0.0,6.0,21.0
M400-01-baseline-awake,pulse,2448,2304,454,262,443,260,454,22,0.1970486111111111,0.11371527777777778,0.5770925110132159,0.0,0.0,0.0,5.0,11.0
M401-01-baseline-awake,available,576,576,163,110,163,110,163,0,0.2829861111111111,0.1909722222222222,0.6748466257668712,-2.0,0.0,0.0,4.0,9.0
M401-01-baseline-awake,pulse,576,576,176,150,175,150,176,0,0.3055555555555556,0.2604166666666667,0.8522727272727273,0.0,0.0,0.0,2.0,6.0
