Status,OnsetFrame,BestCandidateFrame,FitStartFrame,FitEndFrame,ScoreImprovement,ProfileStartFrame,ProfileEndFrame,ProfileSpanSec,BaselineSlopePerSecOverFitMedian,PostSlopePerSecOverFitMedian,BaselineStartFrame,BaselineEndFrame,BaselineMean,ProvisionalAmplitude,BaselineStatus,Session,EventRow,LocalRow,Context,NativeStartFrame,NativeEndFrame
insufficient_improvement,NaN,166,144,208,7.15141782039554,164,179,15,-0.000489530127264054,0.000521893339787564,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,2,5,available,204,213
not_a_rising_change,NaN,363,342,406,13.6833304247352,362,366,4,0.0014998812409222,-0.000297044920049002,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,3,8,fixed,402,413
not_a_rising_change,NaN,363,342,406,13.6833304247352,362,366,4,0.0014998812409222,-0.000297044920049002,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,3,8,available,402,413
overlapping_detection_in_fit,NaN,NaN,411,475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,4,11,fixed,471,490
insufficient_improvement,NaN,447,414,475,-5.51485069394117,434,471,37,2.40445741567996e-05,0.000465562865816559,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,4,11,available,471,490
overlapping_detection_in_fit,NaN,NaN,434,498,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,5,14,fixed,494,503
insufficient_clean_context,NaN,NaN,491,498,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,5,14,available,494,503
overlapping_detection_in_fit,NaN,NaN,471,535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,6,17,fixed,531,552
insufficient_improvement,NaN,530,504,535,8.04568422204639,530,531,1,0.000229413382312593,-0.00376913371424507,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,6,17,available,531,552
insufficient_improvement,NaN,640,581,645,-1.64304281645574,638,641,3,0.000273974894778529,-0.0036198584875405,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,7,20,fixed,641,650
insufficient_improvement,NaN,640,581,645,-1.64304281645574,638,641,3,0.000273974894778529,-0.0036198584875405,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,7,20,available,641,650
recording_boundary_unresolved,NaN,NaN,-59,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,8,23,fixed,1,23
insufficient_clean_context,NaN,NaN,1,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,8,23,available,1,23
resolved,175,175,144,208,24.0255982526414,172,178,6,-0.000478918521140709,0.000808864226316258,155,174,535.862320295559,0.0192120551765287,provisional_valid,FB2312-baseline-awake,9,26,fixed,204,214
resolved,175,175,144,208,24.0255982526414,172,178,6,-0.000478918521140709,0.000808864226316258,155,174,535.862320295559,0.0192120551765287,provisional_valid,FB2312-baseline-awake,9,26,available,204,214
insufficient_improvement,NaN,324,264,328,-1.32254666704685,322,324,2,-3.96886375266593e-05,-0.00330327314490856,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,10,29,fixed,324,333
insufficient_improvement,NaN,324,264,328,-1.32254666704685,322,324,2,-3.96886375266593e-05,-0.00330327314490856,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,10,29,available,324,333
not_a_rising_change,NaN,365,342,406,30.2731608136903,362,367,5,0.00173471417905821,-0.000493665865925708,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,11,32,fixed,402,412
not_a_rising_change,NaN,365,342,406,30.2731608136903,362,367,5,0.00173471417905821,-0.000493665865925708,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,11,32,available,402,412
overlapping_detection_in_fit,NaN,NaN,411,475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,12,35,fixed,471,490
not_a_rising_change,NaN,467,413,475,18.6937161531325,465,469,4,0.000563659701619236,-0.00323963713451376,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,12,35,available,471,490
overlapping_detection_in_fit,NaN,NaN,434,498,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,13,38,fixed,494,503
insufficient_clean_context,NaN,NaN,491,498,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,13,38,available,494,503
overlapping_detection_in_fit,NaN,NaN,471,535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,14,41,fixed,531,552
not_a_rising_change,NaN,529,504,535,21.6450868360406,528,529,1,0.000373741204048092,-0.00527869165653133,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,14,41,available,531,552
insufficient_improvement,NaN,639,581,645,8.89386973044437,638,641,3,0.000475058404515055,-0.00525238697060056,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,15,44,fixed,641,650
insufficient_improvement,NaN,639,581,645,8.89386973044437,638,641,3,0.000475058404515055,-0.00525238697060056,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,15,44,available,641,650
overlapping_detection_in_fit,NaN,NaN,624,688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,16,47,fixed,684,695
not_a_rising_change,NaN,674,651,688,15.6751381002756,671,675,4,0.000584014640413579,-0.00206715616620385,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,16,47,available,684,695
recording_boundary_unresolved,NaN,NaN,-36,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,17,50,fixed,24,53
search_boundary_unresolved,NaN,24,1,28,15.6657665425302,23,24,1,0.00440726189539122,0.018357911097548,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,17,50,available,24,53
recording_boundary_unresolved,NaN,NaN,-23,41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,18,53,fixed,37,46
insufficient_clean_context,NaN,NaN,37,41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,18,53,available,37,46
recording_boundary_unresolved,NaN,NaN,-9,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,19,56,fixed,51,63
insufficient_clean_context,NaN,NaN,47,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,19,56,available,51,63
overlapping_detection_in_fit,NaN,NaN,73,137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,20,59,fixed,133,143
insufficient_improvement,NaN,125,76,137,-0.824576791872776,122,130,8,0.000975769659821118,0.00548481412616246,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,20,59,available,133,143
overlapping_detection_in_fit,NaN,NaN,191,255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,21,62,fixed,251,265
insufficient_improvement,NaN,250,207,255,4.02134798995432,248,251,3,0.00133901427085152,0.0176993087310733,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,21,62,available,251,265
overlapping_detection_in_fit,NaN,NaN,295,359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,22,65,fixed,355,370
insufficient_improvement,NaN,355,321,359,5.4177674446512,355,355,0,0.0013056027395153,0.0285285725416332,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,22,65,available,355,370
overlapping_detection_in_fit,NaN,NaN,312,376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,23,68,fixed,372,389
insufficient_clean_context,NaN,NaN,371,376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,23,68,available,372,389
overlapping_detection_in_fit,NaN,NaN,298,362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,24,71,fixed,358,369
insufficient_clean_context,NaN,NaN,356,362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,24,71,available,358,369
overlapping_detection_in_fit,NaN,NaN,306,370,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,25,74,fixed,366,378
insufficient_improvement,NaN,354,326,370,-3.65677784962985,346,357,11,0.00184461084011648,0.00588965422701403,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,25,74,available,366,378
overlapping_detection_in_fit,NaN,NaN,320,384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,26,77,fixed,380,398
insufficient_clean_context,NaN,NaN,379,384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,26,77,available,380,398
overlapping_detection_in_fit,NaN,NaN,318,382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,27,80,fixed,378,398
not_a_rising_change,NaN,362,327,382,11.6201155682129,359,366,7,0.00576708399956228,-0.00175798573790416,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,27,80,available,378,398
overlapping_detection_in_fit,NaN,NaN,452,516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,28,83,fixed,512,523
insufficient_improvement,NaN,510,488,516,-6.38215840955184,508,512,4,0.00337050972595047,0.00589795472202496,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,28,83,available,512,523
overlapping_detection_in_fit,NaN,NaN,378,442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,29,86,fixed,438,452
insufficient_clean_context,NaN,NaN,434,442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,29,86,available,438,452
overlapping_detection_in_fit,NaN,NaN,456,520,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,30,89,fixed,516,527
insufficient_clean_context,NaN,NaN,495,520,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,30,89,available,516,527
overlapping_detection_in_fit,NaN,NaN,389,453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,31,92,fixed,449,458
insufficient_clean_context,NaN,NaN,431,453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,31,92,available,449,458
overlapping_detection_in_fit,NaN,NaN,556,620,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,32,95,fixed,616,630
insufficient_improvement,NaN,616,583,620,-5.49396902503406,603,616,13,0.0033227841746375,0.0153058150129611,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,32,95,available,616,630
insufficient_improvement,NaN,814,764,828,6.06129791907967,811,816,5,-0.000373106047180735,0.00578972859026406,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,33,98,fixed,824,834
insufficient_improvement,NaN,814,764,828,6.06129791907967,811,816,5,-0.000373106047180735,0.00578972859026406,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,33,98,available,824,834
overlapping_detection_in_fit,NaN,NaN,561,625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,34,101,fixed,621,631
insufficient_improvement,NaN,590,570,625,1.95722351877852,590,592,2,-0.00207482680386906,0.00344145552653206,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,34,101,available,621,631
insufficient_improvement,NaN,779,759,823,-2.06259148135834,779,816,37,-0.00333216107913257,-0.000184141201378644,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,35,104,fixed,819,835
insufficient_improvement,NaN,779,759,823,-2.06259148135834,779,816,37,-0.00333216107913257,-0.000184141201378644,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,35,104,available,819,835
overlapping_detection_in_fit,NaN,NaN,601,665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,36,107,fixed,661,676
insufficient_clean_context,NaN,NaN,659,665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,36,107,available,661,676
overlapping_detection_in_fit,NaN,NaN,670,734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,37,110,fixed,730,739
insufficient_improvement,NaN,698,677,734,5.07416389456214,697,700,3,0.00314800988796618,-0.00111596423520631,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,37,110,available,730,739
resolved,814,814,764,828,19.7707299418403,812,816,4,-0.000995619154929471,0.00607461741742302,794,813,2627.44659803512,0.104349308481458,provisional_valid,FB2312-baseline-awake,38,113,fixed,824,833
resolved,814,814,764,828,19.7707299418403,812,816,4,-0.000995619154929471,0.00607461741742302,794,813,2627.44659803512,0.104349308481458,provisional_valid,FB2312-baseline-awake,38,113,available,824,833
overlapping_detection_in_fit,NaN,NaN,794,858,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,39,116,fixed,854,867
insufficient_clean_context,NaN,NaN,852,858,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,39,116,available,854,867
insufficient_improvement,NaN,917,878,942,-0.137408559836627,906,927,21,0.000901856490601267,-0.00162184297475457,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,40,119,fixed,938,947
insufficient_improvement,NaN,917,878,942,-0.137408559836627,906,927,21,0.000901856490601267,-0.00162184297475457,NaN,NaN,NaN,NaN,onset_unresolved,FB2312-baseline-awake,40,119,available,938,947
recording_boundary_unresolved,NaN,NaN,-56,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2411,1,2,fixed,4,24
insufficient_clean_context,NaN,NaN,1,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2411,1,2,available,4,24
recording_boundary_unresolved,NaN,NaN,-24,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2411,2,5,fixed,36,84
insufficient_clean_context,NaN,NaN,36,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2411,2,5,available,36,84
overlapping_detection_in_fit,NaN,NaN,30,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2411,3,8,fixed,90,101
insufficient_clean_context,NaN,NaN,85,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2411,3,8,available,90,101
overlapping_detection_in_fit,NaN,NaN,30,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2411,4,11,fixed,90,100
insufficient_clean_context,NaN,NaN,85,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2411,4,11,available,90,100
overlapping_detection_in_fit,NaN,NaN,44,108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2411,5,14,fixed,104,115
insufficient_clean_context,NaN,NaN,101,108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2411,5,14,available,104,115
overlapping_detection_in_fit,NaN,NaN,85,149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2411,6,17,fixed,145,165
insufficient_improvement,NaN,132,102,149,0.344887645643361,122,138,16,3.62777590146955e-05,-8.54473739130276e-05,NaN,NaN,NaN,NaN,onset_unresolved,FB2411,6,17,available,145,165
overlapping_detection_in_fit,NaN,NaN,167,231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2411,7,20,fixed,227,239
insufficient_improvement,NaN,224,171,231,-7.78077016235484,191,227,36,1.67070990967354e-05,-3.7369530544969e-05,NaN,NaN,NaN,NaN,onset_unresolved,FB2411,7,20,available,227,239
insufficient_improvement,NaN,138,92,156,9.91622500436957,128,141,13,1.47188483147345e-05,-0.000126136924631033,NaN,NaN,NaN,NaN,onset_unresolved,FB2411,8,23,fixed,152,165
insufficient_improvement,NaN,138,92,156,9.91622500436957,128,141,13,1.47188483147345e-05,-0.000126136924631033,NaN,NaN,NaN,NaN,onset_unresolved,FB2411,8,23,available,152,165
overlapping_detection_in_fit,NaN,NaN,104,168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2411,9,26,fixed,164,232
insufficient_clean_context,NaN,NaN,153,168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2411,9,26,available,164,232
overlapping_detection_in_fit,NaN,NaN,231,295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2411,10,29,fixed,291,301
insufficient_clean_context,NaN,NaN,273,295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,onset_unresolved,FB2411,10,29,available,291,301
insufficient_improvement,NaN,284,232,296,5.401483738876,281,287,6,-6.70701677863735e-06,-0.000157654118086328,NaN,NaN,NaN,NaN,onset_unresolved,FB2411,11,32,fixed,292,301
insufficient_improvement,NaN,284,232,296,5.401483738876,281,287,6,-6.70701677863735e-06,-0.000157654118086328,NaN,NaN,NaN,NaN,onset_unresolved,FB2411,11,32,available,292,301
insufficient_improvement,NaN,283,232,296,-4.83557611234913,266,287,21,-2.20232203856867e-05,-8.38347589021195e-05,NaN,NaN,NaN,NaN,onset_unresolved,FB2411,12,35,fixed,292,301
insufficient_improvement,NaN,283,232,296,-4.83557611234913,266,287,21,-2.20232203856867e-05,-8.38347589021195e-05,NaN,NaN,NaN,NaN,onset_unresolved,FB2411,12,35,available,292,301
