Session,Context,AmplitudeFraction,RiseFrames,Shape,DelayFrames,Planned,Constructible,Resolved,WithinFiveSec,BaselineUnderOnePercent,WithinFiveSecAndClean,AvailableAmplitudes,SameOnsetAsControl,ResolvedFraction,WithinFiveSecFractionAll,WithinFiveSecFractionResolved,MedianOnsetErrorSec,MedianBaselineImposedFraction,MedianBaselineEffectPP,MedianAbsoluteErrorSec,P90AbsoluteErrorSec
FB2312-baseline-awake,available,0.1,30,linear,25,40,36,14,7,10,7,14,0,0.3888888888888889,0.19444444444444445,0.5,-1.0,0.0,0.0,4.5,15.400000000000002
FB2312-baseline-awake,available,0.1,30,sine_squared,10,40,37,9,7,9,7,9,1,0.24324324324324326,0.1891891891891892,0.7777777777777778,0.0,0.0,0.0,3.0,11.800000000000004
FB2312-baseline-awake,available,0.1,30,sine_squared,25,40,36,14,9,11,9,14,0,0.3888888888888889,0.25,0.6428571428571429,3.0,0.0002376162144203108,-0.025944940382260914,3.5,16.400000000000002
FB2312-baseline-awake,available,0.1,5,linear,10,40,37,18,15,17,15,18,0,0.4864864864864865,0.40540540540540543,0.8333333333333334,-3.0,0.0,0.0,3.0,6.600000000000001
FB2312-baseline-awake,available,0.1,5,linear,25,40,36,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
FB2312-baseline-awake,available,0.1,5,sine_squared,10,40,37,18,15,17,15,18,0,0.4864864864864865,0.40540540540540543,0.8333333333333334,-3.0,0.0,0.0,3.0,6.600000000000001
FB2312-baseline-awake,available,0.1,5,sine_squared,25,40,36,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
FB2312-baseline-awake,available,0.2,15,linear,10,40,37,21,18,18,18,21,1,0.5675675675675675,0.4864864864864865,0.8571428571428571,0.0,0.0,0.0,2.0,6.0
FB2312-baseline-awake,available,0.2,15,linear,25,40,36,13,9,13,9,13,0,0.3611111111111111,0.25,0.6923076923076923,-5.0,0.0,0.0,5.0,8.8
FB2312-baseline-awake,available,0.2,15,sine_squared,10,40,37,21,18,19,18,21,0,0.5675675675675675,0.4864864864864865,0.8571428571428571,2.0,0.000515924889439523,-0.0642558409262417,2.0,6.0
FB2312-baseline-awake,available,0.2,15,sine_squared,25,40,36,13,9,13,9,13,1,0.3611111111111111,0.25,0.6923076923076923,-4.0,0.0,0.0,4.0,7.800000000000001
FB2312-baseline-awake,available,0.2,30,linear,10,40,37,18,16,16,16,18,1,0.4864864864864865,0.43243243243243246,0.8888888888888888,0.0,0.0,0.0,1.5,5.900000000000002
FB2312-baseline-awake,available,0.2,30,linear,25,40,36,16,9,10,9,16,0,0.4444444444444444,0.25,0.5625,-0.5,0.0,0.0,2.0,20.0
FB2312-baseline-awake,available,0.2,30,sine_squared,10,40,37,19,15,19,15,19,0,0.5135135135135135,0.40540540540540543,0.7894736842105263,3.0,0.000366903386961104,-0.043034786146956,3.0,8.0
FB2312-baseline-awake,available,0.2,30,sine_squared,25,40,36,18,11,16,11,18,0,0.5,0.3055555555555556,0.6111111111111112,3.0,0.00038158283134204197,-0.04581064125361855,3.5,10.900000000000002
FB2312-baseline-awake,available,0.2,5,linear,10,40,37,19,17,19,17,19,0,0.5135135135135135,0.4594594594594595,0.8947368421052632,-4.0,0.0,0.0,4.0,5.199999999999999
FB2312-baseline-awake,available,0.2,5,linear,25,40,36,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
FB2312-baseline-awake,available,0.2,5,sine_squared,10,40,37,19,17,19,17,19,0,0.5135135135135135,0.4594594594594595,0.8947368421052632,-4.0,0.0,0.0,4.0,5.199999999999999
FB2312-baseline-awake,available,0.2,5,sine_squared,25,40,36,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
FB2312-baseline-awake,fixed,0.02,15,linear,10,40,37,3,2,3,2,3,1,0.08108108108108109,0.05405405405405406,0.6666666666666666,0.0,0.0,0.0,0.0,11.200000000000001
FB2312-baseline-awake,fixed,0.02,15,linear,25,40,36,3,2,3,2,3,1,0.08333333333333333,0.05555555555555555,0.6666666666666666,-4.0,0.0,0.0,4.0,12.0
FB2312-baseline-awake,fixed,0.02,15,sine_squared,10,40,37,4,3,4,3,4,1,0.10810810810810811,0.08108108108108109,0.75,-2.5,0.0,0.0,2.5,11.3
FB2312-baseline-awake,fixed,0.02,15,sine_squared,25,40,36,3,2,3,2,3,1,0.08333333333333333,0.05555555555555555,0.6666666666666666,-4.0,0.0,0.0,4.0,12.0
FB2312-baseline-awake,fixed,0.02,30,linear,10,40,37,3,1,3,1,3,1,0.08108108108108109,0.02702702702702703,0.3333333333333333,-17.0,0.0,0.0,17.0,17.8
FB2312-baseline-awake,fixed,0.02,30,linear,25,40,36,4,2,4,2,4,1,0.1111111111111111,0.05555555555555555,0.5,5.5,0.001721108788208525,-0.1932226348799305,8.5,14.7
FB2312-baseline-awake,fixed,0.02,30,sine_squared,10,40,37,3,1,3,1,3,1,0.08108108108108109,0.02702702702702703,0.3333333333333333,-17.0,0.0,0.0,17.0,17.8
FB2312-baseline-awake,fixed,0.02,30,sine_squared,25,40,36,4,2,4,2,4,0,0.1111111111111111,0.05555555555555555,0.5,6.0,0.001213434771497935,-0.135583772590142,8.0,14.0
FB2312-baseline-awake,fixed,0.02,5,linear,10,40,37,3,2,3,2,3,0,0.08108108108108109,0.05405405405405406,0.6666666666666666,-1.0,0.0,0.0,1.0,11.4
FB2312-baseline-awake,fixed,0.02,5,linear,25,40,36,2,0,1,0,2,0,0.05555555555555555,0.0,0.0,1.0,0.00590903820999235,-0.64389523030861,13.0,13.8
FB2312-baseline-awake,fixed,0.02,5,sine_squared,10,40,37,3,2,3,2,3,0,0.08108108108108109,0.05405405405405406,0.6666666666666666,-1.0,0.0,0.0,1.0,11.4
FB2312-baseline-awake,fixed,0.02,5,sine_squared,25,40,36,2,0,1,0,2,0,0.05555555555555555,0.0,0.0,1.0,0.00591303577700185,-0.642984360549525,13.0,13.8
FB2312-baseline-awake,fixed,0.05,15,linear,10,40,37,6,5,6,5,6,1,0.16216216216216217,0.13513513513513514,0.8333333333333334,0.0,0.0,0.0,1.0,5.0
FB2312-baseline-awake,fixed,0.05,15,linear,25,40,36,5,2,3,2,5,1,0.1388888888888889,0.05555555555555555,0.4,-4.0,0.0,0.0,13.0,13.6
FB2312-baseline-awake,fixed,0.05,15,sine_squared,10,40,37,8,8,8,8,8,1,0.21621621621621623,0.21621621621621623,1.0,0.5,1.354673817666185e-05,-0.001417644408474585,2.5,4.3
FB2312-baseline-awake,fixed,0.05,15,sine_squared,25,40,36,5,2,4,2,5,1,0.1388888888888889,0.05555555555555555,0.4,-4.0,0.0,0.0,13.0,14.0
FB2312-baseline-awake,fixed,0.05,30,linear,10,40,37,4,3,4,3,4,1,0.10810810810810811,0.08108108108108109,0.75,-2.5,0.0,0.0,2.5,11.3
FB2312-baseline-awake,fixed,0.05,30,linear,25,40,36,5,2,5,2,5,0,0.1388888888888889,0.05555555555555555,0.4,-2.0,0.0,0.0,14.0,14.0
FB2312-baseline-awake,fixed,0.05,30,sine_squared,10,40,37,4,3,4,3,4,1,0.10810810810810811,0.08108108108108109,0.75,-2.0,0.0,0.0,2.0,11.000000000000002
FB2312-baseline-awake,fixed,0.05,30,sine_squared,25,40,36,6,3,6,3,6,0,0.16666666666666666,0.08333333333333333,0.5,0.0,0.0,0.0,7.0,14.0
FB2312-baseline-awake,fixed,0.05,5,linear,10,40,37,8,7,8,7,8,0,0.21621621621621623,0.1891891891891892,0.875,-2.5,0.0,0.0,2.5,5.8999999999999995
FB2312-baseline-awake,fixed,0.05,5,linear,25,40,36,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
FB2312-baseline-awake,fixed,0.05,5,sine_squared,10,40,37,8,7,8,7,8,0,0.21621621621621623,0.1891891891891892,0.875,-2.5,0.0,0.0,2.5,5.8999999999999995
FB2312-baseline-awake,fixed,0.05,5,sine_squared,25,40,36,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
FB2312-baseline-awake,fixed,0.1,15,linear,10,40,37,11,10,10,10,11,1,0.2972972972972973,0.2702702702702703,0.9090909090909091,0.0,0.0,0.0,1.0,4.0
FB2312-baseline-awake,fixed,0.1,15,linear,25,40,36,8,5,8,5,8,0,0.2222222222222222,0.1388888888888889,0.625,-4.5,0.0,0.0,5.0,11.6
FB2312-baseline-awake,fixed,0.1,15,sine_squared,10,40,37,11,10,11,10,11,1,0.2972972972972973,0.2702702702702703,0.9090909090909091,1.0,5.41869527064254e-05,-0.00594044419732764,2.0,4.0
FB2312-baseline-awake,fixed,0.1,15,sine_squared,25,40,36,8,6,8,6,8,1,0.2222222222222222,0.16666666666666666,0.75,-3.5,0.0,0.0,4.0,11.6
FB2312-baseline-awake,fixed,0.1,30,linear,10,40,37,6,5,6,5,6,1,0.16216216216216217,0.13513513513513514,0.8333333333333334,0.0,0.0,0.0,1.0,5.0
FB2312-baseline-awake,fixed,0.1,30,linear,25,40,36,10,6,8,6,10,0,0.2777777777777778,0.16666666666666666,0.6,-1.0,0.0,0.0,1.0,14.0
FB2312-baseline-awake,fixed,0.1,30,sine_squared,10,40,37,5,5,5,5,5,1,0.13513513513513514,0.13513513513513514,1.0,0.0,0.0,0.0,3.0,4.2
FB2312-baseline-awake,fixed,0.1,30,sine_squared,25,40,36,9,7,9,7,9,0,0.25,0.19444444444444445,0.7777777777777778,2.0,6.80014186267286e-05,-0.00754844097157203,2.0,13.0
FB2312-baseline-awake,fixed,0.1,5,linear,10,40,37,11,9,10,9,11,0,0.2972972972972973,0.24324324324324326,0.8181818181818182,-3.0,0.0,0.0,4.0,6.0
FB2312-baseline-awake,fixed,0.1,5,linear,25,40,36,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
FB2312-baseline-awake,fixed,0.1,5,sine_squared,10,40,37,11,9,10,9,11,0,0.2972972972972973,0.24324324324324326,0.8181818181818182,-3.0,0.0,0.0,4.0,6.0
FB2312-baseline-awake,fixed,0.1,5,sine_squared,25,40,36,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
FB2312-baseline-awake,fixed,0.2,15,linear,10,40,37,11,10,10,10,11,1,0.2972972972972973,0.2702702702702703,0.9090909090909091,0.0,0.0,0.0,0.0,2.0
FB2312-baseline-awake,fixed,0.2,15,linear,25,40,36,10,8,10,8,10,0,0.2777777777777778,0.2222222222222222,0.8,-5.0,0.0,0.0,5.0,9.0
FB2312-baseline-awake,fixed,0.2,15,sine_squared,10,40,37,11,10,10,10,11,0,0.2972972972972973,0.2702702702702703,0.9090909090909091,1.0,0.000108373905412629,-0.0144997508145117,1.0,3.0
FB2312-baseline-awake,fixed,0.2,15,sine_squared,25,40,36,10,8,10,8,10,1,0.2777777777777778,0.2222222222222222,0.8,-4.0,0.0,0.0,4.0,8.1
FB2312-baseline-awake,fixed,0.2,30,linear,10,40,37,11,10,10,10,11,1,0.2972972972972973,0.2702702702702703,0.9090909090909091,0.0,0.0,0.0,1.0,4.0
FB2312-baseline-awake,fixed,0.2,30,linear,25,40,36,11,7,8,7,11,0,0.3055555555555556,0.19444444444444445,0.6363636363636364,-1.0,0.0,0.0,1.0,12.0
FB2312-baseline-awake,fixed,0.2,30,sine_squared,10,40,37,11,10,11,10,11,0,0.2972972972972973,0.2702702702702703,0.9090909090909091,2.0,0.000135039314565599,-0.0154551346317255,2.0,5.0
FB2312-baseline-awake,fixed,0.2,30,sine_squared,25,40,36,11,8,11,8,11,0,0.3055555555555556,0.2222222222222222,0.7272727272727273,2.0,0.000136853277058258,-0.0167888976853492,2.0,8.0
FB2312-baseline-awake,fixed,0.2,5,linear,10,40,37,11,11,11,11,11,0,0.2972972972972973,0.2972972972972973,1.0,-4.0,0.0,0.0,4.0,5.0
FB2312-baseline-awake,fixed,0.2,5,linear,25,40,36,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
FB2312-baseline-awake,fixed,0.2,5,sine_squared,10,40,37,11,11,11,11,11,0,0.2972972972972973,0.2972972972972973,1.0,-4.0,0.0,0.0,4.0,5.0
FB2312-baseline-awake,fixed,0.2,5,sine_squared,25,40,36,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
FB2411,available,0.02,15,linear,10,12,11,5,5,5,5,5,0,0.45454545454545453,0.45454545454545453,1.0,0.0,0.0,0.0,1.0,1.6
FB2411,available,0.02,15,linear,25,12,10,4,0,4,0,4,0,0.4,0.0,0.0,-6.5,0.0,0.0,6.5,7.0
FB2411,available,0.02,15,sine_squared,10,12,11,5,5,5,5,5,0,0.45454545454545453,0.45454545454545453,1.0,2.0,5.41720392406297e-05,-0.00551954265270993,2.0,2.6
FB2411,available,0.02,15,sine_squared,25,12,10,4,2,4,2,4,0,0.4,0.2,0.5,-5.5,0.0,0.0,5.5,6.0
FB2411,available,0.02,30,linear,10,12,11,5,5,5,5,5,0,0.45454545454545453,0.45454545454545453,1.0,-1.0,0.0,0.0,1.0,2.6
FB2411,available,0.02,30,linear,25,12,10,4,4,4,4,4,0,0.4,0.4,1.0,-1.0,0.0,0.0,1.0,1.0
FB2411,available,0.02,30,sine_squared,10,12,11,5,2,5,2,5,0,0.45454545454545453,0.18181818181818182,0.4,6.0,0.000243575021045661,-0.0247168617252047,6.0,6.0
FB2411,available,0.02,30,sine_squared,25,12,10,5,5,5,5,5,0,0.5,0.5,1.0,3.0,3.8135189631916e-05,-0.00388704162515019,3.0,3.6
FB2411,available,0.02,5,linear,10,12,11,5,5,5,5,5,0,0.45454545454545453,0.45454545454545453,1.0,-4.0,0.0,0.0,4.0,4.6
FB2411,available,0.02,5,linear,25,12,10,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
FB2411,available,0.02,5,sine_squared,10,12,11,5,5,5,5,5,0,0.45454545454545453,0.45454545454545453,1.0,-4.0,0.0,0.0,4.0,4.6
FB2411,available,0.02,5,sine_squared,25,12,10,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
FB2411,available,0.05,15,linear,10,12,11,5,5,5,5,5,0,0.45454545454545453,0.45454545454545453,1.0,0.0,0.0,0.0,0.0,0.6000000000000001
FB2411,available,0.05,15,linear,25,12,10,4,2,4,2,4,0,0.4,0.2,0.5,-5.5,0.0,0.0,5.5,6.0
FB2411,available,0.05,15,sine_squared,10,12,11,5,5,5,5,5,0,0.45454545454545453,0.45454545454545453,1.0,2.0,0.000135430098101796,-0.014203551265779,2.0,2.0
FB2411,available,0.05,15,sine_squared,25,12,10,4,4,4,4,4,0,0.4,0.4,1.0,-5.0,0.0,0.0,5.0,5.0
FB2411,available,0.05,30,linear,10,12,11,5,5,5,5,5,0,0.45454545454545453,0.45454545454545453,1.0,0.0,0.0,0.0,0.0,0.6000000000000001
FB2411,available,0.05,30,linear,25,12,10,4,4,4,4,4,0,0.4,0.4,1.0,0.0,0.0,0.0,0.0,0.7000000000000002
FB2411,available,0.05,30,sine_squared,10,12,11,5,5,5,5,5,0,0.45454545454545453,0.45454545454545453,1.0,4.0,0.000203566445728942,-0.0213253866794494,4.0,5.0
FB2411,available,0.05,30,sine_squared,25,12,10,5,5,5,5,5,0,0.5,0.5,1.0,3.0,9.52926128598985e-05,-0.0100028440505717,3.0,3.0
FB2411,available,0.05,5,linear,10,12,11,5,5,5,5,5,0,0.45454545454545453,0.45454545454545453,1.0,-4.0,0.0,0.0,4.0,4.0
FB2411,available,0.05,5,linear,25,12,10,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
FB2411,available,0.05,5,sine_squared,10,12,11,5,5,5,5,5,0,0.45454545454545453,0.45454545454545453,1.0,-4.0,0.0,0.0,4.0,4.0
FB2411,available,0.05,5,sine_squared,25,12,10,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
FB2411,available,0.1,15,linear,10,12,11,5,5,5,5,5,0,0.45454545454545453,0.45454545454545453,1.0,0.0,0.0,0.0,0.0,0.0
FB2411,available,0.1,15,linear,25,12,10,4,3,4,3,4,0,0.4,0.3,0.75,-5.0,0.0,0.0,5.0,5.7
FB2411,available,0.1,15,sine_squared,10,12,11,5,5,5,5,5,0,0.45454545454545453,0.45454545454545453,1.0,2.0,0.000270860196203149,-0.0297557924154868,2.0,2.0
FB2411,available,0.1,15,sine_squared,25,12,10,4,4,4,4,4,0,0.4,0.4,1.0,-5.0,0.0,0.0,5.0,5.0
FB2411,available,0.1,30,linear,10,12,11,5,5,5,5,5,0,0.45454545454545453,0.45454545454545453,1.0,0.0,0.0,0.0,0.0,0.6000000000000001
FB2411,available,0.1,30,linear,25,12,10,4,4,4,4,4,0,0.4,0.4,1.0,0.0,0.0,0.0,0.0,0.0
FB2411,available,0.1,30,sine_squared,10,12,11,5,5,5,5,5,0,0.45454545454545453,0.45454545454545453,1.0,4.0,0.000406670332856462,-0.0441683092127887,4.0,4.0
FB2411,available,0.1,30,sine_squared,25,12,10,5,5,5,5,5,0,0.5,0.5,1.0,3.0,0.000190585225719797,-0.0209563431210702,3.0,3.0
FB2411,available,0.1,5,linear,10,12,11,5,5,5,5,5,0,0.45454545454545453,0.45454545454545453,1.0,-4.0,0.0,0.0,4.0,4.0
FB2411,available,0.1,5,linear,25,12,10,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
FB2411,available,0.1,5,sine_squared,10,12,11,5,5,5,5,5,0,0.45454545454545453,0.45454545454545453,1.0,-4.0,0.0,0.0,4.0,4.0
FB2411,available,0.1,5,sine_squared,25,12,10,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
FB2411,available,0.2,15,linear,10,12,11,5,5,5,5,5,0,0.45454545454545453,0.45454545454545453,1.0,0.0,0.0,0.0,0.0,0.0
FB2411,available,0.2,15,linear,25,12,10,4,4,4,4,4,0,0.4,0.4,1.0,-5.0,0.0,0.0,5.0,5.0
FB2411,available,0.2,15,sine_squared,10,12,11,5,5,5,5,5,0,0.45454545454545453,0.45454545454545453,1.0,2.0,0.000541893920048553,-0.0650017314834495,2.0,2.0
FB2411,available,0.2,15,sine_squared,25,12,10,4,4,4,4,4,0,0.4,0.4,1.0,-5.0,0.0,0.0,5.0,5.0
FB2411,available,0.2,30,linear,10,12,11,5,5,5,5,5,0,0.45454545454545453,0.45454545454545453,1.0,0.0,0.0,0.0,0.0,0.0
FB2411,available,0.2,30,linear,25,12,10,4,4,4,4,4,0,0.4,0.4,1.0,0.0,0.0,0.0,0.0,0.0
FB2411,available,0.2,30,sine_squared,10,12,11,5,5,5,5,5,0,0.45454545454545453,0.45454545454545453,1.0,4.0,0.000813340665712925,-0.0956168890120512,4.0,4.0
FB2411,available,0.2,30,sine_squared,25,12,10,5,5,5,5,5,0,0.5,0.5,1.0,3.0,0.000381170451439816,-0.0457142196512494,3.0,3.0
FB2411,available,0.2,5,linear,10,12,11,5,5,5,5,5,0,0.45454545454545453,0.45454545454545453,1.0,-4.0,0.0,0.0,4.0,4.0
FB2411,available,0.2,5,linear,25,12,10,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
FB2411,available,0.2,5,sine_squared,10,12,11,5,5,5,5,5,0,0.45454545454545453,0.45454545454545453,1.0,-4.0,0.0,0.0,4.0,4.0
FB2411,available,0.2,5,sine_squared,25,12,10,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
FB2411,fixed,0.02,15,linear,10,12,11,3,3,3,3,3,0,0.2727272727272727,0.2727272727272727,1.0,0.0,0.0,0.0,1.0,1.8
FB2411,fixed,0.02,15,linear,25,12,10,3,0,3,0,3,0,0.3,0.0,0.0,-7.0,0.0,0.0,7.0,7.0
FB2411,fixed,0.02,15,sine_squared,10,12,11,3,3,3,3,3,0,0.2727272727272727,0.2727272727272727,1.0,2.0,5.42075721416957e-05,-0.00552833779026152,2.0,2.8
FB2411,fixed,0.02,15,sine_squared,25,12,10,3,1,3,1,3,0,0.3,0.1,0.3333333333333333,-6.0,0.0,0.0,6.0,6.0
FB2411,fixed,0.02,30,linear,10,12,11,3,3,3,3,3,0,0.2727272727272727,0.2727272727272727,1.0,-1.0,0.0,0.0,2.0,2.8
FB2411,fixed,0.02,30,linear,25,12,10,3,3,3,3,3,0,0.3,0.3,1.0,-1.0,0.0,0.0,1.0,1.0
FB2411,fixed,0.02,30,sine_squared,10,12,11,3,1,3,1,3,0,0.2727272727272727,0.09090909090909091,0.3333333333333333,6.0,0.000243575021045661,-0.0247168617252047,6.0,6.0
FB2411,fixed,0.02,30,sine_squared,25,12,10,3,3,3,3,3,0,0.3,0.3,1.0,3.0,3.81170451440038e-05,-0.00388660181696032,3.0,3.0
FB2411,fixed,0.02,5,linear,10,12,11,3,3,3,3,3,0,0.2727272727272727,0.2727272727272727,1.0,-4.0,0.0,0.0,4.0,4.0
FB2411,fixed,0.02,5,linear,25,12,10,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
FB2411,fixed,0.02,5,sine_squared,10,12,11,3,3,3,3,3,0,0.2727272727272727,0.2727272727272727,1.0,-4.0,0.0,0.0,4.0,4.0
FB2411,fixed,0.02,5,sine_squared,25,12,10,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
FB2411,fixed,0.05,15,linear,10,12,11,3,3,3,3,3,0,0.2727272727272727,0.2727272727272727,1.0,0.0,0.0,0.0,0.0,0.8
FB2411,fixed,0.05,15,linear,25,12,10,3,1,3,1,3,0,0.3,0.1,0.3333333333333333,-6.0,0.0,0.0,6.0,6.0
FB2411,fixed,0.05,15,sine_squared,10,12,11,3,3,3,3,3,0,0.2727272727272727,0.2727272727272727,1.0,2.0,0.000135473480012083,-0.0142249069237765,2.0,2.0
FB2411,fixed,0.05,15,sine_squared,25,12,10,3,3,3,3,3,0,0.3,0.3,1.0,-5.0,0.0,0.0,5.0,5.0
FB2411,fixed,0.05,30,linear,10,12,11,3,3,3,3,3,0,0.2727272727272727,0.2727272727272727,1.0,0.0,0.0,0.0,0.0,0.8
FB2411,fixed,0.05,30,linear,25,12,10,3,3,3,3,3,0,0.3,0.3,1.0,0.0,0.0,0.0,0.0,0.8
FB2411,fixed,0.05,30,sine_squared,10,12,11,3,3,3,3,3,0,0.2727272727272727,0.2727272727272727,1.0,5.0,0.000370307985268381,-0.0384324249907309,5.0,5.0
FB2411,fixed,0.05,30,sine_squared,25,12,10,3,3,3,3,3,0,0.3,0.3,1.0,3.0,9.52926128598985e-05,-0.0100017124161411,3.0,3.0
FB2411,fixed,0.05,5,linear,10,12,11,3,3,3,3,3,0,0.2727272727272727,0.2727272727272727,1.0,-4.0,0.0,0.0,4.0,4.0
FB2411,fixed,0.05,5,linear,25,12,10,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
FB2411,fixed,0.05,5,sine_squared,10,12,11,3,3,3,3,3,0,0.2727272727272727,0.2727272727272727,1.0,-4.0,0.0,0.0,4.0,4.0
FB2411,fixed,0.05,5,sine_squared,25,12,10,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
FB2411,fixed,0.1,15,linear,10,12,11,3,3,3,3,3,0,0.2727272727272727,0.2727272727272727,1.0,0.0,0.0,0.0,0.0,0.0
FB2411,fixed,0.1,15,linear,25,12,10,3,2,3,2,3,0,0.3,0.2,0.6666666666666666,-5.0,0.0,0.0,5.0,5.8
FB2411,fixed,0.1,15,sine_squared,10,12,11,3,3,3,3,3,0,0.2727272727272727,0.2727272727272727,1.0,2.0,0.000270946960024165,-0.0298005302532101,2.0,2.0
FB2411,fixed,0.1,15,sine_squared,25,12,10,3,3,3,3,3,0,0.3,0.3,1.0,-5.0,0.0,0.0,5.0,5.0
FB2411,fixed,0.1,30,linear,10,12,11,3,3,3,3,3,0,0.2727272727272727,0.2727272727272727,1.0,0.0,0.0,0.0,0.0,0.8
FB2411,fixed,0.1,30,linear,25,12,10,3,3,3,3,3,0,0.3,0.3,1.0,0.0,0.0,0.0,0.0,0.0
FB2411,fixed,0.1,30,sine_squared,10,12,11,3,3,3,3,3,0,0.2727272727272727,0.2727272727272727,1.0,4.0,0.00040665374086668,-0.0436760740134323,4.0,4.0
FB2411,fixed,0.1,30,sine_squared,25,12,10,3,3,3,3,3,0,0.3,0.3,1.0,3.0,0.000190585225719797,-0.0209539728626584,3.0,3.0
FB2411,fixed,0.1,5,linear,10,12,11,3,3,3,3,3,0,0.2727272727272727,0.2727272727272727,1.0,-4.0,0.0,0.0,4.0,4.0
FB2411,fixed,0.1,5,linear,25,12,10,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
FB2411,fixed,0.1,5,sine_squared,10,12,11,3,3,3,3,3,0,0.2727272727272727,0.2727272727272727,1.0,-4.0,0.0,0.0,4.0,4.0
FB2411,fixed,0.1,5,sine_squared,25,12,10,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
FB2411,fixed,0.2,15,linear,10,12,11,3,3,3,3,3,0,0.2727272727272727,0.2727272727272727,1.0,0.0,0.0,0.0,0.0,0.0
FB2411,fixed,0.2,15,linear,25,12,10,3,3,3,3,3,0,0.3,0.3,1.0,-5.0,0.0,0.0,5.0,5.0
FB2411,fixed,0.2,15,sine_squared,10,12,11,3,3,3,3,3,0,0.2727272727272727,0.2727272727272727,1.0,2.0,0.000541893920048553,-0.0650017314834495,2.0,2.0
FB2411,fixed,0.2,15,sine_squared,25,12,10,3,3,3,3,3,0,0.3,0.3,1.0,-5.0,0.0,0.0,5.0,5.0
FB2411,fixed,0.2,30,linear,10,12,11,3,3,3,3,3,0,0.2727272727272727,0.2727272727272727,1.0,0.0,0.0,0.0,0.0,0.0
FB2411,fixed,0.2,30,linear,25,12,10,3,3,3,3,3,0,0.3,0.3,1.0,0.0,0.0,0.0,0.0,0.0
FB2411,fixed,0.2,30,sine_squared,10,12,11,3,3,3,3,3,0,0.2727272727272727,0.2727272727272727,1.0,4.0,0.000813307481733583,-0.0934085144543184,4.0,4.0
FB2411,fixed,0.2,30,sine_squared,25,12,10,3,3,3,3,3,0,0.3,0.3,1.0,3.0,0.000381170451439816,-0.0457090516025271,3.0,3.0
FB2411,fixed,0.2,5,linear,10,12,11,3,3,3,3,3,0,0.2727272727272727,0.2727272727272727,1.0,-4.0,0.0,0.0,4.0,4.0
FB2411,fixed,0.2,5,linear,25,12,10,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
FB2411,fixed,0.2,5,sine_squared,10,12,11,3,3,3,3,3,0,0.2727272727272727,0.2727272727272727,1.0,-4.0,0.0,0.0,4.0,4.0
FB2411,fixed,0.2,5,sine_squared,25,12,10,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
M400-01-baseline-awake,available,0.02,15,linear,10,51,48,8,1,8,1,8,3,0.16666666666666666,0.020833333333333332,0.125,-10.5,0.0,0.0,10.5,24.799999999999997
M400-01-baseline-awake,available,0.02,15,linear,25,51,48,8,4,8,4,8,3,0.16666666666666666,0.08333333333333333,0.5,-0.5,9.95531195220335e-05,-0.01191836311346115,5.5,11.899999999999999
M400-01-baseline-awake,available,0.02,15,sine_squared,10,51,48,8,1,8,1,8,3,0.16666666666666666,0.020833333333333332,0.125,-10.5,0.0,0.0,10.5,24.799999999999997
M400-01-baseline-awake,available,0.02,15,sine_squared,25,51,48,8,4,8,4,8,3,0.16666666666666666,0.08333333333333333,0.5,-0.5,2.69990844650181e-05,-0.003238079462097865,5.5,11.899999999999999
M400-01-baseline-awake,available,0.02,30,linear,10,51,48,8,0,8,0,8,4,0.16666666666666666,0.0,0.0,-14.5,0.0,0.0,14.5,27.6
