Session,EventRow,Cohort,Context,NativeStartFrame,NativeEndFrame,Status,OnsetFrame,FitStartFrame,FitEndFrame,BaselineStartFrame,BaselineEndFrame,BaselineMean,ProvisionalAmplitude,BaselineStatus,RisingScore,PulseScore,SelectedScore,SelectedModel,SelectorStatus,ModelGapSec,CombinedProfileSpanSec,PlausibleModels,AmplitudeFraction,RiseFrames,Shape,DelayFrames,TruthOnsetFrame,Constructible,PulseTruncated,OnsetErrorSec,WithinFiveSec,NativeBaselineImposedFraction,NativeBaselineEffectPP,ProposedBaselineImposedFraction,BaselineEffectPP,PositiveBaselineFrames,BaselineUnderOnePercent,ControlResolved,SameOnsetAsControl,ShiftFromControlSec,BaselineAboveOnePercent,NegativeRawAmplitude
FB2316-baseline,26,additional,selection,848,861,resolved,823,788,852,803,822,6144.3591682243,-0.00130187548214111,provisional_valid,21.9228684943432,44.3502501869828,44.3502501869828,pulse,resolved,NaN,NaN,1,0.02,7,exponential,25,823,1,0,0,1,0.0182936515141903,-1.81027123941073,0,0,0,1,0,0,NaN,0,1
FB2316-baseline,26,additional,selection,848,861,resolved,821,788,852,801,820,6147.83115887851,-0.0097330404202941,provisional_valid,36.1553391246641,44.3132638502317,44.3132638502317,pulse,resolved,NaN,NaN,1,0.02,7,quadratic,25,823,1,0,-2,1,0.0164644041359256,-1.61932313759193,0,0,0,1,0,0,NaN,0,1
FB2316-baseline,26,additional,selection,848,861,resolved,825,788,852,805,824,6151.13321565898,-0.000190994029006242,provisional_valid,39.2412446547498,194.869421098816,194.869421098816,pulse,resolved,NaN,NaN,1,0.1,7,quadratic,25,823,1,0,2,1,0.0823220206796282,-7.68134306397794,0.000512544246639601,-0.051244635374903,2,1,0,0,NaN,0,1
FB2316-baseline,27,additional,selection,988,997,resolved,964,928,992,944,963,5847.92667981775,-0.00760860800640517,provisional_valid,-4.22240040733397,14.6515431420682,14.6515431420682,pulse,resolved,NaN,NaN,1,0.02,7,gamma,25,963,1,0,1,1,0.0131976876200706,-1.31276817208993,0.00033160876190852,-0.032908568082779,1,1,0,0,NaN,0,1
FB2316-baseline,27,additional,selection,988,997,resolved,963,928,992,943,962,5853.10600497822,-0.00301352461161342,provisional_valid,-4.59884676773475,17.6971892165361,17.6971892165361,pulse,resolved,NaN,NaN,1,0.02,7,exponential,25,963,1,0,0,1,0.0182900047630932,-1.82019312990471,0,0,0,1,0,0,NaN,0,1
FB2316-baseline,27,additional,selection,988,997,resolved,966,928,992,946,965,5839.65049859035,-0.00883394694921869,provisional_valid,-3.46144873081772,31.4652985528395,31.4652985528395,pulse,resolved,NaN,NaN,1,0.02,7,quadratic,25,963,1,0,3,1,0.016456309782741,-1.6273332170383,0.000283745336151942,-0.0281238744905377,3,1,0,0,NaN,0,1
FB2316-baseline,30,additional,selection,925,934,resolved,902,865,929,882,901,5115.56933244989,-5.10402932539789e-05,provisional_valid,16.257232471925,66.8477592902214,66.8477592902214,pulse,resolved,NaN,NaN,1,0.02,7,quadratic,25,900,1,0,2,1,0.016467322871526,-1.62773813733498,0.000101411742685187,-0.0101406566600182,2,1,0,0,NaN,0,1
FB2316-baseline,39,additional,selection,904,917,resolved,877,844,908,857,876,3693.60636005801,-0.00194019027873293,provisional_valid,-5.64354800935988,13.2144798843939,13.2144798843939,pulse,resolved,NaN,NaN,1,0.02,7,gamma,25,879,1,0,-2,1,0.0131792902962327,-1.3172108725102,0,0,0,1,0,0,NaN,0,1
FB2316-baseline,39,additional,selection,904,917,resolved,881,844,908,861,880,3683.92596635422,-0.000560412122527665,provisional_valid,-2.92479678289101,34.5081408539106,34.5081408539106,pulse,resolved,NaN,NaN,1,0.02,7,quadratic,25,879,1,0,2,1,0.0164571439392571,-1.63747714324701,0.000101512275426208,-0.0101455386716354,2,1,0,0,NaN,0,1
FB2316-baseline,41,additional,selection,169,179,resolved,166,126,173,146,165,4139.92752474663,0.0813609348568445,provisional_valid,30.0329326865261,24.5178372819408,30.0329326865261,rising,resolved,NaN,NaN,2,0.02,7,gamma,25,144,1,0,22,0,0.0131936058243778,-1.42216396090133,0.0149301234725474,-1.61448522758021,20,0,1,0,1,1,0
FB2316-baseline,41,additional,selection,169,179,resolved,166,126,173,146,165,4156.13189497157,0.0824916664122248,provisional_valid,31.1417277524528,26.8049489543562,31.1417277524528,rising,resolved,NaN,NaN,2,0.02,7,exponential,25,144,1,0,22,0,0.0182708531870415,-1.96935762171304,0.0189027300882141,-2.04620477929314,20,0,1,0,1,1,0
FB2316-baseline,41,additional,selection,169,179,resolved,166,126,173,146,165,4146.3290773748,0.0774799265000083,provisional_valid,27.8542936774934,22.3633907747158,27.8542936774934,rising,resolved,NaN,NaN,2,0.02,7,quadratic,25,144,1,0,22,0,0.0164147510504424,-1.7601573217938,0.016499505680444,-1.77778861678513,20,0,1,0,1,1,0
FB2316-baseline,41,additional,selection,169,179,resolved,165,126,173,145,164,4151.2073466128,0.0959367577813048,provisional_valid,45.669058010736,44.7577668994684,45.669058010736,rising,resolved,1,1,2,0.02,23,gamma,25,144,1,0,21,0,0.0174718706711523,-1.90586486840492,0.0148481774140075,-1.62726634140691,20,0,1,1,0,1,0
FB2316-baseline,41,additional,selection,169,179,resolved,165,126,173,145,164,4151.25447461506,0.0977255440231461,provisional_valid,46.0628102204199,44.9957162231302,46.0628102204199,rising,resolved,1,1,2,0.02,23,exponential,25,144,1,0,21,0,0.0173673531796881,-1.89777252975711,0.0148596988252991,-1.63118709770216,20,0,1,1,0,1,0
FB2316-baseline,41,additional,selection,169,179,resolved,165,126,173,145,164,4394.15152106814,0.113155827261312,provisional_valid,19.4747419368053,14.6617731954526,19.4747419368053,rising,resolved,NaN,NaN,2,0.1,23,gamma,25,144,1,0,21,0,0.0873593533557604,-9.5869949494481,0.0742408870700382,-8.2641676063062,20,0,1,1,0,1,0
FB2316-baseline,41,additional,selection,169,179,resolved,165,126,173,145,164,4134.41298773839,0.18476586740794,provisional_valid,95.4488234817369,113.977620786784,113.977620786784,pulse,resolved,NaN,NaN,2,0.1,23,exponential,10,159,1,0,6,0,0.0250446677911069,-2.91967199754577,0.010742450315496,-1.27272884661254,6,0,1,1,0,1,0
FB2316-baseline,41,additional,selection,169,179,resolved,165,126,173,145,164,4394.38716107944,0.118323170979079,provisional_valid,21.5637677893805,16.1605673178258,21.5637677893805,rising,resolved,NaN,NaN,2,0.1,23,exponential,25,144,1,0,21,0,0.0868367658984408,-9.57899947436649,0.0742984941264964,-8.30897275505138,20,0,1,1,0,1,0
FB2316-baseline,41,additional,selection,169,179,resolved,166,126,173,146,165,4223.04749660341,0.163696356349462,provisional_valid,70.7449411244163,93.0086821912342,93.0086821912342,pulse,resolved,NaN,NaN,2,0.1,23,quadratic,25,144,1,0,22,0,0.0502644099986151,-5.73776518103513,0.0353075244766385,-4.10872375851836,20,0,1,0,1,1,0
FB2316-baseline,41,additional,selection,169,179,resolved,164,126,173,144,163,4324.13524298055,0.239809422738188,provisional_valid,73.4984609245205,76.0691620455425,76.0691620455425,pulse,resolved,NaN,NaN,2,0.2,23,quadratic,25,144,1,0,20,0,0.100528819997231,-11.9469915382924,0.0536638967475889,-6.65330048485098,20,0,1,0,-1,1,0
FB2316-baseline,52,additional,selection,844,861,resolved,821,784,848,801,820,4984.10636558261,-0.00477858205925508,provisional_valid,57.4831691735338,54.3510139509255,54.3510139509255,pulse,resolved,NaN,NaN,1,0.02,7,quadratic,25,819,1,0,2,1,0.016475132324296,-1.61526972052926,0.000101791513310578,-0.0101305094211357,2,1,0,0,NaN,0,1
FB2316-baseline,52,additional,selection,844,861,resolved,821,784,848,801,820,4986.13551794993,-0.00113740131137341,provisional_valid,45.0963477974889,190.284096916905,190.284096916905,pulse,resolved,NaN,NaN,1,0.1,7,quadratic,25,819,1,0,2,1,0.0823756616214806,-7.61546822455817,0.000508957566553114,-0.0508378677549604,2,1,0,0,NaN,0,1
FB2316-baseline,62,additional,selection,850,866,resolved,822,790,854,802,821,3166.7887823186,-0.00264705429002854,provisional_valid,77.4030798877705,83.7473482895307,83.7473482895307,pulse,resolved,NaN,NaN,1,0.1,7,gamma,25,825,1,0,-3,1,0.0662442301401744,-6.30343311860249,0,0,0,1,0,0,NaN,0,1
FB2316-baseline,62,additional,selection,850,866,resolved,828,790,854,808,827,3187.01938928699,-0.0179974587211286,provisional_valid,67.2246729688611,83.4188655406525,83.4188655406525,pulse,resolved,NaN,NaN,1,0.1,7,quadratic,25,825,1,0,3,1,0.0824958370304865,-7.66162566538479,0.0014143671684026,-0.138891215367276,3,1,0,0,NaN,0,1
FB2316-baseline,62,additional,selection,850,866,resolved,840,790,854,820,839,3196.91752757102,0.0711278317058388,provisional_valid,13.8117072880671,3.05385767820695,13.8117072880671,rising,resolved,NaN,NaN,1,0.1,23,quadratic,25,825,1,0,15,0,0.0499106029796696,-5.22914934005463,0.0116409621850029,-1.24689585841919,15,0,0,0,NaN,1,0
