Cohort,Context,Shape,RiseFrames,DelayFrames,AmplitudeFraction,Planned,Constructible,Resolved,WithinFiveSec,BaselineUnderOnePercent,WithinFiveSecAndClean,AvailableAmplitudes,SameOnsetAsControl,ResolvedFraction,WithinFiveSecFractionAll,WithinFiveSecFractionResolved,MedianOnsetErrorSec,MedianBaselineImposedFraction,MedianBaselineEffectPP,MedianAbsoluteErrorSec,P90AbsoluteErrorSec
development,rising,quadratic,7,10,0.1,115,108,46,40,45,40,46,1,0.42592592592592593,0.37037037037037035,0.8695652173913043,-1.0,0.0,0.0,2.0,7.0
development,rising,quadratic,7,10,0.2,115,108,50,47,49,46,50,0,0.46296296296296297,0.4351851851851852,0.94,-1.0,0.0,0.0,1.0,4.0
development,rising,quadratic,7,25,0.02,115,106,6,1,6,1,6,2,0.05660377358490566,0.009433962264150943,0.16666666666666666,-9.0,0.0,0.0,11.5,14.0
development,rising,quadratic,7,25,0.1,115,106,3,0,3,0,3,1,0.02830188679245283,0.0,0.0,-9.0,0.0,0.0,9.0,13.0
development,rising,quadratic,7,25,0.2,115,106,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
development,selection,exponential,23,10,0.02,115,108,20,13,20,13,20,5,0.18518518518518517,0.12037037037037036,0.65,-3.0,0.0,0.0,3.5,17.60000000000001
development,selection,exponential,23,10,0.1,115,108,45,37,42,37,45,0,0.4166666666666667,0.3425925925925926,0.8222222222222222,-2.0,0.0,0.0,3.0,7.600000000000001
development,selection,exponential,23,10,0.2,115,108,48,43,45,42,48,0,0.4444444444444444,0.39814814814814814,0.8958333333333334,-2.0,0.0,0.0,2.5,5.300000000000004
development,selection,exponential,23,25,0.02,115,106,17,8,17,8,17,3,0.16037735849056603,0.07547169811320754,0.47058823529411764,-5.0,0.0,0.0,7.0,14.0
development,selection,exponential,23,25,0.1,115,106,32,24,31,24,32,0,0.3018867924528302,0.22641509433962265,0.75,-3.0,0.0,0.0,3.0,9.0
development,selection,exponential,23,25,0.2,115,106,40,34,40,34,40,0,0.37735849056603776,0.32075471698113206,0.85,-3.0,0.0,0.0,3.0,8.100000000000001
development,selection,exponential,7,10,0.02,115,108,21,12,21,12,21,2,0.19444444444444445,0.1111111111111111,0.5714285714285714,-5.0,0.0,0.0,5.0,17.0
development,selection,exponential,7,10,0.1,115,108,44,37,42,36,44,0,0.4074074074074074,0.3425925925925926,0.8409090909090909,-1.0,0.0,0.0,1.0,8.0
development,selection,exponential,7,10,0.2,115,108,48,44,47,43,48,1,0.4444444444444444,0.4074074074074074,0.9166666666666666,-1.0,0.0,0.0,1.0,5.0
development,selection,exponential,7,25,0.02,115,106,16,8,15,8,16,4,0.1509433962264151,0.07547169811320754,0.5,-3.0,0.0,0.0,5.5,13.5
development,selection,exponential,7,25,0.1,115,106,38,35,38,35,38,1,0.3584905660377358,0.330188679245283,0.9210526315789473,-1.0,0.0,0.0,1.0,4.0
development,selection,exponential,7,25,0.2,115,106,44,41,43,41,44,0,0.41509433962264153,0.3867924528301887,0.9318181818181818,-1.0,0.0,0.0,1.0,3.700000000000003
development,selection,gamma,23,10,0.02,115,108,20,13,20,13,20,5,0.18518518518518517,0.12037037037037036,0.65,-3.0,0.0,0.0,4.0,17.60000000000001
development,selection,gamma,23,10,0.1,115,108,45,37,42,37,45,0,0.4166666666666667,0.3425925925925926,0.8222222222222222,-2.0,0.0,0.0,3.0,7.600000000000001
development,selection,gamma,23,10,0.2,115,108,48,42,46,42,48,0,0.4444444444444444,0.3888888888888889,0.875,-1.0,0.0,0.0,2.0,6.0
development,selection,gamma,23,25,0.02,115,106,17,8,17,8,17,3,0.16037735849056603,0.07547169811320754,0.47058823529411764,-4.0,0.0,0.0,6.0,14.0
development,selection,gamma,23,25,0.1,115,106,34,26,33,26,34,0,0.32075471698113206,0.24528301886792453,0.7647058823529411,-3.0,0.0,0.0,3.0,9.0
development,selection,gamma,23,25,0.2,115,106,40,33,40,33,40,0,0.37735849056603776,0.3113207547169811,0.825,-2.0,0.0,0.0,2.0,8.100000000000001
development,selection,gamma,7,10,0.02,115,108,21,11,21,11,21,2,0.19444444444444445,0.10185185185185185,0.5238095238095238,-3.0,0.0,0.0,3.0,17.0
development,selection,gamma,7,10,0.1,115,108,41,35,41,35,41,1,0.37962962962962965,0.32407407407407407,0.8536585365853658,-1.0,0.0,0.0,1.0,7.0
development,selection,gamma,7,10,0.2,115,108,50,44,49,43,50,1,0.46296296296296297,0.4074074074074074,0.88,-1.0,0.0,0.0,1.0,6.0
development,selection,gamma,7,25,0.02,115,106,14,8,13,8,14,2,0.1320754716981132,0.07547169811320754,0.5714285714285714,-1.0,0.0,0.0,2.5,13.700000000000001
development,selection,gamma,7,25,0.1,115,106,37,34,37,34,37,2,0.3490566037735849,0.32075471698113206,0.918918918918919,-1.0,0.0,0.0,1.0,4.0
development,selection,gamma,7,25,0.2,115,106,42,40,42,40,42,0,0.39622641509433965,0.37735849056603776,0.9523809523809523,-1.0,0.0,0.0,1.0,3.0
development,selection,quadratic,23,10,0.02,115,108,13,3,13,3,13,7,0.12037037037037036,0.027777777777777776,0.23076923076923078,0.0,0.0,0.0,8.0,26.200000000000003
development,selection,quadratic,23,10,0.1,115,108,24,17,24,17,24,5,0.2222222222222222,0.1574074074074074,0.7083333333333334,0.5,4.72578549259861e-06,-0.00050788661665191,4.0,9.7
development,selection,quadratic,23,10,0.2,115,108,43,26,43,26,43,1,0.39814814814814814,0.24074074074074073,0.6046511627906976,3.0,0.000261649466126945,-0.0302408027445411,5.0,9.0
development,selection,quadratic,23,25,0.02,115,106,22,3,22,3,22,4,0.20754716981132076,0.02830188679245283,0.13636363636363635,7.0,0.00026564694038033753,-0.02755656679388485,8.0,14.0
development,selection,quadratic,23,25,0.1,115,106,38,12,35,12,38,0,0.3584905660377358,0.11320754716981132,0.3157894736842105,7.0,0.0013190387230222998,-0.15020868312573,7.5,13.0
development,selection,quadratic,23,25,0.2,115,106,47,14,42,14,47,0,0.44339622641509435,0.1320754716981132,0.2978723404255319,7.0,0.00265824108274315,-0.331503521684229,7.0,13.0
development,selection,quadratic,7,10,0.02,115,108,22,14,22,14,22,5,0.2037037037037037,0.12962962962962962,0.6363636363636364,-3.5,0.0,0.0,4.0,17.0
development,selection,quadratic,7,10,0.1,115,108,46,39,45,39,46,1,0.42592592592592593,0.3611111111111111,0.8478260869565217,2.0,0.00049922205302666,-0.055382046817087346,2.0,7.0
development,selection,quadratic,7,10,0.2,115,108,50,46,48,45,50,0,0.46296296296296297,0.42592592592592593,0.92,2.0,0.00101110926377135,-0.1223319672962405,2.0,4.100000000000001
development,selection,quadratic,7,25,0.02,115,106,18,12,18,12,18,1,0.16981132075471697,0.11320754716981132,0.6666666666666666,1.0,2.03786902638337e-05,-0.0020424743805980148,2.0,11.200000000000003
development,selection,quadratic,7,25,0.1,115,106,41,37,41,37,41,1,0.3867924528301887,0.3490566037735849,0.9024390243902439,2.0,0.000499082985582433,-0.0517763140509775,2.0,5.0
development,selection,quadratic,7,25,0.2,115,106,45,42,43,41,45,1,0.42452830188679247,0.39622641509433965,0.9333333333333333,2.0,0.00100626272440052,-0.105343225055687,2.0,4.200000000000003
noiseless,pulse,exponential,23,10,0.02,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-3.0,0.0,0.0,3.0,3.0
noiseless,pulse,exponential,23,10,0.1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-3.0,0.0,0.0,3.0,3.0
noiseless,pulse,exponential,23,10,0.2,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-3.0,0.0,0.0,3.0,3.0
noiseless,pulse,exponential,23,25,0.02,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-4.0,0.0,0.0,4.0,4.0
noiseless,pulse,exponential,23,25,0.1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-4.0,0.0,0.0,4.0,4.0
noiseless,pulse,exponential,23,25,0.2,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-4.0,0.0,0.0,4.0,4.0
noiseless,pulse,exponential,7,10,0.02,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0
noiseless,pulse,exponential,7,10,0.1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0
noiseless,pulse,exponential,7,10,0.2,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0
noiseless,pulse,exponential,7,25,0.02,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0
noiseless,pulse,exponential,7,25,0.1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0
noiseless,pulse,exponential,7,25,0.2,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0
noiseless,pulse,gamma,23,10,0.02,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-3.0,0.0,0.0,3.0,3.0
noiseless,pulse,gamma,23,10,0.1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-3.0,0.0,0.0,3.0,3.0
noiseless,pulse,gamma,23,10,0.2,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-3.0,0.0,0.0,3.0,3.0
noiseless,pulse,gamma,23,25,0.02,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-4.0,0.0,0.0,4.0,4.0
noiseless,pulse,gamma,23,25,0.1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-4.0,0.0,0.0,4.0,4.0
noiseless,pulse,gamma,23,25,0.2,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-4.0,0.0,0.0,4.0,4.0
noiseless,pulse,gamma,7,10,0.02,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0
noiseless,pulse,gamma,7,10,0.1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0
noiseless,pulse,gamma,7,10,0.2,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0
noiseless,pulse,gamma,7,25,0.02,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0
noiseless,pulse,gamma,7,25,0.1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0
noiseless,pulse,gamma,7,25,0.2,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0
noiseless,pulse,quadratic,23,10,0.02,1,1,1,1,1,1,1,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
noiseless,pulse,quadratic,23,10,0.1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
noiseless,pulse,quadratic,23,10,0.2,1,1,1,1,1,1,1,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
noiseless,pulse,quadratic,23,25,0.02,1,1,1,0,1,0,1,0,1.0,0.0,0.0,6.0,0.000172022684310047,-0.0175432959547583,6.0,6.0
noiseless,pulse,quadratic,23,25,0.1,1,1,1,0,1,0,1,0,1.0,0.0,0.0,6.0,0.000860113421550013,-0.0945311688434147,6.0,6.0
noiseless,pulse,quadratic,23,25,0.2,1,1,1,0,1,0,1,0,1.0,0.0,0.0,6.0,0.00172022684310003,-0.206072729331375,6.0,6.0
noiseless,pulse,quadratic,7,10,0.02,1,1,1,1,1,1,1,0,1.0,1.0,1.0,2.0,0.000102040816326587,-0.0104071013161899,2.0,2.0
noiseless,pulse,quadratic,7,10,0.1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,2.0,0.000510204081632715,-0.0560938296787272,2.0,2.0
noiseless,pulse,quadratic,7,10,0.2,1,1,1,1,1,1,1,0,1.0,1.0,1.0,2.0,0.00102040816326543,-0.122324159021403,2.0,2.0
noiseless,pulse,quadratic,7,25,0.02,1,1,1,1,1,1,1,0,1.0,1.0,1.0,2.0,0.000102040816326587,-0.010240521063043,2.0,2.0
noiseless,pulse,quadratic,7,25,0.1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,2.0,0.000510204081632715,-0.0519310222814262,2.0,2.0
noiseless,pulse,quadratic,7,25,0.2,1,1,1,1,1,1,1,0,1.0,1.0,1.0,2.0,0.00102040816326543,-0.10568141629741,2.0,2.0
noiseless,rising,exponential,23,10,0.02,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-2.0,0.0,0.0,2.0,2.0
noiseless,rising,exponential,23,10,0.1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-2.0,0.0,0.0,2.0,2.0
noiseless,rising,exponential,23,10,0.2,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-2.0,0.0,0.0,2.0,2.0
noiseless,rising,exponential,23,25,0.02,1,1,1,0,1,0,1,0,1.0,0.0,0.0,-7.0,0.0,0.0,7.0,7.0
noiseless,rising,exponential,23,25,0.1,1,1,1,0,1,0,1,0,1.0,0.0,0.0,-7.0,0.0,0.0,7.0,7.0
noiseless,rising,exponential,23,25,0.2,1,1,1,0,1,0,1,0,1.0,0.0,0.0,-7.0,0.0,0.0,7.0,7.0
noiseless,rising,exponential,7,10,0.02,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-5.0,0.0,0.0,5.0,5.0
noiseless,rising,exponential,7,10,0.1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-5.0,0.0,0.0,5.0,5.0
noiseless,rising,exponential,7,10,0.2,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-5.0,0.0,0.0,5.0,5.0
noiseless,rising,exponential,7,25,0.02,1,1,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
noiseless,rising,exponential,7,25,0.1,1,1,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
noiseless,rising,exponential,7,25,0.2,1,1,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
noiseless,rising,gamma,23,10,0.02,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-2.0,0.0,0.0,2.0,2.0
noiseless,rising,gamma,23,10,0.1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-2.0,0.0,0.0,2.0,2.0
noiseless,rising,gamma,23,10,0.2,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-2.0,0.0,0.0,2.0,2.0
noiseless,rising,gamma,23,25,0.02,1,1,1,0,1,0,1,0,1.0,0.0,0.0,-7.0,0.0,0.0,7.0,7.0
noiseless,rising,gamma,23,25,0.1,1,1,1,0,1,0,1,0,1.0,0.0,0.0,-7.0,0.0,0.0,7.0,7.0
noiseless,rising,gamma,23,25,0.2,1,1,1,0,1,0,1,0,1.0,0.0,0.0,-7.0,0.0,0.0,7.0,7.0
noiseless,rising,gamma,7,10,0.02,1,1,1,0,1,0,1,0,1.0,0.0,0.0,-6.0,0.0,0.0,6.0,6.0
noiseless,rising,gamma,7,10,0.1,1,1,1,0,1,0,1,0,1.0,0.0,0.0,-6.0,0.0,0.0,6.0,6.0
noiseless,rising,gamma,7,10,0.2,1,1,1,0,1,0,1,0,1.0,0.0,0.0,-6.0,0.0,0.0,6.0,6.0
noiseless,rising,gamma,7,25,0.02,1,1,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
noiseless,rising,gamma,7,25,0.1,1,1,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
noiseless,rising,gamma,7,25,0.2,1,1,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
noiseless,rising,quadratic,23,10,0.02,1,1,1,1,1,1,1,0,1.0,1.0,1.0,5.0,0.000103969754253308,-0.0106038124580543,5.0,5.0
noiseless,rising,quadratic,23,10,0.1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,5.0,0.00051984877126654,-0.05715365358272,5.0,5.0
noiseless,rising,quadratic,23,10,0.2,1,1,1,1,1,1,1,0,1.0,1.0,1.0,5.0,0.00103969754253308,-0.124634123312251,5.0,5.0
noiseless,rising,quadratic,23,25,0.02,1,1,1,1,1,1,1,0,1.0,1.0,1.0,5.0,0.000103969754253308,-0.0106038124580543,5.0,5.0
noiseless,rising,quadratic,23,25,0.1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,5.0,0.00051984877126654,-0.05715365358272,5.0,5.0
noiseless,rising,quadratic,23,25,0.2,1,1,1,1,1,1,1,0,1.0,1.0,1.0,5.0,0.00103969754253308,-0.124634123312251,5.0,5.0
noiseless,rising,quadratic,7,10,0.02,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0
noiseless,rising,quadratic,7,10,0.1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0
noiseless,rising,quadratic,7,10,0.2,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0
noiseless,rising,quadratic,7,25,0.02,1,1,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
noiseless,rising,quadratic,7,25,0.1,1,1,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
noiseless,rising,quadratic,7,25,0.2,1,1,0,0,0,0,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan
noiseless,selection,exponential,23,10,0.02,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-3.0,0.0,0.0,3.0,3.0
noiseless,selection,exponential,23,10,0.1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-3.0,0.0,0.0,3.0,3.0
noiseless,selection,exponential,23,10,0.2,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-3.0,0.0,0.0,3.0,3.0
noiseless,selection,exponential,23,25,0.02,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-4.0,0.0,0.0,4.0,4.0
noiseless,selection,exponential,23,25,0.1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-4.0,0.0,0.0,4.0,4.0
noiseless,selection,exponential,23,25,0.2,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-4.0,0.0,0.0,4.0,4.0
noiseless,selection,exponential,7,10,0.02,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0
noiseless,selection,exponential,7,10,0.1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0
noiseless,selection,exponential,7,10,0.2,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0
noiseless,selection,exponential,7,25,0.02,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0
noiseless,selection,exponential,7,25,0.1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0
noiseless,selection,exponential,7,25,0.2,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0
noiseless,selection,gamma,23,10,0.02,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-3.0,0.0,0.0,3.0,3.0
noiseless,selection,gamma,23,10,0.1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-3.0,0.0,0.0,3.0,3.0
noiseless,selection,gamma,23,10,0.2,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-3.0,0.0,0.0,3.0,3.0
noiseless,selection,gamma,23,25,0.02,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-4.0,0.0,0.0,4.0,4.0
noiseless,selection,gamma,23,25,0.1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-4.0,0.0,0.0,4.0,4.0
noiseless,selection,gamma,23,25,0.2,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-4.0,0.0,0.0,4.0,4.0
noiseless,selection,gamma,7,10,0.02,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0
noiseless,selection,gamma,7,10,0.1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0
noiseless,selection,gamma,7,10,0.2,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0
noiseless,selection,gamma,7,25,0.02,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0
noiseless,selection,gamma,7,25,0.1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0
noiseless,selection,gamma,7,25,0.2,1,1,1,1,1,1,1,0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0
noiseless,selection,quadratic,23,10,0.02,1,1,1,1,1,1,1,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
noiseless,selection,quadratic,23,10,0.1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
noiseless,selection,quadratic,23,10,0.2,1,1,1,1,1,1,1,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
noiseless,selection,quadratic,23,25,0.02,1,1,1,0,1,0,1,0,1.0,0.0,0.0,6.0,0.000172022684310047,-0.0175432959547583,6.0,6.0
noiseless,selection,quadratic,23,25,0.1,1,1,1,0,1,0,1,0,1.0,0.0,0.0,6.0,0.000860113421550013,-0.0945311688434147,6.0,6.0
noiseless,selection,quadratic,23,25,0.2,1,1,1,0,1,0,1,0,1.0,0.0,0.0,6.0,0.00172022684310003,-0.206072729331375,6.0,6.0
noiseless,selection,quadratic,7,10,0.02,1,1,1,1,1,1,1,0,1.0,1.0,1.0,2.0,0.000102040816326587,-0.0104071013161899,2.0,2.0
noiseless,selection,quadratic,7,10,0.1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,2.0,0.000510204081632715,-0.0560938296787272,2.0,2.0
noiseless,selection,quadratic,7,10,0.2,1,1,1,1,1,1,1,0,1.0,1.0,1.0,2.0,0.00102040816326543,-0.122324159021403,2.0,2.0
noiseless,selection,quadratic,7,25,0.02,1,1,1,1,1,1,1,0,1.0,1.0,1.0,2.0,0.000102040816326587,-0.010240521063043,2.0,2.0
noiseless,selection,quadratic,7,25,0.1,1,1,1,1,1,1,1,0,1.0,1.0,1.0,2.0,0.000510204081632715,-0.0519310222814262,2.0,2.0
noiseless,selection,quadratic,7,25,0.2,1,1,1,1,1,1,1,0,1.0,1.0,1.0,2.0,0.00102040816326543,-0.10568141629741,2.0,2.0
