TruthRow,TruthStartFrame,TruthEndFrame,BestNativeSpacetimeIoU,BestEventRow,NativeStartFrame,NativeEndFrame,ReportedAmplitudeFraction,BaselineStatus,AppliedChangeInNativePrebaselineFraction,NativePrebaselineChangeFromAnchorFraction,FullSupportPeakFromAnchorFraction,PeakAppliedChangeOnEventFootprint,NativePrebaselineFramesTouchingKnownSurge
1,101,160,0.295085061297324,14,127,152,NaN,insufficient_clean_prebaseline,0.0114182827663608,-0.00787226302105526,0.0361724467302782,0.0286535283142385,20
