TruthRow,TruthStartFrame,TruthEndFrame,BestNativeSpacetimeIoU,BestEventRow,NativeStartFrame,NativeEndFrame,ReportedAmplitudeFraction,BaselineStatus,AppliedChangeInNativePrebaselineFraction,NativePrebaselineChangeFromAnchorFraction,FullSupportPeakFromAnchorFraction,PeakAppliedChangeOnEventFootprint,NativePrebaselineFramesTouchingKnownSurge
8,101,160,0.119391944930862,14,107,116,0.0333416445391524,valid,0.000792677185731883,-0.000610201166010294,0.0500118341006373,0.0468617391635692,6
