Stage,TruthRow,FramesWithIntersection,InjectedVolumeCoverage,IntersectingRuns,LongestConsecutiveIntersectionFrames,RowAndNativeBounds
percentile_only,8,60,0.817707300958044,1,60,1:1-600;
physical_area_only,8,60,0.81019160885365,1,60,1:1-600;
candidate_geometry_tissue,8,50,0.655120581433763,1,12,1:1-220;
adjacent_tracks_before_duration,8,50,0.655120581433763,18,10,459:101-101;464:102-102;471:103-104;486:106-106;495:107-116;554:121-122;577:124-125;592:127-127;596:128-129;607:130-130;617:131-138;690:140-145;728:146-150;755:152-152;757:153-153;768:155-155;778:156-160;802:160-160;
ten_second_duration,8,10,0.130640898579452,1,10,9:107-116;
recurring_sites,8,10,0.130640898579452,1,10,9:107-116;
