Session,Case,AmplitudeStatus,ArithmeticValid,PositiveAmplitudeEligible,SignedRawAmplitude,ProvisionalPositiveAmplitude,ReferenceStartFrame,ReferenceEndFrame,ReferenceMean,NativePeakFrame,NativePeakValue,FirstHalfReferenceMean,SecondHalfReferenceMean,ReferenceHalfChangeFraction,FirstHalfAmplitude,SecondHalfAmplitude,PositiveAcrossReferenceHalves,ExpandedStatus,ExpandedArithmeticValid,ExpandedPositiveEligible,ExpandedSignedAmplitude,ExpandedPositiveAmplitude,ExpandedPeakFrame,ExpandedPeakValue,AddedFrameCount,AddedNeighborFrames,AddedNonfiniteFrames,PeakPrecedesNative,AmplitudeIncrease,EventIndex,OnsetStatus,SelectedModel,OnsetFrame,RisingScore,PulseScore,SelectedScore,FitStartFrame,FitEndFrame,OraclePositiveReferenceFraction,OracleNegativeReferenceFraction,OracleSourceAtPeak,OraclePositiveAtPeak,OracleNegativeAtPeak,OracleRoundingAtPeak,OracleReferenceEffect,DecompositionResidual,StrongestPositiveComponentAtPeak
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,7,insufficient_clean_context,none,NaN,NaN,NaN,NaN,59,69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,8,insufficient_clean_context,none,NaN,NaN,NaN,NaN,209,214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,positive_raw_change_provisional,1,1,0.0751182964728347,0.0751182964728347,18,37,73.3809965976751,70,78.8932520555713,73.1093847462433,73.6526084491069,0.00740278448168218,0.0791125151634551,0.0711535370819301,1,positive_raw_change_provisional,1,1,0.0775331508798136,0.0775331508798136,63,79.0704564785937,28,0,0,1,0.00241485440697886,9,resolved,rising,38,19.9943726665302,6.23872274655882,19.9943726665302,9,70,0,0,0.0775331508798136,0,0,0,0,0,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,10,insufficient_clean_context,none,NaN,NaN,NaN,NaN,72,76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,11,insufficient_clean_context,none,NaN,NaN,NaN,NaN,86,108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,12,no_model_evidence,none,NaN,-0.583966162723141,-20.218510691758,NaN,68,110,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,13,insufficient_clean_context,none,NaN,NaN,NaN,NaN,99,110,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,14,insufficient_clean_context,none,NaN,NaN,NaN,NaN,129,136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,15,insufficient_clean_context,none,NaN,NaN,NaN,NaN,131,137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,16,no_model_evidence,none,NaN,-5.94622588155423,-16.5820065199718,NaN,116,148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,17,insufficient_clean_context,none,NaN,NaN,NaN,NaN,156,164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,18,no_model_evidence,none,NaN,1.17260044920649,-6.69403102592902,NaN,341,367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,19,no_model_evidence,none,NaN,-7.82149802921768,-20.6937213946391,NaN,106,170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,20,no_model_evidence,none,NaN,-0.974439234744162,-13.564272984276,NaN,110,174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,21,insufficient_clean_context,none,NaN,NaN,NaN,NaN,194,201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,22,no_model_evidence,none,NaN,1.67752086458303,-9.84713267064631,NaN,297,328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,23,insufficient_clean_context,none,NaN,NaN,NaN,NaN,531,538,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,24,no_model_evidence,none,NaN,-5.40071363053733,-17.3110822371539,NaN,114,178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,positive_raw_change_provisional,1,1,0.129683104572591,0.129683104572591,387,406,40.6010092514718,449,45.8662741799832,42.6101766190076,38.5918418839361,-0.0989713016783154,0.0764159602080392,0.188496634027595,1,positive_raw_change_provisional,1,1,0.129683104572591,0.129683104572591,449,45.8662741799832,39,0,0,0,0,25,resolved,rising,407,12.7799865522807,-1.12946961852612,12.7799865522807,386,450,0,0,0.129683104572591,0,0,0,0,0,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,26,no_model_evidence,none,NaN,-7.33788120247592,-15.5038960754794,NaN,136,200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,27,insufficient_clean_context,none,NaN,NaN,NaN,NaN,206,213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,28,insufficient_clean_context,none,NaN,NaN,NaN,NaN,215,219,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,29,insufficient_clean_context,none,NaN,NaN,NaN,NaN,504,508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,30,no_model_evidence,none,NaN,-5.40744367676229,-16.598034464243,NaN,219,245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,31,insufficient_clean_context,none,NaN,NaN,NaN,NaN,220,245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,32,no_model_evidence,none,NaN,12.2597265259861,-19.2475412865824,NaN,220,246,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,33,no_model_evidence,none,NaN,-1.87859947848182,-15.2682073373971,NaN,183,247,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,34,insufficient_clean_context,none,NaN,NaN,NaN,NaN,235,249,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,35,insufficient_clean_context,none,NaN,NaN,NaN,NaN,277,288,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,36,no_model_evidence,none,NaN,2.00378038959132,-14.4181286051998,NaN,254,305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,37,no_model_evidence,none,NaN,4.25157924022512,-9.56857768678619,NaN,260,324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,38,no_model_evidence,none,NaN,-0.576195051583292,-13.2980444441963,NaN,265,329,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,39,insufficient_clean_context,none,NaN,NaN,NaN,NaN,311,335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,40,no_model_evidence,none,NaN,-0.183467988836623,-19.2039570158243,NaN,314,378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,41,no_model_evidence,none,NaN,8.56924959988644,-13.0374670653307,NaN,354,386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,positive_raw_change_provisional,1,1,0.0487117755377853,0.0487117755377853,337,356,91.3093045112782,391,95.7571428571429,95.5313157894737,87.0872932330827,-0.0924771314554039,0.00236390617885807,0.0995535548550801,1,positive_raw_change_provisional,1,1,0.0487117755377853,0.0487117755377853,391,95.7571428571429,33,0,0,0,0,42,resolved,rising,357,71.4142147589183,59.8470003115044,71.4142147589183,330,394,0,0,0.0487117755377853,0,0,0,0,0,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,43,insufficient_clean_context,none,NaN,NaN,NaN,NaN,390,409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,44,insufficient_clean_context,none,NaN,NaN,NaN,NaN,410,415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,45,insufficient_clean_context,none,NaN,NaN,NaN,NaN,434,443,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,46,no_model_evidence,none,NaN,-6.75717410653161,-17.4469183949991,NaN,401,444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,47,no_model_evidence,none,NaN,8.70987288969703,-4.14625362468327,NaN,473,537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,positive_raw_change_provisional,1,1,0.022251962935798,0.022251962935798,391,410,87.6580430327869,447,89.608606557377,89.0194672131147,86.296618852459,-0.0310621623122167,0.00661809559982984,0.0383791132139313,1,positive_raw_change_provisional,1,1,0.0368859524804439,0.0368859524804439,444,90.891393442623,36,0,0,1,0.0146339895446459,48,resolved,rising,411,31.6958333971677,17.7863772263608,31.6958333971677,387,451,0,0,0.0368859524804439,0,0,0,0,0,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,49,best_model_unresolved,none,NaN,28.3189043308709,21.4039932939786,21.4039932939786,408,472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,50,no_model_evidence,none,NaN,4.73437811292489,-8.48115297238721,NaN,499,563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,51,insufficient_clean_context,none,NaN,NaN,NaN,NaN,568,584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
M400-01-baseline-awake,challenge,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,52,no_model_evidence,none,NaN,-8.45417684614069,-20.227849150469,NaN,530,594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
FB2316-baseline,control,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,1,insufficient_clean_context,none,NaN,NaN,NaN,NaN,81,103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
FB2316-baseline,control,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,2,insufficient_clean_context,none,NaN,NaN,NaN,NaN,118,125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
FB2316-baseline,control,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,3,insufficient_clean_context,none,NaN,NaN,NaN,NaN,107,126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
FB2316-baseline,control,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,4,insufficient_clean_context,none,NaN,NaN,NaN,NaN,145,157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
FB2316-baseline,control,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,5,no_model_evidence,none,NaN,1.16543450452393,-8.62871680876333,NaN,119,183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
FB2316-baseline,control,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,6,no_model_evidence,none,NaN,-7.11409212958403,-2.50623173533702,NaN,155,190,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
FB2316-baseline,control,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,7,insufficient_clean_context,none,NaN,NaN,NaN,NaN,192,196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
FB2316-baseline,control,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,8,insufficient_clean_context,none,NaN,NaN,NaN,NaN,191,212,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
FB2316-baseline,control,positive_raw_change_provisional,1,1,0.0676433484602843,0.0676433484602843,212,231,3929.0744394084,265,4194.85019083969,3902.26362118321,3955.88525763359,0.0136473964230761,0.0749786785465238,0.0604074480535,1,positive_raw_change_provisional,1,1,0.075660928766569,0.075660928766569,247,4226.35186068702,23,0,0,1,0.00801758030628474,9,resolved,pulse,232,2.49950210027591,37.5756245617433,37.5756245617433,195,259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
FB2316-baseline,control,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,10,insufficient_clean_context,none,NaN,NaN,NaN,NaN,266,271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
FB2316-baseline,control,positive_raw_change_provisional,1,1,0.0490140787828981,0.0490140787828981,269,288,2161.05045743835,309,2266.97235481305,2156.03776849642,2166.06314638027,0.00463912253845933,0.0514529884112329,0.0465864573714794,1,positive_raw_change_provisional,1,1,0.0490140787828981,0.0490140787828981,309,2266.97235481305,15,0,0,0,0,11,resolved,rising,289,17.8331571673991,10.7428795167414,17.8331571673991,265,308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
FB2316-baseline,control,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,12,insufficient_clean_context,none,NaN,NaN,NaN,NaN,306,310,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
FB2316-baseline,control,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,13,insufficient_clean_context,none,NaN,NaN,NaN,NaN,478,490,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
FB2316-baseline,control,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,14,insufficient_clean_context,none,NaN,NaN,NaN,NaN,291,314,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
FB2316-baseline,control,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,15,insufficient_clean_context,none,NaN,NaN,NaN,NaN,312,316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
FB2316-baseline,control,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,16,insufficient_clean_context,none,NaN,NaN,NaN,NaN,352,363,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
FB2316-baseline,control,positive_raw_change_provisional,1,1,0.0617566855638849,0.0617566855638849,344,363,1222.26625734677,371,1297.74937027708,1222.32653232578,1222.20598236776,-9.86282303824347e-05,0.0617043285543275,0.0618090477375761,1,positive_raw_change_provisional,1,1,0.0617566855638849,0.0617566855638849,371,1297.74937027708,5,0,0,0,0,17,resolved,pulse,364,51.6865004258243,61.1135671461857,61.1135671461857,330,373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
FB2316-baseline,control,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,18,insufficient_clean_context,none,NaN,NaN,NaN,NaN,379,387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
FB2316-baseline,control,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,19,insufficient_clean_context,none,NaN,NaN,NaN,NaN,444,448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
FB2316-baseline,control,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,20,no_model_evidence,none,NaN,19.4968104306639,2.9678755734224,NaN,395,459,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
FB2316-baseline,control,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,onset_unresolved,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,21,no_model_evidence,none,NaN,-2.14572570210163,-8.90943087524874,NaN,767,827,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
