Session,Component,EventIndex,Frame,Source,Observed,PreNativeBlocked,NativeStart,NativeEnd,TruthStart,Onset,ReferenceMean
M400-01-baseline-awake,5,29,442,120.3286467486819,120.3286467486819,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,443,124.3933216168717,124.3933216168717,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,444,124.59964850615114,124.59964850615114,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,445,123.30087873462215,123.30087873462215,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,446,121.65623901581722,121.65623901581722,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,447,122.85588752196837,122.85588752196837,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,448,123.72934973637962,123.72934973637962,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,449,123.47205623901581,123.47205623901581,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,450,121.06748681898067,121.06748681898067,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,451,121.80527240773286,121.80527240773286,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,452,121.68435852372583,121.68435852372583,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,453,120.80773286467486,120.80773286467486,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,454,121.6945518453427,121.6945518453427,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,455,121.13321616871704,121.13321616871704,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,456,120.93919156414763,120.93919156414763,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,457,122.30509666080843,122.30509666080843,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,458,123.55043936731107,123.55043936731107,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,459,123.9810193321617,123.9810193321617,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,460,121.68857644991213,121.68857644991213,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,461,118.66537785588753,118.66537785588753,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,462,120.46010544815466,120.46010544815466,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,463,117.83163444639719,117.83163444639719,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,464,119.36801405975396,119.36801405975396,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,465,120.97293497363796,120.97293497363796,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,466,120.66291739894552,120.66291739894552,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,467,118.25026362038665,118.25026362038665,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,468,116.49841827768014,116.49841827768014,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,469,115.61546572934974,115.61546572934974,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,470,112.83550087873462,112.83550087873462,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,471,114.79507908611599,114.79507908611599,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,472,114.1792618629174,114.1792618629174,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,473,116.11353251318101,116.11353251318101,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,474,116.79402460456942,116.79402460456942,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,475,114.81511423550089,114.81511423550089,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,476,110.71985940246046,110.71985940246046,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,477,110.9261862917399,110.9261862917399,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,478,114.45131810193321,114.45131810193321,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,479,115.19050966608084,115.19050966608084,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,480,116.46854130052724,116.46854130052724,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,481,116.23093145869947,116.23093145869947,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,482,114.61300527240773,114.61300527240773,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,483,116.61757469244289,116.61757469244289,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,484,118.30404217926186,118.30404217926186,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,485,117.92724077328647,117.92724077328647,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,486,115.5718804920914,115.5718804920914,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,487,113.1585237258348,113.1585237258348,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,488,112.15219683655536,112.15219683655536,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,489,111.48506151142355,111.48506151142355,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,490,112.25413005272408,112.25413005272408,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,491,114.64674868189806,114.64674868189806,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,492,114.106151142355,114.106151142355,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,493,113.59367311072056,113.59367311072056,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,494,113.4664323374341,113.4664323374341,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,495,116.68857644991213,116.68857644991213,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,496,116.17855887521968,116.17855887521968,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,497,115.23374340949033,115.23374340949033,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,498,115.4432337434095,115.4432337434095,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,499,116.46572934973638,116.46572934973638,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,500,118.30861159929701,118.30861159929701,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,501,118.94376098418277,119.12407732864675,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,502,119.55500878734622,120.29173989455184,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,503,118.1268892794376,119.7725834797891,1,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,504,115.3543057996485,118.19718804920915,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,505,114.33427065026362,118.80351493848858,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,506,115.0847100175747,121.52056239015818,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,507,114.70298769771529,123.34973637961336,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,508,115.22425307557118,124.00808435852373,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,509,115.76274165202109,124.52337434094903,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,510,114.90755711775044,123.33497363796134,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,511,114.26291739894552,122.01687170474517,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,512,115.47381370826011,122.39859402460456,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,513,113.9810193321617,119.80702987697715,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,514,115.9810193321617,120.58629173989455,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,515,117.40175746924429,120.59718804920914,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,516,117.36485061511424,120.61722319859402,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,517,115.70474516695958,118.89420035149385,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,518,116.22882249560632,119.42776801405975,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,519,114.52267135325131,116.44920913884008,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,520,114.67029876977153,115.41581722319859,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,521,115.53673110720563,115.39648506151143,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,522,115.09736379613356,113.98699472759226,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,523,115.2664323374341,113.2878734622144,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,524,118.53884007029878,115.75817223198594,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,525,116.88611599297012,113.38488576449912,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,526,117.03444639718805,112.9311072056239,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,527,117.71845342706503,113.96379613356767,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,528,116.75957820738137,113.29455184534271,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,529,115.68435852372583,112.59718804920914,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,530,116.14868189806678,113.395079086116,0,504,526,501,NaN,NaN
M400-01-baseline-awake,5,29,531,115.97398945518454,113.67451669595782,0,504,526,501,NaN,NaN
FB2316-baseline,1,2,39,4751.228445424476,4751.228445424476,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,40,4720.749136346932,4720.749136346932,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,41,4734.654318265344,4734.654318265344,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,42,4729.461595001838,4729.461595001838,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,43,4718.036163175303,4718.036163175303,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,44,4784.733112826167,4784.733112826167,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,45,4819.658728408674,4819.658728408674,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,46,4824.33414185961,4824.33414185961,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,47,4814.916427783903,4814.916427783903,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,48,4849.2746784270485,4849.2746784270485,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,49,4878.649981624403,4878.649981624403,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,50,4884.775817714076,4884.775817714076,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,51,4934.565159867696,4934.565159867696,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,52,4931.1063579566335,4931.1063579566335,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,53,4948.058213891952,4948.058213891952,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,54,4921.679235575156,4921.679235575156,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,55,4932.211613377434,4932.211613377434,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,56,4959.35927967659,4959.35927967659,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,57,5004.207423741272,5004.207423741272,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,58,5012.690775450202,5012.690775450202,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,59,5007.734876883499,5007.734876883499,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,60,5006.58809261301,5006.58809261301,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,61,5018.227195883866,5018.227195883866,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,62,4974.271885336273,4974.271885336273,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,63,5009.124292539507,5009.124292539507,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,64,5023.819698640205,5023.819698640205,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,65,5063.662477030503,5063.662477030503,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,66,5073.748474825432,5073.748474825432,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,67,5069.242337375965,5069.242337375965,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,68,5084.250128629181,5084.250128629181,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,69,5093.224843807424,5093.224843807424,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,70,5093.049246600514,5093.049246600514,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,71,5093.381403895627,5093.381403895627,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,72,5101.889378904814,5101.889378904814,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,73,5115.567144432194,5115.567144432194,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,74,5128.27276736494,5128.27276736494,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,75,5130.150532892319,5130.150532892319,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,76,5173.044762954796,5173.044762954796,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,77,5175.133039323778,5175.133039323778,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,78,5197.045350973906,5197.045350973906,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,79,5212.389562660786,5212.389562660786,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,80,5203.617787578096,5203.617787578096,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,81,5231.1404630650495,5231.1404630650495,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,82,5261.981330393238,5261.981330393238,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,83,5280.61506798971,5280.61506798971,1,104,114,101,NaN,NaN
FB2316-baseline,1,2,84,5230.605071664829,5230.605071664829,1,104,114,101,NaN,NaN
FB2316-baseline,1,2,85,5251.665637633223,5251.665637633223,1,104,114,101,NaN,NaN
FB2316-baseline,1,2,86,5272.957883131202,5272.957883131202,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,87,5341.158103638369,5341.158103638369,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,88,5315.690775450202,5315.690775450202,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,89,5322.464388092613,5322.464388092613,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,90,5336.952223447262,5336.952223447262,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,91,5371.69026093348,5371.69026093348,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,92,5422.264094083058,5422.264094083058,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,93,5435.07776552738,5435.07776552738,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,94,5426.759132671812,5426.759132671812,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,95,5450.175082690187,5450.175082690187,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,96,5472.769864020581,5472.769864020581,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,97,5523.95486953326,5523.95486953326,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,98,5530.110180080853,5530.110180080853,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,99,5548.3418596104375,5548.3418596104375,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,100,5449.756486585814,5449.756486585814,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,101,5403.685189268651,5409.373392135244,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,102,5439.346784270489,5462.350826901874,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,103,5511.117750826902,5563.409187798604,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,104,5541.440573318633,5634.893054024255,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,105,5562.77618522602,5709.463800073502,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,106,5591.561999264976,5803.405806688717,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,107,5589.93921352444,5878.948254318266,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,108,5574.8244027930905,5863.453142227122,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,109,5509.509371554575,5794.663138552003,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,110,5459.981477398015,5743.467254685777,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,111,5522.028592429254,5808.92664461595,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,112,5596.848217567071,5888.442190371187,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,113,5652.760308710033,5946.000735023888,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,114,5678.041161337744,5971.493348033811,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,115,5642.174421168688,5934.735685409776,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,116,5688.488643880926,5982.800735023889,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,117,5664.371334068357,5957.589121646453,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,118,5650.409628812937,5944.182579933848,0,104,114,101,NaN,NaN
FB2316-baseline,1,2,119,5683.457919882396,5937.072987872106,0,104,114,101,NaN,NaN
FB2316-baseline,2,12,176,5428.9118967452305,5428.9118967452305,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,177,5456.562991021325,5456.562991021325,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,178,5448.965909090909,5448.965909090909,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,179,5391.2831088664425,5391.2831088664425,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,180,5372.895622895623,5372.895622895623,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,181,5407.3644781144785,5407.3644781144785,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,182,5437.725729517396,5437.725729517396,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,183,5501.880611672278,5501.880611672278,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,184,5513.475028058361,5513.475028058361,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,185,5506.184343434344,5506.184343434344,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,186,5524.909371492705,5524.909371492705,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,187,5481.708052749719,5481.708052749719,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,188,5460.5596240179575,5460.5596240179575,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,189,5464.674242424242,5464.674242424242,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,190,5463.013047138047,5463.013047138047,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,191,5460.054573512907,5460.054573512907,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,192,5483.603535353535,5483.603535353535,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,193,5470.88005050505,5470.88005050505,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,194,5481.1355218855215,5481.1355218855215,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,195,5490.160914702581,5490.160914702581,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,196,5527.265151515152,5527.265151515152,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,197,5539.570847362514,5539.570847362514,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,198,5492.22278338945,5492.22278338945,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,199,5508.0841750841755,5508.0841750841755,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,200,5522.174663299664,5522.174663299664,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,201,5548.420594837262,5619.888327721661,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,202,5567.226711560045,5704.297278338945,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,203,5577.164141414141,5774.359988776656,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,204,5571.138888888889,5823.0956790123455,1,253,271,201,NaN,NaN
FB2316-baseline,2,12,205,5514.426767676768,5813.450897867565,1,253,271,201,NaN,NaN
FB2316-baseline,2,12,206,5524.912457912458,5867.873737373738,1,253,271,201,NaN,NaN
FB2316-baseline,2,12,207,5558.458333333333,5944.226571268238,1,253,271,201,NaN,NaN
FB2316-baseline,2,12,208,5559.423961840628,5982.009118967452,1,253,271,201,NaN,NaN
FB2316-baseline,2,12,209,5545.614197530864,5999.338804713805,1,253,271,201,NaN,NaN
FB2316-baseline,2,12,210,5559.835858585859,6044.116863075196,1,253,271,201,NaN,NaN
FB2316-baseline,2,12,211,5603.157126823793,6116.904180695848,1,253,271,201,NaN,NaN
FB2316-baseline,2,12,212,5609.008838383838,6146.565656565656,1,253,271,201,NaN,NaN
FB2316-baseline,2,12,213,5605.723204264871,6162.329685746352,1,253,271,201,NaN,NaN
FB2316-baseline,2,12,214,5597.008136924804,6169.1069023569025,1,253,271,201,NaN,NaN
FB2316-baseline,2,12,215,5555.8627946127945,6140.154882154882,1,253,271,201,NaN,NaN
FB2316-baseline,2,12,216,5556.534792368126,6152.419472502806,1,253,271,201,NaN,NaN
FB2316-baseline,2,12,217,5598.070005611672,6208.985129068463,1,253,271,201,NaN,NaN
FB2316-baseline,2,12,218,5610.362514029181,6232.58347362514,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,219,5611.995931537598,6241.236531986532,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,220,5615.965909090909,6250.253928170595,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,221,5647.229797979798,6289.825476992144,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,222,5625.937850729518,6265.903198653199,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,223,5620.523148148148,6260.443181818182,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,224,5667.226851851852,6313.428591470258,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,225,5624.929994388328,6263.531986531986,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,226,5626.073933782267,6262.694304152637,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,227,5632.7358305274975,6266.149130190797,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,228,5629.740740740741,6258.408249158249,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,229,5697.049242424242,6329.416947250281,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,230,5703.273288439955,6329.242003367003,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,231,5713.61994949495,6334.380751964085,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,232,5734.932519640853,6349.504489337823,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,233,5709.04657687991,6313.962962962963,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,234,5699.944725028058,6296.420314253648,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,235,5663.575056116722,6245.862373737374,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,236,5704.281705948372,6283.64576318743,1,253,271,201,NaN,NaN
FB2316-baseline,2,12,237,5719.0065937149275,6291.3191638608305,1,253,271,201,NaN,NaN
FB2316-baseline,2,12,238,5712.741722783389,6275.407126823793,1,253,271,201,NaN,NaN
FB2316-baseline,2,12,239,5720.137065095399,6271.683922558923,1,253,271,201,NaN,NaN
FB2316-baseline,2,12,240,5718.124158249158,6259.716470258137,1,253,271,201,NaN,NaN
FB2316-baseline,2,12,241,5761.24537037037,6296.05303030303,1,253,271,201,NaN,NaN
FB2316-baseline,2,12,242,5765.772166105499,6292.792368125702,1,253,271,201,NaN,NaN
FB2316-baseline,2,12,243,5737.945707070707,6251.818181818182,1,253,271,201,NaN,NaN
FB2316-baseline,2,12,244,5751.25322671156,6255.86854657688,1,253,271,201,NaN,NaN
FB2316-baseline,2,12,245,5757.40221661055,6250.733445566779,1,253,271,201,NaN,NaN
FB2316-baseline,2,12,246,5781.337401795735,6268.330808080808,1,253,271,201,NaN,NaN
FB2316-baseline,2,12,247,5768.7680976430975,6243.74494949495,1,253,271,201,NaN,NaN
FB2316-baseline,2,12,248,5766.9687149270485,6229.928310886644,1,253,271,201,NaN,NaN
FB2316-baseline,2,12,249,5801.304994388328,6257.338664421998,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,250,5774.331930415264,6217.08950617284,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,251,5779.705948372615,6213.739197530864,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,252,5786.0823512906845,6210.871492704826,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,253,5783.486391694725,6196.776515151515,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,254,5767.017676767677,6169.341470258137,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,255,5732.284652076319,6121.784371492705,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,256,5692.684483726151,6070.521604938272,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,257,5759.119107744108,6131.008698092031,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,258,5767.602132435466,6131.703142536476,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,259,5760.154461279461,6114.874158249158,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,260,5726.98063973064,6069.705667789001,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,261,5714.047278338945,6046.614337822672,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,262,5737.619248035915,6062.801066217733,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,263,5755.84960718294,6072.42620650954,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,264,5764.353535353535,6072.756734006734,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,265,5753.959455667789,6053.872615039281,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,266,5730.891694725028,6021.719135802469,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,267,5708.003928170595,5989.713804713805,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,268,5754.7452300785635,6029.632575757576,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,269,5828.395482603816,6099.204124579124,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,270,5808.371492704826,6070.3644781144785,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,271,5764.14758698092,6016.2679573512905,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,272,5750.135802469136,5994.5143097643095,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,273,5754.193041526375,5991.828002244669,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,274,5769.682379349046,6000.99214365881,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,275,5783.299382716049,6008.600589225589,0,253,271,201,NaN,NaN
FB2316-baseline,2,12,276,5770.805695847363,5988.698372615039,0,253,271,201,NaN,NaN
FB2316-baseline,4,4,340,6050.608204428268,6064.258795875038,0,405,435,409,404,6104.24271686382
FB2316-baseline,4,4,341,6040.7669093114955,6053.943205944798,0,405,435,409,404,6104.24271686382
FB2316-baseline,4,4,342,6017.19161358811,6029.834091598423,0,405,435,409,404,6104.24271686382
FB2316-baseline,4,4,343,5999.948589626933,6012.134364573855,0,405,435,409,404,6104.24271686382
FB2316-baseline,4,4,344,6027.20821959357,6039.005686988171,0,405,435,409,404,6104.24271686382
FB2316-baseline,4,4,345,6024.885577797998,6036.274188656354,0,405,435,409,404,6104.24271686382
FB2316-baseline,4,4,346,6030.0239611768275,6040.9799059751285,0,405,435,409,404,6104.24271686382
FB2316-baseline,4,4,347,6046.658932362754,6057.236123748862,0,405,435,409,404,6104.24271686382
FB2316-baseline,4,4,348,6032.349787685775,6042.548225659691,0,405,435,409,404,6104.24271686382
FB2316-baseline,4,4,349,5954.606915377616,5964.3102820746135,0,405,435,409,404,6104.24271686382
FB2316-baseline,4,4,350,5944.9787685774945,5954.296178343949,0,405,435,409,404,6104.24271686382
FB2316-baseline,4,4,351,5949.442144373673,5958.456323930846,0,405,435,409,404,6104.24271686382
FB2316-baseline,4,4,352,6005.303154382772,6014.070821959357,0,405,435,409,404,6104.24271686382
FB2316-baseline,4,4,353,6032.308234758872,6040.817788898999,0,405,435,409,404,6104.24271686382
FB2316-baseline,4,4,354,6027.8995298756445,6036.046633303003,0,405,435,409,404,6104.24271686382
FB2316-baseline,4,4,355,6057.469214437368,6065.369275098575,0,405,435,409,404,6104.24271686382
FB2316-baseline,4,4,356,6082.715195632393,6090.368820139521,0,405,435,409,404,6104.24271686382
