Session,Case,Frame,RecipePeak1Parent,RecipePeak2Parent,SupportState,Outcome,PreviousCandidates,MinimumPreviousHistoryFrames,MarkerDistanceUm,SaddleDropFraction
M400-01-baseline-awake,crossing_pair,148,4,4,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M400-01-baseline-awake,crossing_pair,149,5,5,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M400-01-baseline-awake,crossing_pair,150,5,5,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M400-01-baseline-awake,crossing_pair,151,4,4,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M400-01-baseline-awake,crossing_pair,152,5,5,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M400-01-baseline-awake,crossing_pair,153,4,4,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M400-01-baseline-awake,crossing_pair,154,2,2,recipe_peaks_in_one_native_candidate,insufficient_history,2,2,NaN,NaN
M400-01-baseline-awake,crossing_pair,155,4,4,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M400-01-baseline-awake,crossing_pair,156,6,6,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M400-01-baseline-awake,crossing_pair,157,3,3,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M400-01-baseline-awake,crossing_pair,158,4,4,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M400-01-baseline-awake,crossing_pair,159,2,2,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M400-01-baseline-awake,crossing_pair,160,3,3,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M400-01-baseline-awake,crossing_pair,161,7,7,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M400-01-baseline-awake,crossing_pair,162,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M400-01-baseline-awake,crossing_pair,163,2,1,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M400-01-baseline-awake,crossing_pair,164,3,2,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M400-01-baseline-awake,crossing_pair,165,4,3,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M400-01-baseline-awake,crossing_pair,166,4,2,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M400-01-baseline-awake,crossing_pair,167,6,2,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M400-01-baseline-awake,crossing_pair,168,3,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M400-01-baseline-awake,crossing_pair,169,5,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M400-01-baseline-awake,crossing_pair,170,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M400-01-baseline-awake,crossing_pair,171,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M400-01-baseline-awake,crossing_pair,172,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M400-01-baseline-awake,crossing_pair,173,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M400-01-baseline-awake,crossing_pair,174,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M400-01-baseline-awake,crossing_pair,175,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M400-01-baseline-awake,crossing_pair,176,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M400-01-baseline-awake,crossing_pair,177,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M400-01-baseline-awake,crossing_pair,178,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M400-01-baseline-awake,crossing_pair,179,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M400-01-baseline-awake,crossing_pair,180,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,101,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,102,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,103,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,104,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,105,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,106,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,107,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,108,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,109,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,110,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,111,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,112,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,113,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,114,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,115,2,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,116,1,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,117,3,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,118,2,4,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,119,1,1,recipe_peaks_in_one_native_candidate,insufficient_history,2,1,NaN,NaN
M401-01-baseline-awake,separate_pair,120,1,2,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,121,3,6,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,122,3,4,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,123,3,4,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,124,4,5,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,125,3,4,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,126,3,4,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,127,1,1,recipe_peaks_in_one_native_candidate,split_applied,2,7,295.456109261596,0.995784620997346
M401-01-baseline-awake,separate_pair,128,4,4,recipe_peaks_in_one_native_candidate,split_applied,2,8,304.593171295747,0.889080735416389
M401-01-baseline-awake,separate_pair,129,2,2,recipe_peaks_in_one_native_candidate,split_applied,2,9,304.0371071103,0.909113529423209
M401-01-baseline-awake,separate_pair,130,3,3,recipe_peaks_in_one_native_candidate,split_applied,2,10,304.593171295747,0.919741481203313
M401-01-baseline-awake,separate_pair,131,2,2,recipe_peaks_in_one_native_candidate,split_applied,2,11,309.334062948134,0.977715298041155
M401-01-baseline-awake,separate_pair,132,3,5,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,133,4,5,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,134,5,5,recipe_peaks_in_one_native_candidate,split_applied,2,14,308.896119269893,0.912100523783476
M401-01-baseline-awake,separate_pair,135,3,3,recipe_peaks_in_one_native_candidate,split_applied,2,15,304.14840127806,0.836974020300306
M401-01-baseline-awake,separate_pair,136,3,3,recipe_peaks_in_one_native_candidate,split_applied,2,16,342.131919002013,0.918349278089045
M401-01-baseline-awake,separate_pair,137,2,2,recipe_peaks_in_one_native_candidate,split_applied,2,17,327.887652253024,0.956836473796515
M401-01-baseline-awake,separate_pair,138,4,4,recipe_peaks_in_one_native_candidate,split_applied,2,18,309.334062948134,0.983596805537053
M401-01-baseline-awake,separate_pair,139,4,4,recipe_peaks_in_one_native_candidate,split_applied,2,19,327.784418482636,0.977392785884313
M401-01-baseline-awake,separate_pair,140,3,4,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,141,2,3,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,142,2,2,recipe_peaks_in_one_native_candidate,split_applied,2,22,338.452083019148,0.975343533105489
M401-01-baseline-awake,separate_pair,143,3,6,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,144,1,4,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,145,2,5,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,146,1,4,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,147,4,4,recipe_peaks_in_one_native_candidate,split_applied,2,27,323.314185429591,0.888374857479048
M401-01-baseline-awake,separate_pair,148,3,3,recipe_peaks_in_one_native_candidate,split_applied,2,28,323.034924582467,0.892939556405361
M401-01-baseline-awake,separate_pair,149,3,3,recipe_peaks_in_one_native_candidate,split_applied,2,29,318.285445787268,0.892045131305833
M401-01-baseline-awake,separate_pair,150,4,4,recipe_peaks_in_one_native_candidate,split_applied,2,30,318.391759472509,0.927550092018035
M401-01-baseline-awake,separate_pair,151,4,7,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,152,4,7,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,153,4,6,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,154,5,7,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,155,2,3,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,156,4,6,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,157,3,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,158,3,5,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,159,4,7,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,160,4,5,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,161,1,2,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,162,3,4,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,163,4,5,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,164,2,3,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,165,1,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,166,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,167,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,168,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,169,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,170,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,171,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,172,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,173,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,174,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,175,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,176,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,177,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,178,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,179,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,separate_pair,180,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,101,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,102,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,103,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,104,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,105,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,106,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,107,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,108,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,109,3,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,110,2,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,111,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,112,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,113,2,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,114,1,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,115,1,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,116,1,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,117,3,5,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,118,2,4,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,119,1,1,recipe_peaks_in_one_native_candidate,insufficient_history,2,2,NaN,NaN
M401-01-baseline-awake,approach_pair,120,1,1,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,121,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,122,3,3,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,0,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,123,3,3,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,124,4,4,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,125,3,3,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,126,3,3,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,127,1,1,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,128,4,4,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,129,2,2,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,130,3,3,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,131,3,3,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,132,3,3,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,133,4,4,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,134,5,5,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,135,3,3,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,136,3,3,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,137,2,2,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,138,4,4,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,139,5,5,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,140,3,3,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,141,2,2,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,142,3,3,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,143,2,2,recipe_peaks_in_one_native_candidate,insufficient_history,2,1,NaN,NaN
M401-01-baseline-awake,approach_pair,144,1,1,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,145,2,2,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,146,2,2,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,147,4,4,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,148,5,5,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,149,3,3,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,150,4,4,recipe_peaks_in_one_native_candidate,insufficient_history,2,1,NaN,NaN
M401-01-baseline-awake,approach_pair,151,4,4,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,152,4,4,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,153,4,4,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,154,5,5,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,155,3,3,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,156,4,4,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,157,3,3,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,158,3,3,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,159,4,4,recipe_peaks_in_one_native_candidate,not_a_two_parent_contact,1,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,160,4,5,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,161,1,2,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,162,3,4,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,163,4,5,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,164,2,3,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,165,1,3,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,166,1,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,167,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,168,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,169,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,170,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,171,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,172,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,173,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,174,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,175,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,176,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,177,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,178,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,179,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,approach_pair,180,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,crossing_pair,101,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,crossing_pair,102,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,crossing_pair,103,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,crossing_pair,104,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,crossing_pair,105,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,crossing_pair,106,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,crossing_pair,107,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,crossing_pair,108,0,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,crossing_pair,109,3,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,crossing_pair,110,2,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,crossing_pair,111,1,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,crossing_pair,112,1,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,crossing_pair,113,2,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,crossing_pair,114,1,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,crossing_pair,115,1,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,crossing_pair,116,1,0,one_or_both_recipe_peaks_outside_admitted_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,crossing_pair,117,3,5,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,crossing_pair,118,2,4,recipe_peaks_in_separate_native_candidates,,NaN,NaN,NaN,NaN
M401-01-baseline-awake,crossing_pair,119,1,1,recipe_peaks_in_one_native_candidate,insufficient_history,2,2,NaN,NaN
